Gene = Paics
index = 790
Annotated 5SS: [  529  5437  8187  9983 10200 11204 13316 15099]
Annotated 3SS: [ 5238  8007  9802 10085 11119 13134 14939 15340]
SMsplice 5SS: [  362   529  3251  5540  8187  9983 10200 11204 13316 15099]
SMsplice 3SS: [  461  3133  5463  8007  9881 10085 11119 13134 14979 15340]
top_k =  500
Partition function (log Z): 3.999964644407

Sorted 5' Splice Sites (High to Low Probability):
Position 10200: 0.9764545354697701
Position 11204: 0.963645824260747
Position 13316: 0.8448244546376301
Position 9983: 0.8346586398108065
Position 8187: 0.6937110475737338
Position 3251: 0.5810886753888804
Position 15099: 0.4532790971453128
Position 362: 0.44132316073594036
Position 5900: 0.4342930998811641
Position 5540: 0.42828974823605326
Position 5437: 0.41149748565227134
Position 529: 0.3989021793113474
Position 711: 0.3731934485900724
Position 379: 0.3716998141331469
Position 3255: 0.26929623749282866
Position 15146: 0.2164202787991404
Position 15487: 0.13852438597893288
Position 6551: 0.13694750621140955
Position 13588: 0.13283386070974743
Position 12022: 0.11626608740444065
Position 9963: 0.0782072640497373
Position 371: 0.06805774891959528
Position 9998: 0.046649627015444374
Position 12930: 0.04385364247645669
Position 8290: 0.040532329616164015
Position 4598: 0.03372857420689831
Position 525: 0.02759033750738055
Position 3297: 0.02541825667118057
Position 12975: 0.02061833366570695
Position 12030: 0.020192885248256347
Position 4218: 0.01964138244181542
Position 95: 0.018912791030968497
Position 3702: 0.01774106860907116
Position 10240: 0.016361807455572253
Position 36: 0.015862002528159527
Position 11681: 0.014745707389637602
Position 99: 0.014601832453143084
Position 19: 0.014551779576359685
Position 12915: 0.013614735694977113
Position 8136: 0.012801959213330523
Position 12414: 0.01265748258549799
Position 808: 0.011257086435268146
Position 125: 0.010891576743498294
Position 12313: 0.010142997106049986
Position 3503: 0.010124297037956696
Position 12403: 0.008111543350255969
Position 10552: 0.007089667925299121
Position 12544: 0.006984689438295502
Position 11277: 0.006447472768474048
Position 6931: 0.006158583786564276
Position 11165: 0.005802661691883289
Position 12643: 0.005152168287200264
Position 615: 0.005010991886404382
Position 3243: 0.0047662301032972716
Position 12621: 0.004537901733688798
Position 11008: 0.0044643754161979195
Position 9971: 0.004309485905360512
Position 10902: 0.0035615210406037563
Position 10207: 0.0034741219998865145
Position 12261: 0.003422280880809711
Position 12002: 0.003393616808335854
Position 4090: 0.0033176122596862254
Position 7043: 0.0031583043927966236
Position 5925: 0.002913740432051996
Position 693: 0.0027998253530093376
Position 1596: 0.002759357168551749
Position 900: 0.002553119086338633
Position 13360: 0.002516399513688268
Position 10736: 0.0019498171171937959
Position 3568: 0.001857853900142422
Position 5269: 0.001618265243328996
Position 6828: 0.00144071893758916
Position 150: 0.0012895213444618003
Position 4752: 0.0012671752001465575
Position 10783: 0.0011753869569503417
Position 196: 0.0011638753977282004
Position 13927: 0.0011262716711860062
Position 12399: 0.0011195457463902255
Position 61: 0.001013744886004506
Position 10009: 0.0009153860990710606
Position 10569: 0.0008784987501641943
Position 1192: 0.0008292322167155504
Position 533: 0.0008013803836977943
Position 6460: 0.00079595553376945
Position 602: 0.000484985676512032
Position 10914: 0.0004555500905246126
Position 185: 0.0004439119597556123
Position 1632: 0.0003961745038123032
Position 11379: 0.000370823600449928
Position 11441: 0.00036840223558729136
Position 11565: 0.0003669188400345383
Position 10795: 0.0003643284979361501
Position 10405: 0.000361530760272143
