Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [360 497 707]
top_k =  500
Partition function (log Z): 3.8927452751085765

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9967589319334554
Position 261: 0.965495600439283
Position 586: 0.9165248563614703
Position 799: 0.34194843222953464
Position 834: 0.07416094479452207
Position 4066: 0.045670073581596034
Position 611: 0.03883596780887669
Position 3181: 0.034610626339390695
Position 2014: 0.031236254254700353
Position 607: 0.02904536001395008
Position 191: 0.02636839146382429
Position 4193: 0.014162060198578418
Position 3921: 0.01304246213948568
Position 89: 0.012162303932360908
Position 1998: 0.00682259323637554
Position 630: 0.006055613178919449
Position 1778: 0.005462810046234559
Position 2720: 0.0035683857637844587
Position 171: 0.0018494480112654064
Position 3975: 0.001846054523844015
Position 125: 0.0010921591029433282
Position 453: 0.0005874344434796939
Position 225: 0.00044296073200428786
Position 131: 0.00039202374111714825
Position 826: 0.0003275549918843069
Position 284: 0.0003231384171051626
Position 590: 0.00010778798941189728
Position 247: 7.629151992347758e-05
Position 1742: 3.0153133293485256e-05
Position 16: 1.5688558486643975e-05
Position 200: 1.1204605691542594e-05
Position 62: 1.060475554296182e-05
Position 195: 5.535925270533563e-06
Position 650: 3.0048153405867187e-06
Position 646: 1.6907764677286563e-06
Position 643: 1.5580853510166513e-06
Position 851: 1.4064236001799442e-06
Position 662: 6.740843657392227e-07
Position 634: 5.27377743689034e-07
Position 473: 1.916081898648282e-07
Position 1821: 1.507963267048702e-07
Position 361: 1.4207883709840514e-07
Position 878: 1.27382189751943e-07
Position 698: 1.0597054723240684e-07
Position 2060: 9.936533150516357e-08
Position 669: 9.1395629856899e-08
Position 1139: 8.359889658682758e-08
Position 667: 7.981501949414315e-08
Position 1333: 6.343021654821167e-08
Position 350: 3.820874065211084e-09
Position 348: 2.4073936407504116e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9996639682559717
Position 497: 0.9908670422692387
Position 707: 0.49087470014325313
Position 2291: 0.17640268653015184
Position 4161: 0.17542546042288465
Position 4022: 0.10654061671093688
Position 3180: 0.08286684495012328
Position 3086: 0.05762549671300899
Position 4289: 0.05542952819001719
Position 4145: 0.04424457071707405
Position 4167: 0.03556379818592223
Position 1239: 0.03530482635542688
Position 1847: 0.029350855686638318
Position 2550: 0.028408696588175297
Position 4271: 0.018796077124741666
Position 4466: 0.018342792892560796
Position 3832: 0.016209874832072202
Position 3396: 0.01564602248281718
Position 744: 0.0153672203912348
Position 2169: 0.013792320456683658
Position 1190: 0.0123976755714225
Position 1642: 0.01199013534405107
Position 1665: 0.011341861200908942
Position 1938: 0.008314993242334543
Position 170: 0.007902625365514438
Position 748: 0.007863843221241017
Position 3792: 0.0077116901106125645
Position 2662: 0.00512577105673694
Position 1777: 0.005027267953563492
Position 1439: 0.004794792941198059
Position 684: 0.004126390236855692
Position 501: 0.003929052522590844
Position 3607: 0.003858977037615579
Position 1885: 0.0037803580829858714
Position 2439: 0.003649289701817469
Position 1877: 0.0030824060128895854
Position 2333: 0.0028944789381945236
Position 2085: 0.002877677501793676
Position 1737: 0.0027489310753386004
Position 3796: 0.002746956835815378
Position 4627: 0.002670684693610961
Position 3422: 0.0026319384648666355
Position 3145: 0.002277812779623695
Position 4488: 0.002275625351037559
Position 2216: 0.0021590833609556794
Position 1564: 0.0020948655525753913
Position 762: 0.001974401218465481
Position 1817: 0.0019282100221303122
Position 877: 0.001612656881503746
Position 714: 0.0013944448188445376
Position 4099: 0.0013766540911860736
Position 2467: 0.0013218739966177465
Position 1278: 0.0012933375276583429
Position 1697: 0.0012750841909988217
Position 2452: 0.0012117365329718938
Position 929: 0.0011581638616765418
Position 1414: 0.00110341465772421
Position 4473: 0.0010900351375389584
Position 955: 0.001090005135199856
Position 2304: 0.0010774572359844672
Position 1076: 0.0010755622858523725
Position 1390: 0.0010715023669661435
Position 1751: 0.0009622912201480764
Position 3810: 0.0009222444420055177
Position 1983: 0.0008763289388618407
Position 3877: 0.0008380500947266058
Position 1820: 0.000804970348995267
Position 1544: 0.0007948168393605249
Position 891: 0.0005910485706306992
Position 2496: 0.0005065590286190085
Position 1284: 0.0004998420886837306
Position 1070: 0.00046765375949374486
Position 4065: 0.0004640586535192572
Position 1453: 0.00033335778908443066
Position 3313: 0.0002995183032262592
Position 506: 0.000256917392891201
Position 218: 0.0002520648869952979
Position 1250: 0.0002353164679100407
Position 1197: 0.00023102702462704004
Position 518: 0.00021319632178840714
Position 898: 0.00020717186808402597
Position 2676: 0.0001957447810706536
Position 2794: 0.00018598440015737676
Position 3095: 0.00013584440258868443
Position 157: 0.00011036147998847756
Position 1312: 8.824387469973028e-05
Position 3034: 8.696963544060251e-05
Position 527: 5.80045283027124e-05
