Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [ 284 2259]
SMsplice 3SS: [2171 6974]
top_k =  500
Partition function (log Z): -7.657377332386324

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9734212774774907
Position 2259: 0.5036951645455201
Position 3279: 0.2307705951732573
Position 6473: 0.07219179916622034
Position 2023: 0.07204403994730088
Position 6072: 0.0430100072561302
Position 124: 0.03828178289034236
Position 2380: 0.026623303867826412
Position 7056: 0.023394521523233357
Position 6936: 0.01933019514091364
Position 6850: 0.01758828178587252
Position 4624: 0.016094336877916036
Position 4948: 0.015931649476613793
Position 4393: 0.015453955694346686
Position 2228: 0.013000373191611238
Position 1630: 0.011000479717002324
Position 4665: 0.010198816178260213
Position 3424: 0.008142280003699306
Position 3384: 0.008027991876856093
Position 2222: 0.007966475821010103
Position 3998: 0.007383179538317901
Position 883: 0.007115588927086498
Position 7074: 0.005834777971016416
Position 5014: 0.005705962716997574
Position 5429: 0.004508166620838111
Position 118: 0.00439280475729903
Position 6712: 0.004248738589464701
Position 2094: 0.00299781030225515
Position 464: 0.002699179507312005
Position 6404: 0.002509044256757219
Position 6812: 0.0023551271046044816
Position 4698: 0.002004414291327601
Position 4934: 0.0020013564640137464
Position 1622: 0.0017490537971694797
Position 2216: 0.0015990300759911357
Position 6755: 0.001511894352800234
Position 515: 0.0013598011368836276
Position 6313: 0.0013012688202302457
Position 598: 0.00116173058798852
Position 1641: 0.0010386359569649
Position 2651: 0.0009718180908397931
Position 568: 0.000828567612597868
Position 721: 0.0006731675083726371
Position 302: 0.0005149695258802142
Position 1672: 0.00045758058767944186
Position 777: 0.00036344365212325494
Position 172: 0.0003524828251225962
Position 1362: 0.0003262679731308029
Position 1311: 0.00029181489604721304
Position 1130: 0.000206414346638605
Position 960: 0.0001935541082444407
Position 1364: 0.00015888115229019116
Position 1924: 0.00013965864563583966
Position 1316: 0.00013579835405873254
Position 157: 0.00013541425038612683
Position 1124: 0.00011455891688317625
Position 1666: 9.487051319937218e-05
Position 1292: 9.181991232199122e-05
Position 311: 6.336342187203226e-05
Position 2665: 2.5411534570155094e-05
Position 7: 1.814634719439106e-05
Position 151: 7.500782040792495e-06
Position 95: 6.365889168288203e-06
Position 207: 3.891853512739243e-06
Position 430: 3.7534990092933655e-06
Position 159: 3.4523131604126375e-06
Position 300: 2.6247575182775635e-06
Position 999: 2.4592108463122535e-06
Position 326: 2.027984197320106e-06
Position 1366: 1.3348420596581595e-06
Position 1910: 1.301191520107228e-06
Position 1370: 1.2988903638103118e-06
Position 1368: 1.270165640431308e-06
Position 2370: 1.0705796624805983e-06
Position 2234: 1.0405593391629651e-06
Position 1372: 9.286550596609602e-07
Position 1170: 8.85155648147867e-07
Position 1374: 7.535299414676299e-07
Position 840: 5.730315876176513e-07
Position 541: 5.627030639884273e-07
Position 1351: 5.596515539396945e-07
Position 1376: 5.240702893191688e-07
Position 824: 5.207970229543861e-07
Position 1420: 4.958508902602487e-07
Position 1378: 4.800286300901066e-07
Position 875: 4.336559550746066e-07
Position 1416: 4.252492428529544e-07
Position 1380: 3.7099732477820226e-07
Position 11: 3.0304979965267506e-07
Position 1382: 1.2338983533697425e-07
Position 215: 1.0055142937479448e-07
Position 9: 7.681455329228214e-08
Position 202: 1.9854562219780328e-08
Position 367: 1.9884355407159386e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.6662596996782553
Position 2171: 0.5403653007333055
Position 3129: 0.14842142693605942
Position 6169: 0.130136100266427
Position 6604: 0.10456489518399442
Position 3152: 0.07414437748217362
Position 7166: 0.06288505523395946
Position 6811: 0.04598547775578462
Position 5917: 0.038953679776531594
Position 1517: 0.03811149076297983
Position 4571: 0.036974722497790685
Position 4841: 0.02581692014025561
Position 2964: 0.020202535663558698
Position 6936: 0.01831827267917588
Position 213: 0.017339224713927796
