Gene = Kptn
index = 610
Annotated 5SS: [ 287  678  902 1030 3216 3379 3987 4138 4898 5954 6213]
Annotated 3SS: [ 594  816  974 3139 3304 3876 4059 4821 5817 6041 7222]
SMsplice 5SS: [ 287 3216 3987 4898 5954 6213]
SMsplice 3SS: [3139 3876 4821 5817 6041 7222]
top_k =  500
Partition function (log Z): 13.590547347669482

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9887296820540896
Position 287: 0.9764064205476621
Position 6213: 0.9681847133250074
Position 3987: 0.9554182682686103
Position 4898: 0.9051240747100134
Position 3216: 0.7795981769783875
Position 902: 0.6524227608616668
Position 4138: 0.41642396948867466
Position 3379: 0.34184379954066735
Position 7366: 0.30340615925997655
Position 678: 0.30195202342111677
Position 1030: 0.27356839220112716
Position 3221: 0.1853521792230468
Position 4480: 0.13531309388017926
Position 1137: 0.13316410051137595
Position 3375: 0.10704222188167178
Position 5663: 0.10214823311299534
Position 5699: 0.07248222263608248
Position 1298: 0.059043056585962726
Position 1158: 0.028149097604237134
Position 4266: 0.019942466300088058
Position 144: 0.01860705265909163
Position 6418: 0.01829477811181462
Position 3010: 0.017253706240055684
Position 7077: 0.016405367638541286
Position 6407: 0.01486323231793682
Position 4508: 0.014580134223860475
Position 1574: 0.013615347939868348
Position 2199: 0.012401638532892337
Position 4560: 0.012218625455887491
Position 6636: 0.01195264700591261
Position 7379: 0.011297550421550687
Position 2746: 0.008231621718174289
Position 19: 0.008189989897479141
Position 3800: 0.00753888305547626
Position 7479: 0.006772195864021928
Position 522: 0.00443512937096787
Position 3953: 0.004265711231536346
Position 6198: 0.0038448350130578534
Position 6180: 0.0037659846131260087
Position 2506: 0.00290290537164355
Position 3993: 0.0028044260490202554
Position 208: 0.0022908361297610483
Position 6671: 0.0021523333834496347
Position 2966: 0.002048222569215436
Position 3822: 0.0018611507415794105
Position 6144: 0.0017425121135655193
Position 6286: 0.0013971230345791342
Position 1311: 0.0012551225575173667
Position 7274: 0.0010041765241704161
Position 529: 0.0009797931146346237
Position 6275: 0.0006270710377600711
Position 7: 0.0005809261511382873
Position 363: 0.0005333031062712564
Position 2473: 0.0005280226578443951
Position 6780: 0.000429997069232501
Position 129: 0.00038558619583546004
Position 499: 0.0003271422445423032
Position 7313: 0.00028597790848649147
Position 5972: 0.0002824060690004768
Position 7423: 0.0002639694451753384
Position 302: 0.0002522962406853308
Position 6728: 0.00023157596195708265
Position 836: 0.00018233102185877766
Position 5936: 0.00015184824637755554
Position 654: 0.00014930621449405962
Position 142: 0.00013999105944443343
Position 5001: 0.00011666083420858216
Position 5129: 0.00011134067711662805
Position 7391: 0.00010451526048568512
Position 7425: 0.00010069996006383134
Position 7368: 9.79758603139754e-05
Position 538: 9.601246381291954e-05
Position 803: 8.947656633655649e-05
Position 484: 7.494024576796335e-05
Position 5930: 6.732267471097381e-05
Position 879: 6.437309819091905e-05
Position 749: 6.061615501468244e-05
Position 7462: 4.746541753193629e-05
Position 5897: 3.9143676825683594e-05
Position 7328: 3.8727962844745635e-05
Position 180: 3.1765322289818536e-05
Position 1168: 3.078827085072757e-05
Position 95: 2.782786588731948e-05
Position 291: 2.573841781698201e-05
Position 738: 2.4740815910954126e-05
Position 299: 1.1217325104621629e-05
Position 391: 1.0496349746510928e-05
Position 470: 1.0422311980380243e-05
Position 421: 9.735378589922776e-06
Position 1034: 7.91444179392111e-06
Position 632: 7.726117250222369e-06
Position 609: 7.542063084017837e-06
Position 857: 6.72839918335205e-06
Position 4976: 6.640831106112572e-06
Position 4033: 5.697652079773024e-06
Position 474: 4.33479366686814e-06
Position 6460: 4.241585989772999e-06
Position 6458: 4.042125728389276e-06
Position 329: 3.4655754203362557e-06
Position 327: 3.279083353394465e-06
Position 840: 3.0094306695455935e-06
Position 322: 2.757978817212906e-06
Position 6059: 2.4804798061309958e-06
Position 6360: 2.4245611113627606e-06
Position 355: 1.612582863617268e-06
Position 906: 1.5488944423848643e-06
Position 6430: 9.714541709172671e-07
Position 253: 9.45693203894805e-07
Position 699: 9.08339541825799e-07
Position 467: 9.005504067747528e-07
Position 79: 8.384917629579064e-07
Position 6462: 8.246339773598158e-07
Position 6464: 7.31976290712351e-07
Position 6466: 6.383232001596147e-07
Position 4107: 4.5549431736152785e-07
Position 4947: 8.991346420313235e-08
Position 430: 3.820197544660122e-10
Position 404: 3.2036247868240334e-10
Position 369: 3.0259261785931626e-10
Position 424: 1.795066337326725e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6041: 0.9676029421190617
Position 3139: 0.9522795745618579
Position 7222: 0.9048848446834914
Position 3876: 0.7809329428416061
Position 4821: 0.730419877662299
Position 5817: 0.5123318793917834
Position 5865: 0.4310801047375645
Position 3304: 0.42401276126195087
Position 974: 0.41091817835803
Position 4059: 0.3940079245673081
Position 594: 0.3135245185409049
Position 7560: 0.3057999431316573
Position 816: 0.2999061735476726
Position 3919: 0.16289727817395952
Position 718: 0.1463843065957212
Position 749: 0.11356121971131751
Position 4759: 0.08511790355599197
Position 5572: 0.07418474978906696
Position 4379: 0.07401232379452738
Position 5500: 0.0563721891141558
Position 4740: 0.05449868308678543
Position 4423: 0.0459781195269012
Position 5783: 0.03690748421333072
Position 7196: 0.033863731122349194
Position 4330: 0.03281208827331224
Position 2945: 0.030629905940020682
Position 4061: 0.02857506879085644
Position 6568: 0.02854720735880369
Position 6335: 0.028023690934815566
Position 1258: 0.02654245021600876
Position 6109: 0.023059832117529856
Position 901: 0.022593570642265613
Position 4650: 0.020422055723857198
Position 738: 0.01944352380809296
Position 207: 0.018168688030300653
Position 7445: 0.015575928265036737
Position 5230: 0.015154889378872742
Position 5347: 0.01465434062455485
Position 6703: 0.014617306026538263
Position 4479: 0.014317856376552347
Position 3792: 0.012515972226469742
Position 1015: 0.012501679901878735
Position 823: 0.011923213308820232
Position 7059: 0.0106598695609248
Position 3943: 0.010460265296141559
Position 5526: 0.009075002221823157
Position 3106: 0.0087898351021375
Position 1000: 0.008718654765100347
Position 3310: 0.008488201122054093
Position 2551: 0.008231621718174289
Position 2008: 0.007480350979101596
Position 7497: 0.006509779799804714
Position 7365: 0.006383211544852918
Position 798: 0.006100903153422046
Position 803: 0.005948874618832166
Position 677: 0.005927656578663622
Position 1353: 0.005824540665779888
Position 6928: 0.005734763927291093
Position 389: 0.005524723321847882
Position 5833: 0.005043477292011333
Position 3146: 0.004920196856870081
Position 2072: 0.00468042188199987
Position 3356: 0.0038479777980226517
Position 3672: 0.003786157312377923
Position 6044: 0.0036074392747918425
Position 2390: 0.003430928029487943
Position 571: 0.0033427571045838047
Position 1028: 0.0033073561031455347
Position 4715: 0.003209572460070782
Position 3749: 0.003196479995629694
Position 6924: 0.0031787633721579293
Position 800: 0.0030659811098566743
Position 5631: 0.002940596495721356
Position 229: 0.002705848805488048
Position 4070: 0.002606425505312314
Position 3705: 0.0025326006508470484
Position 4584: 0.0024431678139656913
Position 4088: 0.0023832414435475675
Position 4829: 0.0023559711834898224
Position 7227: 0.002183482130643233
Position 1476: 0.0021527116198571806
Position 1078: 0.002134937359549271
Position 5662: 0.002075588205841642
Position 5872: 0.001980784214836974
Position 362: 0.0019408159143856096
Position 1368: 0.0019337962167573445
Position 3634: 0.0018632033092062144
Position 6978: 0.0017193624396686761
Position 529: 0.0017112453313575663
Position 202: 0.00169772860440837
Position 1124: 0.0015414812377248885
Position 542: 0.001526433755356361
Position 3819: 0.0014962669290329337
Position 1495: 0.0014323383483064436
Position 7540: 0.0012434584299093093
Position 1205: 0.0011846550945446004
Position 113: 0.0011791091533478236
Position 5915: 0.0011288719916304635
Position 462: 0.0011240692424014786
Position 108: 0.001081236417011958
Position 1297: 0.0010454327759125803
Position 7593: 0.0010416345547855977
Position 5367: 0.0009712006381865197
Position 1234: 0.0009668691754286258
Position 686: 0.0009522423919349741
Position 6572: 0.0009510079050507081
Position 632: 0.0009146325030737186
Position 367: 0.0008527181336786074
Position 533: 0.0008111183184803982
Position 4600: 0.0007874893327381412
Position 137: 0.0006610606524196175
Position 7448: 0.0006505467432897624
Position 7528: 0.0006451271463047972
Position 3698: 0.0005987811700578004
Position 4262: 0.0005984150158495071
Position 1387: 0.0005315829810986191
Position 4085: 0.0005295391013447449
Position 1202: 0.0005134730072126466
Position 1107: 0.0004437912501081734
Position 976: 0.0004433516054719447
Position 401: 0.0003538022704277763
Position 6756: 0.0002598921180179813
Position 424: 0.0002558184980510636
Position 978: 0.00024248921510767758
Position 2052: 0.00024086567179087683
Position 452: 0.00023808755473242704
Position 6075: 0.00022049799700612694
Position 6593: 0.00021524751847305695
Position 867: 0.00019661578849931895
Position 4120: 0.00018512595202653992
Position 3322: 0.00016827459672727176
Position 160: 0.00015300735048068024
Position 481: 0.00013382951029524263
Position 240: 0.00012343611257202225
Position 550: 0.0001159988849615926
