Gene = Emsy
index = 377
Annotated 5SS: [  306  2036  8975 10331 11613 15287 19519 26649 30314 35389 37481 41304
 43796 46113 54197 56108 59747 62028 63449]
Annotated 3SS: [ 1926  8874 10255 11570 15110 19258 26371 30058 35238 37309 41166 43621
 45913 54031 55951 59594 61466 62968 65894]
SMsplice 5SS: [  306  2036  8975  9284 10331 15287 19519 26649 30314 32214 35389 37481
 41304 43796 46113 54197 56108 57133 59747 61564 63449]
SMsplice 3SS: [ 1926  8874  9194 10255 15211 19258 26371 30058 32069 35238 37309 41166
 43621 45913 54072 55951 57027 59594 61466 63345 65894]
top_k =  500
Partition function (log Z): 4.157704577058287

Sorted 5' Splice Sites (High to Low Probability):
Position 46113: 0.9929989833837856
Position 8975: 0.9680574587630193
Position 35389: 0.9428957697841668
Position 57133: 0.9348199203903651
Position 30314: 0.9324287193921726
Position 26649: 0.9208156538212237
Position 56108: 0.9104507127674601
Position 10331: 0.9080105711200125
Position 9284: 0.9038917529922752
Position 15287: 0.8942039801659657
Position 306: 0.8833866992129451
Position 37481: 0.85450406584963
Position 41304: 0.8302105988483574
Position 61564: 0.816243531434347
Position 49876: 0.7700291577144001
Position 43796: 0.7512274844378476
Position 2036: 0.6716387301198373
Position 19519: 0.602446083407126
Position 62028: 0.5771288049871075
Position 32214: 0.5388388290471986
Position 63449: 0.5020741504301504
Position 50654: 0.43527994628563216
Position 19390: 0.4004766413919786
Position 6119: 0.3759180484227308
Position 59920: 0.354201791543839
Position 54197: 0.33692343190968793
Position 51379: 0.3342926818102212
Position 17049: 0.33414518502600693
Position 59747: 0.2854302358877786
Position 57455: 0.27167170553743963
Position 26216: 0.21779833334708223
Position 46490: 0.20814040626045063
Position 45716: 0.20250485901554888
Position 32205: 0.19522708591629426
Position 2146: 0.1783884006148609
Position 64473: 0.17475556176736057
Position 41308: 0.16165519813938636
Position 38400: 0.14677290995704168
Position 59690: 0.13613818349937637
Position 26196: 0.1359498938606032
Position 38439: 0.12848444835370024
Position 25164: 0.1175409757485749
Position 1830: 0.10419337321941675
Position 55172: 0.10270837983751736
Position 46500: 0.10268160282055536
Position 59067: 0.09315823742495019
Position 21587: 0.08712360158252942
Position 59784: 0.08490563902062224
Position 31465: 0.0804541814358947
Position 26656: 0.06691144523067513
Position 15344: 0.06580142385966235
Position 28869: 0.06330252685612804
Position 16181: 0.060812078285594165
Position 61129: 0.05196812688036783
Position 45601: 0.04738612142584925
Position 59687: 0.04373307838510165
Position 15474: 0.041674714338803986
Position 23195: 0.040153406307884505
Position 41582: 0.03843976370632337
Position 37423: 0.03460920939024207
Position 36423: 0.030525259811361612
Position 33082: 0.028979865948278245
Position 858: 0.026812690873224784
Position 34148: 0.025614719898616946
Position 29888: 0.025541028945362657
Position 5825: 0.025291231142871778
Position 6101: 0.024869498398575104
Position 37485: 0.023067431749834486
Position 38415: 0.023012991114915237
Position 57570: 0.0223129360867392
Position 18037: 0.02227724681700951
Position 196: 0.022136078114883575
Position 44617: 0.021413341252026912
Position 59022: 0.02139913728597611
Position 17161: 0.02088010396077352
Position 35618: 0.020851860534469732
Position 38572: 0.020723626150197707
Position 10154: 0.02020891964960903
Position 7804: 0.019187948518856766
Position 45689: 0.019012932779998486
Position 61053: 0.018496600664882724
Position 37420: 0.017419789805923902
Position 3170: 0.017066220203367285
Position 38359: 0.016879780210062374
Position 59693: 0.01686143707059336
Position 35373: 0.015955758332767137
Position 725: 0.015860403721429966
Position 61207: 0.015588872702529738
Position 31720: 0.014439765013718374
Position 43803: 0.014280737089052373
Position 63240: 0.014161579805825737
Position 64482: 0.013795282416557897
Position 27700: 0.013549203602702137
Position 61202: 0.012506069961579876
Position 22535: 0.01223637102124839
Position 37064: 0.012204468973310347
Position 57028: 0.011949491368977772
Position 7157: 0.011937652891000398
Position 59850: 0.01174730735721676
Position 19890: 0.011719493816749697
Position 38244: 0.01151861945755358
