Gene = Oaf
index = 776
Annotated 5SS: [  605 15036 16015]
Annotated 3SS: [14900 15833 17071]
SMsplice 5SS: [  605  8323 15036 16015]
SMsplice 3SS: [ 8195 14900 15833 17071]
top_k =  500
Partition function (log Z): -6.963018370822573

Sorted 5' Splice Sites (High to Low Probability):
Position 15036: 0.9902873959476993
Position 8323: 0.9242874161780548
Position 605: 0.7266752523638467
Position 16015: 0.5502112730097376
Position 14675: 0.27795915562098517
Position 9377: 0.27158251170767
Position 16036: 0.20374201817446388
Position 15747: 0.1834065869275279
Position 162: 0.12633138821352746
Position 17196: 0.1080446091965865
Position 14327: 0.10228733138902031
Position 13277: 0.09086828133982708
Position 610: 0.0894630061395665
Position 8: 0.0800610767951551
Position 14635: 0.06077739410846039
Position 15948: 0.057487085676880774
Position 18324: 0.05734718295436395
Position 2411: 0.05703099692467462
Position 3026: 0.045672054054884136
Position 17214: 0.03827181505893904
Position 6047: 0.029725504556345525
Position 13816: 0.024154400713998606
Position 3149: 0.01825969548828501
Position 17897: 0.016620960183126858
Position 17892: 0.011713918755306255
Position 17421: 0.007328100126864672
Position 16040: 0.0072273944468282956
Position 17072: 0.00696210586160039
Position 17250: 0.0043945241410500045
Position 17884: 0.004387277939658063
Position 172: 0.0037248947982144523
Position 18087: 0.0035633615068140128
Position 16902: 0.003550417859535535
Position 17296: 0.003161699222799252
Position 16806: 0.0028636034879104843
Position 17165: 0.0027947761988256345
Position 15867: 0.0024889239872259907
Position 15762: 0.0019134050665468125
Position 500: 0.0011033592269128682
Position 185: 0.0008554707255586234
Position 18537: 0.0008045466286971323
Position 16242: 0.0007417038540774919
Position 218: 0.0006468416005977525
Position 223: 0.0006116588747458384
Position 16155: 0.0006015921142189474
Position 30: 0.0004944718569268583
Position 238: 0.00042972430008154315
Position 731: 0.00031602497116405584
Position 479: 0.0001904041993451605
Position 473: 8.062363193792903e-05
Position 200: 6.571116261152273e-05
Position 15807: 6.110520434710268e-05
Position 148: 4.051776795055625e-05
Position 69: 2.4872083531285833e-05
Position 59: 1.6176659778775653e-05
Position 15: 1.0474816327582715e-05
Position 166: 9.868950001303988e-06
Position 36: 9.272697099255734e-06
Position 291: 5.741512571993097e-06
Position 406: 5.620942248169145e-06
Position 299: 4.807757581747122e-06
Position 86: 4.1451625659452856e-06
Position 39: 2.530985320563787e-06
Position 203: 1.428434462854567e-06
Position 437: 1.2489470098020144e-06
Position 98: 7.407822163591372e-07
Position 362: 5.20932185230863e-07
Position 45: 3.7482352404995455e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14900: 0.9904058345242558
Position 8195: 0.9242899220257885
Position 15833: 0.7550678105397676
Position 17071: 0.5862630161644977
Position 18220: 0.4540945089635393
Position 14541: 0.3387365497294456
Position 9213: 0.24295803192507828
Position 18420: 0.12184337331423098
Position 14217: 0.10228733138902031
Position 13233: 0.09089002032571193
Position 15673: 0.05854685890895717
Position 15554: 0.04408887016522988
Position 2948: 0.04328602704147117
Position 17756: 0.042009860983828355
Position 15913: 0.04153977332197116
Position 2342: 0.037686484172114544
Position 15643: 0.03179888632969492
Position 15966: 0.026565480460783785
Position 9146: 0.024861575095719145
Position 13682: 0.024182412874203252
Position 16987: 0.02289045326157695
Position 15525: 0.02205365295898235
Position 15585: 0.018831910728451872
Position 2236: 0.01665647572564814
Position 15605: 0.012747667168649446
Position 5911: 0.010458259599295463
Position 6032: 0.010322517388468512
Position 2910: 0.009219700426020933
Position 450: 0.009035121858756502
Position 5829: 0.008945156255099874
Position 17180: 0.00714426414174832
Position 3060: 0.007027979887299663
Position 495: 0.00639116614542568
Position 520: 0.005727141743747873
Position 499: 0.004816934330070241
Position 16734: 0.004693384944408905
Position 17617: 0.004428522439218573
Position 15745: 0.004052942692766804
Position 17980: 0.003976474823063505
Position 2922: 0.0037999303968582017
Position 8892: 0.0037825970537279843
Position 17304: 0.003040526009277863
Position 294: 0.0029142244438083
Position 15986: 0.0023351619121046467
Position 15917: 0.002263737589162943
Position 16710: 0.0018859346940468392
Position 2317: 0.0013230096764743988
Position 18255: 0.0011772881115187325
Position 17225: 0.000942496671512253
Position 17343: 0.0009260024867873003
Position 466: 0.0006845483859892811
Position 18600: 0.0006710156040384629
Position 2868: 0.0005995164856455958
Position 17106: 0.0005739318969157517
Position 540: 0.0005521080377575454
Position 2350: 0.00046367665574850226
Position 235: 0.0004404139981082607
Position 17851: 0.0003773655778785847
Position 18373: 0.00036204747708966096
Position 2184: 0.00035493154447152966
Position 15332: 0.0003332499178256907
Position 15382: 0.000306515803191057
Position 2123: 0.00029220363005427416
Position 16095: 0.0002861576101972719
Position 483: 0.0002580732972367672
Position 2181: 0.0002549549875390383
Position 17399: 0.00023445432261184646
Position 546: 0.00022410070767936135
Position 17270: 0.00020866820712913805
Position 16939: 0.00019419947667736353
Position 15761: 0.00019043379435189454
Position 16595: 0.0001482637872403094
Position 282: 0.0001444185912999161
Position 18655: 0.00013353102465866985
Position 16293: 0.00010398375200409128
Position 15228: 8.346438499028351e-05
Position 15146: 6.799470903487924e-05
Position 6665: 5.734085206354215e-06
Position 8813: 2.6914052771946886e-06
Position 6535: 7.918483798388298e-07
Position 2515: 7.310742683408556e-07
Position 6151: 4.933061987406844e-07
Position 1047: 4.896253225747412e-07
