Gene = Triap1
index = 1140
Annotated 5SS: [193]
Annotated 3SS: [1449]
SMsplice 5SS: [193]
SMsplice 3SS: [1449]
top_k =  500
Partition function (log Z): -6.918709613681583

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.8647992648921
Position 1564: 0.467548368743281
Position 1792: 0.13235241433578596
Position 87: 0.06438065156419012
Position 291: 0.05804928174462489
Position 862: 0.03035610330509378
Position 1559: 0.029435922595602775
Position 1336: 0.013340334959009032
Position 943: 0.010722753742676299
Position 183: 0.009626933653040244
Position 1800: 0.00852452648727476
Position 1036: 0.00768888640661298
Position 1787: 0.006053061036078195
Position 1752: 0.005301447253621213
Position 1133: 0.003101817246695327
Position 111: 0.002951138004999755
Position 1630: 0.0027208759796156635
Position 648: 0.0025692961933929423
Position 805: 0.0021074345400583475
Position 496: 0.0020232628118880586
Position 259: 0.0010665593543782222
Position 2196: 0.0009360235427172397
Position 1733: 0.0009103516483878505
Position 2160: 0.0006994587477363837
Position 1773: 0.0006431381536910788
Position 1841: 0.0005244361019264062
Position 414: 0.0004970001493348784
Position 310: 0.00047044572353645406
Position 1584: 0.0004522202293025509
Position 1242: 0.0002549719958713312
Position 2039: 0.00021722225207262407
Position 1874: 0.00021605711265392126
Position 1046: 0.00020737600790785514
Position 197: 0.00012040908316196419
Position 1739: 0.00011995348230988937
Position 123: 8.145894081788113e-05
Position 642: 7.415601524140482e-05
Position 1356: 7.088998398803697e-05
Position 1015: 5.578052713919514e-05
Position 96: 5.452544976874319e-05
Position 381: 3.0093821092742265e-05
Position 55: 2.8948324662696116e-05
Position 661: 2.865322444378957e-05
Position 368: 2.783996751247993e-05
Position 318: 2.6307466371923855e-05
Position 936: 2.2880879255917597e-05
Position 878: 1.7898014545767284e-05
Position 153: 1.636311963288876e-05
Position 535: 1.3906468658821058e-05
Position 933: 1.321324899680004e-05
Position 580: 1.2887373849904908e-05
Position 187: 1.043004941698796e-05
Position 1167: 9.413636671487291e-06
Position 599: 4.0748899275500303e-07
Position 16: 1.8118597222007083e-07
Position 22: 1.3682826683858504e-07
Position 1597: 3.5562601509076305e-08
Position 325: 2.1201958962200593e-08
Position 362: 2.0371331883243593e-08
Position 328: 1.6593473936792775e-09
Position 400: 1.1242054410054817e-10
Position 432: 9.144231261824074e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1449: 0.7858007894163894
Position 1650: 0.394060919712336
Position 1897: 0.2875083212793923
Position 2115: 0.0666338722795434
Position 827: 0.04004028396298075
Position 1669: 0.0356044671828406
Position 1223: 0.011309178439065683
Position 1002: 0.010899756697210414
Position 1453: 0.010536495542168595
Position 1194: 0.009496393067489702
Position 939: 0.008429881960098994
Position 1715: 0.007907445601567224
Position 218: 0.005283434227023538
Position 1698: 0.005062682717596009
Position 438: 0.004431745980432602
Position 183: 0.004293532576010544
Position 2159: 0.004061767748831726
Position 2285: 0.003514707712496023
Position 1763: 0.0026735069063802326
Position 1960: 0.0026544071123557464
Position 255: 0.0024327996606012415
Position 2057: 0.0023010073444790905
Position 854: 0.0020547257673326083
Position 739: 0.00194387956078159
Position 2045: 0.001759321679055591
Position 2066: 0.0016916666861320356
Position 1483: 0.001587174730424895
Position 494: 0.0014495494534327098
Position 180: 0.0013028221836004854
Position 1588: 0.0012735383451721101
Position 308: 0.0009415627443740751
Position 1804: 0.0009038847135705405
Position 192: 0.0008755435046808006
Position 1112: 0.0008721276743583531
Position 2038: 0.0008707154779421329
Position 482: 0.0007713734867822286
Position 1629: 0.000732130253933822
Position 221: 0.0005274269084148033
Position 542: 0.0005107745565611729
Position 1297: 0.0004559146672435737
Position 1149: 0.00040767290739254574
Position 413: 0.0003861305034629638
Position 1552: 0.0003525529412370132
Position 846: 0.0003312672314728991
Position 1428: 0.0003229424193154974
Position 770: 0.00030466458350663234
Position 1256: 0.00030281116691958346
Position 1347: 0.0002791617581686485
Position 875: 0.000271391807245969
Position 1005: 0.0002308112201778665
Position 1470: 0.00021714223165521435
Position 578: 0.00019530357171963618
Position 959: 0.0001938191406571616
Position 1620: 0.000178885228322579
Position 1593: 0.00017228122782505124
Position 1132: 0.00015854667566119978
Position 742: 0.0001572485484175434
Position 1723: 0.00015147427696378396
Position 458: 0.00013329543917584417
Position 1811: 0.00013321819041461222
Position 2012: 0.00013011640464567122
Position 1163: 0.00011882072593945768
Position 943: 0.00011241278965099617
Position 1515: 0.00010374232361419746
Position 506: 9.206997622805193e-05
Position 452: 9.182365446120945e-05
Position 752: 7.737792433142585e-05
Position 777: 7.250166835553196e-05
Position 668: 7.088613722712662e-05
Position 1461: 5.946107787470417e-05
Position 642: 5.5432703779252114e-05
Position 830: 4.164095165848688e-05
Position 647: 4.037766744876935e-05
Position 371: 2.4180223391282363e-05
Position 861: 2.0896088550027412e-05
Position 603: 1.8439627212053485e-05
Position 368: 1.5164880160284729e-05
Position 1045: 1.4416516256899659e-05
Position 1411: 1.2447671487907095e-05
Position 197: 9.868069495635533e-06
Position 1361: 9.74947309074844e-06
Position 1356: 8.975597124834655e-06
Position 1052: 7.891259755260696e-06
Position 1510: 7.131029867077203e-06
Position 525: 6.529561772314589e-06
Position 448: 6.3271257850161874e-06
Position 746: 6.326463911718721e-06
Position 1468: 6.023553614291801e-06
Position 2008: 6.347592844136865e-07
Position 585: 4.2098114401909823e-07
Position 779: 4.0572515911310747e-07
Position 310: 2.742960043564094e-07
Position 511: 2.1335471088320708e-07
Position 123: 1.6023647858137546e-07
Position 1015: 1.5432038918313e-07
Position 496: 1.4738326944120415e-07
Position 655: 1.3856580890433008e-07
Position 515: 6.368255807111736e-08
Position 500: 2.774088398510801e-08
Position 471: 1.762413301440618e-08
Position 133: 9.194655045384945e-09
Position 318: 4.23531386177249e-10
Position 120: 3.920088218603414e-11
Position 81: 2.108424267125315e-11
Position 96: 8.341490244803775e-12
