Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [  66 2234]
SMsplice 3SS: [2166 5479]
top_k =  500
Partition function (log Z): -7.72697194066097

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.9945487559111119
Position 2234: 0.5853015304770594
Position 2677: 0.1561723826752486
Position 5005: 0.06606932846176042
Position 3664: 0.02996716045882844
Position 1017: 0.017569217620329373
Position 1838: 0.016362537838364284
Position 5342: 0.015486338334566542
Position 1352: 0.014989514086329267
Position 5253: 0.012156450326219832
Position 574: 0.005812028255562971
Position 2580: 0.005370121498759023
Position 2859: 0.0050384652938620916
Position 5484: 0.0037839988281568155
Position 1833: 0.002941615005471755
Position 5133: 0.0025892343777356433
Position 3318: 0.0025512678810145377
Position 2006: 0.002526540388375228
Position 4510: 0.0014326594309050013
Position 5778: 0.0013443460632158943
Position 181: 0.0011625857392527973
Position 4001: 0.0011551012290377794
Position 1392: 0.0011000170278979
Position 5565: 0.000990412215369792
Position 1683: 0.0008663636915603018
Position 1973: 0.0007472398974970189
Position 252: 0.0006207132840563046
Position 924: 0.0006007680423278184
Position 568: 0.0005030344319179519
Position 70: 0.00037283208835511817
Position 682: 0.00026462463045796413
Position 1885: 0.0002641465689318199
Position 1660: 0.00021463463776194957
Position 2013: 0.0002059876612099562
Position 1153: 0.00019237221222566755
Position 2016: 0.00015957130026420652
Position 1032: 0.00013707906074330965
Position 1147: 0.00013357507753730493
Position 2087: 0.00011736160814260014
Position 991: 0.00011055929206261268
Position 57: 0.00010714378264676645
Position 973: 8.994266830187163e-05
Position 866: 8.425704243533094e-05
Position 840: 8.099407802338845e-05
Position 1132: 7.941723602696494e-05
Position 1287: 7.173753930072862e-05
Position 462: 6.923330270020662e-05
Position 2238: 4.655488506147326e-05
Position 4732: 3.002408455618934e-05
Position 277: 6.864256711292203e-06
Position 291: 4.45520918128528e-06
Position 100: 2.7446154415108133e-06
Position 215: 2.10599416232328e-06
Position 5417: 1.4077365629104096e-06
Position 3132: 1.3627852421498024e-06
Position 55: 1.2839787876885143e-06
Position 1591: 1.0419252752120895e-06
Position 260: 8.889819738308241e-07
Position 934: 8.74867474992815e-07
Position 327: 8.469222914906261e-07
Position 628: 8.08206148683732e-07
Position 1643: 6.759723413991826e-07
Position 1261: 6.702500253631174e-07
Position 970: 6.417864249877631e-07
Position 1585: 6.088405388448458e-07
Position 829: 5.654432607821745e-07
Position 107: 5.327180237875673e-07
Position 109: 4.659025422724284e-07
Position 1167: 3.7806405297522966e-07
Position 132: 3.5214027467171403e-07
Position 479: 3.228266236196589e-07
Position 116: 2.4066734553152514e-07
Position 746: 2.318455199951216e-07
Position 783: 1.7242058911812136e-07
Position 789: 1.634033632842613e-07
Position 698: 1.211126513041831e-07
Position 1052: 5.492659708241841e-08
Position 787: 3.5810240778973074e-08
Position 781: 3.088793151074404e-08
Position 483: 1.6607784690741524e-10
Position 391: 1.5543688854203532e-10
Position 578: 5.052938689062278e-11
Position 416: 4.503892272405297e-11
Position 587: 2.278834498180943e-11
Position 604: 5.970211043980969e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5400622920341015
Position 2166: 0.44434634318778565
Position 2133: 0.13020395018142727
Position 4809: 0.12482396752278344
Position 4867: 0.08922664457349123
Position 2579: 0.08595656774728451
Position 2568: 0.07328218985468045
Position 5308: 0.047159231552439194
Position 5630: 0.041889215077823824
Position 5669: 0.04101583652426426
Position 3518: 0.030621020150235878
Position 1721: 0.030234081564119455
Position 912: 0.023668407124074524
Position 5235: 0.021580338644918408
Position 1925: 0.01896459966821898
Position 5685: 0.013463160914477128
Position 2617: 0.012445203781905178
Position 5594: 0.011310348853382212
Position 5860: 0.010551649786026946
Position 2402: 0.010382258484122288
Position 4075: 0.007695834318170801
Position 4852: 0.007626392286442047
Position 3554: 0.006462222824314611
Position 4376: 0.0063661771103340654
Position 1446: 0.006304094091592516
Position 4628: 0.005809242534568171
Position 1216: 0.005189971298621318
Position 2476: 0.004544604698916596
Position 2222: 0.00398805441091757
Position 3281: 0.0039432882874638475
Position 990: 0.003898199782719413
Position 1051: 0.003884033703623391
Position 1258: 0.0037890948041264068
Position 2004: 0.0036856453767230286
Position 2204: 0.0035580955015550525
Position 2439: 0.003487864246297209
Position 1320: 0.0030884564161236666
Position 2662: 0.0030853125071448654
Position 325: 0.003027767695612615
Position 3252: 0.0029790996939582978
Position 3729: 0.0029416478815990662
Position 5209: 0.002820290297137882
Position 5558: 0.0027137211176380517
Position 858: 0.002615758446682521
Position 5750: 0.0024659857731223114
Position 3216: 0.0023965549582390597
Position 602: 0.002379545333868767
Position 3749: 0.0022132872791323444
Position 1422: 0.0020022339307972643
Position 353: 0.0018813640725691939
Position 4393: 0.0018662254565393146
Position 5721: 0.0017177317287908128
Position 1755: 0.001570833081300001
Position 4597: 0.0015430056730104875
Position 3864: 0.0013388850140499675
Position 1518: 0.0013267895019740408
Position 5046: 0.001288420552791055
Position 2168: 0.0012404918832442232
Position 1127: 0.0011788215751458563
Position 2726: 0.001178093579317557
Position 675: 0.00116647575907508
Position 4662: 0.0010948556959602944
Position 3024: 0.0010425314667352726
Position 4500: 0.0009471727464697577
Position 4822: 0.0009177739179495526
Position 3796: 0.0009118409307563311
Position 2972: 0.0008177961527038998
Position 4525: 0.0007890499726009531
Position 273: 0.0007715578795558084
Position 4996: 0.000730823913571231
Position 4159: 0.00068457702236058
Position 2054: 0.0006477993795986447
Position 640: 0.000646225554511437
Position 3131: 0.0006245199449660248
Position 2310: 0.0005731033707998041
Position 2838: 0.0005583081340036582
Position 1725: 0.00044546832401191053
Position 4353: 0.0004129839550238248
Position 1806: 0.0004092001960884306
Position 1196: 0.00038776070071409364
Position 3404: 0.00035386231658755346
Position 5496: 0.0003445645956820222
Position 3357: 0.00034116312381284226
Position 2595: 0.0003344697625983086
Position 4776: 0.00030993699947094895
Position 755: 0.0002789515588403254
Position 704: 0.0002733626815182882
Position 141: 0.00024947896199138155
Position 3322: 0.00022869773980216228
Position 4644: 0.00022751200243584729
Position 3608: 0.00020007698082625175
Position 391: 0.00017982773460418905
Position 3926: 0.00017588406682059207
Position 970: 0.00016441712362940948
Position 4215: 0.00015816093878491644
Position 2019: 0.00015665102775467294
Position 523: 0.00013664300420871092
Position 1080: 0.00012363449248807136
Position 1890: 0.00011540997013977363
Position 3708: 0.0001084567510673744
Position 3318: 0.00010090011460253768
Position 1186: 9.672570427050019e-05
Position 546: 9.576215602541523e-05
Position 3325: 9.238770411421181e-05
Position 3156: 8.865509316081576e-05
Position 1973: 8.850122393173557e-05
Position 181: 8.49686170026077e-05
Position 1539: 8.489478571785851e-05
Position 2408: 7.649994836874985e-05
Position 2292: 6.591728521276902e-05
Position 1935: 5.990182237735529e-05
Position 1379: 5.2198716362071825e-05
Position 1482: 3.946171869524895e-05
Position 610: 3.5868987616418364e-05
Position 1272: 3.319713044115012e-05
Position 1951: 3.277992530320624e-05
Position 2065: 2.6524392929391924e-05
Position 744: 2.3791100555126413e-05
Position 1065: 2.0276537248645664e-05
Position 1677: 1.9370001107339215e-05
Position 1337: 1.8773826426987548e-05
Position 241: 1.6120297412637305e-05
Position 1287: 1.4676342546522871e-05
Position 479: 1.0655851375153162e-05
Position 866: 1.0062866622966993e-05
Position 1991: 5.728950027896264e-06
Position 2487: 2.696544293364817e-06
Position 2749: 2.1037265567378636e-06
Position 1017: 7.452992731919846e-07
Position 2525: 3.660733769978962e-07
Position 1274: 2.115152345104882e-07
Position 1099: 1.7160583272976307e-07
Position 1342: 1.2649759916996873e-07
Position 916: 7.134430750657393e-08
Position 487: 5.979876078491775e-08
Position 779: 4.658025217271003e-08
Position 708: 3.119468463860892e-08
Position 277: 2.406547717002781e-08
Position 493: 1.6290150169217298e-08
Position 578: 4.987193917947416e-09
Position 205: 4.612678249441051e-09
Position 550: 4.494392527633034e-09
Position 1560: 4.388443053373123e-09
Position 552: 3.715310458733208e-09
Position 829: 1.8344522446131839e-09
