Gene = Pfdn2
index = 811
Annotated 5SS: [  117 10949 11159]
Annotated 3SS: [10859 11034 12179]
SMsplice 5SS: [  117 10949 11159]
SMsplice 3SS: [10859 11034 12179]
top_k =  500
Partition function (log Z): 0.06229412660406064

Sorted 5' Splice Sites (High to Low Probability):
Position 10949: 0.9978528751538167
Position 11159: 0.9855726584138339
Position 117: 0.9177553217480617
Position 2411: 0.21501382668033756
Position 4714: 0.09360592946682517
Position 1819: 0.08578487326319127
Position 1269: 0.07982275295974785
Position 6300: 0.07654636323668802
Position 5949: 0.06687285780587508
Position 6413: 0.06457502283205291
Position 1410: 0.06014236735843227
Position 6804: 0.05930303097592903
Position 7198: 0.05773341147018248
Position 7091: 0.036672515922857106
Position 280: 0.03662520474723533
Position 10041: 0.02658094652908305
Position 3006: 0.024020076139183288
Position 6820: 0.02362135589611068
Position 6438: 0.021357137845164
Position 284: 0.019295131973538535
Position 8946: 0.015282027977979257
Position 472: 0.014354078979776917
Position 3465: 0.010498621409701127
Position 4659: 0.010412715210657942
Position 3538: 0.009795145478455142
Position 814: 0.00798810332399358
Position 13270: 0.007835619614570011
Position 12265: 0.006952732798567155
Position 6816: 0.0067791932170983725
Position 9887: 0.0065316900705146225
Position 13366: 0.0062681584308555095
Position 11207: 0.005459595939022506
Position 406: 0.0033192701979364923
Position 33: 0.0032726995434695255
Position 11097: 0.0026701415214893465
Position 1216: 0.0022488468355621742
Position 253: 0.002242572379423733
Position 11211: 0.0022381849161246595
Position 11981: 0.0018336604165060922
Position 11925: 0.0018190151653477394
Position 12344: 0.001714045308248325
Position 12682: 0.001682158481566672
Position 11869: 0.001642739412447217
Position 12348: 0.001433039162366169
Position 13313: 0.001237495653214906
Position 2773: 0.0012125703236462548
Position 13331: 0.0010714092130860615
Position 12342: 0.000773615338956838
Position 11200: 0.0007281671089011063
Position 12976: 0.0006817582593869462
Position 12375: 0.000680210945788051
Position 570: 0.0006623432089962344
Position 11595: 0.0004422395760414324
Position 598: 0.0004408323584428182
Position 312: 0.00019717240730157773
Position 12405: 0.0001805355243704859
Position 213: 0.00016524854612443496
Position 12737: 0.00013357877977106402
Position 3255: 8.938960332026791e-05
Position 11484: 8.832751860523269e-05
Position 1179: 7.994883401855776e-05
Position 12056: 5.6079845317970566e-05
Position 11126: 4.798827836154087e-05
Position 12002: 4.7789111027966754e-05
Position 11992: 4.774252183785713e-05
Position 539: 4.337679201704125e-05
Position 3288: 4.078416247902109e-05
Position 1370: 3.8815873247662915e-05
Position 1123: 3.51592411875369e-05
Position 13109: 3.067279708518262e-05
Position 420: 2.3547106260418003e-05
Position 628: 2.0354899995429292e-05
Position 306: 2.0172616109427503e-05
Position 152: 1.9114574189756587e-05
Position 444: 1.8774812852939933e-05
Position 165: 1.0063410260898245e-05
Position 13005: 7.706140941118411e-06
Position 558: 7.66217754931186e-06
Position 785: 2.8601581159730943e-06
Position 1119: 2.8362641975639244e-06
Position 775: 2.165616662172498e-06
Position 591: 1.1369617505027645e-06
Position 468: 1.0358916555386494e-06
Position 181: 9.817463000484777e-07
Position 11313: 8.459238030372182e-07
Position 11090: 7.910982705670462e-07
Position 201: 7.07527957343487e-07
Position 366: 6.233331739706195e-07
Position 3: 6.220500075736045e-07
Position 102: 6.201841183062798e-07
Position 12656: 6.084451823992185e-07
Position 243: 6.08090642444389e-07
Position 9: 6.029395634371831e-07
Position 316: 5.003336155772699e-07
Position 154: 4.3539738966335994e-07
Position 63: 3.28532944843433e-07
Position 565: 3.275493560710359e-07
Position 11077: 2.5045259397291857e-07
Position 308: 2.388907232701651e-07
Position 11105: 2.0276650784357508e-07
Position 11888: 1.851413934705473e-07
Position 11532: 1.7632090179419222e-07
Position 595: 1.3013288498582122e-07
Position 425: 1.2716919453710466e-07
Position 11841: 8.74475292938397e-08
Position 11735: 6.801329981239645e-08
Position 11380: 6.307171316414135e-08
Position 11039: 5.9472471189862335e-08
Position 11243: 5.753126597074372e-08
Position 58: 8.674598013114412e-09
Position 104: 6.9974885590996575e-09
Position 357: 1.58608856470442e-09
Position 347: 1.2315703127825978e-09
Position 563: 3.303648459317006e-11
Position 61: 7.053021162062523e-13
Position 163: 3.202070532463031e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11034: 0.9970448983489945
Position 10859: 0.9962923585887118
Position 12179: 0.8030210458566561
Position 1215: 0.10741182179265349
Position 2201: 0.09226976324627945
Position 4538: 0.0912978592665794
Position 6735: 0.0904393369973657
Position 6359: 0.08920121443842934
Position 2263: 0.08077509740457922
Position 5843: 0.06687285780587507
Position 6065: 0.05936679759202025
Position 13457: 0.058627453573331455
Position 13147: 0.04685392586343772
Position 1650: 0.04585020307287528
Position 6986: 0.03412666613236515
Position 9813: 0.033112636599597664
Position 7090: 0.026362993894128415
Position 6962: 0.02559581389319139
Position 2381: 0.02534740070671245
Position 12889: 0.02389670131764446
Position 1178: 0.023550067536316267
Position 12117: 0.02109710835162632
Position 12529: 0.020471041190965246
Position 3359: 0.01834561744687085
Position 2854: 0.017618922230731547
Position 8817: 0.015282027977979257
Position 1598: 0.014816798205191184
Position 1774: 0.012890819354600506
Position 12736: 0.012195043847858203
Position 2223: 0.011199976200514628
Position 4509: 0.00965259968787692
Position 6243: 0.00925126330986947
Position 6246: 0.007928302334798316
Position 13108: 0.007118156406128399
Position 12587: 0.00681956597615019
Position 690: 0.006479191922569198
Position 1681: 0.0052852211487111255
Position 11405: 0.004881492845062796
Position 7167: 0.004315642803914702
Position 2266: 0.0041371420953399225
Position 11914: 0.0038501243827687654
Position 2881: 0.0035814259323668934
Position 1135: 0.0030949639820096004
Position 2896: 0.002738806717463207
Position 11806: 0.002521265055794413
Position 13482: 0.0023351615754840472
Position 1401: 0.0020409207822271024
Position 1034: 0.0019455618164769307
Position 12185: 0.0018341590190361766
Position 11779: 0.0017135556460118478
Position 1717: 0.0016821488561000525
Position 13221: 0.0016666777088068312
Position 4543: 0.0016385121135969218
Position 13028: 0.0016142429949242742
Position 10889: 0.0015785394855601217
Position 12793: 0.001549558540869735
Position 627: 0.0015152116639208164
Position 12218: 0.0014947613700674464
Position 4494: 0.0014296736094298627
Position 12212: 0.0011364683505636708
Position 1043: 0.0010717194718496028
Position 2269: 0.0010447243229109568
Position 11056: 0.0010142756571545042
Position 3431: 0.0009680042847279909
Position 1446: 0.000926492075587314
Position 13557: 0.0009247081885174528
Position 1608: 0.0009058054427545071
Position 3407: 0.0009042019208214234
Position 11924: 0.0008930361817395022
Position 1601: 0.0008404630468079457
Position 12975: 0.0008129105890608136
Position 1024: 0.0008069820821112716
Position 13236: 0.0007050261059383099
Position 12831: 0.0007002711900984431
Position 1259: 0.000609039503136692
Position 13181: 0.0005866311191086878
Position 12501: 0.000585650557024903
Position 12209: 0.0005450203424838577
Position 1698: 0.0005343758058107701
