Gene = Ccpg1
index = 231
Annotated 5SS: [  245 12042 13716 14111 16447 20464 24984 27564]
Annotated 3SS: [11972 13594 14033 16247 20211 24867 26500 29902]
SMsplice 5SS: [  245 12042 13716 14111 16447 18508 24984]
SMsplice 3SS: [11972 13594 14033 16247 18397 24867 29902]
top_k =  500
Partition function (log Z): 0.08847696702312646

Sorted 5' Splice Sites (High to Low Probability):
Position 24984: 0.9998015191808155
Position 245: 0.9983584764551662
Position 14111: 0.9005776439444664
Position 16447: 0.8818808151709496
Position 13716: 0.8777193365726403
Position 12042: 0.8574732230300849
Position 18508: 0.7618195284457211
Position 30001: 0.7310768765260546
Position 7195: 0.520466446748338
Position 8231: 0.38433519917225023
Position 20464: 0.3712621897138595
Position 16792: 0.21601981321905744
Position 7178: 0.21105545825804076
Position 28832: 0.18251257757864198
Position 20377: 0.15660496056227263
Position 27898: 0.14906654583653708
Position 6302: 0.14272389128809654
Position 21964: 0.10425495583138464
Position 20536: 0.10047202639392623
Position 7399: 0.09953152017399117
Position 12091: 0.08387786614119234
Position 18533: 0.0734998973036147
Position 15861: 0.07336725976447532
Position 20408: 0.06977616659086071
Position 4589: 0.06373472910158047
Position 22227: 0.06222661331802265
Position 12584: 0.0419087975255517
Position 17613: 0.041306636026137634
Position 25214: 0.0407350992953988
Position 28617: 0.040686801862939416
Position 22709: 0.03572166487021075
Position 22281: 0.033833075417014226
Position 16421: 0.028430112791092164
Position 21396: 0.02699493542107192
Position 25695: 0.026165995174539942
Position 24594: 0.019959156677291007
Position 13116: 0.017235107161928147
Position 13710: 0.01627308419867588
Position 18773: 0.01568890372034765
Position 19924: 0.014009401757942833
Position 15998: 0.013209597680749481
Position 21735: 0.010706601664521139
Position 14642: 0.010517017005939657
Position 21835: 0.010094503453486222
Position 7182: 0.00968223373125158
Position 12841: 0.009029549173709054
Position 19240: 0.008534869268120084
Position 26710: 0.007649056065190691
Position 28654: 0.007438033923562413
Position 3447: 0.006940219165849294
Position 27564: 0.0063133135794723825
Position 7404: 0.005963725544205345
Position 28639: 0.004614686433897347
Position 3686: 0.003444037543423228
Position 4287: 0.0032811579154073934
Position 28748: 0.0026627012614796304
Position 25279: 0.0025441671087510147
