Gene = Prkrip1
index = 853
Annotated 5SS: [ 189 1184 4667 7064 9412]
Annotated 3SS: [ 1104  4565  6977  9343 17466]
SMsplice 5SS: [  189  1184  4667  7064  9412 11853 15549]
SMsplice 3SS: [ 1104  4565  6977  9305 11688 15339 17466]
top_k =  500
Partition function (log Z): 0.8565031039971576

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.9991568961719925
Position 9412: 0.9957068293399535
Position 7064: 0.9417171496262802
Position 4667: 0.9172329430350981
Position 1184: 0.7818257409220025
Position 15549: 0.7783560559928947
Position 11853: 0.5724969052184885
Position 17583: 0.30246323970803907
Position 2077: 0.17350831141665768
Position 2218: 0.1700168213228771
Position 7836: 0.1699358232869764
Position 3031: 0.1550676944819974
Position 442: 0.15055466175097382
Position 3886: 0.1500317122198158
Position 14572: 0.10879709354776947
Position 14797: 0.08552911789137563
Position 13753: 0.06708550799698526
Position 5439: 0.06617929667834574
Position 11062: 0.06354955331389052
Position 6887: 0.04860993837393495
Position 13143: 0.047058461894879125
Position 19220: 0.043071168662445376
Position 5380: 0.032433206135882305
Position 596: 0.03024686714340566
Position 540: 0.029280201035122744
Position 8694: 0.028206896945217885
Position 11270: 0.024621889919416218
Position 393: 0.023745845939496284
Position 1844: 0.023051658983457072
Position 683: 0.022074209328601487
Position 10551: 0.021798782123702933
Position 2423: 0.01696680804256128
Position 16842: 0.01183179932024389
Position 6078: 0.011601357241346772
Position 585: 0.011426044726370885
Position 16273: 0.010443255848451469
Position 6353: 0.00891253819119657
Position 15921: 0.007760687915713655
Position 17190: 0.007558001656566218
Position 13067: 0.007197557998218109
Position 8131: 0.007028406793494806
Position 17770: 0.005835671200085892
Position 6868: 0.005633019558096589
Position 15206: 0.004125302793665231
Position 6841: 0.0037773236794644265
Position 881: 0.0035689544164334386
Position 706: 0.00345210944393529
Position 426: 0.0033563374899507046
Position 14052: 0.0031549817717196342
Position 16905: 0.002883377844448266
Position 13151: 0.0027925186628765556
Position 10865: 0.0014746099832702786
Position 1600: 0.0013622153921317832
Position 971: 0.0012942192952384978
Position 10525: 0.00073402540494809
Position 9945: 0.0007262430958624389
Position 9554: 0.0006807424172931921
Position 1379: 0.0006560143504927264
Position 10499: 0.0004628230118248812
Position 8596: 0.0004374508981152368
Position 9129: 0.00042285560045080385
Position 199: 0.00023090969930002864
Position 601: 0.0002283470740383637
Position 421: 0.00021832127541050674
Position 1029: 0.00020817102141347732
Position 1068: 0.0002017696972923594
Position 410: 0.00018407368540086766
Position 3416: 0.00017414796639736454
Position 415: 0.0001659253265544878
Position 1257: 0.00013626227884525513
Position 1415: 0.00013318614955817298
Position 87: 0.00011559735388659753
Position 403: 0.00010011650325410784
Position 10543: 8.989541393242193e-05
Position 680: 8.856441418022401e-05
Position 604: 7.654679900243519e-05
Position 687: 7.338409599961731e-05
Position 1189: 6.552661315512826e-05
Position 10844: 6.263748295258034e-05
Position 330: 5.595614089855071e-05
Position 846: 3.926730991305985e-05
Position 674: 2.9782850276443492e-05
Position 9458: 2.6657723291704496e-05
Position 10330: 1.7608665728425655e-05
Position 49: 8.66387333137419e-06
Position 255: 5.79323425519458e-06
Position 41: 5.148423652821129e-06
Position 70: 4.678096768583167e-06
Position 7203: 4.350119725893539e-06
Position 126: 2.6800187068880785e-06
