Gene = Glce
index = 435
Annotated 5SS: [  126 34182 52596 54226]
Annotated 3SS: [34090 51996 53979 61574]
SMsplice 5SS: [  126  1095 34182 52596 54226]
SMsplice 3SS: [  969 34090 52479 53979 61574]
top_k =  500
Partition function (log Z): -40.722057399776

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.8862727229113132
Position 1095: 0.6424516062630462
Position 3330: 0.22068596722800904
Position 1075: 0.1953725218243088
Position 4463: 0.1036725099790247
Position 1070: 0.04243156886923887
Position 601: 0.035947027714433276
Position 5948: 0.026784729109352153
Position 1763: 0.024833048242310907
Position 4991: 0.024489225189937694
Position 231: 0.021119147757547745
Position 6721: 0.019789675033098163
Position 8874: 0.017131150651389683
Position 216: 0.016771444442214203
Position 1443: 0.015045210608542704
Position 282: 0.010122390454484338
Position 498: 0.007414235416298928
Position 170: 0.0072044917011052974
Position 5590: 0.006525632173790347
Position 828: 0.006015450405946592
Position 1348: 0.005433870266638689
Position 1231: 0.005272197234740992
Position 682: 0.005079675003027461
Position 1131: 0.004590883176913684
Position 2645: 0.004112275001932435
Position 5838: 0.0038149689902676194
Position 534: 0.003466467551109635
Position 1050: 0.0033245288149480515
Position 3889: 0.0031462062656021235
Position 545: 0.0025272064471117085
Position 1081: 0.002033893415188788
Position 478: 0.0019525563158872032
Position 4479: 0.001823108222654058
Position 605: 0.0017856251104569764
Position 688: 0.001549804891440461
Position 611: 0.0014687610493501722
Position 838: 0.001440756662178701
Position 2662: 0.001387310854094555
Position 1187: 0.0012690299295880548
Position 2657: 0.0010800080059531953
Position 556: 0.0008006037852001924
Position 4010: 0.0007591501821574789
Position 209: 0.0006796944258415661
Position 607: 0.0005211490202038907
Position 1756: 0.0004964232325325524
Position 1106: 0.0004788782689002979
Position 849: 0.00047775000548324633
Position 138: 0.00036506640516455457
Position 251: 0.00035902140713376193
Position 1433: 0.00034695194619225147
Position 4469: 0.00030078083781275516
Position 729: 0.00028105268010502943
Position 3062: 0.00025760612727894635
Position 2347: 0.00025666191232365904
Position 411: 0.00022486803734952425
Position 356: 0.00022315065497976934
Position 626: 0.00018843438836534145
Position 431: 0.0001310132485034861
Position 107: 0.0001153872917482961
Position 882: 0.00010653369107820789
Position 777: 0.00010007550092604647
Position 301: 7.098785313330119e-05
Position 648: 6.500342226621578e-05
Position 79: 6.202780605063751e-05
Position 573: 5.978966475615574e-05
Position 372: 5.847089843349271e-05
Position 759: 5.17280788715237e-05
Position 60: 4.856602240885335e-05
Position 519: 4.849825013449191e-05
Position 1215: 4.3423995334253834e-05
Position 308: 4.2098825258030365e-05
Position 789: 3.992654000177715e-05
Position 286: 3.783823966239894e-05
Position 143: 3.597267327544406e-05
Position 656: 3.0030550817956258e-05
Position 742: 2.4444833066408566e-05
Position 330: 1.773872122068555e-05
Position 513: 1.634704987911037e-05
Position 317: 1.514599068258124e-05
Position 58: 1.4952459427689353e-05
Position 276: 1.3503794052781408e-05
Position 335: 1.2103782926199674e-05
Position 692: 1.0921011337192935e-05
Position 575: 1.0365275722671408e-05
Position 146: 9.591230864326471e-06
Position 698: 9.522183443111119e-06
Position 337: 8.748989630527406e-06
Position 406: 8.676903663342417e-06
Position 441: 8.350499150594213e-06
Position 767: 5.516188570683887e-06
Position 1265: 3.947088598249788e-06
Position 1261: 3.864690374993199e-06
Position 1053: 3.1593199613403093e-06
Position 1546: 1.916048643657557e-06
Position 993: 1.6217831678677966e-06
Position 1460: 8.001593119061025e-07
Position 1501: 7.30329059902684e-07
Position 991: 3.2955514342033936e-07
Position 141: 3.4088454086709035e-09
Position 163: 2.8919530470204796e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9586732638658113
Position 9749: 0.3292605777042881
Position 3161: 0.23863892965329242
Position 5931: 0.0886118613132179
Position 4411: 0.08823424977268905
Position 5712: 0.06734373998218716
Position 6129: 0.06374495348636178
Position 4826: 0.05898335376245077
Position 6641: 0.05171240707800801
Position 3969: 0.03797090496503618
Position 1658: 0.03395898545619347
Position 6620: 0.030553143104152667
Position 4378: 0.030322334237994915
Position 8773: 0.028771722591696053
Position 7941: 0.0280430753116266
Position 10055: 0.02686009655982314
Position 5312: 0.020732017475254244
Position 11268: 0.020654116712251026
Position 1954: 0.013948468523196056
Position 5280: 0.01182681787078813
Position 9848: 0.011280369809243768
Position 2474: 0.010517753334963858
Position 4117: 0.009640416574414893
Position 1382: 0.008890944337323254
Position 10224: 0.008688188990123004
Position 2090: 0.008225058067964088
Position 949: 0.007947405119936747
Position 3471: 0.005949128803858386
Position 1130: 0.005705936359352937
Position 1276: 0.004883068846930366
Position 3823: 0.0045679871271834425
Position 5114: 0.004494446774942904
Position 1214: 0.0037933029687967044
Position 3585: 0.0034286276874189135
Position 774: 0.00302080357846378
Position 3043: 0.002595688971755611
Position 7847: 0.002585329304370874
Position 544: 0.0025583763754382406
Position 411: 0.002528057664093652
Position 3275: 0.002471726277521003
Position 3730: 0.002431421621607504
Position 6231: 0.002366994850998682
Position 3933: 0.0023065304271966893
Position 315: 0.0022121567116354713
Position 2400: 0.002119643972698302
Position 672: 0.001963613281486821
Position 7220: 0.001846531196956269
Position 7562: 0.001699425032503976
Position 4438: 0.001663421765954733
Position 1281: 0.0016551562345259781
Position 2456: 0.001552741486098556
Position 3386: 0.0014265146810822638
Position 3124: 0.0013734745998562488
Position 6551: 0.0013419403477278108
Position 5472: 0.0012808207762808777
Position 1620: 0.0012606124545442806
Position 3617: 0.001222720732927667
Position 3759: 0.0011946038050794413
Position 1525: 0.0011690841374041008
Position 3426: 0.00105103291981879
Position 4002: 0.0009174746559958633
Position 1662: 0.0008839427305518811
Position 1186: 0.0008723286591754275
Position 4568: 0.0008312958108723199
Position 1294: 0.0008257069236415733
Position 589: 0.0007744170458414941
Position 3591: 0.0006988596370796357
Position 4081: 0.000696541894218748
Position 431: 0.0006642488887323353
Position 1789: 0.0006622313080151005
Position 1605: 0.00065504657414241
Position 1762: 0.0006424220807827953
Position 5146: 0.0006371619621131683
Position 724: 0.0006055650263765994
Position 2006: 0.0006028137530529856
Position 2932: 0.0004819837296307706
Position 1632: 0.00043310794044473507
Position 2183: 0.00043221921556707197
Position 4536: 0.00041655606435362784
Position 4676: 0.00038155713771835525
Position 3356: 0.0003815307438089541
Position 1505: 0.0003792771014384372
Position 506: 0.000350241165457211
Position 1432: 0.00033587570969183033
Position 4648: 0.00032259586283576346
Position 1338: 0.0003195145338279192
Position 2149: 0.0003186871158913815
Position 674: 0.00031686626118307214
Position 3971: 0.0002875188643739629
Position 1247: 0.0002851753251433706
Position 4091: 0.00027982808074917653
Position 348: 0.00026099000828459914
Position 3312: 0.0002279419023450736
Position 350: 0.00020186472385366392
Position 795: 0.00019292690849768512
Position 2805: 0.00016800394823676633
Position 503: 0.00015529672531631927
Position 2067: 0.00015039062137046176
Position 387: 0.0001464013466541626
Position 2109: 0.00013995136005159875
Position 756: 0.00012362699403126355
Position 3084: 0.00010182423954512569
Position 1329: 9.357711395974159e-05
Position 3130: 8.047612924944876e-05
Position 367: 7.97121399985051e-05
Position 1854: 7.479693571263419e-05
Position 2027: 7.383696449297942e-05
Position 525: 7.131961739863731e-05
Position 2539: 3.6176623856380076e-05
Position 2502: 2.8837644217329054e-05
Position 509: 2.1114406670382182e-05
Position 727: 1.9618238519185794e-05
Position 1356: 1.9523822641092557e-05
Position 436: 1.7865482915342056e-05
Position 517: 1.2700316163498182e-05
Position 297: 9.418473798500137e-06
Position 416: 9.212409435044925e-06
Position 326: 8.577029513657415e-06
Position 1252: 7.594797666902765e-06
Position 871: 6.862754940916542e-06
Position 475: 6.774683140218851e-06
Position 448: 5.8391594853142766e-06
Position 1002: 2.3056038393118187e-06
Position 913: 8.710719323472151e-07
Position 1226: 4.948314422482133e-07
Position 882: 2.3258032938742558e-07
Position 1022: 7.65548666364091e-08
Position 1340: 5.3783096524660456e-08
Position 783: 2.7130650421444923e-08
Position 1020: 2.1488609478497947e-08
Position 1017: 3.0772215640465007e-09
Position 1190: 3.593875998656553e-10
