Gene = Acmsd
index = 96
Annotated 5SS: [  130  9183 10627 16413 19813 24469 28687 30419 36566]
Annotated 3SS: [ 9137 10529 16362 19575 24374 28590 30245 36466 36869]
SMsplice 5SS: [  130 10627 24465 28687 30419 36566]
SMsplice 3SS: [10529 24374 28590 30245 36466 36869]
top_k =  500
Partition function (log Z): -22.501464849394054

Sorted 5' Splice Sites (High to Low Probability):
Position 10627: 0.950412973827277
Position 130: 0.9378342902235175
Position 9183: 0.4379440291601673
Position 16467: 0.19361509937796087
Position 16413: 0.10100907990687895
Position 5484: 0.07630690087746676
Position 209: 0.034431947255223506
Position 136: 0.027676112063756083
Position 668: 0.02554675222174833
Position 6224: 0.02429836887333064
Position 5173: 0.023360309384836516
Position 16284: 0.009456888242276732
Position 533: 0.0003389480087602332
Position 5379: 0.0002856306653657611
Position 1288: 0.00026745502223743357
Position 756: 0.00025614527901978974
Position 1764: 0.000212817328103014
Position 2835: 0.0001397584274193851
Position 7829: 8.115859506743424e-05
Position 350: 4.547509767018651e-05
Position 839: 3.496202259026277e-05
Position 515: 3.3994716566236625e-05
Position 238: 3.254167520589612e-05
Position 5178: 2.3921998274595735e-05
Position 5431: 1.857296853206918e-05
Position 3699: 6.07745702343517e-06
Position 544: 5.8701416693820646e-06
Position 263: 5.156177785367318e-06
Position 145: 4.411071519616942e-06
Position 40: 4.39263730400468e-06
Position 62: 5.028807152174516e-07
Position 52: 2.847647571234876e-07
Position 174: 2.543216477433991e-07
Position 50: 2.30520398460941e-07
Position 476: 1.0943080064146689e-07
Position 518: 8.855522367203263e-08
Position 44: 7.58260932579565e-08
Position 323: 2.8570743124219306e-08
Position 67: 1.3452722640269108e-08
Position 301: 7.975964029737092e-12
Position 402: 5.011915904893459e-13
Position 430: 1.2002699469363559e-14
Position 432: 3.8476973064536335e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10529: 0.9563943876943063
Position 19575: 0.49734350279563744
Position 16362: 0.4586304454637121
Position 9002: 0.22790058710671607
Position 9137: 0.21053101171725855
Position 16105: 0.08825683500310089
Position 5291: 0.05472266167947519
Position 16228: 0.04939017220506174
Position 16339: 0.03832089744824743
Position 16601: 0.026739701778200266
Position 13937: 0.024944550397466028
Position 6077: 0.020843846726524038
Position 10743: 0.019329715069969285
Position 18379: 0.019056445756188176
Position 5226: 0.016730416847761283
Position 314: 0.014547430524516495
Position 4951: 0.013766698447029503
Position 15409: 0.01082497506918059
Position 17096: 0.009985460568830486
Position 15603: 0.008652473875314185
Position 14433: 0.006947955180162188
Position 5948: 0.0068323229928757435
Position 14493: 0.00672263609739614
Position 430: 0.006058998339896518
Position 4959: 0.005933758457452102
Position 11499: 0.0037475817690193437
Position 587: 0.0034124104042441324
Position 5378: 0.0031034156460522286
Position 12032: 0.0028887513637522854
Position 7019: 0.002777519019774046
Position 10770: 0.002625612887344634
Position 4915: 0.0022305194674430893
Position 8025: 0.0019596910460848178
Position 5346: 0.00184377113809878
Position 5302: 0.0017561237227462943
Position 4978: 0.001658613920966
Position 14115: 0.0016035732225564757
Position 529: 0.0013657335531240154
Position 4289: 0.001210916979138702
Position 376: 0.0009198562855226058
Position 3525: 0.0007146218848081655
Position 10942: 0.0006968767203037701
Position 532: 0.0006551295329849311
Position 10894: 0.0006476322177786805
Position 4112: 0.0005109294827244593
Position 9618: 0.0004676929967992788
Position 9464: 0.00046100345006734166
Position 289: 0.0004435057073772714
Position 597: 0.0003979423129161618
Position 633: 0.0003713725070696931
Position 266: 0.00033135750783122277
Position 7751: 0.00032879663163772933
Position 1138: 0.00032715301426302474
Position 9249: 0.0003186750294225475
Position 467: 0.00024638046518093385
Position 10853: 0.0002367113927234847
Position 9298: 0.0002279847514479492
Position 7237: 0.00020242677677468433
Position 5739: 0.00017914094862318624
Position 6286: 0.00016424422687205166
Position 7463: 0.00015905138139543808
Position 6560: 0.00015474050992660628
Position 4135: 0.00015068581810429295
Position 3697: 0.0001446934668704773
Position 2731: 0.00013832403528583965
Position 439: 0.00013394537733318564
Position 543: 0.0001263508923921727
Position 5664: 0.00011272800752020609
Position 3152: 9.39758117720272e-05
Position 8319: 9.25302405864747e-05
Position 7696: 8.808802756723883e-05
Position 8067: 8.690581769143851e-05
Position 4411: 7.545991646501592e-05
Position 5959: 6.925114510055557e-05
Position 4206: 6.879500575331576e-05
Position 6909: 6.843113620370399e-05
Position 6999: 6.376678370261218e-05
Position 1575: 6.229464938164905e-05
Position 1421: 6.180746668115256e-05
Position 5681: 6.0820409207589475e-05
Position 1043: 5.465352402000246e-05
Position 7409: 5.424739457127257e-05
Position 2491: 5.3849776199082926e-05
Position 6770: 5.170702110617272e-05
Position 6829: 5.040763028730309e-05
Position 7158: 4.903090754579425e-05
Position 4479: 4.710867279407875e-05
Position 6115: 4.546847039565886e-05
Position 1628: 4.4176552386477615e-05
Position 2024: 3.673367230083293e-05
Position 4120: 3.6629444234657724e-05
Position 1633: 3.28456016904396e-05
Position 2230: 3.2510257455417146e-05
Position 2645: 3.137848126115469e-05
Position 2519: 3.0779688204530064e-05
Position 7051: 2.8856373827763605e-05
Position 3667: 2.8210225113301514e-05
Position 6593: 2.546731481497164e-05
Position 2735: 2.5262439307108526e-05
Position 1482: 2.5115580675940697e-05
Position 1684: 2.3736610296713412e-05
Position 2402: 2.2262396852477276e-05
Position 650: 2.2169161791372997e-05
Position 5969: 2.1597521338331287e-05
Position 1076: 1.8769083616943023e-05
Position 1607: 1.8370926114497423e-05
Position 4080: 1.7355919257948935e-05
Position 3075: 1.642924629530795e-05
Position 4320: 1.602457409916642e-05
Position 3182: 1.530813027192101e-05
Position 755: 1.455798249755863e-05
Position 4004: 1.3393692656374286e-05
Position 4490: 1.2614492233177934e-05
Position 1717: 1.2479110347305499e-05
Position 1082: 1.2187371159902124e-05
Position 2100: 1.1264541234583844e-05
Position 2458: 1.1172723618915526e-05
Position 4154: 1.0878931532866975e-05
Position 5192: 1.0171615799879592e-05
Position 3774: 8.77006997655125e-06
Position 2067: 8.514052937015706e-06
Position 4450: 7.275094567341379e-06
Position 4187: 6.824430027855299e-06
Position 1547: 6.755580517717015e-06
Position 1746: 6.57630949127836e-06
Position 3143: 6.564268228029022e-06
Position 2767: 6.381167680091652e-06
Position 4218: 5.972620640903585e-06
Position 3218: 5.780518940525216e-06
Position 4051: 5.091061761951777e-06
Position 2106: 4.998887919606074e-06
Position 3735: 4.842519958254078e-06
Position 3296: 4.454815957034375e-06
Position 1588: 4.037693393427225e-06
Position 402: 3.9866437443547225e-06
Position 1369: 3.7906106788523427e-06
Position 1988: 3.6174842359422362e-06
Position 1595: 3.5386268203871777e-06
Position 3003: 3.5172476558955986e-06
Position 1830: 3.4891001700291267e-06
Position 1403: 3.196662204428693e-06
Position 200: 2.8153382022590115e-06
Position 1163: 2.8045451350947427e-06
Position 869: 2.670521564925513e-06
Position 987: 2.565023123042119e-06
Position 1954: 2.51267877230264e-06
Position 2290: 2.4899454621650406e-06
Position 686: 2.291242155903831e-06
Position 1768: 2.290613264098112e-06
Position 1845: 2.170969900024376e-06
Position 2431: 2.0203852128893354e-06
Position 810: 2.0092291563120483e-06
Position 778: 1.5764390588249053e-06
Position 1208: 1.46688636026876e-06
Position 1530: 1.3327356099524166e-06
Position 1335: 1.1274697911729489e-06
Position 336: 8.383237791248e-07
Position 748: 7.538832017979745e-07
Position 2661: 2.427475685028906e-07
Position 667: 1.0084325641401544e-07
Position 1115: 6.469753496682559e-08
Position 449: 3.302228972245069e-08
Position 181: 2.686439048040436e-08
Position 108: 2.1091155340376944e-08
Position 1098: 6.255901810945116e-09
Position 124: 5.3449890687667634e-09
Position 550: 5.135788317887797e-09
Position 495: 4.933496698937894e-09
Position 730: 3.9967235470877185e-09
Position 676: 3.536527749085333e-09
Position 129: 2.871727458385271e-09
Position 349: 2.4835339210905447e-09
Position 329: 2.2956245272489715e-09
Position 695: 2.239310717204534e-09
Position 407: 1.745615447266463e-09
Position 829: 1.6585211968939899e-09
Position 1173: 1.199875050440763e-09
Position 553: 5.549659766303284e-11
Position 410: 5.528614106033522e-11
Position 559: 4.2412894764498483e-11
Position 476: 3.7947971038865715e-11
