Gene = Wfs1
index = 1191
Annotated 5SS: [  340  7148 12322 13735 15472 16020 17648]
Annotated 3SS: [ 6907 12238 13589 15300 15938 17495 20526]
SMsplice 5SS: [  340  7148 12322 13735 15472 15686 16020 17648]
SMsplice 3SS: [ 6907 12238 13589 15300 15612 15938 17581 20526]
top_k =  500
Partition function (log Z): 13.86444012260819

Sorted 5' Splice Sites (High to Low Probability):
Position 7148: 0.9992762394313047
Position 17648: 0.9986483127864824
Position 340: 0.9982777088687577
Position 13735: 0.9772412363113836
Position 12322: 0.9757716665865058
Position 16020: 0.8924312162286986
Position 15472: 0.8176497989724645
Position 15686: 0.6222544269601781
Position 1741: 0.6146010185252926
Position 1441: 0.5913821475379889
Position 16292: 0.5620230965395882
Position 3719: 0.5553103158145352
Position 3408: 0.4862777848368118
Position 8489: 0.36103049967621503
Position 15174: 0.34467219344509636
Position 18003: 0.2770857795773391
Position 6604: 0.2600930923105768
Position 14950: 0.2331795232675471
Position 12696: 0.17598603919466319
Position 10001: 0.13506563987020095
Position 19683: 0.13443737815673498
Position 18147: 0.12982721860600205
Position 10485: 0.12081319304367773
Position 10293: 0.11843233475112815
Position 3069: 0.11088155055171976
Position 9832: 0.10150344974244936
Position 15459: 0.08573344757598073
Position 11963: 0.06528169181421903
Position 15423: 0.048453892131535475
Position 19520: 0.046786440594346064
Position 16024: 0.045809169808993445
Position 17477: 0.04513481138167639
Position 13356: 0.04057058793652881
Position 20153: 0.03975513673000788
Position 19394: 0.03927564196905269
Position 16573: 0.03732316552820096
Position 1564: 0.03646545979768171
Position 16250: 0.035063346278336176
Position 11984: 0.03034952556279983
Position 13981: 0.028051171576838462
Position 15725: 0.02691891361713502
Position 8612: 0.02618338434372618
Position 17452: 0.024663898860569987
Position 14064: 0.022592301919961595
Position 815: 0.022039820230326686
Position 7360: 0.021969251151780687
Position 5085: 0.02080654645621283
Position 14029: 0.020575446249525498
Position 12806: 0.020011919916045097
Position 4446: 0.015744640507386984
Position 2069: 0.015045040503046475
Position 15530: 0.0149551490479111
Position 15867: 0.012948986343635107
Position 20707: 0.011012341756322862
Position 16903: 0.010980854584884778
Position 19936: 0.01047546461397165
Position 19385: 0.010340673248621868
Position 17808: 0.009715357523958353
Position 19813: 0.007975376308204447
Position 15830: 0.007773176852388411
Position 20755: 0.0077599817137584595
Position 18114: 0.0069665831632666686
Position 13130: 0.0067064094361438415
Position 20620: 0.005525501935515807
Position 15081: 0.005306598901864943
Position 571: 0.005202379796604342
Position 16117: 0.0050487245103573485
Position 12626: 0.004747578016984482
Position 14399: 0.004628394460408546
Position 18613: 0.0043569370026113555
Position 891: 0.004340016685547396
Position 16280: 0.00427662685764189
Position 19584: 0.00410684852094131
Position 6651: 0.004041926405002009
Position 15733: 0.00391460262349713
Position 20125: 0.0034109186244626016
Position 20895: 0.003295528026899299
Position 2359: 0.002718430176136171
Position 998: 0.0026968494963924747
Position 1615: 0.002523418242739988
Position 9214: 0.0024748073037198326
Position 19415: 0.0024251582388464233
Position 19259: 0.002422592449366323
Position 13221: 0.002224352918486414
Position 3822: 0.002121222291649565
Position 1005: 0.002032160050399361
Position 127: 0.0020155299192870634
Position 163: 0.0019434472725935576
Position 6397: 0.0017571536242736781
Position 15199: 0.0016939890207812386
Position 16296: 0.0016508832896648968
Position 18374: 0.0016180218861588651
Position 9992: 0.0014095249710652318
Position 15327: 0.0013430172884220568
Position 16499: 0.0013307487224713632
Position 1113: 0.0012393973063436025
Position 15389: 0.0012263305214105466
Position 1254: 0.0011541014042121393
Position 14591: 0.0010035033005837168
Position 14627: 0.000989590272220981
Position 15450: 0.0008563162717671158
Position 557: 0.0008334196215859963
Position 924: 0.0007062765404719474
Position 107: 0.0006734240183386198
Position 2010: 0.0006622231391565338
Position 15644: 0.0006199472971892191
Position 17438: 0.0006194598806600989
Position 972: 0.0005701069756595998
Position 15269: 0.0005616086577065904
Position 858: 0.0005384011570988103
Position 13715: 0.000528951282758573
Position 747: 0.0005214955466601158
Position 1293: 0.00046074372524950753
Position 1422: 0.00043184181958025834
Position 14073: 0.00039848907816583174
Position 15429: 0.00036696783278329724
Position 773: 0.0003645089172566931
Position 7156: 0.0003080538951643644
Position 595: 0.00023961736160587306
Position 15659: 0.00019206460240545027
Position 651: 0.0001730318587437237
Position 84: 0.00016327592247225329
Position 15366: 0.00014842027797483555
Position 15384: 0.00013185937174361437
Position 14025: 0.0001251767981232605
Position 19198: 0.00012045289916979296
Position 17771: 0.00011264475578276591
Position 1622: 0.00010199037913209866
Position 3944: 6.42563508156745e-05
Position 19400: 4.4910994235113376e-05
Position 1700: 4.0220546970195595e-05
Position 173: 2.9284835477248192e-05
Position 3395: 2.7253502256147484e-05
Position 560: 2.7224309033928326e-05
Position 918: 2.3315486752549372e-05
Position 974: 1.8730813795161736e-05
Position 484: 1.544623761880371e-05
Position 1988: 1.2469150941474011e-05
Position 1778: 1.1548717566287275e-05
Position 192: 7.260732991812528e-06
Position 58: 3.6216293366182653e-06
Position 357: 1.0423006963887673e-06
Position 244: 9.181304624230339e-07
Position 23: 7.251250390961293e-07
Position 1682: 5.361627612201194e-07
Position 1963: 3.724440269211121e-07
Position 13776: 3.440682821927335e-07
Position 15431: 2.860510052395936e-07
Position 354: 2.1803966736402852e-07
Position 1296: 1.725744269754465e-07
Position 344: 1.6389718545336116e-07
Position 1344: 1.336757372506958e-07
Position 494: 1.08390474921175e-07
Position 1697: 8.004558215639936e-08
Position 649: 7.935966712063233e-08
Position 292: 7.779567168301033e-08
Position 444: 6.747900605922102e-08
Position 535: 3.1890565530190666e-08
Position 473: 2.403743491192479e-08
Position 406: 1.1069133651788325e-08
Position 382: 1.1423112186203819e-09
Position 360: 7.641654971792267e-10
Position 396: 5.528642670520153e-10
Position 421: 3.8868451112212316e-10
Position 394: 9.50443828894476e-11
Position 458: 3.0423463043752116e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 15300: 0.9742717207069369
Position 12238: 0.9677437555192815
Position 15938: 0.9561029462352578
Position 13589: 0.9521924302113325
Position 17581: 0.7697097706124236
Position 6907: 0.7525852607711715
Position 20526: 0.6431444963319233
Position 15612: 0.6307673327481583
Position 1563: 0.43270317444714596
Position 15050: 0.3390669111591646
Position 8390: 0.33395542855100213
Position 3612: 0.2578005218312825
Position 1245: 0.25515071973278
Position 16207: 0.2522858340793597
Position 3282: 0.24932704903963326
Position 22621: 0.23417518762943174
Position 6972: 0.23300486432435802
Position 19347: 0.22701764783396136
Position 3240: 0.217928521382039
Position 17495: 0.2098549903157701
Position 1350: 0.17079742010759788
Position 16161: 0.1673732333786975
Position 17893: 0.16000005773769346
Position 6473: 0.15996265764945916
Position 1319: 0.1592449058444605
Position 3631: 0.14017601279693473
Position 14752: 0.1382732160069545
Position 10369: 0.1208131930436777
Position 17991: 0.10779690932823904
Position 9908: 0.10504196713914046
Position 11942: 0.10365912844424358
Position 17936: 0.1016958990433957
Position 19572: 0.096698191909574
Position 12555: 0.09166068690879345
Position 3571: 0.08767511986056613
Position 9648: 0.08635230132610616
Position 1518: 0.0841301302745093
Position 6513: 0.0811710988675239
Position 2987: 0.08110118504923627
Position 17355: 0.08076107267184476
Position 10089: 0.07406580202465012
Position 14879: 0.06818814621662446
Position 12469: 0.06460036613579039
Position 1611: 0.06070198126226589
Position 16145: 0.05191764608137493
Position 13967: 0.04884881712227497
Position 10211: 0.044366532726477996
Position 16116: 0.041545875480652215
Position 13191: 0.04057058793652882
Position 16184: 0.039586117945731664
Position 15657: 0.03201456514857152
Position 16380: 0.031063370711131678
Position 9954: 0.02983084076824116
Position 13626: 0.029096845908065452
Position 20026: 0.02903171407470568
Position 8352: 0.027195565145808252
Position 12594: 0.02715243813926037
Position 3673: 0.027111668297762438
Position 19682: 0.02421208873845248
Position 1634: 0.02415857172162935
Position 17954: 0.02399992759706648
Position 20062: 0.023249020352008924
Position 6538: 0.02300126219859602
Position 14809: 0.022145477184326873
Position 3518: 0.02138268169435101
Position 17744: 0.02069541338840136
Position 4916: 0.01795373415533604
Position 16099: 0.01731292531084137
Position 3043: 0.016782602969623882
Position 3541: 0.016460934587094227
Position 7349: 0.01644252561088014
Position 9688: 0.01626929712666507
Position 16249: 0.01573374757935601
Position 4164: 0.015219214935023633
Position 8338: 0.015098808688002001
Position 7046: 0.014091275882073541
Position 13852: 0.013453524979525776
Position 444: 0.012997975929813147
Position 1460: 0.012695906079716567
Position 1944: 0.011138861696025288
Position 1614: 0.010884492054927671
Position 1672: 0.01076335795791398
Position 15772: 0.01055138105249239
Position 18926: 0.010234586120755907
Position 8448: 0.0101550650853238
Position 17444: 0.010053004296598545
Position 14982: 0.009984575558139811
Position 20666: 0.009688892249298382
Position 13001: 0.008930762354630254
Position 806: 0.008587547971938286
Position 3361: 0.0076434141799804805
Position 2998: 0.007232614963164711
Position 1292: 0.0070651844732407395
Position 717: 0.007029633283205644
Position 2879: 0.007017124308099377
Position 3708: 0.006814742236423269
Position 12621: 0.006037473882705383
Position 3209: 0.005986755778753185
Position 16823: 0.005192793527633845
Position 1440: 0.005022295775050673
Position 22510: 0.004777284368723437
Position 19493: 0.004660010399267951
Position 12425: 0.004636178329135741
Position 18077: 0.004248479355500138
Position 19137: 0.00416467605737126
Position 12657: 0.0041628679859358865
Position 19065: 0.004024334593802544
Position 14478: 0.0038717064493561863
