Gene = Spp2
index = 1017
Annotated 5SS: [  256   481  4268  5398 10332 11477 13718]
Annotated 3SS: [  355  4147  5289 10276 11425 13621 19360]
SMsplice 5SS: [  256   481  5398 10332 13718]
SMsplice 3SS: [  355  5289 10276 13621 17926]
top_k =  500
Partition function (log Z): -4.6366143678512515

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9806000525279637
Position 256: 0.9589500212086391
Position 13718: 0.9523995436084199
Position 10332: 0.6349000978625715
Position 5398: 0.5575943397457577
Position 1851: 0.5289455118355988
Position 4268: 0.5128261232709812
Position 5335: 0.43903635934007934
Position 11477: 0.4360022334477208
Position 3911: 0.2868169323978279
Position 4033: 0.09968599057724384
Position 4468: 0.04292456475040862
Position 4014: 0.03789147228303913
Position 12735: 0.030756630011803197
Position 94: 0.029829697867182564
Position 15168: 0.02612595706257651
Position 4649: 0.02507188970729801
Position 11839: 0.023065917712067476
Position 1858: 0.0200822138290148
Position 2921: 0.016180206913975467
Position 421: 0.01242428247881127
Position 3065: 0.011494601928226302
Position 3856: 0.0047359692028016605
Position 1087: 0.004204860080294759
Position 4037: 0.003402024176941808
Position 245: 0.0033671504190765323
Position 3544: 0.0033435279251462554
Position 4041: 0.003192203521032234
Position 187: 0.003132023910691488
Position 4227: 0.002546115812660007
Position 2983: 0.002152967057102801
Position 8029: 0.002108570278691958
Position 3298: 0.0018042581185664886
Position 1903: 0.001721833780482926
Position 293: 0.001704710104481578
Position 2518: 0.0015114493555832996
Position 1483: 0.001485239433007718
Position 3005: 0.0013835805512916162
Position 3231: 0.0013496658012606458
Position 485: 0.001344592272559109
Position 1152: 0.0013144023257171753
Position 6007: 0.0012711736638669352
Position 986: 0.0011306368506849862
Position 793: 0.0008420194401209039
Position 225: 0.0008297454926199731
Position 2723: 0.0007746632249785196
Position 1345: 0.0007723709008785171
Position 53: 0.0007217808904361698
Position 2947: 0.0005517454880916387
Position 2448: 0.0005510871642933326
Position 221: 0.0005173303900888776
Position 3049: 0.0004922896515815852
Position 2283: 0.0004483887592560464
Position 2172: 0.00041578492262366983
Position 156: 0.000355364320856517
Position 1466: 0.0003450929072084186
Position 1561: 0.00026068764449630117
Position 1828: 0.0002586240406420402
Position 3154: 0.00024383910833109435
Position 3633: 0.00021000273560994192
Position 87: 0.00015945103984498903
Position 1539: 0.00014567858092610122
Position 3236: 0.00012856753356838018
Position 311: 0.00010359603164908575
Position 16: 8.859439302062909e-05
Position 1584: 4.7054611015139086e-05
Position 9: 3.376623006892758e-05
Position 172: 3.373571875637714e-05
Position 2273: 2.1653969374057388e-05
Position 247: 8.489069570889522e-06
Position 130: 2.847716712652462e-06
Position 440: 1.022178340675686e-06
Position 450: 1.0026742436458815e-06
Position 558: 9.410986535362106e-07
Position 553: 8.560187471618264e-07
Position 573: 5.500564130017227e-08
Position 589: 5.1561183866327004e-08
Position 751: 5.044406429374504e-08
Position 432: 4.5526457532610754e-08
Position 744: 3.458901510291634e-08
Position 732: 3.4578610357666706e-08
Position 1891: 2.831930698782077e-08
Position 1956: 2.754544129605872e-08
Position 533: 2.3366786994113222e-08
Position 593: 2.1922376497736803e-08
Position 404: 2.09365433610386e-08
Position 734: 1.6426480355261525e-08
Position 366: 1.3645583333145408e-08
Position 644: 1.2811374985013613e-08
Position 647: 6.155195806402738e-09
Position 339: 3.2209739285471443e-09
Position 332: 2.94066737890798e-09
Position 364: 1.2855310528522695e-12
Position 356: 9.754119007885946e-13
Position 343: 5.3241776945612386e-17
Position 412: 4.551931190153372e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 5289: 0.9667652933702587
Position 13621: 0.9586308881044496
Position 355: 0.6534327880958375
Position 10276: 0.6113151390580971
Position 4147: 0.4547506391067905
Position 3830: 0.4305754017285055
Position 11425: 0.40257892493768666
Position 393: 0.3379138547216139
Position 1763: 0.3250484428121812
Position 17926: 0.26279483399768805
Position 19360: 0.21683269839683306
Position 17961: 0.19437430173346715
Position 1734: 0.14502727672022261
Position 1779: 0.05654964024568673
Position 4071: 0.03488088217840883
Position 11447: 0.034458109002300966
Position 12707: 0.03075663001180321
Position 19016: 0.028873982306742322
Position 19306: 0.026901736474537197
Position 18892: 0.0261352258236014
Position 17122: 0.02485059648640163
Position 9861: 0.024081043293686342
Position 4640: 0.022935502957977198
Position 16930: 0.02178018815171479
Position 17978: 0.02013191832342178
Position 4326: 0.019552384772612594
Position 13995: 0.019340580191358144
Position 4102: 0.019072554043739875
Position 18379: 0.018138576829554172
Position 16082: 0.01774689320385144
Position 2920: 0.016603819781889774
Position 14396: 0.016358987201055438
Position 19116: 0.01580720241480825
Position 3855: 0.015172788316025216
Position 18191: 0.014328784366198364
Position 15040: 0.01410918087897489
Position 14214: 0.01357248970108658
Position 11779: 0.0117620247616505
Position 11629: 0.011708491307281585
Position 15075: 0.011669317294603842
Position 3982: 0.010681979434771012
Position 12075: 0.00991186129055872
Position 15046: 0.00962069261565271
