Gene = Traf3ip1
index = 1137
Annotated 5SS: [  195  3328  4970  6217  6731 10801 12875 23621 24969 25446 26314 26530
 28214 31409]
Annotated 3SS: [ 3258  4807  6078  6310 10728 12798 23599 24883 25361 26189 26492 28136
 31184 32923]
SMsplice 5SS: [  195  3328 10801 12736 12875 16754 24969 25446 26314 26530 28214 31824
 32472]
SMsplice 3SS: [ 3258 10728 12651 12798 16657 24883 25361 26189 26492 28136 31723 32319
 32740]
top_k =  500
Partition function (log Z): 20.617304589356635

Sorted 5' Splice Sites (High to Low Probability):
Position 12875: 0.9994603210303773
Position 28214: 0.9852050763769212
Position 3328: 0.9500264141875249
Position 26314: 0.9411810273799711
Position 24969: 0.9309802303399006
Position 26530: 0.9226949707693644
Position 25446: 0.8697629411419501
Position 10801: 0.8648762630966638
Position 195: 0.8637436031686521
Position 31824: 0.8043124260652803
Position 33086: 0.7614906067935776
Position 12736: 0.7152377962258074
Position 16754: 0.6530117473688067
Position 6217: 0.6455904035587862
Position 4970: 0.6245567700166903
Position 23621: 0.5632009615928779
Position 32472: 0.559249447798363
Position 19257: 0.4913120477682908
Position 32798: 0.4439822819488051
Position 15309: 0.4301674739648656
Position 31409: 0.393886715826811
Position 18030: 0.38766887526551985
Position 32855: 0.34019004319054735
Position 19118: 0.2611115133162023
Position 22375: 0.219714396227552
Position 33395: 0.19812055544528934
Position 28505: 0.1552435894232691
Position 1858: 0.14992136937981343
Position 19186: 0.149785651487941
Position 21483: 0.13287044848479224
Position 28551: 0.12572622745620976
Position 1784: 0.12230486969965818
Position 32463: 0.11389514051624151
Position 8769: 0.11252189259012524
Position 19181: 0.09690673786351732
Position 31366: 0.0951802896696408
Position 22387: 0.08792115759735543
Position 25800: 0.0842156285117485
Position 16791: 0.08420526875400841
Position 22458: 0.07989600654905575
Position 24947: 0.06587704535086739
Position 26555: 0.06403970571362409
Position 25859: 0.06255874562326076
Position 33501: 0.06075208665945108
Position 18341: 0.058426641753095726
Position 7896: 0.058256200586135495
Position 18480: 0.05567175387832345
Position 209: 0.053126029809446515
Position 28708: 0.052397975484983275
Position 32413: 0.05191263218824683
Position 24302: 0.04865047204303864
Position 27152: 0.045780614245236086
Position 25827: 0.04351735507625257
Position 9076: 0.04264760316465573
Position 4740: 0.038563278503594235
Position 18082: 0.03632789790113843
Position 1114: 0.03572773088820993
Position 19157: 0.033489193909897436
Position 1936: 0.031097513683123558
Position 226: 0.030974360175762203
Position 31061: 0.030122792297734412
Position 26357: 0.02770417525378462
Position 220: 0.02537417371027956
Position 26704: 0.023391190207231936
Position 33417: 0.01977706279243864
Position 1167: 0.018751131997582927
Position 231: 0.01868610645885059
Position 19042: 0.018631865121587165
Position 3155: 0.01838350743327188
Position 12264: 0.018348576336219204
Position 10962: 0.017618878059417142
Position 33205: 0.016163156332505424
Position 31279: 0.01602398127788606
Position 11712: 0.015711728491308107
Position 6736: 0.015656728527153708
Position 28206: 0.014465560659493846
Position 32596: 0.013702584143289922
Position 22407: 0.012694029574238586
Position 1776: 0.012629162829106524
Position 2555: 0.012364368968779054
Position 18336: 0.012084430017076766
Position 1224: 0.011908877928065893
Position 10886: 0.011282414247311497
Position 33856: 0.010178171605395584
Position 2000: 0.008995484586653535
Position 646: 0.00851224554756777
Position 18262: 0.007965927938122593
Position 1241: 0.007679101752336267
Position 27717: 0.006528008346617784
Position 26022: 0.006340442758578578
Position 33064: 0.006073578395693742
Position 33057: 0.005936193956286732
Position 454: 0.005734742083455733
Position 19153: 0.005675923303178978
Position 19134: 0.005360687747416078
Position 237: 0.005014035023118788
Position 22308: 0.004952667820733703
Position 11776: 0.004451385028860481
Position 11684: 0.0043473553292204675
Position 27974: 0.0043085855669528295
Position 3725: 0.004241052819455223
Position 1955: 0.004119370730223658
Position 1312: 0.00396869226345259
Position 21895: 0.003760862400158614
Position 3708: 0.0033747330718307948
Position 26318: 0.0033217026344798573
Position 1274: 0.0030535593169360676
Position 11667: 0.0030200166461137106
Position 17277: 0.0030071395753370265
Position 1850: 0.00294394652956574
Position 13707: 0.0027856084510670923
Position 2353: 0.0027423716091366256
Position 25875: 0.002704597602674397
Position 33505: 0.0026314065380996236
Position 26905: 0.002517726191179174
Position 26408: 0.002198570420055253
Position 1457: 0.0021640677022193976
Position 3590: 0.0021266338063804396
Position 13401: 0.002085203731087722
Position 571: 0.0019707641198356304
Position 3151: 0.001964963308705549
Position 552: 0.0019045420922114645
Position 27097: 0.001824022058758567
Position 2936: 0.0017622788250223963
Position 1212: 0.0017442616160462732
Position 26593: 0.0017140868474804438
Position 1084: 0.0016988094525022528
Position 1520: 0.0016585114653965916
Position 4600: 0.0016499610676116584
Position 17310: 0.0013692230523451032
Position 25520: 0.0013154664241218498
Position 26534: 0.0011668315894771228
Position 379: 0.001112302304158922
Position 25545: 0.0011056042003603484
Position 24922: 0.0010664440373775932
Position 17238: 0.0010523731354872864
Position 878: 0.0010341066886172163
Position 32587: 0.0010273352407046607
Position 27373: 0.0010156810468955908
Position 26551: 0.0009152046884593941
Position 26289: 0.0008469252352645048
Position 2108: 0.0008464649240339647
Position 2863: 0.0006912725493773829
Position 25966: 0.000648063744872873
Position 27985: 0.0005564293932004163
Position 26975: 0.0005510610522666498
Position 32457: 0.0005368620401254285
Position 29677: 0.00046174270001308093
Position 26201: 0.00043029831833613145
Position 26262: 0.000419970411420046
Position 13039: 0.0003059593557103268
Position 26269: 0.00020043330335851853
Position 26559: 0.00015657108788076683
Position 29221: 0.0001542543843324072
Position 31285: 0.00012263914847692532
Position 12909: 0.00012220744223345175
Position 28865: 0.0001088466689601458
Position 362: 7.27794564220429e-05
Position 1661: 7.197183025145783e-05
Position 26266: 7.164109114974235e-05
Position 117: 7.048360933800754e-05
Position 1472: 6.48195164325192e-05
Position 576: 4.783039148377393e-05
Position 14929: 4.3265988248677085e-05
Position 5214: 3.88184243905299e-05
Position 28480: 3.7425621464337465e-05
Position 4869: 3.65964633203276e-05
Position 28383: 3.623106291404783e-05
Position 1194: 3.467965100752246e-05
Position 5357: 3.446276185565655e-05
Position 215: 3.3541859955557105e-05
Position 13414: 2.2001722089037735e-05
Position 28235: 2.131248557002603e-05
Position 12932: 1.9749846467147484e-05
Position 243: 1.9162086939042832e-05
Position 367: 1.189632683739118e-05
Position 26882: 1.1757480870354657e-05
Position 5747: 1.0677526560869068e-05
Position 5061: 1.055679565920709e-05
Position 28294: 7.955487054999228e-06
Position 5035: 6.464253782253184e-06
Position 5983: 6.0065042601427714e-06
Position 774: 5.534813703869574e-06
Position 413: 4.97134843314764e-06
Position 28394: 4.3754944222846075e-06
Position 28444: 4.300406363019592e-06
Position 483: 4.01422521340193e-06
Position 26936: 3.6869321657340518e-06
Position 5353: 3.108456968891003e-06
Position 610: 3.0672490106834744e-06
Position 5380: 3.0141775401858294e-06
Position 28630: 2.882423171800455e-06
Position 4954: 2.808553106983177e-06
Position 4031: 2.521024894421405e-06
Position 28682: 2.470079872209957e-06
Position 4681: 2.4023125116487887e-06
Position 5189: 1.8232209536852783e-06
Position 28720: 1.8216748516543192e-06
Position 459: 1.4013269658203458e-06
Position 26645: 1.3406331707637152e-06
Position 628: 1.2957050909672502e-06
Position 29031: 9.645437650437519e-07
Position 488: 9.196414478262e-07
Position 28816: 7.700936536397097e-07
Position 28847: 6.232183827823583e-07
Position 28729: 5.452637537345323e-07
Position 3201: 5.343392850044572e-07
Position 3332: 4.930682831489311e-07
Position 3226: 4.833116774558117e-07
Position 87: 4.573188280415065e-07
Position 14154: 3.029542777505363e-07
Position 300: 2.499336611096293e-07
Position 3259: 1.59220851143194e-07
Position 248: 1.0266608457241298e-07
Position 164: 6.092586609057518e-08
Position 14317: 4.3781223663426176e-08
Position 13261: 3.555607146512367e-08
Position 12898: 3.235374398411577e-08
Position 272: 2.8800872655922508e-08
Position 259: 9.904139053145814e-09
Position 266: 3.600778161113443e-09
Position 315: 1.7709944456700636e-09
Position 287: 8.261861599661621e-10
Position 321: 6.896351974846282e-10
Position 54: 5.844075231806223e-10
Position 326: 4.1448998271161597e-10
Position 294: 3.3081718428946284e-10
Position 84: 4.8997075599892916e-11
Position 28137: 3.465601851437892e-11
Position 356: 3.0764320588836742e-12
Position 350: 2.106534684856683e-12
Position 306: 1.6794897767964257e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 24883: 0.9971971289248643
Position 28136: 0.986470422923441
Position 12798: 0.9784348588934192
Position 26492: 0.9540438582723532
Position 3258: 0.9400124371181708
Position 26189: 0.9221828131611538
Position 32740: 0.8783659567261963
Position 32923: 0.7821413154015748
Position 31723: 0.7743022894170581
Position 10728: 0.7553705212389177
Position 16657: 0.7372170161228161
Position 12651: 0.7100658397095564
Position 32319: 0.6386289467377099
Position 19026: 0.5813094872081136
Position 23599: 0.5632009615928778
Position 25361: 0.49454288270263097
Position 4807: 0.42593544355343316
Position 19180: 0.413131985118432
Position 22196: 0.4051782577689353
Position 15206: 0.40298535036921046
Position 17927: 0.38231538048088676
Position 33637: 0.3755420221297251
Position 33263: 0.3308677297827781
Position 6086: 0.29552437771481815
Position 6078: 0.28494953018267666
Position 31184: 0.250886518668062
Position 25330: 0.2322270246838251
Position 28382: 0.20464573755043786
Position 31271: 0.19408782074883843
Position 33683: 0.1732275299474307
Position 25731: 0.16961327227914533
Position 1812: 0.15811587356897844
Position 4868: 0.14564316585090875
Position 10680: 0.13381964109092764
Position 21381: 0.13287044848479243
Position 18261: 0.12237156732225223
Position 8565: 0.11252189259012521
Position 33416: 0.09394904059581616
Position 25364: 0.09355226379931712
Position 32390: 0.07556561287128538
Position 28324: 0.07362499709977838
Position 1583: 0.06604300375789617
Position 1665: 0.06438068145040532
Position 19074: 0.06151599347396489
Position 33362: 0.04874514787351593
Position 5986: 0.04829435887215139
Position 28578: 0.04429077672866724
Position 24208: 0.040006539367554
Position 26973: 0.03962494339689715
Position 26235: 0.03867209576777442
Position 7720: 0.03349318429745737
Position 8939: 0.031587393427667004
Position 31037: 0.03156529190549747
Position 1040: 0.0287897078123153
Position 4837: 0.028191674383882388
Position 18002: 0.027856246381198733
Position 4551: 0.02763108586399704
Position 11596: 0.02753048549550277
Position 15253: 0.027182123595655104
Position 32359: 0.027095847772064006
Position 32655: 0.02652430091239573
Position 31209: 0.025005933058359964
Position 7832: 0.024763016288678122
Position 33594: 0.024236494925970263
Position 25311: 0.024148443039008056
Position 31766: 0.02370410129771202
Position 32981: 0.02349382486894468
Position 30934: 0.022880732940003423
Position 25232: 0.022007984778484355
Position 25626: 0.021825185291730994
Position 1063: 0.02176474613454586
Position 26408: 0.021381912364055514
Position 3069: 0.020942216648122593
Position 1084: 0.019565963334842517
Position 33651: 0.019085403508906328
Position 12154: 0.018348576336219204
Position 26612: 0.017628014624089635
Position 12824: 0.017306293408116607
Position 6310: 0.015656728527153677
Position 26216: 0.01526288204242149
Position 4883: 0.014797300064339068
Position 26455: 0.014200395202504199
Position 33990: 0.013569968445069943
Position 32931: 0.013402669986529704
Position 1775: 0.01325139185631692
Position 27995: 0.01244723406850832
Position 34019: 0.01135015080578315
Position 8823: 0.01106020973698875
Position 31141: 0.010910120899787698
Position 983: 0.010478412881017802
Position 314: 0.009521155113910358
Position 17828: 0.009446895034901405
Position 12725: 0.009314124569636324
Position 4609: 0.009082052714640108
Position 24174: 0.008643932675484658
Position 32954: 0.008187373491273926
Position 33942: 0.00809325294504169
Position 17874: 0.008001059365054207
Position 5830: 0.0077789182544591474
Position 2473: 0.00723689932667127
Position 33017: 0.006567875821765396
Position 5946: 0.0064946279156488755
Position 33855: 0.006484544922053218
Position 26819: 0.006428403644906256
Position 1630: 0.006257279913709207
Position 28618: 0.006253504086135618
Position 1368: 0.006165028335209936
Position 4840: 0.005774328060311444
Position 4630: 0.0052972014510795015
Position 18966: 0.0047975535355387015
Position 25196: 0.004748233075725648
Position 10921: 0.004587393073549129
Position 17172: 0.00455937367679299
Position 2333: 0.0045579587348012025
Position 31574: 0.004418361271211633
Position 17965: 0.004343119842739837
Position 32975: 0.0043014618450133825
Position 25681: 0.00428953963895007
Position 34040: 0.0040934833985601365
Position 1506: 0.004009515790232626
Position 25917: 0.00389424542800217
Position 3459: 0.0038444355869181016
Position 27604: 0.003789942227106292
Position 21730: 0.0037608624001586174
Position 3636: 0.0037521705838933954
Position 1857: 0.0035194960842221705
Position 33223: 0.0034969804990199367
Position 26462: 0.003415289866894278
Position 18418: 0.003285278029403565
Position 3130: 0.003205001190988419
Position 3032: 0.0030193851779976937
Position 1190: 0.0028303180208857142
Position 27846: 0.002757955310781447
Position 503: 0.0025888680791523507
Position 1674: 0.002557555354944033
Position 28480: 0.0024302024693819636
Position 34078: 0.0024043958002696684
Position 27003: 0.0023926104041652797
Position 5800: 0.002230355113295086
Position 2950: 0.002225286710047127
Position 27915: 0.0021590819073196766
Position 13612: 0.002128306552403669
Position 2822: 0.002096383120728451
Position 1519: 0.0020405832512133686
Position 1488: 0.002036188968475085
Position 28625: 0.0019085581460852794
Position 26620: 0.0018340080984595652
Position 32935: 0.0017664703740710224
Position 26119: 0.0017257656258822152
Position 399: 0.0016419372275805874
Position 31589: 0.00155899002011596
Position 19220: 0.0015186011819816037
Position 2964: 0.0014258609696260604
Position 13193: 0.0013916778280593535
Position 1702: 0.0013452313641700514
Position 1378: 0.001247629332128152
Position 33283: 0.0012323924916870907
Position 33269: 0.0012146586998386395
Position 27450: 0.0011938657944463788
Position 3547: 0.0011917491496303088
Position 2552: 0.0011746917242623184
Position 27089: 0.001160185037707094
Position 539: 0.001118682068758011
Position 1456: 0.0011100406981978319
Position 26904: 0.0010854340870468317
Position 991: 0.001082580654506899
Position 2234: 0.0010603352048793298
Position 4638: 0.0009661420001368173
Position 1828: 0.0009362727290593934
Position 25111: 0.0008794961682403364
Position 17153: 0.0008693620863764254
Position 4462: 0.0008583190982720598
Position 515: 0.000845007431762772
Position 27301: 0.0007999817713362496
Position 756: 0.0007537119913451789
Position 24595: 0.0007265908032815796
Position 2209: 0.000720453135022537
Position 27516: 0.0007016637381527475
Position 33085: 0.0007002909946420842
Position 1562: 0.0006965169735331575
Position 28098: 0.0006646564614206834
Position 4718: 0.0006593008461538932
Position 13620: 0.0006572574166591719
Position 1588: 0.0006324295584858946
Position 2058: 0.0006274440522706767
Position 27453: 0.0006059641694059567
Position 33164: 0.0005455558663227636
Position 18226: 0.0005259802968401406
Position 33399: 0.00048701097542166517
Position 13171: 0.00048302167632153603
Position 1426: 0.00048188988784300007
Position 29542: 0.0004617427000130809
Position 1526: 0.0004512276604792376
Position 326: 0.0004409373517249549
Position 25885: 0.00036259067955915687
Position 2675: 0.0003571682536713262
Position 2025: 0.00035135173390446337
Position 1889: 0.0003342801143716585
Position 31790: 0.0003286840591831436
Position 1783: 0.0003100479466922136
Position 26085: 0.00029101283397294013
Position 3573: 0.0002790046058966426
Position 27644: 0.00023657241750640979
Position 13123: 0.00022911287101617933
Position 1475: 0.00022864121252945792
Position 562: 0.00017328095665846563
Position 545: 0.0001621815101639597
Position 32826: 0.00016073507852095827
Position 29097: 0.000154254384332407
Position 533: 0.0001503028566952837
Position 5661: 0.00014359428248803089
Position 5773: 0.00014296336567765628
Position 3683: 0.00013118133674470126
Position 28400: 9.736164283351625e-05
Position 33199: 9.069908986730329e-05
Position 3298: 9.024548922797255e-05
Position 28293: 8.663385822673113e-05
Position 25072: 7.768351920009883e-05
Position 28757: 6.224589123171854e-05
Position 28285: 5.893427391997985e-05
Position 27970: 5.857921128053193e-05
Position 28307: 4.3460070311076826e-05
Position 5848: 4.345580457533506e-05
Position 5213: 4.058539636473329e-05
Position 5092: 3.3426692448656785e-05
Position 1134: 2.2754170204673502e-05
Position 28335: 1.9266642915154184e-05
Position 1315: 1.7527728999266667e-05
Position 28397: 1.7200121975302754e-05
Position 13034: 1.71608167409321e-05
Position 1000: 1.5646141768893864e-05
Position 423: 1.5142965599254671e-05
Position 27936: 1.4670635945764948e-05
Position 14732: 1.4448724577024815e-05
Position 1065: 1.2647171998630719e-05
Position 26376: 1.1930664998289383e-05
Position 28329: 1.148601554315399e-05
Position 419: 1.1454184013459737e-05
Position 14816: 1.138029254262672e-05
Position 28361: 9.952482366896377e-06
