Gene = C130074G19Rik
index = 193
Annotated 5SS: [533]
Annotated 3SS: [8790]
SMsplice 5SS: [ 533 3561 7401]
SMsplice 3SS: [ 3456  7289 10285]
top_k =  500
Partition function (log Z): -9.237446468290514

Sorted 5' Splice Sites (High to Low Probability):
Position 533: 0.9356335565376221
Position 3561: 0.6544902053887158
Position 7401: 0.5415665204924006
Position 8929: 0.20006222955568762
Position 4250: 0.14025330719754453
Position 2707: 0.13737807320580447
Position 4162: 0.11499298546087004
Position 2675: 0.09939910281333884
Position 502: 0.03679115819297005
Position 1300: 0.027309457110957037
Position 1741: 0.02041039286708082
Position 4280: 0.019847338538384014
Position 9137: 0.019272410700445535
Position 523: 0.012861128821290101
Position 3592: 0.012665687021136763
Position 378: 0.012577514750399968
Position 2753: 0.01111917098726072
Position 2671: 0.009207452208784528
Position 3138: 0.0077306654250984055
Position 1608: 0.00664647218152096
Position 1151: 0.006593134020687049
Position 1285: 0.0044294096421384046
Position 1790: 0.004148327124604456
Position 3115: 0.003487527158926717
Position 2087: 0.0028864288753536185
Position 145: 0.002755411232741213
Position 3813: 0.0027324792602727863
Position 1414: 0.0024651519097407446
Position 1336: 0.0019676497955170074
Position 1632: 0.0017835808266708456
Position 2345: 0.0017343834300244019
Position 8711: 0.001685866598567281
Position 8410: 0.0015972611813485386
Position 1319: 0.0014548438793425434
Position 233: 0.0013762323437200607
Position 3876: 0.0006238381435681141
Position 3901: 0.0005432901026380224
Position 638: 0.0005000161843725693
Position 711: 0.00039233259656103816
Position 706: 0.00038942156317533946
Position 309: 0.0003738786265556028
Position 3416: 0.00021255797748671596
Position 101: 0.0001976387716242141
Position 1348: 0.0001741709319128183
Position 2183: 9.745731791845857e-05
Position 184: 9.395654026614795e-05
Position 77: 7.88112484936088e-05
Position 689: 7.528747983392272e-05
Position 811: 5.217585136902046e-05
Position 1037: 2.076376240652443e-05
Position 6117: 1.9019079798849087e-05
Position 7559: 1.808070449009961e-05
Position 1280: 1.760804161872422e-05
Position 5669: 1.4647526426962733e-05
Position 2722: 1.2040903083840217e-05
Position 1002: 1.1185794567667357e-05
Position 962: 9.12885811227187e-06
Position 1376: 4.857243026738138e-06
Position 537: 4.536792147439495e-06
Position 1193: 4.47122417627321e-06
Position 2726: 3.6842598592012836e-06
Position 32: 3.568549153899114e-06
Position 46: 3.398088408008287e-06
Position 118: 3.0642652567549518e-06
Position 3579: 2.499505083796443e-06
Position 578: 2.3935164422040995e-06
Position 103: 2.2944882396185543e-06
Position 1161: 2.0661543072793673e-06
Position 272: 1.710770078202355e-06
Position 1344: 1.5897623496835292e-06
Position 173: 1.2838505761851726e-06
Position 67: 1.1978164966653813e-06
Position 428: 1.153938465147611e-06
Position 757: 1.0779423394374837e-06
Position 588: 9.170323821518596e-07
Position 332: 5.948384906414128e-07
Position 593: 3.4062542199375845e-10
Position 1029: 4.7215806262166057e-11
Position 642: 4.459040683682265e-11
Position 1007: 7.88012672787759e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.5775986568797602
Position 7289: 0.5458433604121022
Position 10285: 0.46377299674709
Position 8790: 0.31912903548714
Position 4048: 0.2203396456930195
Position 2606: 0.18622207972532667
Position 8276: 0.18118569350727506
Position 4153: 0.06299355141909853
Position 3707: 0.0325708909193906
Position 3490: 0.03203497256365588
Position 1150: 0.03194597611201424
Position 4003: 0.027972653733940648
Position 3461: 0.026604461128993125
Position 3326: 0.024531914705653517
Position 7669: 0.024000009144420752
Position 2536: 0.023884350481460263
Position 3054: 0.022392808238835642
Position 9508: 0.01798572828749753
Position 1498: 0.017901751315496157
Position 10710: 0.014353802533488553
Position 2609: 0.014137297686621012
Position 9360: 0.013354471559689376
Position 6698: 0.012699247628164184
Position 2581: 0.012206506496297594
Position 7293: 0.011487590573705736
Position 8557: 0.010850427967704804
Position 8953: 0.009981028921443369
Position 10083: 0.009857692870987615
Position 3671: 0.0097446929661499
Position 2588: 0.008911814408364001
Position 1501: 0.008072235282273441
Position 5398: 0.007458617229856181
Position 1204: 0.0068710907991003925
Position 2449: 0.006621690785326325
Position 1454: 0.005127822402334838
Position 3374: 0.004687456345342896
Position 8982: 0.0045154078837435965
Position 9687: 0.0043552430065391615
Position 1036: 0.0034590556533207347
Position 2628: 0.0033460068812156346
Position 4012: 0.0026880477552076103
Position 1121: 0.0025343988019684537
Position 5365: 0.0023514483941072997
Position 5240: 0.002297019329711571
Position 2290: 0.002239789802406548
Position 2657: 0.0020864442263595416
Position 1641: 0.002047964315523314
Position 8070: 0.002000605290266166
Position 7702: 0.0019366295614770932
Position 3648: 0.0018806915279037495
Position 933: 0.001580309866604307
Position 2035: 0.0014794248463618372
Position 451: 0.0012647193206221747
Position 8676: 0.0012226809164782996
Position 5643: 0.001114552488102925
Position 3487: 0.001078054561600654
Position 5530: 0.000930235014184164
Position 3523: 0.000911261167119754
Position 426: 0.0007834884405444679
Position 1857: 0.0007621487516991871
Position 1662: 0.0007510226290677184
Position 1014: 0.0007129017885595583
Position 4574: 0.0005988917894693496
Position 1529: 0.0005907442310396252
Position 7528: 0.0005738448377210875
Position 2644: 0.0005218482133879036
Position 4786: 0.0004960161461521123
Position 469: 0.0004821493373838957
Position 472: 0.00047908348745034235
Position 2467: 0.0004775111468562303
Position 1581: 0.00043184242022444
Position 1994: 0.0004104262930366298
Position 212: 0.00040076413741921827
Position 323: 0.0003565844590693028
Position 4220: 0.00034825269359294513
Position 3776: 0.00024120689523660007
Position 7137: 0.00022884565828990965
Position 5312: 0.00022158847156335317
Position 5428: 0.00021958280253945846
Position 482: 0.00019394241158840396
Position 5215: 0.0001884983095392504
Position 5102: 0.0001594849367069315
Position 1050: 0.00015142469895070446
Position 1963: 0.00014943121084758383
Position 1629: 0.00013171138312906711
Position 1154: 0.00011891172157050177
Position 1185: 0.000117301912732482
Position 3791: 9.493381701056727e-05
Position 1054: 9.403709738930426e-05
Position 2701: 9.257586421934186e-05
Position 2007: 9.08080747087543e-05
Position 3613: 9.05665735912604e-05
Position 2133: 7.923478014578286e-05
Position 2051: 7.544525277528373e-05
Position 417: 7.11722278614848e-05
Position 256: 6.800462397536226e-05
Position 1460: 6.546709176012766e-05
Position 1509: 6.265686380659843e-05
Position 319: 6.249496842576601e-05
Position 2860: 6.189539447246927e-05
Position 633: 6.063341032594672e-05
Position 1255: 5.685483757062821e-05
Position 316: 3.70325436680221e-05
Position 2091: 3.583452979853401e-05
Position 676: 2.0007193311087014e-05
Position 6001: 1.9019079798849087e-05
Position 1252: 1.347305356203792e-05
Position 1212: 1.3305559703207388e-05
Position 1656: 1.3241384104376287e-05
Position 2013: 8.694830101799746e-06
Position 3206: 7.065729694549822e-06
Position 2186: 5.7508042575382985e-06
Position 1861: 5.303239125901163e-06
Position 1761: 5.072847791862104e-06
Position 252: 3.996621430373775e-06
Position 862: 3.902490037025476e-06
Position 1280: 3.7135392079105207e-06
Position 282: 2.418702501275553e-06
Position 682: 1.5155740134770917e-06
Position 1608: 8.769678153333235e-07
Position 1207: 8.710363230879267e-07
Position 1240: 6.512133528215465e-07
Position 1680: 5.545400828303423e-07
Position 661: 4.6761356484480827e-07
Position 2297: 4.004607756726868e-07
Position 1161: 3.1356717969946674e-07
Position 877: 2.9194492715775505e-07
Position 737: 2.4244919142140004e-07
Position 799: 2.4081631063638937e-07
Position 751: 2.3895030668978107e-07
