Gene = Emc10
index = 375
Annotated 5SS: [ 258 1706 3324 3960 4370 4559]
Annotated 3SS: [1632 3213 3854 4187 4464 5542]
SMsplice 5SS: [ 258 1706 3324 3960 4370 4559 5638]
SMsplice 3SS: [1632 3213 3854 4187 4464 5542 5974]
top_k =  500
Partition function (log Z): 7.672483310910186

Sorted 5' Splice Sites (High to Low Probability):
Position 4559: 0.9859114508076198
Position 3960: 0.9847028957053626
Position 1706: 0.9583787184811714
Position 4370: 0.9233033886838284
Position 3324: 0.8314078757354305
Position 258: 0.7658338952267503
Position 5638: 0.585969877822938
Position 74: 0.15983403346715183
Position 5351: 0.11876822872524478
Position 3336: 0.08811363711251799
Position 3783: 0.08664325511369576
Position 3018: 0.0667946339994675
Position 3752: 0.05883506699334538
Position 973: 0.051447466454708914
Position 4254: 0.0381482353035872
Position 2970: 0.022008321909953665
Position 3025: 0.014999144376710969
Position 5760: 0.014170590652841363
Position 237: 0.013620311182679711
Position 2605: 0.01327155529791316
Position 525: 0.010339751004664922
Position 6055: 0.009901509702280533
Position 2961: 0.008758654697545826
Position 5059: 0.008285040466182383
Position 3298: 0.008196432874897549
Position 2255: 0.0075086352109550334
Position 1235: 0.006977920817242347
Position 4302: 0.006887961417000322
Position 195: 0.006173443299417641
Position 3165: 0.006145857036003361
Position 4068: 0.005808809385927724
Position 371: 0.005620002816069938
Position 5616: 0.005533367886427157
Position 3641: 0.00498761446511469
Position 4274: 0.004492852344897594
Position 4825: 0.004202954619174728
Position 4586: 0.003653222432404579
Position 2981: 0.003508937167990938
Position 4251: 0.0032494131506004783
Position 6079: 0.0031887690680741506
Position 1813: 0.003181366647976561
Position 1594: 0.002940928758312144
Position 4418: 0.002877124005405814
Position 2695: 0.0027106777400348835
Position 4754: 0.0026621855650168984
Position 3812: 0.0024125214944037544
Position 4877: 0.0021813862140215557
Position 2585: 0.002036613670953756
Position 112: 0.0019196287285692063
Position 6206: 0.0018591125779209795
Position 1001: 0.001814079735072741
Position 5740: 0.001751952704993842
Position 142: 0.0017471810876106175
Position 5362: 0.0017256058089804313
Position 3732: 0.0016247168382026724
Position 589: 0.0014725027176973084
Position 1373: 0.0014435230319556883
Position 1539: 0.0014386643586401099
Position 4790: 0.00139638021806697
Position 3650: 0.001381689091609817
Position 1715: 0.001376207707966999
Position 2145: 0.0012851790735326199
Position 165: 0.0012387267453054813
Position 1228: 0.00120294308104506
Position 97: 0.0011741093252659199
Position 1106: 0.0010581331915123407
Position 2965: 0.0010421813530112703
Position 157: 0.0009356995039744303
Position 692: 0.0008107574849666311
Position 4269: 0.0007908459923162726
Position 4233: 0.000771868692259022
Position 5408: 0.0006868794256715351
Position 44: 0.0006756689918032553
Position 4262: 0.0006430610016413215
Position 59: 0.0005623773649866294
Position 1241: 0.0005347247224285927
Position 4607: 0.0005132812330687431
Position 4266: 0.00047786269382305393
Position 365: 0.00047782329169442273
Position 3758: 0.0004721510306892791
Position 1313: 0.0004705492933090236
Position 253: 0.00044966124959973516
Position 338: 0.00044287557390794695
Position 1128: 0.0003921542871690402
Position 4325: 0.0003849553150390964
Position 4096: 0.0003630319612586481
Position 4272: 0.00035739269619620154
Position 609: 0.0003412945896457451
Position 4091: 0.0003405650090162115
Position 4239: 0.0003401267856181118
Position 3435: 0.00033314900118799104
Position 2481: 0.0003203501341060661
Position 1211: 0.0003035727007126664
Position 1745: 0.0003008870273380955
Position 1316: 0.0002843526667191191
Position 4593: 0.0002820256868396821
Position 886: 0.00028069455901278886
Position 5430: 0.0002721304617252252
Position 4703: 0.0002590972190723691
Position 262: 0.00025071657832472606
Position 1296: 0.00024272060886174047
Position 2485: 0.00022568253070507155
Position 147: 0.000220016000957164
Position 5433: 0.0002185588574638481
Position 5101: 0.00021505339220393238
Position 804: 0.0002137087938241473
Position 2653: 0.00020920435177072802
Position 3625: 0.00019701382427228742
Position 485: 0.00018913417438727544
Position 2598: 0.00015245474250096206
Position 124: 0.00014998898175895296
Position 2930: 0.00014553278384575274
Position 2112: 0.00014084662632973913
Position 4950: 0.00013765494703025664
Position 5399: 0.00013283534546641208
Position 3128: 0.0001301707442201048
Position 1262: 0.00012680249738899669
Position 1270: 0.00012410093140297526
Position 1345: 0.000122475486153113
Position 1251: 0.00011994916517796657
Position 4064: 0.00010790976857540215
Position 2932: 0.00010769528635239152
Position 2701: 0.00010652865899133137
Position 292: 9.84434078769878e-05
Position 477: 9.72676939592106e-05
Position 1083: 9.277059459470296e-05
Position 4338: 8.272645460954977e-05
Position 2900: 8.166691020387854e-05
Position 784: 8.08197979273288e-05
Position 714: 7.057570877216476e-05
Position 1142: 6.522309757941523e-05
Position 878: 6.432725710986611e-05
Position 654: 5.8704143361881e-05
Position 3885: 5.68559610771032e-05
Position 268: 4.880803060263193e-05
Position 1183: 4.57132283853144e-05
Position 335: 4.3824255344232154e-05
Position 95: 3.9836822942757026e-05
Position 391: 3.803263991121281e-05
Position 770: 3.667790362358512e-05
Position 4008: 3.309150105547482e-05
Position 4737: 3.0782545891145476e-05
Position 4074: 3.054202238851296e-05
Position 4906: 2.738061513625744e-05
Position 2769: 2.1414515490646194e-05
Position 360: 2.0714529515540063e-05
Position 2755: 2.0421123052970774e-05
Position 180: 1.8347959872106433e-05
Position 1833: 1.7294674185977005e-05
Position 368: 1.6661979752409704e-05
Position 479: 1.6070521675934547e-05
Position 2753: 1.260451587489287e-05
Position 5179: 1.2385047306330154e-05
Position 4540: 9.653628509465788e-06
Position 1822: 8.633484571545956e-06
