Gene = Tbc1d19
index = 1059
Annotated 5SS: [  232 19796 20874 23419 25620 27033 28344 28611 36647 38574 40324 47296
 50580 62711 65305 74068 77837 79781 87480 92021]
Annotated 3SS: [19722 20827 23342 25544 26968 28296 28499 36573 38534 40210 47220 50516
 62625 65259 74034 77726 79688 87363 91949 93704]
SMsplice 5SS: [  232 23419 25620 27033 36647 40324 47296 47506 50580 62711 65305 65950
 73589 74068 77837 79781 92021 93638]
SMsplice 3SS: [23342 25544 26968 36573 40210 47220 47364 50516 62625 65259 65771 73487
 73931 77726 79688 91949 93528 93704]
top_k =  500
Partition function (log Z): -58.542281013095995

Sorted 5' Splice Sites (High to Low Probability):
Position 232: 0.9780512633015283
Position 8848: 0.3353270604465275
Position 3233: 0.04698103821282007
Position 7556: 0.04639959667951279
Position 3716: 0.044374270904627
Position 1848: 0.018410136859606425
Position 118: 0.01686332246024749
Position 2608: 0.013910493847047229
Position 8662: 0.011890596294774047
Position 2928: 0.010267102441856956
Position 36: 0.005140423139514273
Position 6016: 0.0012995316990063524
Position 2239: 0.0009953158927457912
Position 821: 0.0008071717427192566
Position 8900: 0.0007569497880894566
Position 3869: 0.000369644680045306
Position 4489: 0.00026936497381207917
Position 1422: 0.0002624987280667227
Position 4634: 0.00025928022086718275
Position 204: 0.0002323825174368461
Position 728: 0.00014120543746162838
Position 585: 0.00013302170310832583
Position 2341: 4.61161158374313e-05
Position 760: 4.497836619043508e-05
Position 101: 3.613020763230401e-05
Position 2971: 2.690826024374029e-05
Position 2653: 2.506036886448663e-05
Position 2696: 2.043241508638067e-05
Position 392: 1.8293538342292632e-05
Position 1973: 1.6250430008717895e-05
Position 632: 1.571804054969594e-05
Position 49: 2.8628732712335175e-06
Position 63: 1.14010506115542e-06
Position 47: 1.022607034979021e-06
Position 743: 5.173470772502072e-07
Position 792: 3.8135958823383547e-07
Position 600: 3.54642494643904e-07
Position 856: 3.1665371406716753e-07
Position 1226: 2.920469913349334e-07
Position 421: 2.7630237374648694e-07
Position 20: 1.9439257953856819e-07
Position 178: 1.8554997669622382e-07
Position 738: 1.674771156483678e-07
Position 343: 6.66498641149931e-08
Position 486: 4.338075808547056e-08
Position 135: 3.156199055195196e-08
Position 147: 2.23397744795606e-08
Position 403: 2.1195205161216533e-08
Position 520: 8.957312743636399e-09
Position 473: 7.263272850469209e-09
Position 483: 6.12986289538486e-09
Position 156: 2.3164045278791574e-09
Position 374: 1.5414275392357675e-09
Position 564: 2.0994806502483938e-10
Position 610: 5.135547526537913e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17432: 0.6022052912669321
Position 8768: 0.3654542590518773
Position 9140: 0.10236325771296792
Position 6751: 0.03921592145052443
Position 3570: 0.03843925462514801
Position 12690: 0.038077917270817704
Position 7380: 0.03404262895122109
Position 3155: 0.0340179810291963
Position 14596: 0.019387786698608307
Position 1697: 0.01561349844740089
Position 8796: 0.01517965173901195
Position 7457: 0.012908364548859854
Position 8512: 0.012403204626867578
Position 3108: 0.011709790720732818
Position 2562: 0.011443287458395077
Position 10665: 0.01136901457948527
Position 2515: 0.010692868969596677
Position 486: 0.010656050497641454
Position 3644: 0.010179958390934678
Position 517: 0.008645617870670766
Position 2228: 0.007827080984053424
Position 7360: 0.007336012103380301
Position 2803: 0.006383827616640002
Position 8155: 0.005166060891811959
Position 632: 0.005102795827338453
Position 8029: 0.004946860515725098
Position 9001: 0.0047751836661007714
Position 12404: 0.004749098060912429
Position 2836: 0.003956798455805554
Position 3221: 0.0038843225699815675
Position 9957: 0.0035961769531943594
Position 1729: 0.0033131206667427623
Position 6439: 0.0030218671509569706
Position 4119: 0.0026861796147985236
Position 2159: 0.002628003427666544
Position 5817: 0.0026132505455632605
Position 6387: 0.0024610548067304453
Position 3120: 0.002424333071769615
Position 1972: 0.002352387335354561
Position 7363: 0.002193854927129394
Position 6984: 0.0021890490664813024
Position 3533: 0.002054599738494562
Position 8253: 0.0019057458683255665
Position 684: 0.0018297207145821115
Position 5324: 0.0016966804685148958
Position 5119: 0.0016818839318018717
Position 10410: 0.0016509663918577225
Position 3125: 0.0016444596435086201
Position 8299: 0.0015580970507162095
Position 446: 0.0014133652167433457
Position 6871: 0.0013563551191816193
Position 7555: 0.001200583514767613
Position 8170: 0.0011709883905657633
Position 4668: 0.0011017547586097524
Position 383: 0.001100725611113373
Position 6699: 0.000977898183617872
Position 3176: 0.0009754307684041376
Position 416: 0.0008737188356440226
Position 6929: 0.0008355978192924402
Position 5897: 0.0008143639602524278
Position 6260: 0.0008118889953641641
Position 7164: 0.0007657718316490054
Position 4467: 0.0007489089873890502
Position 5047: 0.000726668945020288
Position 6403: 0.0007211462977943465
Position 796: 0.0007200076778422495
Position 4590: 0.0006449028686050202
Position 3712: 0.0006073598581224194
Position 5665: 0.0006039566659821965
Position 660: 0.00047108986294892315
Position 4485: 0.0004662068379168474
Position 6675: 0.0004537260332273339
Position 4443: 0.0004204375485176953
Position 3583: 0.00041734212615849735
Position 2875: 0.00041603453029207747
Position 6263: 0.00040641038698201783
Position 6771: 0.0004023445868655662
Position 7925: 0.00038289600213640886
Position 3919: 0.000382410763493227
Position 6733: 0.00037049227397155393
Position 7182: 0.0003512045567452743
Position 4827: 0.00034667465463618326
Position 5563: 0.0003248757404599012
Position 1777: 0.00029369115494836474
Position 6345: 0.0002795285812588406
Position 882: 0.0002791769478491102
Position 2270: 0.00027868589325451753
Position 7239: 0.00025380946045548605
Position 1170: 0.00025285785010448723
Position 2077: 0.0002515873483523679
Position 1584: 0.00024301009491225733
Position 1357: 0.0002205108622568146
Position 1570: 0.00021859817583711402
Position 5551: 0.00021765266531631447
Position 3735: 0.000212318087054016
Position 1021: 0.00021028657017438214
Position 760: 0.0002092657952681442
Position 5353: 0.0002013205219423699
Position 213: 0.00018183187538636634
Position 3950: 0.00017270059330267917
Position 3979: 0.00017126735964379506
Position 174: 0.00015916132501618956
Position 1096: 0.00014183619031462924
Position 1304: 0.00014155666892222735
Position 1903: 0.00013305598057764443
Position 3786: 0.00013285809282805912
Position 1731: 0.00013210683314316259
Position 1523: 0.0001288142634750296
Position 4561: 0.0001284676562861074
Position 1397: 0.00012758949798758455
Position 389: 0.00012277658789820064
Position 3038: 0.00012193210350083842
Position 4394: 0.00011551446379391922
Position 2612: 0.00011127320086928745
Position 2970: 0.00010642879859286017
Position 4488: 0.00010485472488757878
Position 4014: 9.928216585416522e-05
Position 3890: 9.84928756215806e-05
Position 2131: 8.9900341857685e-05
Position 2991: 8.904553695400345e-05
Position 4858: 8.552665032451473e-05
Position 5088: 8.49704602451961e-05
Position 4702: 6.8912793866311e-05
Position 2232: 6.643131073073855e-05
Position 4171: 6.276518256939186e-05
Position 2653: 6.0328276389238626e-05
Position 2404: 5.5611546631456374e-05
Position 2249: 5.455331618878225e-05
Position 141: 5.387052190023807e-05
Position 1955: 5.079725714634664e-05
Position 954: 4.927985370897501e-05
Position 2732: 4.7153230916573014e-05
Position 1814: 4.5552241621874764e-05
Position 847: 4.5014566399762066e-05
Position 4053: 4.474747805210755e-05
Position 307: 4.461172750242991e-05
Position 495: 4.21737954284968e-05
Position 3304: 4.045711743881703e-05
Position 1881: 3.5174801472885745e-05
Position 4334: 3.2279714044257966e-05
Position 3385: 3.121038523699146e-05
Position 122: 3.0570219869621947e-05
Position 1482: 2.7487671115215968e-05
Position 970: 2.7391733141488195e-05
Position 2202: 2.6519396141454537e-05
Position 2336: 2.6266107353983144e-05
Position 2235: 2.5905376935278942e-05
Position 997: 2.58902499589745e-05
Position 536: 2.573022494155265e-05
Position 829: 2.449031198964315e-05
Position 3183: 2.437921402846344e-05
Position 1597: 1.7798220675869215e-05
Position 2616: 1.7643193481398072e-05
Position 741: 1.7252787402246073e-05
Position 1421: 1.616731447452286e-05
Position 1206: 1.3010953900098604e-05
Position 147: 1.1740139493488054e-05
Position 183: 1.0086989516007134e-05
Position 1394: 9.486576276778637e-06
Position 702: 9.367716414147695e-06
Position 3091: 8.144785545590224e-06
Position 312: 7.446453782076893e-06
Position 451: 6.8617790890236356e-06
Position 1271: 6.397963389701838e-06
