Gene = Smim20
index = 992
Annotated 5SS: [  221 10062]
Annotated 3SS: [10004 10758]
SMsplice 5SS: [  221  5932 10062]
SMsplice 3SS: [ 5836 10004 10758]
top_k =  500
Partition function (log Z): -5.629130713569594

Sorted 5' Splice Sites (High to Low Probability):
Position 221: 0.9873327524926144
Position 10062: 0.7747569641315163
Position 5932: 0.6445336906294199
Position 6560: 0.24909194071227553
Position 10375: 0.22635329919048527
Position 3417: 0.19460534026748882
Position 5922: 0.15753628138878012
Position 6204: 0.153726003437545
Position 7360: 0.1259276752866605
Position 10266: 0.11629035539309883
Position 6489: 0.08544487359629781
Position 450: 0.0793139197140657
Position 3737: 0.056076895806082425
Position 9068: 0.05455006096612677
Position 10123: 0.049784028070882475
Position 1580: 0.04483270855247318
Position 6026: 0.04411347698257784
Position 474: 0.041470315871276156
Position 6176: 0.03698423682664078
Position 2782: 0.035635733134048074
Position 1745: 0.03292747877775135
Position 4412: 0.028314924936287084
Position 2009: 0.024909609927740817
Position 6220: 0.022598718933373715
Position 655: 0.020895281390923566
Position 2968: 0.01733514318050993
Position 768: 0.0164425141748917
Position 6620: 0.00965535419906681
Position 370: 0.009421472491556088
Position 10291: 0.009264297496341821
Position 10702: 0.008022952463949592
Position 10108: 0.007646862075895871
Position 507: 0.0067324927544369735
Position 4236: 0.006464707219736421
Position 11132: 0.006096951486383986
Position 3791: 0.005987614419263299
Position 6499: 0.005592887422424531
Position 1194: 0.004639441815225863
Position 10100: 0.003815032850068733
Position 1373: 0.00377928103850085
Position 7558: 0.0037422737773934937
Position 4078: 0.0033427599519294067
Position 7375: 0.0027682314400364755
Position 5915: 0.0024718132112471775
Position 1378: 0.0024588263106056973
Position 10365: 0.0023202732538747956
Position 163: 0.0021156725510620166
Position 662: 0.002110413068181809
Position 2076: 0.001739818900516088
Position 3039: 0.0014528391707466504
Position 1586: 0.0014509999617693251
Position 5058: 0.0013928514982214743
Position 6349: 0.0012786949227953047
Position 2447: 0.0011344360024429041
Position 10130: 0.0010816912045861938
Position 973: 0.0008804507115753847
Position 330: 0.0008414422044937127
Position 779: 0.0008122047453230749
Position 3601: 0.0007014882384273829
Position 2611: 0.0006493147996308575
Position 1462: 0.0006086549068179644
Position 5842: 0.0006039558436894759
Position 2768: 0.0004867840495539102
Position 408: 0.00048182700461319686
Position 1819: 0.00041846657028000794
Position 2666: 0.00040814687633510525
Position 2946: 0.00035503538617189954
Position 225: 6.577352455391414e-05
Position 65: 4.26970770569236e-05
Position 481: 2.5928533053018334e-05
Position 534: 1.6269498270859038e-05
Position 465: 5.383121190192635e-06
Position 615: 5.297163982761198e-06
Position 344: 3.411016990370881e-06
Position 55: 2.6234182823779687e-06
Position 479: 2.4603765011211426e-06
Position 29: 1.8617171090882293e-06
Position 318: 1.8025773346688893e-06
Position 294: 1.756305889910432e-06
Position 729: 1.4347336990898056e-06
Position 836: 1.2307315479189629e-06
Position 569: 1.1971373956968559e-06
Position 245: 8.778925987490401e-07
Position 562: 3.6698794576863967e-07
Position 303: 2.1921461745651278e-07
Position 360: 9.613258698568495e-08
Position 585: 9.052917103885323e-08
Position 523: 3.2117570321128314e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10004: 0.9542303746669947
Position 5836: 0.8758507773276207
Position 10758: 0.5922135320946734
Position 6377: 0.2525267379263895
Position 10219: 0.22895242439372449
Position 6048: 0.1535383327771748
Position 11028: 0.15211457853419338
Position 7220: 0.1149134936387833
Position 3335: 0.11172763880438763
Position 10789: 0.1114023080204726
Position 300: 0.10372007267398549
Position 6470: 0.09702400999964296
Position 3261: 0.07610631850223856
Position 8904: 0.05455006096612677
Position 3589: 0.04938235192638056
Position 10604: 0.04786154736790548
Position 5990: 0.0395384245986142
Position 10188: 0.028469209681318722
Position 10317: 0.02490760286499733
Position 2661: 0.02323303666543606
Position 1436: 0.019290931341806962
Position 1629: 0.01876932096700472
Position 433: 0.018680933019520406
Position 350: 0.01813931616808638
Position 4301: 0.016857940322540538
Position 1931: 0.016790816497436634
Position 10173: 0.01622189838657209
Position 2819: 0.01571124712503446
Position 636: 0.013617034393734758
Position 1293: 0.012444161431585029
Position 2558: 0.011670292904050972
Position 7193: 0.011557681268888356
Position 1698: 0.011141517463527605
Position 10852: 0.010494757543639373
Position 10270: 0.009539150691712149
Position 1331: 0.008299230294530427
Position 4177: 0.008250162349029325
Position 1560: 0.006422878290605072
Position 574: 0.005888354382248869
Position 10239: 0.004943864344020979
Position 3234: 0.004916302778255705
Position 698: 0.004901428087434692
