Gene = Med28
index = 666
Annotated 5SS: [ 256 2274 3306]
Annotated 3SS: [2206 3192 4923]
SMsplice 5SS: [ 256 3306]
SMsplice 3SS: [3192 4923]
top_k =  500
Partition function (log Z): -5.034494393278644

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.9845034895663365
Position 3306: 0.7904510780503162
Position 7640: 0.657126210152836
Position 5008: 0.611524261278454
Position 2274: 0.5086659633511118
Position 5242: 0.4979515547277182
Position 7952: 0.2719454036314258
Position 3392: 0.12165673540389149
Position 4606: 0.05642290120500226
Position 7901: 0.055192225329245746
Position 5181: 0.0457002429895648
Position 901: 0.04216583487307771
Position 5607: 0.04051954895635259
Position 4486: 0.024912070119387626
Position 5725: 0.02215081522857752
Position 7453: 0.020853271397284767
Position 2318: 0.020788650831731776
Position 707: 0.018448811294075655
Position 512: 0.016683000008591537
Position 5026: 0.008854083505920998
Position 8158: 0.007366042910029699
Position 314: 0.0069120361068866695
Position 1350: 0.006775507496096025
Position 553: 0.004932794962849947
Position 3024: 0.004659846832962248
Position 1176: 0.004471809250495397
Position 570: 0.004444137803467345
Position 808: 0.004414200055723479
Position 2108: 0.0039627738740327
Position 5935: 0.0034634763885269646
Position 5900: 0.003259036852315229
Position 5930: 0.003175676619358456
Position 1726: 0.0028928468958796367
Position 5739: 0.0022647141701951775
Position 415: 0.0018908554765377076
Position 3403: 0.001621410191029018
Position 2042: 0.0013417752302226093
Position 5164: 0.0009872281990464156
Position 923: 0.0006940799382888431
Position 3263: 0.0006564809262417304
Position 2225: 0.0006450816434902037
Position 562: 0.0006191553934246348
Position 507: 0.00059232915643186
Position 2869: 0.0004203949472407798
Position 2102: 0.00041274283507435213
Position 1735: 0.00038584420374237425
Position 140: 0.0003566487909095988
Position 2940: 0.0003520787756839974
Position 2992: 0.000350701897542979
Position 1171: 0.0003444096881251719
Position 1536: 0.0002958053183254964
Position 3294: 0.00028912451634026664
Position 4147: 0.00028792672207267995
Position 3345: 0.00027418249525074253
Position 2662: 0.00022080256766325948
Position 268: 0.0001840012913064669
Position 3276: 0.0001786223010501661
Position 75: 0.00016351930353819392
Position 460: 0.00014003971676340775
Position 1953: 0.00013843101198164612
Position 3911: 0.00013432226432563764
Position 2342: 0.0001249575826550629
Position 1910: 9.262581060670062e-05
Position 70: 8.317593111439617e-05
Position 1632: 8.094493369599016e-05
Position 34: 7.720703847747867e-05
Position 2564: 7.222616872576937e-05
Position 330: 2.56752013442264e-05
Position 389: 1.4487753095934769e-05
Position 522: 1.2609934310365827e-05
Position 105: 1.0419472513681492e-05
Position 17: 9.894157226229696e-06
Position 297: 6.529064039493877e-06
Position 649: 5.945970513984719e-06
Position 72: 4.466073074579733e-06
Position 274: 4.377954041401872e-06
Position 177: 2.1393015640609184e-06
Position 449: 1.9042890178827464e-06
Position 730: 1.3340055177985573e-06
Position 663: 1.2018140768354215e-06
Position 280: 7.810404286572636e-07
Position 229: 7.141949672056411e-07
Position 963: 6.878451793140045e-07
Position 243: 6.701658909359173e-07
Position 343: 5.063461726268633e-07
Position 12: 4.980414999524479e-07
Position 606: 3.93093789294249e-07
Position 237: 3.7866129123029465e-07
Position 975: 3.104746155697828e-07
Position 491: 3.068819785731707e-07
Position 88: 2.8870340300017496e-07
Position 380: 2.4775926747449434e-07
Position 370: 2.0091662126092805e-07
Position 405: 1.821743623598492e-07
Position 120: 1.7711625641991593e-07
Position 408: 1.4681963047029257e-07
Position 885: 9.885163140233362e-08
Position 913: 6.612561721974163e-08
Position 338: 2.4312407077806352e-08
Position 398: 1.0271912768348844e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3192: 0.8938875687933685
Position 4923: 0.7522642085362803
Position 7544: 0.636057107255533
Position 5142: 0.449032723345533
Position 7778: 0.4161260136614926
Position 2206: 0.32792208129977934
Position 7582: 0.207650628806966
Position 2167: 0.17407784505327636
Position 8356: 0.16770660984982733
Position 8353: 0.08364611069582394
Position 8288: 0.07608494922204667
Position 5506: 0.06684370963994209
Position 7823: 0.049053449989644414
Position 7374: 0.04874610889999019
Position 794: 0.030934277734586697
Position 5082: 0.02871383112136997
Position 414: 0.025661424522397933
Position 8273: 0.02507295677131697
Position 8743: 0.024721185374235833
Position 604: 0.023892120603338424
Position 8692: 0.021727365335369057
Position 4489: 0.021092541720536557
Position 8462: 0.02057559036208517
Position 4528: 0.019699276441390825
Position 8544: 0.019353946311690625
Position 2233: 0.01922806054081132
Position 4354: 0.018972487044960424
Position 3262: 0.016327496214464273
Position 7951: 0.015482982378228408
Position 8985: 0.014664856084472756
Position 8093: 0.014154277912658601
Position 8839: 0.013683211400557069
Position 7839: 0.013131297023733914
Position 4390: 0.010252714768078697
Position 8028: 0.007942865928994812
Position 7305: 0.007707952015813264
Position 5400: 0.006800747140601267
Position 8404: 0.0065269222762192125
Position 4310: 0.006215922724311067
Position 5417: 0.0059721563333784275
Position 8765: 0.005945399338370117
Position 5724: 0.005520008824435264
Position 1041: 0.00521634083800905
Position 9027: 0.004887561291172324
Position 8325: 0.004880393332924466
Position 2107: 0.004114434658607905
Position 6031: 0.004002276650806884
Position 5115: 0.0038767195562574215
Position 4413: 0.003826046660633565
Position 1961: 0.0034467172997312005
Position 383: 0.0032473675323012683
Position 2798: 0.003104504480409519
Position 6971: 0.002927148633232096
Position 3336: 0.0028442233616700844
Position 3837: 0.0026171301917750174
Position 1547: 0.002423822209265775
Position 1266: 0.0023593050219800323
Position 2229: 0.0023270864728927925
Position 5696: 0.0021705500195474637
Position 4940: 0.0019345549396122858
Position 2916: 0.001860363024302034
Position 1251: 0.0018456251051080237
Position 5150: 0.0016837129463421396
Position 4264: 0.0013841641414149308
Position 3840: 0.0013277444199377773
Position 3676: 0.0013037287484613715
Position 5175: 0.0011737766649345632
Position 1952: 0.0010318281523822102
Position 1200: 0.0010160436169832873
Position 3203: 0.0008672962089917736
Position 616: 0.0007996682011397082
Position 6548: 0.0007775366597232756
Position 7908: 0.0007525980719450787
Position 2563: 0.0007461916643446273
Position 343: 0.0007295291626796956
Position 2102: 0.0007008135312289899
Position 5241: 0.0006850338099563355
Position 2041: 0.0006672937485325878
Position 3232: 0.0006659314464666521
Position 7438: 0.0006651031184301064
Position 3269: 0.0006519626852221416
Position 807: 0.000596317843832399
Position 5112: 0.0005698680234596206
Position 2257: 0.0005541409611977833
Position 2026: 0.0005525657132954461
Position 7887: 0.0005508942849986379
Position 3281: 0.0005431973094216658
Position 7253: 0.000509292420682098
Position 1129: 0.0004968532624594601
Position 1403: 0.00046589007501165786
Position 2847: 0.0004641978308065841
Position 4634: 0.0004613378510081394
Position 3950: 0.0004546593139714867
Position 837: 0.0004488086327341225
Position 730: 0.0004435476097956328
Position 1977: 0.00040350445898220717
Position 4953: 0.00039993254695392733
Position 8012: 0.00039392981484563585
Position 1565: 0.0003719318756990439
Position 169: 0.00031836178492907765
Position 3288: 0.00030759213488932267
Position 3236: 0.00029293312441468883
Position 2776: 0.00029264106805662187
Position 1046: 0.0002715988149168212
Position 1336: 0.0002421364806108413
