Gene = Rexo2
index = 898
Annotated 5SS: [ 205 1302 5492 6210 7580 8792]
Annotated 3SS: [ 1217  5413  6097  7470  8737 11664]
SMsplice 5SS: [ 321 5492 6210 7580]
SMsplice 3SS: [ 5413  6097  7470 11664]
top_k =  500
Partition function (log Z): -2.4129848640523592

Sorted 5' Splice Sites (High to Low Probability):
Position 5492: 0.9702590964684239
Position 7580: 0.9393368968178349
Position 6210: 0.8223549615077961
Position 321: 0.6716767178629899
Position 1302: 0.38629557285456995
Position 5345: 0.29205441959092454
Position 8792: 0.2604267980586636
Position 7858: 0.18835367259146307
Position 205: 0.17133192248827755
Position 11786: 0.1660840077276362
Position 2159: 0.12774421775133207
Position 792: 0.11493272011769093
Position 1306: 0.09454369952010765
Position 312: 0.09438009042216934
Position 498: 0.09016410350468215
Position 7340: 0.08977791224990388
Position 2015: 0.0813331027364876
Position 2850: 0.05745055966956353
Position 1359: 0.05260955950896375
Position 143: 0.046069547476555034
Position 1400: 0.04424580911914529
Position 9432: 0.039549423455357294
Position 10276: 0.03258363013009902
Position 7326: 0.0324087539135071
Position 5770: 0.02257360627117919
Position 9348: 0.018843811628584853
Position 7794: 0.013395448774613837
Position 8676: 0.012878653437782508
Position 6408: 0.012403051152902432
Position 9136: 0.011049335076852315
Position 2732: 0.009317878060680015
Position 9307: 0.008922016263997376
Position 648: 0.008750526602628893
Position 2957: 0.00717404110577791
Position 5033: 0.006589389434191631
Position 11230: 0.006560894572670416
Position 1316: 0.006364753492912519
Position 494: 0.006283404147539796
Position 6587: 0.0062010639474725255
Position 5832: 0.0059631727205013765
Position 7384: 0.005472813436998293
Position 231: 0.005469095496911363
Position 6709: 0.005336869891463046
Position 475: 0.005129592603585396
Position 67: 0.004849912611238209
Position 3433: 0.004383099160614196
Position 1684: 0.004114042459630032
Position 5752: 0.003787892030242255
Position 972: 0.00320971532609643
Position 7195: 0.003190699685537193
Position 2009: 0.0031903584055681966
Position 5876: 0.0031569154254132903
Position 5981: 0.0025555622659196734
Position 7872: 0.0024687588021093778
Position 4249: 0.0021212113746869087
Position 2986: 0.0021189869670953728
Position 3592: 0.002085114409227996
Position 562: 0.0020668502446840042
Position 2256: 0.0018687848106629062
Position 7113: 0.0018504978654320155
Position 3587: 0.001357646276642027
Position 7827: 0.001342825842314459
Position 797: 0.0013428153763030979
Position 55: 0.0012240622257125976
Position 1094: 0.0012173439852004285
Position 3365: 0.001085774965223143
Position 7554: 0.0007639445196079586
Position 533: 0.0007190041036787461
Position 801: 0.0006835557547517316
Position 7450: 0.00044837803614801685
Position 5592: 0.00043916168886864266
Position 1006: 0.0003460232281345091
Position 187: 0.0002494269781909082
Position 97: 0.00024019277572659453
Position 458: 0.00022501112073934255
Position 211: 0.00021262640081953272
Position 131: 0.00019816388125256718
Position 6151: 9.749078766747256e-05
Position 479: 9.022856010055139e-05
