Gene = Mpi
index = 692
Annotated 5SS: [  60  617 2191 3727 4236 6370 7569]
Annotated 3SS: [ 488 1989 3584 4052 6195 7359 7824]
SMsplice 5SS: [  60  617 2191 3727 4236 6370 7569]
SMsplice 3SS: [ 488 1989 3584 4052 6195 7359 7695]
top_k =  500
Partition function (log Z): 2.242099856714387

Sorted 5' Splice Sites (High to Low Probability):
Position 7569: 0.9240189321276077
Position 2191: 0.9189042758619816
Position 60: 0.8857723546861146
Position 6370: 0.8843034888621142
Position 617: 0.8683454619894772
Position 4236: 0.7607737234621251
Position 3727: 0.4685955783007915
Position 1645: 0.40096249079967666
Position 3469: 0.21483983070916995
Position 3732: 0.20948573876891327
Position 1626: 0.09889064066171596
Position 1591: 0.07574129942022025
Position 6105: 0.07109581671452803
Position 180: 0.05991930708807861
Position 5314: 0.05943677899378474
Position 6265: 0.05729928899625288
Position 1605: 0.050994331341274866
Position 6963: 0.041962022637233684
Position 1033: 0.032617660853037786
Position 7395: 0.030959651487943527
Position 5011: 0.030603445170008667
Position 5866: 0.02994304620914931
Position 533: 0.02447705985942741
Position 444: 0.020557319962888718
Position 3752: 0.020301996289272376
Position 7090: 0.020243557983960013
Position 3490: 0.01954275989734257
Position 7573: 0.014425022139672377
Position 7765: 0.01070403303406211
Position 5456: 0.009710985329368264
Position 4187: 0.008873493532007311
Position 6025: 0.00853408181089552
Position 651: 0.008357753878580556
Position 184: 0.008080276241575108
Position 4261: 0.006402824835375882
Position 2101: 0.005762682172189553
Position 2214: 0.005675641318629017
Position 2220: 0.005552073504918419
Position 3502: 0.005360366463010291
Position 3922: 0.005301389319182625
Position 5370: 0.004850623839577137
Position 6345: 0.004766615708577996
Position 1609: 0.004708691435260959
Position 375: 0.004662226971827763
Position 4176: 0.0038855988678369742
Position 3737: 0.0037031453055962294
Position 3945: 0.0033806505755406323
Position 3711: 0.0031901212131274156
Position 2148: 0.0030028836061558053
Position 250: 0.0024904263496142876
Position 404: 0.0021572149070499484
Position 7825: 0.0020176242796033565
Position 361: 0.0019500718898934634
Position 1074: 0.0017930305273524299
Position 2143: 0.0017928592668912087
Position 2762: 0.001570271546046312
Position 6387: 0.0014280743204966395
Position 1548: 0.001388930213017213
Position 3810: 0.0012227466399017555
Position 2410: 0.0011993091009360663
Position 77: 0.0011958080630532957
Position 6776: 0.0011255176871628023
Position 51: 0.001044242813531068
Position 6756: 0.0008738229906077089
Position 137: 0.0006715153768901488
Position 1257: 0.0006083777332990371
Position 3013: 0.0006004910638364241
Position 311: 0.0005854989553104984
Position 2782: 0.0005709143189353034
Position 2402: 0.0005559366196768315
Position 517: 0.0005451295686339616
Position 152: 0.0004606699450536527
Position 2344: 0.000404015364986483
Position 202: 0.00037928831428409265
Position 1526: 0.00033155959934565924
Position 1536: 0.00023378417531127842
Position 1578: 0.00023052443083732663
Position 7590: 0.00018552431868150846
Position 187: 0.00016427662113299493
Position 1520: 0.00016357933498739458
Position 2370: 0.0001554956911445064
Position 101: 0.00013976424808785526
Position 423: 0.00012713700140373033
Position 90: 0.00010764691112551863
Position 389: 9.548084488084022e-05
Position 2442: 9.336381654983444e-05
Position 1405: 9.250120286152822e-05
Position 1379: 8.51396284274308e-05
Position 96: 7.872037906504349e-05
Position 704: 7.470226105976421e-05
Position 67: 7.206483074581682e-05
Position 93: 5.422388700718658e-05
Position 4428: 5.3047151183038347e-05
Position 4112: 5.2858873596028776e-05
Position 1386: 4.849378223427699e-05
Position 199: 4.4815288408901244e-05
Position 546: 3.981573610411192e-05
Position 149: 3.937423969161779e-05
Position 925: 3.655711576767662e-05
Position 4257: 3.334738589657566e-05
Position 28: 3.320171526516477e-05
Position 797: 1.8880838512543365e-05
Position 6445: 1.5210644655664665e-05
Position 4515: 1.3450110087463544e-05
Position 247: 8.788181097978701e-06
Position 7577: 6.767060574455794e-06
Position 254: 6.445232313775721e-06
Position 711: 4.035893747529858e-06
Position 14: 2.5932274199821746e-06
Position 348: 2.351899652492145e-06
Position 1713: 1.4676880781772786e-06
Position 2206: 1.0384477097974792e-06
Position 7599: 7.472008583475125e-07
Position 1629: 6.132530141295878e-07
Position 509: 5.722087043855808e-07
Position 479: 1.7902484214474145e-07
