Gene = Ino80d
index = 577
Annotated 5SS: [   57  8612 20628 20983 28600 35315 39946 46084 48564 52232 53228]
Annotated 3SS: [ 8507 20536 20735 27868 35205 39720 45973 48429 52013 53069 55121]
SMsplice 5SS: [   57  3559  8612 16984 20628 20983 22245 27948 28600 35315 39946 46118
 48564 52232 52872 53228 55220]
SMsplice 3SS: [ 3440  8507 16881 20536 20877 22131 27868 28444 35205 39720 45973 48455
 52013 52686 53069 55121 65297]
top_k =  500
Partition function (log Z): -35.059565231366236

Sorted 5' Splice Sites (High to Low Probability):
Position 8612: 0.9968982442395347
Position 3559: 0.7816946290137987
Position 57: 0.6238649065772238
Position 454: 0.38548593413134075
Position 10534: 0.3730258674999696
Position 11855: 0.34469971725261583
Position 4820: 0.3293473145872179
Position 2064: 0.2523577873137958
Position 2167: 0.16632974129823255
Position 1338: 0.16605069348541807
Position 14821: 0.13691128212113757
Position 6298: 0.12247306053109146
Position 16126: 0.12183360263984426
Position 5681: 0.07162403355244575
Position 16112: 0.07017410203532809
Position 4401: 0.06557553402295857
Position 5128: 0.05515258798062528
Position 10540: 0.04704137619059371
Position 719: 0.03899462898327727
Position 9123: 0.03825116286800907
Position 11275: 0.030800065748654716
Position 13753: 0.02600688715717372
Position 16942: 0.025810749608285125
Position 16015: 0.022785327316915464
Position 11416: 0.02028851033778376
Position 5425: 0.020077911117549443
Position 6851: 0.017367059615419622
Position 845: 0.015809489081248674
Position 1400: 0.014296226350872344
Position 14769: 0.01349139922219397
Position 3785: 0.013459011439595523
Position 465: 0.01242716145308584
Position 1114: 0.01222373738822836
Position 16920: 0.011968067939555023
Position 13921: 0.011681814163906838
Position 2178: 0.008965260820619918
Position 17821: 0.006358477138192027
Position 2665: 0.005579461631242063
Position 5586: 0.0041551785291896225
Position 2014: 0.0035178979404761647
Position 14180: 0.0034295617400335807
Position 6156: 0.003398133030083316
Position 5182: 0.0032790202549760144
Position 9570: 0.0031406907110830898
Position 5148: 0.0031350361218570556
Position 9358: 0.002674896019884374
Position 1343: 0.002089936727980879
Position 3540: 0.0019780569000861447
Position 1199: 0.0010207546627791493
Position 564: 0.0009563855964679354
Position 1720: 0.0008301544574582749
Position 400: 0.0005882774846024373
Position 4: 0.0005876877946520125
Position 1394: 0.0005555615058614724
Position 1235: 0.0004805071579187033
Position 10935: 0.00047762649248332006
Position 866: 0.0002228927377084899
Position 923: 0.00021382258717713475
Position 15043: 0.00021279565257958252
Position 1780: 0.00020299790601100806
Position 885: 0.00019345675020596934
Position 708: 0.00017138140201045738
Position 855: 0.00015839477468361653
Position 1413: 0.00011129198944452325
Position 1772: 9.153189312250683e-05
Position 460: 5.7025538592144323e-05
Position 835: 1.6405760438484862e-05
Position 1746: 1.1986037711513638e-05
Position 1405: 1.1158913447523649e-05
Position 1143: 9.520733708829944e-06
Position 1117: 8.936505277570878e-06
Position 136: 4.487158954707119e-06
Position 415: 4.1425770600975114e-06
Position 78: 3.4589329617426968e-06
Position 61: 3.4531106123451917e-06
Position 195: 2.7172714207113903e-06
Position 2205: 2.4510970105142355e-06
Position 907: 1.559651368248844e-06
Position 634: 1.3588727016362945e-06
Position 282: 1.0622891788961527e-06
Position 126: 8.774286780221793e-07
Position 391: 7.752775305926095e-07
Position 933: 7.02933338291175e-07
Position 469: 6.042321251447362e-07
Position 584: 4.940146295938463e-07
Position 889: 1.0361350002163864e-07
Position 559: 2.784916102393509e-08
Position 541: 1.772244895562474e-08
Position 1083: 2.0163163171619467e-09
Position 536: 5.932442432751455e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8507: 0.9974073983219156
Position 16881: 0.7997267422426225
Position 3440: 0.6933166773517038
Position 1920: 0.4205679857202439
Position 11812: 0.35508946960223314
Position 15916: 0.2563815680673206
Position 4599: 0.25326688186577756
Position 10205: 0.2295126271292513
Position 10458: 0.1623460432207272
Position 14737: 0.16069259742266018
Position 1239: 0.10557274038783543
Position 6138: 0.08354327027171779
Position 17530: 0.07183130293116696
Position 4973: 0.07042508252555907
Position 4542: 0.058490536538014545
Position 11195: 0.057985781680905756
Position 4248: 0.055639007685217616
Position 13689: 0.05435403690777466
Position 5560: 0.051259675701562514
Position 1202: 0.04744014998438437
Position 3455: 0.04708942677644601
Position 6004: 0.042340178423468544
Position 10398: 0.03306712773708266
Position 595: 0.027946465717773986
Position 335: 0.025825491134388423
Position 9062: 0.022341389777137302
Position 1219: 0.022130062581335576
Position 3405: 0.022087378174162106
Position 3488: 0.02076141147120342
Position 6778: 0.01736705961541962
Position 9006: 0.01445905649200955
Position 13103: 0.01357554864080134
Position 18434: 0.01287758229934563
Position 5477: 0.011824991124672743
Position 5309: 0.011781082342237587
Position 3658: 0.010626873286594566
Position 5579: 0.010594837684379218
Position 4720: 0.01007591395979877
Position 10403: 0.009971652580507247
Position 999: 0.009676332585357357
Position 11927: 0.009632251954162863
Position 718: 0.009026608153881817
Position 263: 0.007438816011968889
Position 10481: 0.0071894603827019204
Position 353: 0.005908281923050244
Position 4276: 0.005246417796453211
Position 1100: 0.0052202713840294
Position 4751: 0.004958261427499849
Position 4140: 0.004582627847174378
Position 13421: 0.004361465138254927
Position 16251: 0.004192117391364014
Position 13015: 0.0038880580563166326
Position 1893: 0.0038466166942316736
Position 9041: 0.003605704204426074
Position 2034: 0.0036056695759263207
Position 13954: 0.0034295617400335997
Position 11319: 0.0030377338761242273
Position 9414: 0.0029532063070522186
Position 2488: 0.002946097945871963
Position 9290: 0.0025718226060724224
Position 3627: 0.0025186982732185443
Position 4610: 0.002508130065426494
Position 702: 0.0024530924150574967
Position 1083: 0.0022575148928121497
Position 433: 0.0022094026215629635
Position 5510: 0.002099707571020816
Position 1989: 0.001661631955881503
Position 9932: 0.001643931602157841
Position 11971: 0.001640030735125272
Position 11138: 0.0014600175943402507
Position 12935: 0.001290826185655496
Position 2312: 0.001172363696695783
Position 2100: 0.001015824849422887
Position 10970: 0.0008551273787537311
Position 124: 0.0008327675961998182
Position 13376: 0.0007348143826818581
Position 2455: 0.0007030251575358243
Position 1680: 0.0006575462340723669
Position 2432: 0.0006351329425916533
Position 956: 0.0006245931757059978
Position 10896: 0.000533994331809374
Position 9008: 0.0005040789748207118
Position 9716: 0.00044036168673841305
Position 9667: 0.0004336344701167558
Position 3076: 0.0004279400933945249
Position 1601: 0.0003845894244635308
Position 10802: 0.000349792509855906
Position 628: 0.0003322110157502287
Position 1109: 0.00031550399496678135
Position 3675: 0.00030125137962575183
Position 9506: 0.00029064364610732285
Position 952: 0.0002432497957173651
Position 9880: 0.00020971026501519644
Position 192: 0.00019736658640207193
Position 8795: 0.00016981917438782822
Position 584: 0.00016678137044885872
Position 640: 0.0001612186453327305
Position 1997: 0.0001481039185252621
Position 1927: 0.00013966492381739702
Position 1250: 0.00013378516295708991
Position 2271: 0.0001235596779841503
Position 2115: 0.00011372866931264039
Position 4293: 0.00011171733186895448
Position 9445: 0.00010899278521639332
Position 1473: 9.514897646350523e-05
Position 1685: 9.309628998990372e-05
Position 1284: 7.700031524901315e-05
Position 8836: 6.891320848762161e-05
Position 8765: 6.633503407597129e-05
Position 4425: 6.317196402368824e-05
Position 1288: 6.220644259578887e-05
Position 1011: 6.154944730668589e-05
Position 657: 5.342599851051089e-05
Position 9194: 4.7313538787998916e-05
Position 1310: 4.560388888257589e-05
Position 408: 3.731806403102202e-05
Position 546: 2.994505673820973e-05
Position 1259: 2.539851619201075e-05
Position 1182: 2.364902390628814e-05
Position 797: 2.2553895489756673e-05
Position 556: 2.110543254326859e-05
Position 608: 1.3265375544071017e-05
Position 7486: 1.292592629312485e-05
Position 154: 1.2457503713442494e-05
Position 391: 1.1514245080253296e-05
Position 563: 1.139779637894654e-05
Position 3634: 5.019376728719781e-06
Position 1014: 4.166560864643381e-06
Position 810: 2.186886517044099e-06
