Gene = Sept1
index = 965
Annotated 5SS: [   82 14506 14676 15028 15746]
Annotated 3SS: [14414 14588 14903 15610 15838]
SMsplice 5SS: [   82  8696 14240 14506 14676]
SMsplice 3SS: [ 8572 14115 14414 14588 14903]
top_k =  500
Partition function (log Z): -3.704320621011201

Sorted 5' Splice Sites (High to Low Probability):
Position 8696: 0.9936781427012559
Position 82: 0.9319469358804721
Position 14506: 0.9277191945997293
Position 14240: 0.8488572931407588
Position 772: 0.6295284114104578
Position 14676: 0.6294076324980119
Position 15028: 0.3563673419971656
Position 3120: 0.3149498337659155
Position 7233: 0.18642027455017718
Position 2918: 0.16507362219952648
Position 14660: 0.1476151022336023
Position 14322: 0.07202530139953109
Position 15083: 0.048723179463983926
Position 14961: 0.0457569121044291
Position 5741: 0.039025941771756015
Position 14969: 0.023423882043608662
Position 14691: 0.020851898690932937
Position 14510: 0.02052341356010469
Position 429: 0.016821128948535602
Position 251: 0.016144228786911474
Position 1864: 0.0070534997571991415
Position 1155: 0.006021256210690377
Position 66: 0.005873203000728796
Position 14526: 0.005690154125593463
Position 15448: 0.004156158469508847
Position 3372: 0.003916822705917523
Position 12352: 0.0033951141731112136
Position 3115: 0.003371967571892172
Position 15274: 0.0032984011033882943
Position 6560: 0.0031237854458262227
Position 10630: 0.0025471216349151646
Position 10641: 0.0024055463826828582
Position 12540: 0.0022112585191744957
Position 14480: 0.0021936481729113713
Position 14465: 0.002044871858684255
Position 2239: 0.001828969457246483
Position 5138: 0.0014673980183212833
Position 5516: 0.0009388752160219439
Position 1477: 0.0009217698901753566
Position 14499: 0.0006813568207643809
Position 15746: 0.0005598463613308072
Position 595: 0.000528069536702931
Position 14720: 0.0005100924509395532
Position 8639: 0.0005091132945057669
Position 10645: 0.00046979195252253063
Position 10568: 0.0004662721120185731
Position 14514: 0.00042488255227931203
Position 568: 0.00041481186687249085
Position 102: 0.00038274005996707255
Position 58: 0.00030213582779863366
Position 86: 0.00022642155430192858
Position 576: 0.00017970082496996547
Position 14531: 0.00016385886529847484
Position 602: 0.00015725084693173872
Position 159: 0.00012134542570438645
Position 6433: 0.00010775490538917444
Position 120: 9.59332201447479e-05
Position 55: 8.955215430643429e-05
Position 14736: 7.647410663041645e-05
Position 424: 6.607978306439763e-05
Position 562: 6.311684628719944e-05
Position 131: 4.692674350665484e-05
Position 14673: 4.4439790069916444e-05
Position 246: 2.9202915901328968e-05
