Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 10159]
top_k =  500
Partition function (log Z): -2.9323380716053844

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9964677254964052
Position 7806: 0.9281707614903719
Position 5634: 0.8716152654806063
Position 4702: 0.5941523283521238
Position 11554: 0.4417315005077403
Position 7596: 0.41484638314747857
Position 11015: 0.36288648621759273
Position 7440: 0.24978978029384935
Position 3366: 0.24513862503284045
Position 2070: 0.23933292219154098
Position 867: 0.2134542551064935
Position 11011: 0.19542509862023275
Position 4359: 0.18190087709793223
Position 2769: 0.15392669114973864
Position 3043: 0.14867729089536863
Position 8096: 0.10114982367943465
Position 4934: 0.08450230068204687
Position 12594: 0.08411515057774219
Position 8984: 0.08256480396206245
Position 13111: 0.08002311634668134
Position 5097: 0.07355402205505514
Position 12862: 0.068073646499628
Position 2037: 0.06533556073032055
Position 2340: 0.062340893372684364
Position 1789: 0.06043596394474776
Position 2725: 0.04297216513820713
Position 802: 0.03024027190466342
Position 4389: 0.024206078953714245
Position 7762: 0.020100836019603056
Position 13176: 0.01780273225850038
Position 4719: 0.016117169835189665
Position 10421: 0.016115984628585843
Position 7842: 0.01577286595554558
Position 11279: 0.015370592739658438
Position 6371: 0.01462773164241185
Position 9915: 0.013993340828518424
Position 7758: 0.013920303657952639
Position 8789: 0.013192020877263708
Position 798: 0.012460976830672361
Position 11268: 0.011916650823289847
Position 7810: 0.010672045393131924
Position 2882: 0.010189523864953181
Position 11260: 0.010090308640502902
Position 7558: 0.009794969997150097
Position 10375: 0.009580369918361836
Position 3006: 0.00865869803568099
Position 6397: 0.008392653691067887
Position 11589: 0.007957130830249314
Position 3108: 0.006914421889159025
Position 10291: 0.006318270075520899
Position 1072: 0.005895177213090207
Position 8343: 0.005483206971870006
Position 1448: 0.00534150959708687
Position 832: 0.0052195363628882085
Position 3875: 0.004835644442087285
Position 1171: 0.004312048138602825
Position 890: 0.0034733882145454587
Position 1136: 0.0034630178929446875
Position 1893: 0.0031441278776142153
Position 1299: 0.002793816070780628
Position 2730: 0.0025745689302210132
Position 48: 0.0018778804615419734
Position 2994: 0.0017492785872502965
Position 7205: 0.0016162852005208264
Position 6403: 0.0015539121474701732
Position 645: 0.001324038012926351
Position 1771: 0.0012873113540029437
Position 2570: 0.0012565376990103386
Position 2748: 0.0009077761598512428
Position 347: 0.0008319998551334484
Position 124: 0.0007755577215498633
Position 6401: 0.0005262112128937868
Position 2591: 0.00035523149249386276
Position 668: 0.0003516963089695114
Position 11825: 0.00030276167878921106
Position 168: 0.00023050551483989263
Position 400: 0.0002035418871424338
Position 1207: 0.000170741725667847
Position 394: 0.00015903279289673712
