Gene = Pptc7
index = 847
Annotated 5SS: [  545 23946 29429 32870 35479]
Annotated 3SS: [23765 29229 32745 35348 36450]
SMsplice 5SS: [  545  9884 11115 23913 29429 32870 35479]
SMsplice 3SS: [ 9789 11003 23765 29229 32745 35348 36450]
top_k =  500
Partition function (log Z): -26.826855057816015

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.7149699792198665
Position 9884: 0.6739148791541537
Position 9018: 0.4173178323067251
Position 9023: 0.36651968220573045
Position 4237: 0.3370351805235656
Position 11115: 0.24689493347613045
Position 9568: 0.20290908193066673
Position 1769: 0.16704764777497688
Position 11482: 0.1508541484551877
Position 7706: 0.15022945636352006
Position 124: 0.12518983328494232
Position 3486: 0.11462923422793055
Position 464: 0.1095929878711554
Position 7254: 0.07979443249674212
Position 3942: 0.07214355946840897
Position 9869: 0.038499692986349435
Position 4015: 0.03664020525273695
Position 11557: 0.029698506914792224
Position 426: 0.026687368785506788
Position 10541: 0.017814909839885235
Position 10419: 0.0178095258575642
Position 133: 0.017427114454105653
Position 1721: 0.015310491574075418
Position 9076: 0.008564369721096919
Position 1002: 0.005183278363113914
Position 1088: 0.004476809221120096
Position 3805: 0.0043237519479206975
Position 3496: 0.0042355676616604235
Position 2029: 0.0030332424589583212
Position 9362: 0.0029500036914518694
Position 430: 0.0026994880255850626
Position 3134: 0.0021867568237230986
Position 1800: 0.001753108988551405
Position 7783: 0.001617870524080594
Position 2053: 0.001511362048215731
Position 2160: 0.0014209538712617888
Position 3466: 0.001271668039940396
Position 1068: 0.0011089023390337756
Position 2185: 0.0009612457845544163
Position 3813: 0.0008267212607135068
Position 3809: 0.0006452071989397117
Position 2692: 0.0005389295619421578
Position 1817: 0.0004948441178221228
Position 80: 0.0003379474366678183
Position 142: 0.00029739220061971057
Position 128: 0.0001519601941729427
Position 3821: 0.00010627681138086745
Position 7171: 3.549292126698903e-05
Position 254: 3.040263515612635e-05
Position 4206: 2.9409255497989847e-05
Position 154: 1.6730997124265457e-05
Position 5968: 1.6674644030091945e-05
Position 1251: 1.410774508603277e-05
Position 999: 1.169679035139092e-05
Position 140: 1.054120406645496e-05
Position 182: 9.893289512096047e-06
Position 652: 9.339826197194508e-06
Position 538: 6.374523135487777e-06
Position 1397: 6.172518173715283e-06
Position 741: 6.0116574606358065e-06
Position 489: 5.497229512148644e-06
Position 775: 5.352654831112839e-06
Position 509: 5.1680604357268435e-06
Position 75: 5.036361547225457e-06
Position 313: 4.376641355184791e-06
Position 1065: 3.8542486042213306e-06
Position 564: 3.7364531665785136e-06
Position 1608: 3.2556448671073945e-06
Position 1006: 3.1703527488406945e-06
Position 401: 3.0482239346593856e-06
Position 321: 2.747787357849919e-06
Position 549: 2.4857466815448468e-06
Position 587: 1.9807678869758797e-06
Position 514: 1.5015010845499159e-06
Position 306: 1.3256011854868386e-06
Position 765: 1.3085672430786999e-06
Position 77: 1.2933853859874884e-06
Position 593: 1.2249041949623473e-06
Position 758: 6.250619296105311e-07
Position 334: 5.096692977100277e-07
Position 830: 4.151000852961936e-07
Position 1027: 3.3598445491606934e-07
Position 722: 2.388414866443986e-07
Position 769: 2.3482570594712453e-07
Position 732: 1.9784472663869262e-07
Position 175: 1.2917520889656516e-07
Position 318: 1.0345386034654769e-07
Position 821: 8.269098206456823e-08
Position 507: 2.916201382066679e-08
Position 346: 2.2651744124445877e-08
Position 341: 1.1147967300082509e-08
Position 360: 1.0997980999700212e-08
Position 27: 1.0220215530627013e-08
Position 760: 9.038270342581402e-11
Position 404: 8.661662968962914e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9789: 0.7182776765987586
Position 8929: 0.6875674610073693
Position 4095: 0.31097051867830794
Position 15304: 0.30578731017688093
Position 11429: 0.274898262716441
Position 10452: 0.25699660980572997
Position 11003: 0.24892558056168912
Position 9418: 0.21754497656826696
Position 9158: 0.12772297524505086
Position 3917: 0.12020410103991779
Position 3390: 0.11802916898462083
Position 7567: 0.1131080449357372
Position 8888: 0.11047499457746768
Position 12940: 0.09615812610793975
Position 7114: 0.0811594860216792
Position 1658: 0.06136095532203201
Position 1685: 0.05511127014502819
Position 7621: 0.04126120047075439
Position 1669: 0.03215333755098787
Position 13771: 0.027213940905131975
Position 10287: 0.026757884137637297
Position 1690: 0.021609799763445528
Position 11235: 0.016967209224930557
Position 4057: 0.013533473530655595
Position 10637: 0.009123904865476935
Position 3682: 0.008614364280637664
Position 943: 0.007266548950998175
Position 10310: 0.006847052894970904
Position 1910: 0.006761426033939396
Position 4139: 0.006447673292312022
Position 9219: 0.00613808136490514
Position 9982: 0.0053895732551991855
Position 1470: 0.004491929365165829
Position 1525: 0.003919457036163135
Position 11826: 0.0035246131419257704
Position 7994: 0.003119475757765864
Position 3447: 0.0021401135361072544
Position 3003: 0.0019983354245783776
Position 5334: 0.0017370313318546197
Position 5889: 0.0015660893628354927
Position 1432: 0.0014823588488944832
Position 6022: 0.0013699502547906343
Position 7975: 0.0013502183619261848
Position 1760: 0.001343336074840243
Position 847: 0.0010783677659468372
Position 377: 0.001034012907531951
Position 2364: 0.001004844574543497
Position 3725: 0.0009489338646190607
Position 366: 0.0008310581912486565
Position 6289: 0.0007570652478554587
Position 1608: 0.000476300457152936
Position 1493: 0.000426216069457138
Position 4142: 0.00033176971765384156
Position 3048: 0.00032706398936603403
Position 3610: 0.0002968129352289247
Position 780: 0.00025272438337117597
Position 2027: 0.000246127393533146
Position 2047: 0.00023305504341054927
Position 695: 0.00022749969705893592
Position 413: 0.0002164565540167725
Position 7045: 0.00020759026030930567
Position 410: 0.000196056351571367
Position 2603: 0.00018650701084478447
Position 6898: 0.00017852226894619485
Position 3241: 0.00016457822116428127
Position 1720: 0.00015802988761538518
Position 3289: 0.0001407009910962663
Position 799: 0.00012973488490573793
Position 765: 0.00012692476166694568
Position 5829: 0.00012378039783689695
Position 5684: 0.00011207911718020294
Position 1702: 0.00011183977728581118
Position 5962: 9.781441844621756e-05
Position 2112: 9.164101453747062e-05
Position 1553: 7.862919691817574e-05
Position 1475: 7.644160861195633e-05
Position 2099: 7.312801930470562e-05
Position 1923: 7.284079209403172e-05
Position 1123: 7.007489598094675e-05
Position 1179: 6.989086033768327e-05
Position 456: 6.883093449461673e-05
Position 1561: 6.86026672208756e-05
Position 1441: 5.978743117679042e-05
Position 1200: 2.646183177808258e-05
Position 2408: 2.1155659392781506e-05
Position 2762: 1.657855006202625e-05
Position 1876: 9.745352781967868e-06
Position 917: 9.547862540526023e-06
Position 2131: 8.217619647313393e-06
Position 1137: 8.147823489182177e-06
Position 962: 3.2331323710409526e-06
Position 1714: 2.3018512082111517e-06
Position 468: 2.1132334255645686e-06
Position 3210: 1.138114451942193e-06
Position 198: 9.919640340728181e-07
Position 1155: 8.607349405467768e-07
Position 992: 8.282096304099991e-07
Position 805: 6.41498288730277e-07
Position 235: 2.7118543848727016e-07
Position 1243: 1.3608997350656434e-08
Position 228: 1.0544018609884677e-08
Position 483: 6.745974416500402e-09
Position 480: 5.65824522518119e-09
Position 970: 3.6474185325809806e-09
Position 959: 2.155151486821423e-09
Position 231: 1.6929091600880195e-09
Position 166: 9.536646001104272e-10
Position 740: 9.179933736795516e-11
Position 1395: 6.603345206817667e-11
