Gene = Krtcap2
index = 612
Annotated 5SS: [ 550  967 1163 3175]
Annotated 3SS: [ 811 1098 3107 3604]
SMsplice 5SS: [142]
SMsplice 3SS: [3107]
top_k =  500
Partition function (log Z): -9.728290430761154

Sorted 5' Splice Sites (High to Low Probability):
Position 3175: 0.4004153602515692
Position 1163: 0.30430896976425936
Position 628: 0.29844315893061374
Position 142: 0.24961069918890422
Position 262: 0.16641712630010094
Position 49: 0.08848813448839878
Position 550: 0.0829139272751174
Position 3008: 0.07539202386567107
Position 149: 0.06506936711515013
Position 750: 0.05237073415566988
Position 1070: 0.05105331486763597
Position 213: 0.03920972284430541
Position 200: 0.03748219708520312
Position 24: 0.033809299172070886
Position 967: 0.02846359197927986
Position 28: 0.026339305757761475
Position 204: 0.01874810055352297
Position 1130: 0.013084702860686005
Position 746: 0.012631902530284641
Position 710: 0.0074960443480475
Position 40: 0.0035561291383340633
Position 1784: 0.0033813338677615903
Position 818: 0.0030765360434826003
Position 185: 0.0026517191625900914
Position 1820: 0.0022826976830969013
Position 226: 0.002022581257291076
Position 3179: 0.001847325022237977
Position 543: 0.0017719845077894755
Position 3451: 0.0015636693117544636
Position 1840: 0.0014665506510181331
Position 3201: 0.0013045684447868958
Position 721: 0.0012910685469540784
Position 1024: 0.0010432697164648886
Position 683: 0.001007162442695625
Position 441: 0.0009308201486943069
Position 619: 0.0008374230435094306
Position 163: 0.0008356165168979268
Position 1466: 0.0006824207617624369
Position 362: 0.0006208785807465852
Position 182: 0.0003883786176351693
Position 1481: 0.000334526891089993
Position 639: 0.0003090587910768275
Position 602: 0.0002780740271439377
Position 223: 0.00026598923557583543
Position 590: 0.0002118825137979757
Position 474: 0.00017302035586246566
Position 605: 0.000157644403411541
Position 697: 0.00012621316345775573
Position 307: 0.00011117722220533539
Position 15: 9.869424482533295e-05
Position 429: 8.008497307446097e-05
Position 298: 4.740551555866635e-05
Position 732: 4.488118494636355e-05
Position 641: 3.791375728373576e-05
Position 450: 1.9912835038149774e-05
Position 700: 1.8338480470843527e-05
Position 743: 1.608722363724793e-05
Position 91: 1.4062992594556768e-05
Position 121: 6.2613426077182515e-06
Position 456: 5.721794662076332e-06
Position 716: 2.6907312621850255e-06
Position 596: 2.03590259562481e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3107: 0.6693879906585243
Position 3604: 0.33177025364600665
Position 811: 0.23147381413758297
Position 515: 0.22326417691154787
Position 2871: 0.08705347374734135
Position 879: 0.08587381793889917
Position 814: 0.08151524446193037
Position 3314: 0.05132653676644
Position 3665: 0.05037172594212368
Position 3509: 0.04827909196443261
Position 622: 0.03980597851615134
Position 1702: 0.037087856272364904
Position 1098: 0.023649689078956256
Position 1243: 0.02187226774963062
Position 1406: 0.014564079977387116
Position 479: 0.013458018060528775
Position 1783: 0.010681582411035073
Position 2967: 0.010065897602053162
Position 407: 0.008108085412167725
Position 3758: 0.007277926215767286
Position 1411: 0.004717710156259272
Position 3797: 0.004216123262717421
Position 3348: 0.003863007687904869
Position 2514: 0.0036271199430110658
Position 3560: 0.002495829824961439
Position 3780: 0.002481583278690319
Position 670: 0.0023637570250238265
Position 787: 0.0017915157095091064
Position 3380: 0.0015813559883546744
Position 3358: 0.0014126808435434516
Position 3517: 0.001189957129535097
Position 3563: 0.0011738388985394021
Position 409: 0.0011304859733558311
Position 424: 0.0010818029111961931
Position 3672: 0.0008715103513343398
Position 924: 0.0008279859595744845
Position 654: 0.0007561096483680108
Position 1074: 0.0007283787323775865
Position 1929: 0.0004774593996548735
Position 2588: 0.00039503813914386045
Position 2666: 0.00038251545813152414
Position 2567: 0.00035278524607458035
Position 3000: 0.00033067538603585785
Position 2398: 0.00029109228512935465
Position 2456: 0.00027161269793168127
Position 1451: 0.0002251304905682511
Position 338: 0.00015188883090332656
Position 370: 6.386411401596984e-05
Position 432: 5.692174561918929e-05
Position 584: 5.513346069162067e-05
Position 633: 5.254345759711944e-05
Position 434: 4.526189108134521e-05
Position 384: 4.2373948688543524e-05
Position 127: 3.649483035099775e-05
Position 690: 3.0492301108840656e-05
Position 438: 2.5409933747028452e-05
Position 987: 2.114193637106316e-05
Position 293: 2.0670429607246702e-05
Position 381: 1.8614106488729478e-05
Position 441: 1.5865573176176262e-05
Position 255: 1.4709071162617482e-05
Position 271: 1.4195085704322583e-05
Position 130: 1.3537464535544115e-05
Position 247: 9.75723862857177e-06
Position 110: 9.238061340548562e-06
Position 1135: 9.21620673446209e-06
Position 261: 9.08309456928039e-06
Position 303: 7.261521469565297e-06
Position 341: 6.485590683678385e-06
Position 312: 5.973837471824949e-06
Position 141: 4.578735574514643e-06
Position 117: 4.15331431151299e-06
Position 887: 1.4336551978670193e-06
Position 323: 2.2484233051388634e-07
Position 357: 1.9067078561339107e-07
Position 446: 7.606508098464156e-08
Position 316: 5.2645668119157545e-08
Position 320: 3.675831132384577e-08
Position 314: 3.2267899162289434e-08
Position 200: 1.1797232232083028e-08
