Gene = Psph
index = 871
Annotated 5SS: [  495  8088  8428 15974 16844 18211 21031]
Annotated 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
SMsplice 5SS: [  260  8088  8428 15974 16844 18211 21031]
SMsplice 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
top_k =  500
Partition function (log Z): -2.1830836428073543

Sorted 5' Splice Sites (High to Low Probability):
Position 8088: 0.9937942482669052
Position 8428: 0.9653841899646329
Position 16844: 0.9544232176953555
Position 18211: 0.9451920741176697
Position 15974: 0.46582618028311684
Position 16006: 0.3302003533165051
Position 260: 0.33019517500009954
Position 21031: 0.30673454214800483
Position 290: 0.2833159331760089
Position 20517: 0.2708346973083305
Position 21425: 0.2517121088645128
Position 10620: 0.23095813879064586
Position 8938: 0.1580914171924462
Position 11204: 0.14912516149299593
Position 859: 0.13889829550412974
Position 20941: 0.13173180108816124
Position 15008: 0.11217777633449788
Position 20318: 0.10126559093416587
Position 358: 0.09105162387288371
Position 16463: 0.08792994322775637
Position 20594: 0.08419943688758204
Position 1439: 0.07909438285704315
Position 1303: 0.07515092593980797
Position 9246: 0.06595872405556692
Position 9250: 0.06505717830948131
Position 11161: 0.04950625990234758
Position 20927: 0.047173221076292654
Position 21454: 0.04547067990280228
Position 13458: 0.0398231671608142
Position 615: 0.03639194868141732
Position 20758: 0.033249008946328575
Position 8388: 0.03304587435388599
Position 7138: 0.024818643712483913
Position 694: 0.024660837235606678
Position 10664: 0.02414509853290679
Position 365: 0.022514799958463838
Position 13452: 0.020731539288173204
Position 4142: 0.015726176879558382
Position 1891: 0.014598025070374224
Position 9308: 0.014252161172444561
Position 21655: 0.01252919249154469
Position 1211: 0.011758031737068835
Position 20708: 0.009981307531944712
Position 21035: 0.008303355429872088
Position 15001: 0.00658072392637292
Position 12495: 0.006169814420570528
Position 8810: 0.006136483530292483
Position 21411: 0.006057313792531365
Position 19380: 0.00598028852291747
Position 20581: 0.004441440895412575
Position 21709: 0.003830877428981494
Position 21076: 0.003608793531017023
Position 9912: 0.002924745193373218
Position 8291: 0.0022588965064602607
Position 338: 0.002251352812401991
Position 8682: 0.0020372832634881007
Position 495: 0.001892110646488144
Position 21045: 0.0016414342711294693
Position 21093: 0.0014410347490170646
Position 8716: 0.0013549580372083192
Position 20949: 0.001253382233335044
Position 10215: 0.0011421512781572367
Position 10073: 0.0011165572843624607
Position 265: 0.0010004414104827783
Position 644: 0.000955522038786083
Position 398: 0.0007761807543932158
Position 21072: 0.0007075846673220745
