Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  500
Partition function (log Z): 9.295374271507551

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.9723616774607581
Position 2062: 0.9556201451450854
Position 2806: 0.8405560114494145
Position 228: 0.7786747852543446
Position 1390: 0.7719127664493535
Position 2252: 0.7163815039360345
Position 848: 0.6088417564893408
Position 3191: 0.31981946643971315
Position 1134: 0.2893715590515449
Position 3162: 0.2680251249919719
Position 1431: 0.19758918460913846
Position 540: 0.18756043325816077
Position 1146: 0.1689215482328197
Position 1138: 0.15306463386946156
Position 1167: 0.13970667927803807
Position 1111: 0.11411487891034695
Position 2328: 0.10037466753498568
Position 1142: 0.09914011265990141
Position 864: 0.09574643411457918
Position 3186: 0.09538696453569909
Position 2267: 0.071210264232827
Position 2413: 0.06137062025116796
Position 2409: 0.04083647062587996
Position 1739: 0.03349035265458087
Position 341: 0.02995884321684579
Position 666: 0.02764830510019985
Position 2226: 0.027049030233452696
Position 565: 0.02314251532350711
Position 355: 0.017892103303100284
Position 846: 0.01739442897494187
Position 2316: 0.014244842676111239
Position 2834: 0.012953102212665643
Position 801: 0.012389453305911607
Position 1488: 0.010589789059888546
Position 175: 0.006230066733555352
Position 1843: 0.006026150567569596
Position 406: 0.004839995317903379
Position 996: 0.004719549846761659
Position 1157: 0.004702911115968231
Position 824: 0.003823483133184607
Position 81: 0.0037626960636874545
Position 2906: 0.003519370106714696
Position 5: 0.0035124842244971233
Position 535: 0.003445288998375729
Position 2745: 0.003258684768782342
Position 2372: 0.003068156441602169
Position 1150: 0.002619780531074881
Position 191: 0.0019669369200498435
Position 26: 0.001756675017463779
Position 1033: 0.0017459941468147223
Position 546: 0.0016558382996187707
Position 556: 0.0015666293604762094
Position 795: 0.001554380809737376
Position 859: 0.001428228696202183
Position 467: 0.0013936103251657576
Position 2900: 0.0011903500075017563
Position 3329: 0.0010664267666594081
Position 3085: 0.0010554256236947395
Position 878: 0.0010394007532591658
Position 2934: 0.0009727537036569971
Position 10: 0.0008011402530196974
Position 686: 0.00077831242569187
Position 1951: 0.00070787403447301
Position 1989: 0.0006975635168501882
Position 1440: 0.0006168769885578314
Position 2753: 0.0006056368600315221
Position 2256: 0.0005754006786334333
Position 2795: 0.0005647798566580427
Position 362: 0.00048549345866680667
Position 485: 0.0004427822131949624
Position 2040: 0.00031360403388140245
Position 803: 0.00029832881470609425
Position 1996: 0.0002951607804805543
Position 3077: 0.00029225521068919157
Position 1037: 0.00026248437874566114
Position 634: 0.00024855894125580633
Position 756: 0.0002446670947636909
Position 304: 0.00022289418537808326
Position 298: 0.00022009691761175085
Position 3083: 0.00016215963070216044
Position 2288: 0.00014546277655364185
Position 316: 0.00014050878002026988
Position 1154: 0.00013481814371808228
Position 456: 0.00012267271729337955
Position 1035: 0.00011413491716566247
