Gene = 1810046K07Rik
index = 24
Annotated 5SS: [  117 10644 33968 37378]
Annotated 3SS: [10533 33924 37078 38475]
SMsplice 5SS: [  117 13813 26879 29538 33968]
SMsplice 3SS: [13640 26784 29448 33924 38475]
top_k =  500
Partition function (log Z): -24.979164269071024

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9990229504929863
Position 1289: 0.15862156235660266
Position 13813: 0.10147177499445167
Position 4971: 0.07454838048536283
Position 10644: 0.07333535603904569
Position 6747: 0.04577617770856597
Position 8352: 0.03881644354008906
Position 1479: 0.014727160002811296
Position 630: 0.01377111462374325
Position 6751: 0.008746034862689685
Position 3880: 0.007220403279132136
Position 2275: 0.005574844732203405
Position 2071: 0.0045883388665374225
Position 7182: 0.002244041032722314
Position 6935: 0.0018775780220154725
Position 2635: 0.0014381753462205462
Position 6017: 0.0010878269021563638
Position 1579: 0.0008170196451240915
Position 1698: 0.0007799665962165198
Position 3709: 0.000772803034835371
Position 4533: 0.0004175678466456202
Position 6645: 0.00040949599233242756
Position 1605: 0.0003298608738744783
Position 1251: 0.00017998834854995668
Position 2849: 0.00017554371771541256
Position 2162: 0.00015894807132057288
Position 1830: 0.0001376691203735018
Position 353: 0.00013009155385015084
Position 591: 9.781691541970967e-05
Position 1233: 9.403928324887539e-05
Position 252: 9.366925608581755e-05
Position 2282: 9.047386175500595e-05
Position 319: 6.410281693401e-05
Position 1929: 6.293467791589405e-05
Position 990: 5.619634282386687e-05
Position 1219: 5.0802775813926894e-05
Position 884: 4.1864196448961364e-05
Position 1433: 4.157970068896514e-05
Position 323: 3.408401157945079e-05
Position 412: 3.1069962465359164e-05
Position 521: 1.9902093127217055e-05
Position 1053: 1.6843932981646053e-05
Position 474: 1.6266370337384484e-05
Position 248: 1.060262175737721e-05
Position 939: 9.400662122214441e-06
Position 601: 8.708802184323732e-06
Position 693: 8.583430660626007e-06
Position 472: 6.4862862818447965e-06
Position 418: 6.456337445864504e-06
Position 1007: 6.43004212654137e-06
Position 1122: 6.042030067725812e-06
Position 750: 5.7288636221129085e-06
Position 4138: 5.209589144368536e-06
Position 1062: 4.245377387220465e-06
Position 636: 4.118520935635856e-06
Position 1305: 3.847721651543359e-06
Position 121: 3.1900456377238504e-06
Position 888: 2.609068597134127e-06
Position 1125: 2.401508111262516e-06
Position 1195: 2.374950820809606e-06
Position 1517: 1.3911671153797271e-06
Position 1453: 1.0782745912202838e-06
Position 1362: 8.012997642562354e-07
Position 1474: 6.011075537988118e-07
Position 985: 4.3564114176523636e-07
Position 1407: 2.450248620197009e-07
Position 272: 2.0891050233201286e-07
Position 280: 2.0013310006292793e-07
Position 572: 1.813760906404297e-07
Position 642: 1.7441658069790483e-07
Position 786: 1.5446526645399694e-07
Position 48: 1.0828514512916915e-07
Position 289: 9.479321282995929e-08
Position 282: 7.349475348906007e-08
Position 1784: 5.904771195190904e-08
Position 1689: 3.38285837647231e-08
Position 2268: 2.9901720838352986e-08
Position 257: 2.9474791975317702e-08
Position 2575: 2.529009315617246e-08
Position 179: 2.3614158898274523e-08
Position 185: 1.072323947759525e-08
Position 92: 3.653029542073185e-09
Position 187: 6.433086664933891e-10
Position 1077: 1.6993411866030032e-10
Position 584: 4.291597995378181e-11
Position 329: 2.3012833845486323e-11
Position 409: 4.874588943789338e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13640: 0.38987763468517117
Position 15165: 0.14728075039384628
Position 1161: 0.09724996423024328
Position 2743: 0.0779983678162422
Position 10478: 0.07739079889674799
Position 4914: 0.07159692084246169
Position 6352: 0.06686347785511244
Position 10823: 0.06664485134392724
Position 6644: 0.051723375410943906
Position 6821: 0.050728017878600824
Position 7610: 0.042717499603364295
Position 8240: 0.03345718361609691
Position 1077: 0.03154445144961934
Position 1034: 0.03153121483411696
Position 8093: 0.02889111103802721
Position 11218: 0.028045295174436678
Position 2977: 0.026773082197509807
Position 1382: 0.015004789028723658
Position 1604: 0.014239518255558092
Position 8846: 0.012771279186681134
Position 394: 0.010607042929975864
Position 3223: 0.010285499503023387
Position 1251: 0.010093854177162156
Position 2769: 0.009868885924372593
Position 8208: 0.008845180788659016
Position 3776: 0.008741872141742673
Position 2130: 0.00798925775036746
Position 6661: 0.007171840552718886
Position 6788: 0.005486857100492403
Position 7697: 0.005453686504516465
Position 292: 0.004916311135586388
Position 9771: 0.004747295382266045
Position 4647: 0.0045322463140028985
Position 7729: 0.003871255481133147
Position 4631: 0.003741001522174303
Position 2348: 0.003704753729237144
Position 5830: 0.0034630329115763934
Position 1982: 0.003306643261333
Position 8370: 0.003102780894538465
Position 1362: 0.0030431942736673014
Position 5898: 0.002866226880150463
Position 7634: 0.0027846347180170063
Position 5062: 0.002609929420041581
Position 1141: 0.0025966939975683996
Position 6925: 0.0025759115430550963
Position 9145: 0.002527948479407202
Position 6108: 0.002505132503654657
Position 6581: 0.002504287297041309
Position 9282: 0.0024414652172178634
Position 9768: 0.0024278999814570865
Position 7103: 0.0023732854489360244
Position 4240: 0.002356320791391087
Position 7886: 0.002247279940892585
