Gene = E130309D02Rik
index = 353
Annotated 5SS: [ 458 1183 3650 7745 8595]
Annotated 3SS: [  960  3483  7219  8554 13356]
SMsplice 5SS: [ 458 1183 3650 7745 9279]
SMsplice 3SS: [ 1067  3609  7665  9204 13356]
top_k =  500
Partition function (log Z): -1.2810800238701723

Sorted 5' Splice Sites (High to Low Probability):
Position 7745: 0.9783638972889657
Position 3650: 0.9721547644502058
Position 1183: 0.9590508304373528
Position 9279: 0.8926071216800134
Position 458: 0.632453926594318
Position 9586: 0.3127610680088314
Position 7377: 0.25616421681105894
Position 4097: 0.2542010983206207
Position 4103: 0.2147793772624832
Position 8499: 0.19789941242903167
Position 11502: 0.18733888274059626
Position 8595: 0.1620159411627879
Position 323: 0.1462404159182678
Position 145: 0.11676094920371516
Position 6155: 0.11282142833077205
Position 5424: 0.10078712825163166
Position 5536: 0.046824513139629306
Position 12380: 0.04129617221916
Position 12665: 0.03626434686666008
Position 13197: 0.02630623418979741
Position 1265: 0.025435100920306344
Position 7566: 0.022078376834516723
Position 8518: 0.021370558441140153
Position 1885: 0.021040588279263552
Position 2430: 0.017612204743006683
Position 13527: 0.017507146717157588
Position 155: 0.016778451672524397
Position 12027: 0.014553977245040903
Position 1163: 0.01283267454356453
Position 415: 0.011750613563253078
Position 7447: 0.011599577606506272
Position 486: 0.01145731393823684
Position 8138: 0.011447196445117313
Position 428: 0.010980186592594933
Position 7525: 0.010912602534419854
Position 3967: 0.009709281125760817
Position 7988: 0.009072450101572812
Position 507: 0.00863792050331714
Position 32: 0.008164234272650213
Position 9768: 0.007578545603061482
Position 4182: 0.007479289680667381
Position 854: 0.0066044745644168725
Position 12240: 0.006541592978009744
Position 3505: 0.006351246646932872
Position 3401: 0.006274635332214643
Position 10507: 0.006007137148989019
Position 5084: 0.005888847240552242
Position 1635: 0.005711340596142764
Position 614: 0.005144713228651938
Position 1602: 0.004949434575142475
Position 12327: 0.0045777752021038875
Position 8232: 0.004369287360728654
Position 947: 0.003993752876086409
Position 914: 0.00394375582606697
Position 9097: 0.0038368429804591262
Position 896: 0.003818176461175439
Position 656: 0.0032926670445209438
Position 625: 0.0031970834914952988
Position 5335: 0.0031888570694532047
Position 617: 0.0026522820418964843
Position 2338: 0.0025384235045795324
Position 8983: 0.002442449141600608
Position 132: 0.0024116869029850736
Position 205: 0.00236456060235609
Position 3903: 0.0023291295429750634
Position 232: 0.002328282067298357
