Gene = Thumpd1
index = 1078
Annotated 5SS: [ 288 1672 2777]
Annotated 3SS: [1496 2527 3728]
SMsplice 5SS: [ 288 2777]
SMsplice 3SS: [2527 3728]
top_k =  500
Partition function (log Z): -2.427683126998115

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9615544361003908
Position 2777: 0.9491311764476148
Position 3020: 0.49599770057574655
Position 1672: 0.29003107672845324
Position 3348: 0.2616593616582942
Position 933: 0.07180239551671466
Position 1619: 0.06519244594000297
Position 3311: 0.06277564254506766
Position 3008: 0.051415991163552555
Position 561: 0.022529301967334187
Position 1763: 0.021898530968128622
Position 3263: 0.019708954242259408
Position 272: 0.018174160627933932
Position 1953: 0.013685533231331974
Position 2417: 0.012236546030106835
Position 1942: 0.011056392473652844
Position 3952: 0.010724551308813645
Position 224: 0.009856672307986316
Position 1009: 0.00789704531381661
Position 3539: 0.007772998464358546
Position 3656: 0.006361095901627715
Position 952: 0.005978991549376112
Position 565: 0.004821806245549652
Position 257: 0.00470534096998978
Position 837: 0.004472572171828863
Position 1839: 0.004243057579472708
Position 2056: 0.004200873736588897
Position 332: 0.0041655315013545986
Position 2365: 0.0034472789617430847
Position 1828: 0.0034436337192319593
Position 4266: 0.0026837272295397443
Position 1168: 0.0025963861961212143
Position 3986: 0.002287734698399826
Position 1572: 0.002237254101933905
Position 572: 0.002056214605069684
Position 2627: 0.0018985587299484663
Position 3875: 0.0016545707941296789
Position 4127: 0.0015583640797602436
Position 621: 0.001368603605437607
Position 4143: 0.0013165809254233561
Position 1576: 0.0012518057371276212
Position 4094: 0.000900099915237096
Position 3812: 0.0008158492176305915
Position 1959: 0.0007829382932632088
Position 1644: 0.0007669541791534576
Position 3791: 0.0007606768697652731
Position 432: 0.0006104456504489368
Position 3999: 0.0006062784232281873
Position 2370: 0.000500348461544346
Position 48: 0.00047010518373214133
Position 148: 0.00045958704067181007
Position 3622: 0.0003830775584347687
Position 660: 0.0003515379920538048
Position 734: 0.00032255801354569844
Position 317: 0.0002665871739054824
Position 2260: 0.0002633620828111862
Position 717: 0.00023410070367233836
Position 1290: 0.0002199813074579323
Position 1818: 0.00019903436255753695
Position 550: 0.00018987854323642496
Position 548: 0.00018946873196030268
Position 41: 0.00018236072923490836
Position 954: 0.00016902182767742984
Position 1342: 0.00015693829409727992
Position 2971: 0.00010867216449904041
Position 1900: 8.635938464821236e-05
Position 598: 5.4511636055242764e-05
Position 77: 4.818980312476761e-05
Position 13: 2.2354985019800345e-05
Position 540: 1.8467904767617633e-05
Position 780: 1.3971123556840099e-05
Position 90: 1.0288363231441716e-05
Position 719: 6.182703026967468e-06
Position 363: 4.6040462176531e-06
Position 526: 4.477948160117344e-06
Position 797: 3.5524313018474937e-06
Position 3435: 1.9903657739756836e-06
Position 119: 1.5301318153676041e-06
Position 487: 1.3280076648944807e-06
Position 3049: 1.2134713219697944e-06
Position 346: 1.0933609289797968e-06
Position 405: 9.310635397736308e-07
Position 498: 8.402998079995619e-07
Position 528: 7.354363133778541e-07
Position 420: 6.975587714363939e-07
Position 368: 4.2359929153113463e-07
Position 1647: 1.8312058271852278e-07
Position 228: 4.1257737795340184e-08
Position 425: 3.925206944699014e-08
Position 438: 3.451403169042782e-08
Position 514: 9.00506639602932e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9001632172435491
Position 3728: 0.8658336861771838
Position 2869: 0.4733306172062473
Position 1496: 0.339296218649381
Position 3229: 0.1965924532120441
Position 3204: 0.12999018286370118
Position 4346: 0.07514685614495135
Position 2559: 0.044897378558624315
Position 840: 0.039171522126620055
Position 2897: 0.03891716998584827
Position 462: 0.02538442733483987
Position 910: 0.02423896190136703
Position 1736: 0.022474327430245702
Position 2909: 0.020840383469425704
Position 643: 0.016996046119241066
Position 1503: 0.016558977506407835
Position 3115: 0.015278679880123304
Position 5549: 0.01439292853494835
