Gene = Srrt
index = 1030
Annotated 5SS: [  251   629  4763  5148  5549  7431  7708  7921  8117  8949  9284  9447
  9876 10335 10596 10900 11208 11457 11688]
Annotated 3SS: [  488  4633  5000  5359  7260  7522  7821  8001  8790  9221  9367  9686
 10160 10441 10705 11050 11354 11560 11767]
SMsplice 5SS: [  251   629  4162  4763  5148  5549  7431  7708  7921  8117  9284  9447
 10596 11208 11457 11688]
SMsplice 3SS: [  477  4076  4633  5000  5460  7260  7522  7821  8001  9221  9367 10441
 11050 11330 11581 11767]
top_k =  500
Partition function (log Z): 34.28078535609242

Sorted 5' Splice Sites (High to Low Probability):
Position 629: 0.9854790753289513
Position 10596: 0.9845032725413424
Position 11688: 0.9837942352450381
Position 5148: 0.98240284477574
Position 7431: 0.9739982885099204
Position 11457: 0.9704379382813864
Position 9447: 0.970107805241562
Position 7921: 0.9466082423746405
Position 9284: 0.9361806564335009
Position 251: 0.9293102988914459
Position 7708: 0.8614344293292729
Position 8117: 0.7980019413258789
Position 5549: 0.7602540766709508
Position 4763: 0.739783329534542
Position 11208: 0.6751969813851775
Position 4162: 0.5757612516635909
Position 10900: 0.5076017451494872
Position 10218: 0.3158410638168668
Position 1046: 0.2816345637534068
Position 10335: 0.2392323259852179
Position 4895: 0.1891420367976878
Position 11108: 0.15510021353328982
Position 8949: 0.14875416782686715
Position 8866: 0.1256404007262088
Position 8163: 0.11602288633889138
Position 9876: 0.09320152686697399
Position 3973: 0.05836566836868493
Position 2353: 0.051847416900386245
Position 11120: 0.04629408051664292
Position 7926: 0.03604086616544813
Position 8173: 0.03417537956177744
Position 8595: 0.03372449323952302
Position 9311: 0.02855566800950237
Position 4354: 0.024669352330990976
Position 3968: 0.0230785177385108
Position 8185: 0.021937456660642146
Position 10927: 0.019703117478113503
Position 6790: 0.01735302867553091
Position 8169: 0.016311612215334382
Position 6357: 0.015946322321978134
Position 10756: 0.0150529946133777
Position 5153: 0.014286507533977906
Position 7446: 0.013680900058121871
Position 10921: 0.012590820845409318
Position 9777: 0.012396785049896221
Position 193: 0.011383016184064792
Position 958: 0.010883102872010445
Position 7082: 0.009592104245885144
Position 10866: 0.009242474455634852
Position 8542: 0.00895902537215417
Position 2040: 0.008679287369792768
Position 4851: 0.007936234455935833
Position 933: 0.007620181106411683
Position 815: 0.0071646688951884085
Position 6819: 0.007104995903939435
Position 3784: 0.006951659225984696
Position 7340: 0.006121424323351612
Position 7750: 0.005608452297769436
Position 8979: 0.005448580024860833
Position 10827: 0.00483557567838611
Position 4953: 0.004824485560393883
Position 9794: 0.004501365806133364
Position 8179: 0.0036701079047766344
Position 11424: 0.003653460799658644
Position 4768: 0.0033616109029092913
Position 5898: 0.003344230293423676
Position 4797: 0.00318733158122725
Position 1632: 0.0029322598368925427
Position 6830: 0.0026801017687757465
Position 4287: 0.0025450069781646906
Position 3896: 0.0024928330721788734
Position 11266: 0.0021627650014883833
Position 7369: 0.0017974199150811625
Position 4669: 0.0017218289627333604
Position 9880: 0.0015380352065346365
Position 11526: 0.0014402552646723685
Position 8054: 0.0014164200340366973
Position 4533: 0.0013637486399300201
Position 4494: 0.001341860174277306
Position 8189: 0.0010712729957316472
Position 2950: 0.0010557549001114289
Position 10607: 0.0010432732682016516
Position 4467: 0.0009689591563100432
Position 2479: 0.0009521656275100032
Position 2183: 0.0007840724631831518
Position 4298: 0.0007709315553679525
Position 8858: 0.0005843216845314584
Position 356: 0.0005641497630533994
Position 6866: 0.0005089261512105128
Position 9579: 0.0004930963895447963
Position 10909: 0.00045218568441154943
Position 9620: 0.0003842832685545055
Position 995: 0.000377521564939567
Position 4269: 0.00037663005997619337
Position 8070: 0.0003710052916702782
Position 348: 0.0003112595027334557
Position 4256: 0.00030145432675589365
Position 8076: 0.00028781472035544576
Position 10819: 0.00025374994974558106
Position 61: 0.00024210307688286476
Position 4157: 0.00024157029081541833
Position 5942: 0.0002121932031816028
Position 9584: 0.00021214786221763186
Position 7454: 0.0001851584952899491
Position 339: 0.0001834492354284023
Position 414: 0.00017086693886905294
Position 9521: 0.00016546546478609723
Position 9570: 0.00016039016014348845
Position 11225: 0.00016028592324251952
Position 7759: 0.0001571381348864537
Position 302: 0.00015641975627916685
Position 9614: 0.00015613817382345636
Position 14: 0.00014405228003775965
Position 10760: 0.0001425334332657093
Position 10503: 0.00014217718768709742
Position 127: 0.00013644244021707237
Position 10077: 0.00012805499191296198
Position 637: 0.00012410292861352392
Position 419: 0.00011501230186312787
Position 180: 0.00011297740115250227
Position 7289: 0.00010910312644757816
Position 852: 0.0001051209217155677
Position 321: 9.812034767989169e-05
Position 9606: 7.631011821494022e-05
Position 104: 7.103828059451837e-05
Position 9480: 6.1025521765873914e-05
Position 11663: 4.602252267122742e-05
Position 11877: 4.5398378260133293e-05
Position 7770: 4.304558362117055e-05
Position 694: 3.900037921818095e-05
Position 1656: 3.543531541392102e-05
Position 7868: 3.502328007572917e-05
Position 1780: 3.490622921469617e-05
Position 10749: 3.280685683387085e-05
Position 661: 3.029224219383891e-05
Position 11801: 2.8176180394411264e-05
Position 9638: 2.450234800996053e-05
Position 7362: 2.3388947360279038e-05
Position 645: 1.983799481158361e-05
Position 10874: 1.9484855773987086e-05
Position 9559: 1.6108515378446516e-05
Position 56: 1.5939610455212978e-05
Position 173: 1.553743608432444e-05
Position 8294: 1.1669889655148737e-05
Position 150: 1.006915442697659e-05
Position 9364: 9.41696274686e-06
Position 11853: 7.337900427262757e-06
Position 11883: 6.971890713041614e-06
Position 187: 5.630278835343358e-06
Position 1726: 5.063130217537813e-06
Position 869: 4.0236613094277985e-06
Position 445: 3.7603292343045958e-06
Position 22: 3.4493774669870515e-06
Position 1372: 3.079722532708713e-06
Position 7634: 2.783093689704263e-06
Position 3: 2.7672317856194246e-06
Position 10392: 2.35525158905955e-06
Position 32: 2.2799966824098032e-06
Position 580: 1.9608018228188195e-06
Position 433: 1.5979022566865847e-06
Position 511: 1.4630702480923949e-06
Position 819: 1.447134321336996e-06
Position 170: 1.3536466472077956e-06
Position 809: 1.3107430766043715e-06
Position 7541: 9.67835782729966e-07
Position 10553: 9.661232238254277e-07
Position 8084: 9.334848422071321e-07
Position 8056: 9.08223260740273e-07
Position 9: 8.452239970279149e-07
Position 11222: 7.144197945929266e-07
Position 35: 5.094859881903133e-07
Position 27: 2.525557499474767e-07
Position 464: 2.056335025341597e-07
Position 451: 1.9142133176505836e-07
Position 10373: 1.8682612190001552e-07
Position 517: 1.7239621904523728e-07
Position 466: 1.5042977547027932e-07
Position 9387: 4.745407908131362e-08
Position 745: 2.626209025517428e-08
Position 8064: 1.612100804379167e-09
Position 8058: 1.5043438720128378e-09
Position 706: 5.038267229330027e-10
Position 11621: 4.5199359421972936e-10
Position 7412: 1.9384489519339572e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11767: 0.9951993927985138
Position 8001: 0.9927295625256775
Position 7260: 0.9914964666979604
Position 9221: 0.9795953754548729
Position 10441: 0.9740437763808031
Position 5000: 0.9087473177406457
Position 7821: 0.9059979277952722
Position 9367: 0.9057758329793275
Position 11050: 0.7589600860859838
Position 4633: 0.7415810842877343
Position 7522: 0.721655165455062
Position 488: 0.7216259412401457
Position 4076: 0.5851784083032577
Position 11330: 0.5743540173214434
Position 11581: 0.44391888986771927
Position 11560: 0.4273865035381418
Position 11366: 0.37112224171168645
Position 10160: 0.3458963179173372
Position 10705: 0.2661385602619179
Position 5460: 0.2560638279581951
Position 8790: 0.1886565219583151
Position 4796: 0.18360689407806272
Position 502: 0.1752374183032748
Position 5359: 0.16479701314085296
Position 10671: 0.15723665299071315
Position 10113: 0.14771075105576523
Position 7575: 0.13970091247220245
Position 788: 0.12584192796562332
Position 11590: 0.10782004765389476
Position 9686: 0.10269120152296561
Position 10992: 0.09567438615905102
Position 5411: 0.08995668318431918
Position 3828: 0.08302056832079169
Position 957: 0.08217630367819947
Position 10683: 0.06706296907416599
Position 874: 0.06609873183856213
Position 5236: 0.06569283555197854
Position 5030: 0.05418050922149935
Position 5462: 0.04698364878590956
Position 9403: 0.044622531514671875
Position 8793: 0.043402558740825346
Position 5421: 0.036055387982447014
Position 2266: 0.0359014201127738
Position 8766: 0.033513484044243896
Position 10780: 0.032690767933201983
Position 5330: 0.02641376639090879
Position 11147: 0.024634434330210384
Position 7808: 0.024004914909719302
Position 10782: 0.0230638255362739
Position 5456: 0.0228157994275964
Position 8400: 0.02246955698859116
Position 5088: 0.020217675019838753
Position 8426: 0.017085993925025664
Position 10049: 0.01525875783288026
Position 7584: 0.015113890435375631
Position 517: 0.015032142059060925
Position 6673: 0.013764472134499516
Position 10848: 0.013659006052816136
Position 538: 0.013105914617749686
Position 11378: 0.012941664444465756
Position 6634: 0.01291192297188229
Position 5281: 0.010478425078869954
Position 2161: 0.010370524145256086
Position 731: 0.010065055662635384
Position 4000: 0.009896586391399934
Position 7578: 0.009874248626550184
Position 4561: 0.009817729375859884
Position 3633: 0.009723431250833407
Position 5287: 0.009586756465700199
Position 4851: 0.009340839412005792
Position 10776: 0.008654847955703999
Position 7533: 0.007965996229498921
Position 10162: 0.007837030892727845
Position 9721: 0.007491309617918356
Position 1920: 0.007184817777728571
Position 8796: 0.0071251885227451885
Position 5241: 0.0070935395931734
Position 7540: 0.007048650087270698
Position 6026: 0.006900738239282195
Position 11286: 0.006625688458462151
Position 10520: 0.006560267162424081
Position 11398: 0.006434390066657638
Position 4385: 0.006119220374516324
Position 5334: 0.005927684313200761
Position 11299: 0.0057336555390019245
Position 10252: 0.005666608757712254
Position 10235: 0.00558755286413073
Position 10019: 0.005136642780623278
Position 7022: 0.005122042742307608
Position 762: 0.0050942826526729984
Position 10238: 0.005003974894518643
Position 5489: 0.0048830025293654005
Position 6927: 0.00464850869686378
Position 7835: 0.0043477181426905005
Position 9518: 0.004309238883845981
Position 4596: 0.004305869852546296
Position 10283: 0.004185631371330429
Position 10190: 0.004115781630136176
Position 2128: 0.004100852943375798
Position 7327: 0.003827514924094805
Position 5822: 0.0037970874647890954
Position 768: 0.0035524225908012343
Position 991: 0.0035264923462756674
Position 5142: 0.003343230378784924
Position 4607: 0.0033307291739663875
Position 9876: 0.0030865924175289636
Position 544: 0.002911339388139985
Position 7782: 0.002754024092371899
Position 5538: 0.002679112304849178
Position 4045: 0.0026550069041840077
Position 10029: 0.002639194338656117
Position 7587: 0.00263389590880087
Position 7581: 0.002438446660869007
Position 809: 0.0023293091833794595
Position 3804: 0.002324225120029148
Position 2205: 0.002310581246501196
Position 913: 0.002252240663969109
Position 9240: 0.0022322798243233338
Position 7593: 0.002228141583907022
Position 10296: 0.0022255428919539717
Position 8810: 0.002183930052485241
Position 961: 0.0021036610252444096
Position 5368: 0.001942908561452122
Position 5423: 0.0016845596971740123
Position 6255: 0.0016360010319619296
Position 5376: 0.001607475023381467
Position 5503: 0.001604362403320619
Position 4523: 0.0015919799374380559
Position 8816: 0.001579638307772648
Position 10274: 0.001565454490280198
Position 4565: 0.001491764240111105
Position 8278: 0.0014796128823271562
Position 11659: 0.0014705349665506441
Position 7572: 0.0014179479833320277
Position 1469: 0.0012657562120848972
Position 9764: 0.001230815231940672
Position 5466: 0.001187976027814575
Position 5248: 0.001153736671998508
Position 1492: 0.0011431723269682051
Position 9538: 0.0011424450170994022
Position 11019: 0.0011060198634318629
Position 6351: 0.0011037535394946849
Position 819: 0.0010808908759107636
Position 4136: 0.0010782432867564773
Position 2715: 0.0010557549001114315
Position 6549: 0.0009706573930747886
Position 10754: 0.0009567457673566628
Position 8834: 0.0009338819764473097
Position 9437: 0.0009265929412404167
Position 4333: 0.0009011656256464909
Position 5829: 0.0009004691740801482
Position 6321: 0.0008763919532059403
Position 8340: 0.0008754788951351364
Position 4635: 0.0008645807803324702
Position 11086: 0.000846462562606737
Position 8837: 0.0008176652133773673
Position 11903: 0.000808530037574756
Position 592: 0.0007876196047940181
Position 10719: 0.0007851327904825867
