Gene = Sdccag8
index = 956
Annotated 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  39243  53705
  60039  63447 105027 131576 133730 141264 197356]
Annotated 3SS: [ 10091  11538  14209  16396  25624  30163  30520  39103  53551  59903
  63329 104883 131447 133620 141131 197228 205454]
SMsplice 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  34535  39243
  47950  53705  56008  60039  63447  72940 105027 111800 113100 116408
 117294 131576 133730 141264 150425 156432 158513 197356 198054 205287]
SMsplice 3SS: [ 10091  11538  14209  16396  25624  30163  30520  34402  39103  47751
  53551  55891  59903  63329  72850 104883 111700 112957 116300 117166
 131447 133620 141131 150307 156343 158434 197228 197925 205172 205454]
top_k =  500
Partition function (log Z): -89.88374966237801

Sorted 5' Splice Sites (High to Low Probability):
Position 25766: 0.9999989058806558
Position 14324: 0.9981351275031629
Position 16523: 0.9971284459795663
Position 11625: 0.9813291327300333
Position 30710: 0.9753322030251986
Position 396: 0.9488378455635645
Position 10245: 0.7744232251092343
Position 30229: 0.7450827567865811
Position 19936: 0.693991802755017
Position 6832: 0.4756636345432458
Position 34535: 0.459909988220757
Position 21077: 0.45870016424238913
Position 23729: 0.36543063976414525
Position 20136: 0.33086389240849906
Position 15175: 0.2535397036384678
Position 36304: 0.2328152048945427
Position 13929: 0.22391984204408688
Position 18076: 0.22064628196984074
Position 5351: 0.20982306434830497
Position 23964: 0.19427665321137674
Position 30927: 0.17926892279669393
Position 16062: 0.17683290275137986
Position 20661: 0.17141871298427544
Position 617: 0.16435328068197294
Position 19697: 0.15330211250050318
Position 28630: 0.12575404377247124
Position 26579: 0.11667212848157868
Position 30279: 0.10580454191180697
Position 21025: 0.10410309398449274
Position 3529: 0.09865663512056806
Position 32033: 0.09788858426613486
Position 15720: 0.09680207127506903
Position 27093: 0.09138906830983665
Position 30395: 0.08353399920007386
Position 27669: 0.07974899053296296
Position 36939: 0.061959210932400574
Position 31614: 0.04600688300106151
Position 38064: 0.044865236342594816
Position 19017: 0.04332212632204311
Position 29909: 0.04176611667237451
Position 27985: 0.03856048795558813
Position 23769: 0.03682394895179997
Position 4121: 0.03440168340604612
Position 174: 0.0335344396858937
Position 15587: 0.027308321664792384
Position 32053: 0.023633428343698526
Position 39192: 0.02202744480261007
Position 15259: 0.02040346540036202
Position 16336: 0.020266088423890122
Position 30410: 0.019451073436680698
Position 27819: 0.019318317851869486
Position 27678: 0.017953307902719963
Position 21196: 0.01668232634034174
Position 30265: 0.015492736265319735
Position 16066: 0.014844043618425642
Position 434: 0.014517171909220077
Position 29213: 0.014497121034225412
Position 26042: 0.014476027836488842
Position 15134: 0.009799709232489741
Position 15976: 0.009607093691431576
