Gene = Lztfl1
index = 655
Annotated 5SS: [  100  2326  5196  6590  8072  9553  9717 15501 16756]
Annotated 3SS: [ 2200  5000  6528  7999  9486  9638 15323 16651 17521]
SMsplice 5SS: [  100  2326  5196  8150  9553  9717 15501 16756]
SMsplice 3SS: [ 2200  5000  7999  9486  9638 15323 16651 17122]
top_k =  500
Partition function (log Z): 3.5424530896327253

Sorted 5' Splice Sites (High to Low Probability):
Position 9717: 0.9927333109950522
Position 16756: 0.9717536046096632
Position 100: 0.9665992859161985
Position 5196: 0.9570963006688703
Position 15501: 0.8841466817947282
Position 9553: 0.6986655037123044
Position 2326: 0.686796900789486
Position 8150: 0.6795149121062882
Position 6590: 0.5173159986242705
Position 6876: 0.41318997230193133
Position 10241: 0.39694705820241566
Position 14403: 0.3236843943356991
Position 8072: 0.31090742286045986
Position 18510: 0.21598058073575163
Position 7893: 0.18816134060056566
Position 18234: 0.15654050057249788
Position 3834: 0.14887860409297696
Position 11863: 0.14451541050550007
Position 5987: 0.13770437245424655
Position 6897: 0.12738920715288374
Position 7346: 0.11218353737981676
Position 19139: 0.10744171556258282
Position 14441: 0.10411362646853371
Position 11823: 0.1024404228279665
Position 3784: 0.10047654462610234
Position 4198: 0.08245355248931842
Position 6036: 0.07151185822840785
Position 4470: 0.07032861909272521
Position 3276: 0.0698091892336242
Position 2741: 0.06780449017612503
Position 2660: 0.06374849830961642
Position 1795: 0.06076275318072583
Position 595: 0.05766425414274247
Position 11891: 0.043597327924653616
Position 7897: 0.04104386174179103
Position 17853: 0.03487408166515583
Position 15993: 0.02932850426555809
Position 2106: 0.027897756644240494
Position 1151: 0.021448870979910748
Position 560: 0.01985216328871255
Position 2812: 0.019424408720230074
Position 7020: 0.018699915055791654
Position 3970: 0.014892347108443615
Position 10212: 0.014616368070683426
Position 6600: 0.012997359762840839
Position 7821: 0.012253420450556052
Position 1163: 0.011240206600665199
Position 2291: 0.010010726335717384
Position 10206: 0.00981828559621502
Position 17884: 0.00944362850889599
Position 7329: 0.00889702703273518
Position 4218: 0.008669428022034083
Position 303: 0.008025295785465016
Position 8307: 0.007506652738971024
Position 5154: 0.0067287466881382155
Position 1898: 0.0062079290092208975
