Gene = Xpr1
index = 1194
Annotated 5SS: [   164  32719  71777  85167  86992  88731  93016 104159 104571 108379
 109708 124221 127135 134117]
Annotated 3SS: [ 32666  71674  84942  86841  88646  92933 103967 104390 108206 109512
 124053 126997 133894 136258]
SMsplice 5SS: [   164  32719  71777  77037  85213  86992  88731  93016 109708 120310
 127135 134117 139076]
SMsplice 3SS: [ 32666  71674  76931  84942  86841  88646  92933 109512 120228 126997
 133894 138964 140175]
top_k =  500
Partition function (log Z): -86.77691596143889

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9288992291143483
Position 1104: 0.25072767440836946
Position 363: 0.05578816447919064
Position 2382: 0.05558314762096545
Position 2283: 0.05153997924891581
Position 9523: 0.04977574229215494
Position 4701: 0.030461390750799584
Position 4055: 0.02584481802154115
Position 1277: 0.022156953524041068
Position 1779: 0.014422301269544956
Position 2498: 0.006003701316726661
Position 544: 0.0055573122278569365
Position 157: 0.005100289096670888
Position 445: 0.004173830935916086
Position 4899: 0.003161866156653074
Position 5316: 0.0014883549487983564
Position 70: 0.000531088825883892
Position 472: 0.00045388600374592514
Position 2013: 0.0004241988194022407
Position 704: 0.00021756552919128554
Position 919: 0.0002095865394745086
Position 549: 0.00017890585714497713
Position 900: 0.00017110955067328222
Position 182: 0.00016644730012034696
Position 148: 0.00016319936111353257
Position 76: 0.00012334671661275179
Position 1069: 8.503196447033538e-05
Position 100: 7.131387054065925e-05
Position 695: 5.237025744730886e-05
Position 3303: 4.4734730246211735e-05
Position 136: 2.2687880426506695e-05
Position 636: 2.2417506330122763e-05
Position 510: 2.0886955863318266e-05
Position 774: 1.5645262472643216e-05
Position 1699: 2.1014644767016207e-06
Position 661: 1.543147792857349e-06
Position 676: 1.2082261478478294e-06
Position 53: 5.190424084039516e-07
Position 12: 3.0398443738963394e-07
Position 179: 1.0535198090081081e-07
Position 28: 1.0459334484131199e-07
Position 34: 2.5010263392709874e-08
Position 205: 1.2447392390916253e-08
Position 22: 1.2287595488778032e-08
Position 328: 8.355411187996357e-09
Position 463: 6.866799533265807e-09
Position 426: 6.007023109473653e-09
Position 423: 2.5368977788260337e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9400: 0.2788730927439094
Position 6431: 0.13429999234586323
Position 951: 0.11651021222595183
Position 993: 0.0838750885927686
Position 3774: 0.07104902277243455
Position 13226: 0.06645413650930644
Position 4509: 0.06081631835548775
Position 6083: 0.056875652274029236
Position 2250: 0.04268464549247352
Position 2200: 0.04161701379356111
Position 899: 0.03926935165236643
Position 9638: 0.03784194587162737
Position 9396: 0.03265577232160762
Position 9603: 0.03162968248000676
Position 11713: 0.02864762994059755
Position 1185: 0.027838007452292934
Position 2136: 0.027240046593820292
Position 11211: 0.019992621411114457
Position 1010: 0.018424290552733497
Position 1571: 0.015911444475982084
Position 4759: 0.015782034146447087
Position 2177: 0.015680499601524248
Position 2575: 0.01526051608747251
Position 4915: 0.015006353398922208
Position 6682: 0.012798397612074075
Position 6087: 0.011990793478313862
Position 1990: 0.011921144420777397
Position 2600: 0.011339747491040759
Position 6452: 0.009704555770625966
Position 2078: 0.009514006727135522
Position 3793: 0.009335887061049255
Position 1908: 0.00789496796555363
Position 4691: 0.0076836196241171
Position 1536: 0.007542375071334718
Position 7546: 0.00732535473328293
Position 2219: 0.006744938138198019
Position 1043: 0.006207435710880801
Position 8862: 0.00586854778325731
Position 347: 0.005664970306823238
Position 2662: 0.005664825086312868
Position 7804: 0.004877092498262582
Position 2374: 0.0044401676881054815
Position 3374: 0.004339170553022625
Position 4433: 0.003960173517172828
Position 3346: 0.0038371465119290075
Position 7590: 0.003782451914908998
Position 7822: 0.0031778283494406996
Position 576: 0.0027107211000400367
Position 1206: 0.002692489265492566
Position 5423: 0.002673406527420692
Position 1195: 0.002463665246110881
Position 4177: 0.0022961618561189107
Position 6855: 0.002252001994316577
Position 3260: 0.0021808116572600536
Position 1666: 0.002040691123180966
Position 6239: 0.0020189231510687167
Position 5119: 0.0019427048577091036
Position 2348: 0.001887539090267099
Position 5925: 0.0018531047680065233
Position 4362: 0.0018355623461661446
Position 5954: 0.0017865913275449767
Position 242: 0.0016232983024500457
Position 3446: 0.0016150561352670499
Position 4404: 0.0015646614363325493
Position 4198: 0.0015442582872399633
Position 3972: 0.0014008133932654203
Position 3090: 0.0013012428210682633
Position 3212: 0.0012549389587631866
Position 4359: 0.0012155428319041137
Position 2287: 0.0011501988529776612
Position 922: 0.0010638339474209396
Position 975: 0.0007583317167819873
Position 3072: 0.0007421140421383845
