Gene = Lipt1
index = 638
Annotated 5SS: [120]
Annotated 3SS: [2657]
SMsplice 5SS: [120]
SMsplice 3SS: [1776]
top_k =  500
Partition function (log Z): -8.171358944271212

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.7932883348539409
Position 3027: 0.1662506103422413
Position 2990: 0.14826588896859327
Position 1491: 0.1432535072219796
Position 208: 0.12183068226318014
Position 1911: 0.11905427538015624
Position 3629: 0.10704738338895774
Position 1944: 0.0998241487980038
Position 440: 0.03381861374770612
Position 459: 0.031127173803295136
Position 1939: 0.0248782768262792
Position 3360: 0.023961011558755047
Position 645: 0.018326830238943107
Position 1132: 0.012048820034624928
Position 317: 0.011386218290909687
Position 1151: 0.010129323027170374
Position 1687: 0.010074090953036598
Position 2547: 0.009595182929034055
Position 401: 0.006295458741182574
Position 623: 0.004947658035166395
Position 3058: 0.004757991347671839
Position 273: 0.002572220823786843
Position 1077: 0.0024011194220362785
Position 2154: 0.0020312895620272016
Position 2530: 0.0019192206096017646
Position 1195: 0.0017635158678428523
Position 2909: 0.0015350328627163387
Position 545: 0.001032095334508106
Position 1608: 0.0008611072533040496
Position 59: 0.0007444316935432535
Position 186: 0.00073050232571665
Position 160: 0.0006641185367994047
Position 3180: 0.0005238900189681521
Position 145: 0.00042737917729664755
Position 1978: 0.0003327953163742224
Position 1634: 0.00025711586678031905
Position 190: 0.00022791008528469863
Position 1460: 0.00018510963387493397
Position 262: 0.00018380836714701067
Position 383: 0.0001439825905573781
Position 1672: 0.00013884445806601904
Position 1713: 0.00013673340504973376
Position 1483: 0.0001333934713268704
Position 1619: 0.00011925664922812666
Position 1691: 8.927640368267774e-05
Position 212: 8.720333378179754e-05
Position 962: 7.690364082962154e-05
Position 735: 6.227632737767586e-05
Position 312: 5.0276087191400995e-05
Position 579: 4.7426516844238404e-05
Position 366: 4.047359260557176e-05
Position 1477: 3.931363447492214e-05
Position 1121: 3.4320810374423134e-05
Position 294: 3.2146099266137316e-05
Position 2254: 2.2324882845174155e-05
Position 1793: 2.204103675364997e-05
Position 387: 2.4035176249374435e-06
Position 234: 2.0674405254686373e-06
Position 139: 1.6578065418844785e-06
Position 124: 1.5354687095283851e-06
Position 450: 7.916725178649388e-07
Position 344: 3.970433973546838e-07
Position 163: 2.453022489672635e-07
Position 113: 1.2201706149676993e-07
Position 63: 1.152798088407977e-07
Position 412: 6.836347725569e-08
Position 43: 6.677023783214913e-08
Position 45: 4.937056234355e-08
Position 52: 4.044812192133794e-08
Position 72: 3.4278866418668006e-08
Position 29: 1.7570923747298526e-10
Position 338: 9.566763783533339e-11
Position 349: 6.921935734823318e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1776: 0.3493023085970089
Position 2885: 0.19443545654760563
Position 2763: 0.15874294453210425
Position 1385: 0.1392197120765986
Position 3087: 0.13852964702175538
Position 2657: 0.1269922225750971
Position 3857: 0.12646239175596508
Position 3135: 0.12620435806610947
Position 3531: 0.09469179848853512
Position 3206: 0.07034134805889541
Position 1518: 0.0659052514532798
Position 2803: 0.03177161909783324
Position 3412: 0.030652528174635988
Position 3148: 0.027785657306597975
Position 3240: 0.027747428124459662
Position 1057: 0.025994958552557824
Position 3974: 0.02175613879513975
Position 2931: 0.014690192638497948
Position 3924: 0.013175561513862281
Position 1830: 0.011134711513741345
Position 2318: 0.010210828988762927
Position 2706: 0.00966107990913317
Position 2682: 0.008718212779324382
Position 315: 0.007913323893032558
Position 496: 0.007662221606166944
Position 2858: 0.007446868551649876
Position 1322: 0.007030212610345045
Position 3099: 0.006067257118920345
Position 2452: 0.005754746930370756
Position 4014: 0.005248163906659034
Position 522: 0.005234208969089606
Position 364: 0.0037588638199967635
Position 1294: 0.0034467017950799562
Position 2830: 0.003207205779596037
Position 2473: 0.0029500992429128442
Position 3528: 0.002892635019837121
Position 294: 0.0022335631309328007
Position 3550: 0.0018144681819081967
Position 1634: 0.001754324527355533
Position 1297: 0.0016206915802290426
Position 3807: 0.001490285916387994
Position 535: 0.0014507577722278867
Position 2511: 0.0012991010730466737
Position 853: 0.0012706762880577561
Position 251: 0.0011204175970339029
Position 243: 0.0010832535531162132
Position 1330: 0.0010233529697725474
Position 1411: 0.0010197522854065726
Position 516: 0.0009266347048785409
Position 2958: 0.0008410234417427469
Position 3957: 0.0008325139328162509
Position 1063: 0.000780123307982718
Position 1607: 0.0006929899434971714
Position 3111: 0.0006574230306885797
Position 857: 0.0006054418104004372
Position 3767: 0.000589042096168332
Position 2712: 0.0005649972506580518
Position 1003: 0.0004419524264925701
Position 836: 0.00035441395778185934
Position 338: 0.0003276779142587965
Position 371: 0.0003223178266894162
Position 827: 0.0002828718560583769
Position 503: 0.0002146225173072286
Position 3334: 0.00019505433208445806
Position 579: 0.0001596103685701039
Position 400: 0.0001334204640715404
Position 962: 0.00013176581303328541
Position 1020: 0.00011295718396425373
Position 1439: 8.983781335142252e-05
Position 1031: 8.403214521429996e-05
Position 1035: 8.163168579702067e-05
Position 330: 6.834821851913766e-05
Position 419: 4.7113396489948256e-05
Position 1430: 4.520144321230734e-05
Position 525: 4.2870852725220636e-05
Position 344: 4.2741973125514173e-05
Position 1076: 3.12154559051804e-05
Position 1009: 3.101048834725376e-05
Position 1477: 2.8781793260117713e-05
Position 1418: 2.8142308761763382e-05
Position 500: 2.635807470437254e-05
Position 366: 2.562412664062693e-05
Position 2110: 2.3683184656904666e-05
Position 945: 1.898019130408133e-05
Position 911: 1.6902869989915058e-05
Position 2144: 5.1638650001673575e-06
Position 915: 3.054691818484091e-06
Position 1073: 3.0406071870629783e-06
Position 628: 1.98629519684487e-06
Position 1098: 1.875489592886444e-06
Position 383: 1.8061655377423507e-06
Position 537: 1.0172120648133449e-06
Position 545: 9.756373459651274e-07
Position 549: 7.565850713489785e-07
Position 587: 7.1183899288871e-07
Position 186: 6.374488193816224e-07
Position 666: 6.484457912102931e-08
