Gene = Svip
index = 1047
Annotated 5SS: [ 281 2084 2673]
Annotated 3SS: [2032 2558 6240]
SMsplice 5SS: [ 281 2126 2673 6763 6936]
SMsplice 3SS: [2032 2558 6683 6853 7730]
top_k =  500
Partition function (log Z): -2.489830589821295

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9288290771183405
Position 6763: 0.9288079801199899
Position 2673: 0.8666349913502234
Position 6936: 0.7056343097496708
Position 2126: 0.6191832811979145
Position 6547: 0.2962917958000211
Position 6419: 0.23998642742577694
Position 6325: 0.2342618525742788
Position 3326: 0.21858022025623028
Position 3502: 0.1935838905086033
Position 5282: 0.18213336148346043
Position 3338: 0.16850473648589862
Position 4676: 0.15088040279221016
Position 1369: 0.08709545157805842
Position 6349: 0.08378988371127846
Position 7483: 0.08226966844846949
Position 6974: 0.07200733300941427
Position 8097: 0.06877120355965045
Position 2084: 0.04888297780276464
Position 4791: 0.04536051073967938
Position 2145: 0.039922133360740714
Position 1597: 0.03806092408613399
Position 7787: 0.037488511658603084
Position 2164: 0.02404062681720511
Position 142: 0.022774224177864233
Position 347: 0.021805664898617766
Position 1128: 0.021259273876202703
Position 137: 0.017305316903107076
Position 695: 0.01591225527948005
Position 4827: 0.013300522833088716
Position 7601: 0.012616216992211424
Position 476: 0.011259387473087926
Position 1343: 0.01100620461276559
Position 4748: 0.01097678226521193
Position 86: 0.009055254109467541
Position 5127: 0.008756442077394084
Position 6405: 0.008213364579387969
Position 7103: 0.007275054411747471
Position 8674: 0.0070327961687610754
Position 553: 0.006358137974195654
Position 566: 0.005709398327390267
Position 5103: 0.005499972976568269
Position 5792: 0.0043212140419352126
Position 6366: 0.004007743072293296
Position 2293: 0.003991704997358618
Position 2360: 0.0026808028403418212
Position 2151: 0.002570004812221494
Position 5870: 0.0024350401946341914
Position 1335: 0.002354381418439165
Position 2147: 0.002292129369903647
Position 6305: 0.0021741386706101064
Position 1393: 0.0017256558871290618
Position 2238: 0.0017062200441033558
Position 1455: 0.001351128462484822
Position 402: 0.0013380109395722344
Position 2369: 0.0013146583714624606
Position 4286: 0.0012999874654825486
Position 107: 0.0011458419336475357
Position 1937: 0.0010057418226983128
Position 1971: 0.0009708646392284388
Position 1276: 0.0009579129489664602
Position 5086: 0.0009324560077569796
Position 4714: 0.00086739688735691
Position 3345: 0.000855745670587497
Position 3310: 0.0008518523222908972
Position 1889: 0.0008324915285149127
Position 4260: 0.0007733856270750116
Position 4650: 0.000650456532563079
Position 1746: 0.0006292862086418456
Position 1108: 0.0005860064477975339
Position 3388: 0.0005797056686512483
Position 4696: 0.0005785513596653798
Position 1341: 0.000555668806340631
Position 1439: 0.0005325598501610252
Position 3461: 0.0005117651345274684
Position 2495: 0.00045441472036497323
Position 2677: 0.00042688039128273433
Position 1720: 0.00037370331392745735
Position 4769: 0.0003133941909634961
Position 4838: 0.00031075403283322
Position 3421: 0.00024032551410854867
Position 4298: 0.0002378274804589403
Position 1484: 0.00021958410776565555
Position 1577: 0.0002088472984746666
Position 1884: 0.00020304328880889184
Position 1859: 0.00019434930114872284
Position 1932: 0.00018257809413762483
Position 2621: 0.0001798230565016428
Position 1463: 0.00017605342861359182
Position 1472: 0.00016059440819381218
Position 1151: 0.0001579934233774526
Position 4241: 0.00015752503918321046
Position 7369: 0.00014055439642072766
Position 613: 0.00012251978924538424
Position 1566: 0.00011716767523284267
Position 701: 0.00011692109240064649
Position 602: 9.399264969782914e-05
Position 1872: 9.10311139950876e-05
Position 1278: 8.516257094677958e-05
Position 3018: 4.7151601037540894e-05
Position 2588: 4.666845946378426e-05
Position 153: 2.3107974641585318e-05
Position 24: 2.3021491345092595e-05
Position 817: 2.0753474683278584e-05
Position 2130: 2.030141503487352e-05
Position 306: 1.913281401499595e-05
Position 777: 1.831667573639749e-05
Position 1157: 1.5785817481783406e-05
Position 876: 1.42488988286502e-05
Position 29: 1.1380538032477608e-05
Position 256: 1.0021201188436007e-05
Position 27: 8.939555520529697e-06
Position 90: 8.217724011492641e-06
Position 213: 7.525432769265476e-06
Position 285: 6.0838521226021575e-06
Position 1173: 5.1330273053203894e-06
Position 465: 5.010031914110034e-06
Position 540: 4.329113758610666e-06
Position 594: 3.847824338271857e-06
Position 1022: 3.155673139786078e-06
Position 844: 2.542881735997352e-06
Position 221: 2.4882215564652803e-06
Position 199: 2.216622041890957e-06
Position 21: 2.0970556525039095e-06
Position 859: 1.5903685809968125e-06
Position 438: 1.387209995934145e-06
Position 768: 5.882068755528781e-07
Position 640: 5.446514962116366e-07
Position 728: 5.202173155745575e-07
Position 456: 4.7475861189564463e-07
Position 235: 2.8776341841947363e-07
Position 2095: 2.773036311357658e-07
Position 300: 2.374841827003568e-07
Position 330: 1.7702239675607616e-07
Position 246: 1.3596665387932296e-07
Position 335: 1.3141457688429492e-07
Position 2232: 6.892264318195021e-08
Position 324: 5.897298585475762e-09
Position 421: 1.4805788627687298e-09
Position 440: 1.8588216687987445e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6853: 0.8192191113081001
Position 2558: 0.812909390592245
Position 2032: 0.7189858881406198
Position 6240: 0.646064260104504
Position 6683: 0.6178960360754334
Position 6502: 0.5805600385518638
Position 3127: 0.505919388924853
Position 7730: 0.2555670909530268
Position 4583: 0.2177545613985654
Position 8545: 0.18263347095518231
Position 5197: 0.15153416136869752
Position 7847: 0.1426569924012225
Position 7368: 0.1366847096160964
Position 1242: 0.12902604799152487
Position 7622: 0.09539490732932389
Position 8665: 0.0846089992171184
Position 3406: 0.052831923055863136
Position 7892: 0.04656490809742357
Position 2400: 0.03251213220320179
Position 6888: 0.0313062816561863
Position 5006: 0.027200554922765224
Position 7958: 0.021904436838136622
Position 1006: 0.02117743015577323
Position 5162: 0.018587516253716997
Position 7045: 0.017023668907726115
Position 462: 0.016974030535851496
Position 3378: 0.014915581712766787
Position 7697: 0.014660320294839203
Position 8075: 0.013969483170065421
Position 8177: 0.01081895706777394
Position 2588: 0.010407768853398603
Position 1965: 0.010299931386990705
Position 1446: 0.010207078139536512
Position 7702: 0.009398010071531336
Position 2425: 0.008987888448348674
Position 380: 0.008044542028150458
Position 8832: 0.008000490389819355
Position 7478: 0.0077288811145891576
Position 6874: 0.007374000460751927
Position 2163: 0.007268407204362114
Position 7523: 0.006084400238198943
Position 5699: 0.005925229827586769
Position 7050: 0.0055740528906184405
Position 1776: 0.005269133629580469
Position 3319: 0.005185966482776944
Position 7192: 0.005100394789357523
Position 6638: 0.0050896796571787035
Position 1970: 0.004940577989801163
Position 4714: 0.004387825274058051
Position 8777: 0.004344628271345765
Position 401: 0.003814620459873821
Position 180: 0.003801703070230444
Position 256: 0.0037977388908707636
Position 8799: 0.003306929302070118
Position 1542: 0.0028519160671333014
Position 3172: 0.002643841019085482
Position 3442: 0.002493095898348449
Position 8117: 0.002259830903553522
Position 4025: 0.002110236865795134
Position 540: 0.001972425505835482
Position 421: 0.001851512523163175
Position 6180: 0.0018490230243113604
Position 2036: 0.0016934155610103484
Position 1484: 0.0016394267538195428
Position 3486: 0.001559594730761065
Position 4428: 0.0011154918748347421
Position 7404: 0.0010800225575805123
Position 7509: 0.0009131217682124664
Position 4507: 0.0009119834604208812
Position 6896: 0.0008460096889588414
Position 5752: 0.0008310244089826421
Position 605: 0.0007840957629529742
Position 2282: 0.0007400899776873331
Position 2459: 0.0007219983289325294
Position 507: 0.0007014983950549204
Position 1401: 0.00056914945987726
Position 1937: 0.0005301920493417691
Position 1012: 0.0005029843265842443
Position 2592: 0.0004479092456919991
Position 2511: 0.00037008623131485263
Position 938: 0.00034986810842835704
Position 1254: 0.0003285613050836826
Position 2288: 0.00031595270118571055
Position 7627: 0.0003135241165504065
Position 2038: 0.00028332858966686287
Position 7017: 0.0002684499528896115
Position 2478: 0.00024391549306232636
Position 4058: 0.0002386955755670988
Position 2211: 0.00022332468293506446
Position 187: 0.00022318281235584323
Position 1341: 0.00022273501329924113
Position 3204: 0.0002172875112926209
Position 7278: 0.00021140115037411543
Position 1594: 0.00017487741573906886
Position 2318: 0.00016418213479773222
Position 1827: 0.00016119484615906217
Position 3251: 0.00015313200403422808
Position 433: 0.00014302310848415803
Position 549: 0.00012695299749308477
Position 1888: 0.00012321706104288592
Position 4067: 0.00011979317083747596
Position 3143: 0.00010323455134056777
Position 4399: 0.00010172959494171216
Position 2434: 9.544231876076188e-05
Position 966: 8.503097723000924e-05
Position 1872: 7.62834510997777e-05
Position 565: 7.048302985733806e-05
Position 2615: 5.6314098851548844e-05
Position 8547: 5.4879217954648776e-05
Position 2909: 4.7151601037540894e-05
