Gene = Paf1
index = 788
Annotated 5SS: [ 304  748 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
Annotated 3SS: [ 717 2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
SMsplice 5SS: [ 304 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
SMsplice 3SS: [2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
top_k =  500
Partition function (log Z): 29.59754808351739

Sorted 5' Splice Sites (High to Low Probability):
Position 5799: 0.9988807082637263
Position 304: 0.9822928071731748
Position 2922: 0.9732171346555623
Position 2185: 0.9536369182165296
Position 3999: 0.9487668392754827
Position 3776: 0.9223007531608736
Position 3107: 0.9208162688295567
Position 5603: 0.9081005473046144
Position 2589: 0.8431171054379136
Position 3252: 0.8355194146793108
Position 3437: 0.7900997446873383
Position 2745: 0.6921471162939798
Position 748: 0.501980122239606
Position 5995: 0.41117120994763784
Position 2750: 0.26386946737664563
Position 4169: 0.1193221652021881
Position 5350: 0.1052180755879741
Position 3780: 0.04593951460015821
Position 5645: 0.03188312072063176
Position 5060: 0.02754493221013339
Position 2610: 0.026727074552754856
Position 3923: 0.025473605084999722
Position 2937: 0.022427306687293674
Position 3965: 0.014613257929728654
Position 3790: 0.013022601639678732
Position 5541: 0.011633245359046064
Position 801: 0.01100304197992782
Position 3784: 0.00817115577449783
Position 191: 0.008043936386792811
Position 5264: 0.006433566199160292
Position 6010: 0.005569639862009978
Position 6055: 0.004021170504050029
Position 2763: 0.0033947965281519617
Position 3225: 0.0026869637130519483
Position 1894: 0.002024213464652909
Position 3796: 0.0019616613611813005
Position 531: 0.001942884289451642
Position 466: 0.0018620653044378768
Position 2289: 0.0016674933090956071
Position 56: 0.0016472861248937897
Position 402: 0.0016441635570722257
Position 447: 0.0015110832493736926
Position 1076: 0.00139552013713013
Position 2593: 0.0012159480567859766
Position 477: 0.0010343198656049544
Position 3357: 0.001007781510343377
Position 415: 0.0009711706009080341
Position 1234: 0.0009285283500347598
Position 1041: 0.0008987280765227042
Position 251: 0.0008561880832932465
Position 5938: 0.0007174808334296313
Position 5641: 0.0006740347022465024
Position 1722: 0.0006461345901280763
Position 1708: 0.0006323910111217841
Position 2855: 0.0006317920954040894
Position 3581: 0.0005661145681638321
Position 31: 0.0005365031301195295
Position 3802: 0.0005274945435303845
Position 4672: 0.0005257224904499273
Position 541: 0.0005246694463687705
Position 4613: 0.0005228534293136677
Position 520: 0.0004943501640024331
Position 1980: 0.0004458479985725542
Position 3444: 0.00041182728508414387
Position 2926: 0.00040337688114889717
Position 1356: 0.0003895990662094466
Position 3394: 0.0003624577161994372
Position 3492: 0.00032621281344930427
Position 1898: 0.0002916874621681974
Position 3277: 0.00028639609162244055
Position 3461: 0.00026735503456316086
Position 1064: 0.00025854460320368756
Position 3807: 0.00024005132044845414
Position 3441: 0.00023604425234383529
Position 2591: 0.00023003479258707944
Position 2318: 0.00021933777819517356
Position 2540: 0.00021722771871251315
Position 1514: 0.0002152708751906408
Position 6025: 0.00020934350935069727
