Gene = Ivl
index = 597
Annotated 5SS: [44]
Annotated 3SS: [955]
SMsplice 5SS: [186]
SMsplice 3SS: [955]
top_k =  500
Partition function (log Z): -8.930213016327762

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.639807800313751
Position 44: 0.2159915250726249
Position 35: 0.1079529585792934
Position 1240: 0.042483436910214126
Position 402: 0.029904650911484133
Position 2135: 0.010162291618450005
Position 384: 0.009705456984869555
Position 890: 0.009505274651535061
Position 1111: 0.007586477074317126
Position 190: 0.0058594745132540815
Position 852: 0.005061399895482048
Position 683: 0.003427816206238485
Position 1196: 0.003188292815272532
Position 881: 0.002871546779994421
Position 1451: 0.0020069861456810836
Position 588: 0.0011679970229018224
Position 1042: 0.0010491934361353565
Position 524: 0.0006870911754658982
Position 451: 0.0006694796682420066
Position 610: 0.000386650089747373
Position 296: 0.00032365997751892275
Position 389: 0.00027643192387336523
Position 267: 0.0002658238347346877
Position 258: 0.00019874790619970063
Position 849: 0.00018130735904621842
Position 809: 8.5952893699711e-05
Position 50: 8.438052131448282e-05
Position 211: 4.3963628075401345e-06
Position 721: 2.6946305544963936e-06
Position 78: 2.685904508035733e-06
Position 581: 2.044199986068076e-06
Position 738: 1.719038817268425e-06
Position 829: 1.7034845052284961e-06
Position 238: 1.6942071979288984e-06
Position 62: 7.159643785132694e-07
Position 501: 2.445926619162817e-07
Position 130: 2.424360786972008e-07
Position 192: 2.0072368184293339e-07
Position 39: 1.93699551358344e-07
Position 755: 1.3786029173414721e-07
Position 69: 1.340024202262456e-07
Position 48: 1.1257429784674994e-07
Position 111: 5.729800181965474e-08
Position 113: 5.216330456611267e-08
Position 124: 2.090032452646739e-08
Position 345: 4.003593733377652e-14
Position 307: 2.3522576263448496e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 955: 0.6041892415392336
Position 2636: 0.1370574902627071
Position 819: 0.10136113265928516
Position 926: 0.04895716706216456
Position 1054: 0.04236992728307952
Position 967: 0.020344898109916455
Position 1989: 0.01688269478390485
Position 653: 0.011336257374025332
Position 345: 0.010282270849377082
Position 1026: 0.006744932657990152
Position 1015: 0.006590331944443064
Position 296: 0.006466340727059573
Position 1341: 0.006140551164620545
Position 2572: 0.004845856645809401
Position 555: 0.004666609973639133
Position 1110: 0.004595655330019476
Position 609: 0.004543390219721676
Position 711: 0.004295426015010648
Position 307: 0.004035118057266981
Position 2790: 0.0037668608331374604
Position 1344: 0.003462290956407426
Position 1992: 0.0029774183097283657
Position 2453: 0.002851781000891836
