Gene = Mgarp
index = 677
Annotated 5SS: [ 122 4724 5323]
Annotated 3SS: [4619 5228 7224]
SMsplice 5SS: [ 122 4724 5323]
SMsplice 3SS: [4619 5228 7224]
top_k =  500
Partition function (log Z): -7.215549604687819

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.976152424192978
Position 4724: 0.8504435218622307
Position 5323: 0.7481910722956395
Position 483: 0.06878059783202463
Position 516: 0.06066363731468536
Position 2282: 0.059720659548820984
Position 600: 0.024121828422156412
Position 4531: 0.02381974872595181
Position 2576: 0.017670847406049836
Position 6161: 0.01749951255210779
Position 6214: 0.01147702925364091
Position 4695: 0.009205020674846711
Position 4703: 0.009102461695268677
Position 613: 0.00807486167214632
Position 195: 0.007647516611021548
Position 467: 0.007614077021630327
Position 1569: 0.0070121500938031805
Position 5126: 0.006567657116612063
Position 4691: 0.006323684584118472
Position 7104: 0.005826220121458985
Position 6977: 0.005231124295303318
Position 4557: 0.004679096961010743
Position 672: 0.004430803904655394
Position 755: 0.0036285197323305918
Position 4890: 0.0030439177824254605
Position 4874: 0.002829150168965444
Position 1971: 0.0021815733240719767
Position 2275: 0.0016542032042856645
Position 4515: 0.0016102165320303718
Position 6971: 0.0015332570144917907
Position 5011: 0.0010120200529340271
Position 325: 0.0005326331821572294
Position 5328: 0.00027039879387187555
Position 556: 0.00012048601594218946
Position 98: 9.210336918960423e-05
Position 4845: 7.678873214553297e-05
Position 6000: 6.501465071220677e-05
Position 747: 5.687677248871701e-05
Position 649: 3.758418983458556e-05
Position 1896: 3.688935828894918e-05
Position 1917: 3.5583091033241724e-05
Position 42: 2.9784256697044485e-05
Position 1132: 2.3298491086123585e-05
Position 534: 2.293800627990364e-05
Position 184: 2.0762382735274902e-05
Position 4688: 1.979688095535453e-05
Position 1096: 1.75865031341651e-05
Position 1410: 1.5762740028061426e-05
Position 487: 1.532474511324366e-05
Position 126: 1.469978312031154e-05
Position 205: 1.2636016908436195e-05
Position 355: 1.1385140321644551e-05
Position 5632: 8.516005009478495e-06
Position 538: 7.196083417906632e-06
Position 2375: 6.6637677813384044e-06
Position 147: 4.966909098806669e-06
Position 58: 4.530236867191364e-06
Position 2267: 3.6424524723575443e-06
Position 349: 3.3231283630611215e-06
Position 430: 3.073346220416216e-06
Position 128: 2.78419228518028e-06
Position 404: 2.643133980406666e-06
Position 60: 2.2624483599278233e-06
Position 294: 1.6269138956188196e-06
Position 330: 3.39164912526298e-07
Position 300: 2.994313844419957e-07
Position 422: 1.5968707601232637e-07
Position 369: 1.5843165828872947e-07
Position 453: 5.7673525130421476e-08
Position 359: 5.6364531357110296e-08
Position 508: 9.273871184534526e-11
Position 380: 4.094256441234097e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4619: 0.771506218064455
Position 5228: 0.6681831617178287
Position 7224: 0.19907589415100407
Position 5910: 0.16798318500275297
Position 5505: 0.12935014947497242
Position 4644: 0.0914973112645937
Position 6796: 0.08188658522986442
Position 2203: 0.06876893352071645
Position 5109: 0.06634650781596532
Position 349: 0.06240151123439971
Position 420: 0.05077936596314536
Position 4963: 0.04868202060024696
Position 6070: 0.04685516315624851
Position 4426: 0.04628777711115435
Position 6122: 0.03858822081263522
Position 515: 0.03656449051979352
Position 5690: 0.03603854769311579
Position 7955: 0.031136974047190215
Position 7376: 0.026522594145551064
Position 2483: 0.02633245506968044
Position 5575: 0.022799725623311347
Position 8009: 0.020640203274271778
Position 5194: 0.016560911156648702
Position 4771: 0.015465829814957349
Position 7347: 0.01380547635745243
Position 6322: 0.013654807469619449
Position 6151: 0.009783252367319717
Position 5252: 0.009772556207805838
Position 4818: 0.008173317079910277
Position 6462: 0.008012507214417592
Position 6808: 0.00759616973210913
Position 5237: 0.0070974892720724134
Position 6108: 0.005933955075567661
Position 6067: 0.005336022730954148
Position 5546: 0.0053036292422984745
Position 2761: 0.004406744225258427
Position 4568: 0.004167408067468714
Position 6815: 0.003933937451148963
Position 5349: 0.003924452192443762
Position 6584: 0.0037330114530689444
Position 6268: 0.0034598399283522754
Position 372: 0.0034445489166732217
Position 5859: 0.0034182013762658362
Position 6628: 0.0031796452150413745
Position 453: 0.002635393522337538
Position 5438: 0.0024883828879010772
Position 5978: 0.002420353765612819
Position 7616: 0.0022490375848392297
Position 5551: 0.002229954405599502
Position 369: 0.0021970951854825716
Position 5383: 0.0019310771703197349
Position 7682: 0.0017253858393551835
Position 7894: 0.001676544426328905
Position 1356: 0.001672750712721816
Position 2171: 0.0015376412992336194
Position 6023: 0.0014712320034281456
Position 6896: 0.0014494225016838985
Position 7831: 0.0014201687634715057
Position 300: 0.0014113285113700703
Position 1470: 0.0013638004754306092
Position 2224: 0.0012271833414071276
Position 7853: 0.0012139375190049328
Position 7350: 0.001197330398263228
Position 1778: 0.00119551231105102
Position 7389: 0.0011627657595924947
Position 1361: 0.0011089915211083675
Position 4694: 0.0010513819765808371
Position 1544: 0.0010436994321210283
Position 7622: 0.001017770835967055
Position 284: 0.001004005870670479
Position 6500: 0.0009716302155838755
Position 600: 0.0009102241530675779
Position 7490: 0.0009054466172520758
Position 8081: 0.0007976908881828649
Position 1414: 0.0007265294826409334
Position 4870: 0.0007250110277350686
Position 400: 0.0007219999427732936
Position 8125: 0.0006831588325053774
Position 5587: 0.0005946026636111938
Position 2063: 0.0005908133739974502
Position 4263: 0.0005796242142653412
Position 1656: 0.0005572876336033779
Position 6051: 0.0005515434885620346
Position 5692: 0.0005074700338581003
Position 3753: 0.00048650059570023004
Position 1409: 0.0004488522187474904
Position 2724: 0.00044574023491145365
Position 4512: 0.00042861641326792215
Position 422: 0.00042430368462730803
Position 464: 0.00041197263998231316
Position 6416: 0.0004071314608053998
Position 249: 0.0003895163244661686
Position 261: 0.00038861545385309674
Position 6174: 0.00035730376595583034
Position 325: 0.00035468187212441736
Position 6132: 0.0003498037265084608
Position 5846: 0.000347452397688977
Position 3695: 0.0003462021537811839
Position 1225: 0.00027785922868724984
Position 4024: 0.00027175320755997443
Position 1840: 0.0002643674437659079
Position 1750: 0.00025551091282184564
Position 637: 0.0002363981907177108
Position 1450: 0.0002013848180217301
Position 4433: 0.00018199042047873292
Position 3222: 0.00017268008482980231
Position 1735: 0.00017116254626453785
Position 1489: 0.00016786716836605936
Position 754: 0.00016634290227437003
Position 1390: 0.00015372914591724573
Position 4458: 0.00014345845450304426
Position 644: 0.00013509880193088826
Position 2674: 0.00013190022171365978
Position 3931: 0.0001247534122930498
Position 2960: 0.0001106657370746193
Position 4039: 0.00010885423447206007
Position 664: 9.91950486219161e-05
Position 2764: 9.681018016535237e-05
Position 3428: 9.138587645597413e-05
Position 1970: 9.083557812425049e-05
Position 988: 8.658242620039558e-05
Position 526: 8.584010692376427e-05
Position 211: 7.785621446634335e-05
Position 868: 7.656890345068337e-05
Position 2517: 6.964042791046878e-05
Position 3168: 6.602837523459106e-05
Position 2623: 6.401903472793006e-05
Position 963: 6.111668660124286e-05
Position 804: 3.096284327757189e-05
Position 1188: 2.8694707967362503e-05
Position 704: 2.4739361512507895e-05
Position 766: 2.1213789759885607e-05
Position 864: 1.9719839570317553e-05
Position 1953: 9.209069143851892e-06
Position 1783: 6.849573464641832e-06
Position 1800: 6.039377277232252e-06
Position 466: 5.408006254905731e-06
Position 184: 4.7855626245451685e-06
Position 1932: 4.4724768020760655e-06
Position 472: 3.714748597676037e-06
Position 1458: 3.634197104471585e-06
Position 2133: 3.588061707140983e-06
Position 2210: 3.2787862798925548e-06
Position 1438: 3.096761799003178e-06
Position 1802: 2.65747219999441e-06
Position 604: 1.8813948534723506e-06
Position 1061: 8.414107729738312e-07
Position 387: 5.619675722524155e-09
Position 216: 3.5959189512818295e-09
Position 402: 3.508084754692044e-09
Position 195: 2.7155862413753428e-09
Position 482: 1.5810419767614964e-09
Position 189: 1.4072328030946758e-09
Position 380: 6.779387996141219e-10
Position 152: 4.1933252305063837e-10
Position 486: 2.1941744309819227e-10
Position 203: 2.979685895874169e-11
