Gene = Dmac2
index = 338
Annotated 5SS: [  47 1679 3011 4525 4776]
Annotated 3SS: [1481 2929 4384 4612 5300]
SMsplice 5SS: [  47 1679 3028 4525 4776]
SMsplice 3SS: [1481 2929 4384 4647 5300]
top_k =  500
Partition function (log Z): -2.3077662556782

Sorted 5' Splice Sites (High to Low Probability):
Position 4525: 0.8337166689125945
Position 3028: 0.641198924830173
Position 4776: 0.6181637591315552
Position 1679: 0.5705387016891562
Position 47: 0.4301000231884896
Position 1404: 0.31684475072052337
Position 1540: 0.2255309241637886
Position 1051: 0.20409787068675145
Position 2634: 0.19948332311122047
Position 3033: 0.15211162357483812
Position 317: 0.1477536953926695
Position 3011: 0.10354519529206377
Position 1095: 0.09456369537301833
Position 2099: 0.07250297621707816
Position 867: 0.060522387070500755
Position 751: 0.057767212738831425
Position 4543: 0.044321997644195116
Position 2974: 0.04354215838819131
Position 3150: 0.03864416248870199
Position 2610: 0.03716443839348063
Position 4873: 0.03451463891777866
Position 930: 0.032285553658077774
Position 5390: 0.02393689068864453
Position 1205: 0.021149542961095502
Position 4516: 0.01971929563018793
Position 686: 0.019241368092972087
Position 2963: 0.017184362770787998
Position 2202: 0.015102146457837105
Position 51: 0.01468717990984815
Position 423: 0.012419832732161448
Position 218: 0.010931825358864422
Position 5395: 0.010250987437188308
Position 4102: 0.009432591943654863
Position 1634: 0.008445138696988133
Position 3979: 0.00810640479516959
Position 936: 0.0073912059412555246
Position 1548: 0.0067092788015147104
Position 4979: 0.006484283040117353
Position 2479: 0.0061029582464503
Position 211: 0.0057342255331484715
Position 309: 0.005527045435935848
Position 1250: 0.005272845571536087
Position 270: 0.004472906881521836
Position 5139: 0.004395967992417571
Position 4300: 0.004100707667920902
Position 5351: 0.003923719978180874
Position 3215: 0.003709280764852786
Position 1291: 0.0036314903685179096
Position 1931: 0.002735800956566415
Position 3402: 0.002702301977278672
Position 2219: 0.00250758308729178
Position 565: 0.002204873397235086
Position 2282: 0.0022030329123544157
Position 395: 0.0021032268187608613
Position 4897: 0.002000880921716699
Position 692: 0.0019117563398347802
Position 1416: 0.0018639359558879434
Position 1116: 0.0018272398976862793
Position 3636: 0.0017976442564932632
Position 91: 0.0014864944728611889
Position 249: 0.0013504514761684089
Position 465: 0.0013236079209140417
Position 4827: 0.0012131601738760377
Position 99: 0.001057410630227679
Position 479: 0.0010211333045440458
Position 1356: 0.0007122086478653949
Position 4869: 0.0007103955493420094
Position 82: 0.00062595867942967
