Gene = Stbd1
index = 1036
Annotated 5SS: [287]
Annotated 3SS: [1830]
SMsplice 5SS: [287]
SMsplice 3SS: [1830]
top_k =  500
Partition function (log Z): -8.523868189167446

Sorted 5' Splice Sites (High to Low Probability):
Position 287: 0.8264634642561917
Position 1629: 0.17721849743984355
Position 6: 0.09262627441886903
Position 218: 0.051369682656998476
Position 1714: 0.04281698152310219
Position 1418: 0.03963456929051249
Position 1882: 0.03425769782982638
Position 1650: 0.023466753659457454
Position 365: 0.02065614177483849
Position 537: 0.016812621695402496
Position 2133: 0.011572509606406935
Position 1406: 0.010051942231415135
Position 2070: 0.008796143413216696
Position 1929: 0.007747820075727486
Position 72: 0.0060280599735977325
Position 2349: 0.005291178040428332
Position 2517: 0.005026418097415781
Position 2805: 0.004702058052526201
Position 1943: 0.00465577072537187
Position 1914: 0.004591590897990399
Position 2331: 0.003980177273848883
Position 2698: 0.0035228180725712876
Position 2507: 0.003479636628367235
Position 1465: 0.00257016512334042
Position 2603: 0.002487957522976682
Position 85: 0.0024525943008835245
Position 1200: 0.002387887265265199
Position 2589: 0.002310502149550656
Position 1677: 0.002251868547880778
Position 2911: 0.0016600035045393187
Position 1041: 0.001449545635725443
Position 986: 0.0012997772513514594
Position 2388: 0.0010485400373592764
Position 2707: 0.0010295241644338008
Position 1425: 0.0009197938082014481
Position 2513: 0.0007975551011686391
Position 1220: 0.0006246147860503615
Position 1433: 0.0006057495861839333
Position 2962: 0.0005800798855565238
Position 224: 0.0005275683206987893
Position 2462: 0.000489847141621897
Position 1113: 0.0004593992022272929
Position 2592: 0.0004339732110073401
Position 1580: 0.0003763391707119078
Position 274: 0.00028804374208982707
Position 2532: 0.0001938155863766642
Position 1550: 0.00019353610535302455
Position 2781: 0.0001826280547173227
Position 2600: 0.00015746933700415695
Position 1012: 9.336698052237223e-05
Position 227: 7.692204908726304e-05
Position 703: 7.430043591560995e-05
Position 310: 5.794229736303429e-05
Position 35: 3.105416379102286e-05
Position 160: 2.6066565966115374e-05
Position 1408: 2.554653299101024e-05
Position 1633: 1.937087507089683e-05
Position 1400: 1.881467615394061e-05
Position 1631: 1.7382789316521957e-05
Position 1131: 1.577968187832901e-05
Position 1652: 1.0742945545561822e-05
Position 2373: 9.450006406464119e-06
Position 1679: 9.041276929493684e-06
Position 1704: 7.819430015636527e-06
Position 2137: 7.314487376761485e-06
Position 2169: 6.657064701613745e-06
Position 1953: 6.139825445385658e-06
Position 32: 5.441384511075572e-06
Position 1664: 5.099739526480381e-06
Position 461: 2.8187932013505435e-06
Position 1066: 2.5484392382177487e-06
Position 1589: 1.195303211621185e-06
Position 95: 4.874994077727524e-07
Position 321: 4.034520626806614e-07
Position 236: 3.330275773419871e-07
Position 67: 2.1997564801945857e-07
Position 230: 1.8738055676562748e-07
Position 369: 1.2101044007794353e-07
Position 117: 1.1840254555568283e-07
Position 375: 6.618889406619913e-08
Position 313: 4.3116726224332064e-08
Position 425: 1.6817889463559526e-08
Position 433: 1.1503926446420421e-08
Position 535: 1.52000902936583e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.3562949023761865
Position 1542: 0.26697808207615265
Position 3300: 0.20687055773834676
Position 2487: 0.197190136250078
Position 2330: 0.18777247409792136
Position 1307: 0.0510110225588403
Position 1735: 0.04985830624278913
Position 1510: 0.013086567860287243
Position 1360: 0.010816714553829787
Position 1451: 0.010326917217693765
Position 1273: 0.009580888987587093
Position 414: 0.00902510824151548
Position 902: 0.006161625864334423
Position 1108: 0.005064715692234573
Position 1968: 0.004026949423862836
Position 1254: 0.0031941826289620108
Position 154: 0.0026943468276856533
Position 100: 0.002663796996936434
Position 2774: 0.002632810468915945
Position 469: 0.0023610626468098905
Position 1961: 0.0021667689006553523
Position 837: 0.0021495321230068005
Position 76: 0.0018532362907692239
Position 177: 0.0017165632671810934
Position 1832: 0.0016513981208209653
Position 648: 0.0015431165619591942
Position 2857: 0.0015418888671073774
Position 2630: 0.0015144299362758215
Position 2724: 0.0014399694986345494
Position 1317: 0.0012030898400237078
Position 2388: 0.0011241095457596817
Position 1688: 0.0010910913219353913
Position 1713: 0.0009832908931188794
Position 1396: 0.0009414272481870097
Position 698: 0.0009181709800563823
Position 3158: 0.0009166873438560458
Position 1040: 0.0009112682143768807
Position 1215: 0.0008663429731383062
Position 3419: 0.0007130421675599792
Position 689: 0.000670393549710156
Position 497: 0.0006270404556866961
Position 2230: 0.0005857880311525406
Position 451: 0.0005495898092137707
Position 2792: 0.0005080642160815083
Position 2284: 0.00048798191231156425
Position 1545: 0.0004863312274100561
Position 310: 0.00045409029592392294
Position 913: 0.0004510996005578045
Position 942: 0.00039125253277558724
Position 180: 0.00039095854431979546
Position 2378: 0.00036504701503509715
Position 1981: 0.00035066395883021875
Position 2215: 0.000299986093886229
Position 106: 0.00026402534208301516
Position 2335: 0.00023734434056774952
Position 985: 0.00023211625575492677
Position 1896: 0.00021928027652714743
Position 449: 0.00021656822161275318
Position 1737: 0.00020917073048021893
Position 582: 0.00019857791674240643
Position 2493: 0.0001744020916597441
Position 1868: 0.00017360892637980816
Position 2554: 0.00015723812335614813
Position 926: 0.00015529264240886397
Position 1923: 0.00014333779211477658
Position 786: 0.00013693653847713456
Position 1995: 0.00012273988513913036
Position 1910: 0.00011807111982009181
Position 3438: 0.00011709820344373486
Position 2002: 9.302809217759685e-05
Position 1875: 8.979799040943091e-05
Position 1754: 8.228311248922949e-05
Position 214: 6.875051107000033e-05
Position 482: 6.594755552411211e-05
Position 994: 6.575624503632666e-05
Position 819: 5.9127439917656256e-05
Position 1417: 3.0386513604211993e-05
Position 471: 2.680588065419931e-05
Position 286: 2.214735861590485e-05
Position 198: 2.209284776068154e-05
Position 306: 2.196375339036604e-05
Position 133: 2.1782350561701798e-05
Position 236: 2.0792727587290096e-05
Position 1364: 2.044210823425313e-05
Position 1002: 5.111273085374168e-06
Position 283: 4.512894541569562e-06
Position 1454: 4.440768416577182e-06
Position 321: 3.129562209044321e-06
Position 506: 5.94128022602603e-07
Position 839: 3.4538474538948644e-07
Position 168: 2.6213146886625346e-07
Position 851: 1.2215937539858749e-07
Position 535: 3.3339819642533834e-08
Position 1069: 3.142565683247735e-08
Position 334: 1.5801732522417753e-08
Position 346: 1.0423724830775431e-08
Position 270: 3.4607451649865678e-09
Position 356: 2.144488267476974e-09
Position 532: 1.900336415279052e-09
Position 248: 6.677901839448667e-10
