Gene = Lat
index = 623
Annotated 5SS: [ 387  593  733 1040 1236 1349 1489 1659 4976 5137 5339]
Annotated 3SS: [ 564  697  951 1170 1318 1427 1563 4912 5073 5233 5492]
SMsplice 5SS: [ 387 1236 1489 1659 4976 5137 5339]
SMsplice 3SS: [1093 1427 1563 4862 5073 5233 5492]
top_k =  500
Partition function (log Z): 9.906259765161943

Sorted 5' Splice Sites (High to Low Probability):
Position 1489: 0.9271561897722291
Position 5137: 0.9269935387082155
Position 5339: 0.8601624493776542
Position 1659: 0.8585277291297542
Position 1236: 0.8074560127457439
Position 4976: 0.7895005777987603
Position 1040: 0.7043130127255346
Position 387: 0.5565231698360609
Position 593: 0.5536573701731698
Position 733: 0.5062189628478246
Position 4789: 0.44697613706642814
Position 1349: 0.30356348463614397
Position 375: 0.15264670416548073
Position 3934: 0.13963369571047893
Position 4980: 0.10820284226359042
Position 776: 0.08762636961353999
Position 26: 0.06742790090987603
Position 4085: 0.051418489057581084
Position 4517: 0.04992753845348106
Position 5151: 0.02993369626859386
Position 1508: 0.02247528058772966
Position 1497: 0.016901186803462136
Position 5149: 0.016197541531672237
Position 361: 0.010279270955812212
Position 308: 0.00794724275998924
Position 1493: 0.007740242296565879
Position 1044: 0.006623877354322577
Position 273: 0.0064588044157228896
Position 1353: 0.003867848868952976
Position 420: 0.0029458604844032157
Position 780: 0.002883018801188922
Position 4949: 0.0028471104296467686
Position 774: 0.0027706139475114243
Position 1903: 0.0017735455728443929
Position 5410: 0.0016044195095222594
Position 1094: 0.001602626995176164
Position 1901: 0.0014863674376484654
Position 764: 0.001316358093263827
Position 2251: 0.001138472096323321
Position 5087: 0.0010362229908455242
Position 56: 0.0009922423611449704
Position 5141: 0.0009799612932266102
Position 497: 0.0008453572521309351
Position 3982: 0.0007922674980628652
Position 365: 0.0006680546684629494
Position 3800: 0.0005654119470195254
Position 840: 0.0005152307370747493
Position 1360: 0.0004612499859335684
Position 737: 0.0003976640171304687
Position 236: 0.00039562371030429076
Position 3000: 0.00036646263133085393
Position 5118: 0.00030707508715529673
Position 5346: 0.0002987749655648974
