Gene = Fip1l1
index = 409
Annotated 5SS: [  313  1397  1533  5541  6664 10028 10712 11377 21701 35744 37137 49624
 51609 52752 56545 59763]
Annotated 3SS: [ 1351  1492  5482  6559  9962 10603 11245 21590 35649 36979 49596 51553
 52695 56324 59624 60389]
SMsplice 5SS: [  313  5541  6664 10712 11377 17355 21701 25121 29178 37137 52752 56545
 59763 60225 60552]
SMsplice 3SS: [ 5482  6559 10555 11245 17274 21590 25071 29069 37049 52695 56324 59624
 60150 60389 62351]
top_k =  500
Partition function (log Z): -14.639131951323884

Sorted 5' Splice Sites (High to Low Probability):
Position 10712: 0.992740777862532
Position 21701: 0.991981444975619
Position 5541: 0.9716319614638158
Position 25121: 0.9681440959733784
Position 6664: 0.9670131911714741
Position 313: 0.9556803893868273
Position 11377: 0.919585623458587
Position 8177: 0.4483138292509117
Position 22292: 0.43132568332919835
Position 14077: 0.41427929571177846
Position 17355: 0.4061496204436855
Position 7733: 0.3824081529705612
Position 17566: 0.30149923711162463
Position 10028: 0.2575236159038774
Position 13238: 0.20083393265517824
Position 10055: 0.1512702465218656
Position 11727: 0.14435093320586634
Position 17411: 0.11636814664081818
Position 23768: 0.11343954126936051
Position 10390: 0.10549871849851726
Position 29743: 0.10093118225480878
Position 8442: 0.07654217473170058
Position 845: 0.0725592776429774
Position 711: 0.05910208129714963
Position 13814: 0.04702666018844047
Position 1533: 0.04476623090101665
Position 1397: 0.03706577764209784
Position 1986: 0.03614658558589116
Position 89: 0.03202951370447111
Position 1713: 0.03156173633698064
Position 14083: 0.03132124922817771
Position 11041: 0.030660606339612238
Position 7297: 0.029180119840603428
Position 21938: 0.018577143205977694
Position 1227: 0.017586411642082585
Position 3738: 0.017378783062998206
Position 3774: 0.01554645361639576
Position 11229: 0.015209616241919048
Position 5687: 0.014900339798977596
Position 7364: 0.013682543055321716
Position 740: 0.011737102822454671
Position 3499: 0.01091064390178372
Position 23715: 0.010869937392748323
Position 23853: 0.010804605418343126
Position 16125: 0.009708815037922676
Position 14088: 0.009662125383717931
Position 675: 0.009439949252161692
Position 6680: 0.008779198439715379
Position 6684: 0.007644912271976473
Position 5940: 0.007621763866641788
Position 3831: 0.007567675249587376
Position 1681: 0.007329464469967746
Position 12332: 0.007118319872289139
Position 8673: 0.006839437085048223
Position 7478: 0.005325484888357499
Position 5715: 0.005306162159098385
Position 12237: 0.004237597041904979
Position 14044: 0.004140903920241239
Position 12552: 0.003988717019754617
Position 3818: 0.003802398419507739
Position 5652: 0.003645179946246642
Position 5322: 0.0035394105214119065
Position 5590: 0.0034829828667471913
Position 6658: 0.003140497290398218
Position 3750: 0.0031013909736959094
Position 28534: 0.0029846911499646156
Position 4918: 0.0029721262069955416
Position 1584: 0.0029689012032999514
Position 3865: 0.0027671248723723464
Position 1686: 0.0027602385009143442
Position 21885: 0.0026702589276044767
Position 12141: 0.002561005613754844
Position 14093: 0.002420162461067648
Position 305: 0.0022854493901276977
Position 11462: 0.0020171167750659296
Position 5228: 0.0018632803185542012
Position 5570: 0.0015726475650224509
Position 13167: 0.0015451845684130282
Position 216: 0.0015032329092770707
Position 9430: 0.001501405984203709
Position 3754: 0.0014440463393660147
Position 5580: 0.001291380079947607
Position 5826: 0.0012659352476139378
Position 772: 0.0012032500346945588
Position 7514: 0.0011757198910038423
Position 246: 0.001127089446502394
Position 7905: 0.001055353656125926
Position 13797: 0.001054189960515017
Position 1634: 0.0009780262407932455
Position 3735: 0.0009439758873282284
Position 106: 0.0009355947784040843
Position 758: 0.0009348408755714353
Position 656: 0.0008888558572960531
Position 616: 0.0008415194930221134
Position 3962: 0.0007696243273226846
Position 12966: 0.0007599052808807455
Position 331: 0.0007460286106366704
Position 10753: 0.0007360236625510972
Position 719: 0.0007296739451562275
Position 1143: 0.0006297809923287843
Position 1078: 0.0005878727180679007
Position 1044: 0.0005048727953922249
Position 11849: 0.0004971118376873094
Position 1952: 0.0004922923960557945
Position 1668: 0.00041732160107955246
Position 11737: 0.000407614846707637
Position 6696: 0.0004062560424616057
Position 13784: 0.00032790951982059437
Position 7482: 0.00032013702650520077
Position 1537: 0.00031057546222010166
Position 7181: 0.0002790553168787203
Position 7271: 0.0002662055122162451
Position 7193: 0.0001928733143386974
Position 11689: 0.00016248278993512134
Position 11398: 0.00015138381317141846
Position 7456: 0.00014336753276460005
Position 11555: 0.00013542137115953203
Position 7517: 0.0001225348362004132
Position 11246: 0.00011631757933874427
Position 11164: 0.00011272145562849086
Position 340: 8.808973771565286e-05
Position 7326: 6.066202898680801e-05
Position 183: 5.188326790011327e-05
Position 509: 4.831347746645169e-05
Position 605: 4.257127979158326e-05
Position 591: 3.260223165720721e-05
Position 327: 3.215128802196701e-05
Position 589: 3.1205002161730176e-05
Position 991: 2.7504519910772914e-05
Position 54: 2.6010414353786464e-05
Position 1004: 2.5072409663272983e-05
Position 120: 1.7211851039235918e-05
Position 837: 1.3844281699408595e-05
Position 71: 1.3704055020827714e-05
Position 6668: 1.3232063681597892e-05
Position 1167: 1.1086360937387031e-05
Position 1250: 1.0275858827895686e-05
Position 1137: 9.665658607536827e-06
Position 299: 8.121969874424324e-06
Position 415: 6.438799237064581e-06
Position 807: 5.717910584235926e-06
Position 475: 5.466227451773046e-06
Position 379: 4.234655097510212e-06
Position 628: 4.22623913482043e-06
Position 258: 3.997287817756064e-06
Position 715: 3.973100085679958e-06
Position 1243: 3.5107493265018396e-06
Position 25: 3.0566094878983715e-06
Position 425: 3.0509425556934135e-06
Position 233: 3.046742945030601e-06
Position 1276: 2.8673745919359923e-06
Position 1257: 2.4430112028323182e-06
Position 393: 1.474779939481064e-06
Position 364: 1.2985131377502243e-06
Position 850: 7.933121761658254e-07
Position 830: 7.914229851117544e-07
Position 648: 5.615065380226869e-07
Position 220: 3.5815069263607646e-07
Position 761: 3.36120249507882e-07
Position 195: 2.8835280492020735e-07
Position 852: 2.810630976220366e-07
Position 695: 1.2627781107049478e-07
Position 10747: 4.6514551381358376e-08
Position 804: 1.0172827384536564e-09
Position 679: 1.0893846797631842e-10
Position 700: 1.0074408142693178e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21590: 0.9920809750952088
Position 6559: 0.9773815621536064
Position 25071: 0.9735139827631525
Position 5482: 0.9415682076609494
Position 11245: 0.8409746180768025
Position 17274: 0.8241491680292304
Position 35649: 0.7877468955620822
Position 10555: 0.5946528902116497
Position 13948: 0.4618598925620214
Position 22174: 0.42957374364327217
Position 8025: 0.411258458050265
Position 9962: 0.40926495687330494
Position 10603: 0.3958710924345661
Position 7630: 0.18701599122160806
Position 11657: 0.1409007304770284
Position 13079: 0.1365963105049221
Position 7548: 0.12763933244814143
Position 23606: 0.12057418514380944
Position 29666: 0.11373141040187441
Position 642: 0.08478609039138359
Position 10299: 0.084723155160357
Position 30317: 0.07997170660912514
Position 1492: 0.07092186738791509
Position 8351: 0.06647140042705288
Position 7634: 0.05381655447317772
Position 3625: 0.0525518484212515
Position 13715: 0.048408759668775975
Position 7180: 0.0449275639111357
Position 11114: 0.04420860966590368
Position 5441: 0.03790463039730778
Position 11087: 0.034813810535192766
Position 460: 0.02974786928093847
Position 13123: 0.02942697522511323
Position 1811: 0.02703071916865267
Position 13149: 0.025795034319526837
Position 5616: 0.024721349688196097
Position 715: 0.02271899229814557
Position 10931: 0.022341333597536064
Position 10192: 0.02097034315244681
Position 25663: 0.018477471323609586
Position 26356: 0.01825121645068997
Position 7397: 0.01689677953329429
Position 26840: 0.0168292940175463
Position 8062: 0.015550248064393283
Position 23557: 0.015086958927774414
Position 21848: 0.01365657553386975
Position 11287: 0.012696455309044627
Position 1567: 0.012414544567564302
Position 1096: 0.011886323717623892
Position 1304: 0.010241074120194964
Position 3425: 0.01011041497868807
Position 13152: 0.009986690988631038
Position 15952: 0.009708815037922668
Position 1351: 0.009427634383170583
Position 21818: 0.008818090199588045
Position 7943: 0.008661995606633749
Position 8363: 0.008655741021712637
Position 942: 0.008378681630812963
Position 1267: 0.007531423525271581
Position 27125: 0.00748389247316106
Position 26451: 0.0067260498410729634
Position 10901: 0.006189378535758206
Position 25771: 0.006187961558211902
Position 12033: 0.006125319635140045
Position 7978: 0.006061600361000743
Position 245: 0.00591079264883215
Position 28619: 0.005850703870650201
Position 22133: 0.005708202945872356
Position 4995: 0.005402690839966093
Position 11961: 0.00527656892182407
Position 8514: 0.005204908670755771
Position 1867: 0.005051280446650418
Position 27626: 0.004877952246118423
Position 28021: 0.004827517133249248
Position 1007: 0.0045579128031235285
Position 5444: 0.004420820398089819
Position 419: 0.004325032804946996
Position 1829: 0.004146043463808531
Position 28375: 0.004031873613778407
Position 27643: 0.0038446573546338718
Position 6482: 0.0038164604949023494
Position 12466: 0.003662635128106413
Position 7904: 0.003163028595862735
Position 7813: 0.0031131750957974916
Position 1422: 0.003013584337120262
Position 758: 0.0024750403029419627
Position 1325: 0.0024558478005581703
Position 11566: 0.0021924259457272903
Position 25828: 0.0021370892991617392
Position 10643: 0.0021207284911226297
Position 1210: 0.0020943085446219842
Position 6569: 0.0020857775891517448
Position 25875: 0.0019069852284296232
Position 11319: 0.0018433329052228345
Position 6632: 0.0018010322863546433
