Gene = Bag2
index = 167
Annotated 5SS: [ 217 9579]
Annotated 3SS: [ 9468 10778]
SMsplice 5SS: [ 217 1837 9579]
SMsplice 3SS: [ 1748  9468 10778]
top_k =  500
Partition function (log Z): -5.7761953461024005

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9738985623950069
Position 1837: 0.81009263164474
Position 9579: 0.7071530115611158
Position 3464: 0.6922716293062123
Position 1224: 0.3180062787454646
Position 391: 0.24973772150087062
Position 5337: 0.2262619619289387
Position 3778: 0.2236806816513761
Position 1102: 0.1277257331422074
Position 1976: 0.08224721393944558
Position 1875: 0.06932006424798284
Position 10913: 0.038772188724909805
Position 6718: 0.03498490760366261
Position 427: 0.030844435816110006
Position 9632: 0.026520017760718398
Position 9805: 0.02297628369850309
Position 936: 0.01937703832522516
Position 10916: 0.018292036757907623
Position 6978: 0.01825652708198526
Position 9865: 0.017591324132598646
Position 800: 0.016945651861731928
Position 550: 0.014730395483139397
Position 1547: 0.014665640214550973
Position 1636: 0.01450719743788577
Position 9540: 0.010445369546373262
Position 1590: 0.010025646446060682
Position 10143: 0.008303487809024243
Position 3378: 0.00607389127920974
Position 1011: 0.00425708831837947
Position 3852: 0.003723996066351972
Position 395: 0.002033799606276324
Position 4301: 0.0012967545155996973
Position 468: 0.0009317885633118662
Position 1217: 0.0006762198339217837
Position 1046: 0.00020614726610955768
Position 344: 0.00015552542574209446
Position 867: 0.00012363251562938103
Position 2793: 0.0001036008905564416
Position 1818: 0.00010115766367492378
Position 785: 3.734647824136006e-05
Position 612: 2.5652185576211148e-05
Position 591: 2.2885284493994618e-05
Position 195: 2.1512441864292917e-05
Position 736: 1.4860359433282605e-05
Position 1788: 1.3578092921057778e-05
Position 1845: 1.3158359016724568e-05
Position 7: 8.231860489246356e-06
Position 841: 7.127907896402703e-06
Position 811: 5.5660506497704035e-06
Position 157: 3.4764209293827753e-06
Position 2783: 3.202627620764153e-06
Position 54: 2.7646173382764366e-06
Position 2717: 2.5567837342731447e-06
Position 269: 2.4509677826687894e-06
Position 2380: 2.359930736399839e-06
Position 3716: 2.217379305762117e-06
Position 3426: 2.1920888107708584e-06
Position 309: 2.0583483279688536e-06
Position 2404: 1.8579239955024529e-06
Position 2825: 1.5838720499678342e-06
Position 733: 1.1208930035914247e-06
Position 43: 8.799794668363822e-07
Position 457: 7.344058727166449e-07
Position 560: 7.219636213291127e-07
Position 694: 4.771703205120353e-07
Position 397: 3.1406839053209915e-07
Position 489: 2.908582064225309e-07
Position 2616: 2.0609617122367102e-07
Position 486: 1.6954243902794616e-07
Position 16: 1.439321968799242e-07
Position 27: 1.3436079033693724e-07
Position 2374: 8.542849936874773e-08
Position 21: 6.459376959133554e-08
Position 431: 5.695840652335939e-08
Position 618: 4.228363577486974e-08
Position 40: 2.6895019873693716e-08
Position 1983: 3.542581954627189e-09
Position 1850: 1.6453743972354958e-09
Position 466: 5.049597967465352e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1748: 0.8712189338812822
Position 9468: 0.7724973828735247
Position 10778: 0.6843193035004026
Position 3378: 0.4168880166942347
Position 1084: 0.2547496012558592
Position 296: 0.25300584055062714
Position 3301: 0.16088088100960832
Position 3631: 0.15897090081273013
Position 5270: 0.13063724983140507
Position 918: 0.08381921383515799
Position 10974: 0.07947333010229948
Position 3335: 0.06674445358529824
Position 11519: 0.06618815721575355
Position 5175: 0.060914533110355454
Position 1913: 0.06057082503786694
Position 11936: 0.04918065513450977
Position 993: 0.047613598253100346
Position 10670: 0.044721401741543224
Position 5188: 0.039246295386464826
Position 3611: 0.038206007961972065
Position 6625: 0.03758801647181647
Position 3851: 0.03595861405192642
Position 9742: 0.03537954516168794
Position 3678: 0.02955114633148981
Position 6802: 0.028626803612314837
Position 866: 0.020307734807905386
Position 841: 0.01995331707491307
Position 9661: 0.01888991354056015
Position 1757: 0.017332747155484204
Position 376: 0.015456462842958778
Position 3144: 0.013699436538284138
Position 12010: 0.01334335901347041
Position 1131: 0.01267861174121872
Position 3387: 0.012620075196495762
Position 1479: 0.01216156940176462
Position 634: 0.010130976852145712
Position 3164: 0.009806776695195621
Position 9959: 0.009519148609575857
Position 3273: 0.009506674003501173
Position 943: 0.0089648163881813
Position 1280: 0.008204957444692776
Position 1429: 0.007083337474226194
Position 445: 0.006389599819216535
Position 1836: 0.006041856592211783
Position 1006: 0.005105211421855637
Position 3362: 0.004923672524202582
Position 1024: 0.0047173093259501205
Position 890: 0.00457557166035505
Position 1520: 0.004555169883017842
Position 608: 0.004479576561937795
Position 11300: 0.003767441251176948
Position 2272: 0.003214568533518773
Position 5740: 0.0028454508687814437
Position 3513: 0.002794009801132771
Position 1659: 0.002423728687233282
Position 1779: 0.0022822024365102113
Position 3455: 0.002264452655754402
Position 4499: 0.002206339742753297
Position 1287: 0.001750291939128552
Position 3593: 0.001610438218406268
Position 3213: 0.0015724887232124204
Position 1410: 0.001514612791947624
Position 1087: 0.0014109871708906652
Position 2616: 0.0013306613434106484
Position 1340: 0.0011514344873340863
Position 1705: 0.0011484665054042617
Position 1061: 0.0010860422874298188
Position 9267: 0.0010010608137143802
Position 2716: 0.0009879263732943794
Position 1385: 0.000967243797310018
Position 321: 0.0009386161414905816
Position 9055: 0.0008185295542848568
Position 637: 0.000747410400071756
Position 940: 0.0007104677502685781
Position 1857: 0.0007075849200436741
Position 4888: 0.0006423855908020131
Position 4365: 0.0006335792424345846
Position 658: 0.0005377860419404996
Position 7970: 0.0005116210712688157
Position 1958: 0.0005002700378968838
Position 1306: 0.000499294243407571
Position 1452: 0.0004729818351038913
Position 967: 0.0004510479666740799
Position 1771: 0.0004419916537840866
Position 804: 0.00037267871066418466
Position 710: 0.00036542114710615684
Position 1244: 0.00028856595818163117
Position 3882: 0.000252848929281652
Position 1092: 0.00023760245907100794
Position 670: 0.00023472998015637662
Position 4698: 0.00022539732211751507
Position 457: 0.000214388059062938
Position 4211: 0.00019792162910367211
Position 1173: 0.00018480949137474786
Position 1540: 0.00017246190360324103
Position 1044: 0.00016238003762343372
Position 1662: 0.00015753452162906462
Position 1682: 0.0001523530733117289
Position 1041: 0.00015233541383237313
Position 1401: 0.00012305009560065617
Position 1179: 0.00011031679936795663
Position 330: 0.00010548660812230659
Position 489: 7.263939103729181e-05
Position 2441: 7.147719781030977e-05
Position 1140: 6.996660509305903e-05
Position 2140: 3.750530976815564e-05
Position 3709: 3.449494132082293e-05
Position 728: 2.130501618295748e-05
Position 3575: 1.8614654887055804e-05
Position 687: 1.732658007257285e-05
Position 2107: 1.715855043311139e-05
Position 496: 1.27468057040793e-05
Position 850: 1.053896280458926e-05
Position 522: 9.883613882570682e-06
Position 1818: 9.089322464600094e-06
Position 1646: 8.819234414617025e-06
Position 691: 8.485677320461654e-06
Position 383: 7.946438626441607e-06
Position 379: 6.924105149318773e-06
Position 309: 6.304945961973842e-06
Position 466: 5.277838077974345e-06
Position 694: 4.295547864418565e-06
Position 560: 3.8191263146478124e-06
Position 431: 3.3315295899487174e-06
Position 427: 2.3550568703762496e-06
Position 305: 1.8196701971054951e-06
Position 969: 1.4438071173289812e-06
Position 973: 1.3420953225862368e-06
Position 549: 7.721409251889941e-07
Position 472: 4.111784042675806e-07
Position 539: 3.146726113416819e-07
Position 89: 2.1634793867985973e-07
Position 1879: 1.6347527110101874e-07
Position 112: 7.856165201449416e-08
Position 387: 5.084776694594553e-08
Position 1197: 3.729006366671364e-08
Position 2472: 3.7139157587841745e-08
Position 537: 2.295294291727678e-08
Position 390: 2.0645666007681855e-08
Position 118: 1.0222531466009993e-08
Position 100: 1.0037113893245954e-08
Position 476: 6.370046789871749e-09
Position 240: 1.3628351544268392e-09
Position 180: 1.2734463727785317e-09
Position 123: 1.1058513718415116e-09
Position 139: 3.2854376242656554e-10
Position 130: 1.8234816250457444e-10
Position 247: 1.5891508204563824e-10
Position 193: 3.0595386807005124e-14
Position 205: 2.0423121736406836e-14
Position 195: 1.6208791966980054e-14
Position 216: 1.3371670772762658e-14
Position 211: 1.1886095528744466e-14
Position 221: 1.0277746972551202e-17
