Gene = Map9
index = 660
Annotated 5SS: [  184  1053  1903  5543 13331 16130 19096 20936 22175 23912 25298 25590
 25906]
Annotated 3SS: [  902  1817  5218 13106 16035 18850 20864 22005 23821 25135 25443 25772
 33055]
SMsplice 5SS: [  243  1053  1907  5543 16130 19096 20936 23912 25298 25590 25906 33170
 35497]
SMsplice 3SS: [  961  1817  5218 16035 18850 20864 23821 25135 25443 25772 33055 35409
 36030]
top_k =  500
Partition function (log Z): -14.610388393780429

Sorted 5' Splice Sites (High to Low Probability):
Position 5543: 0.9994505693566292
Position 1053: 0.9596632345192014
Position 243: 0.7169110043892014
Position 1907: 0.6291556533137805
Position 8440: 0.5649361191770627
Position 13331: 0.38538323714087014
Position 1903: 0.3594562366818797
Position 9787: 0.26327268341337356
Position 3695: 0.19066936583452215
Position 6391: 0.12489077505416814
Position 16130: 0.10454349817215029
Position 184: 0.08106114965102973
Position 5874: 0.06434658967594334
Position 10556: 0.05124314225922215
Position 1302: 0.05029736847809556
Position 9134: 0.044217202136406744
Position 100: 0.0423898204860745
Position 435: 0.037339087607498045
Position 9539: 0.03577095819396996
Position 1316: 0.03493719396145597
Position 1670: 0.034918902965408144
Position 13907: 0.03473108538358935
Position 6575: 0.034668513126448294
Position 5911: 0.030972352382517825
Position 2528: 0.02877571571754014
Position 12027: 0.020647526337363706
Position 11916: 0.018649571478866155
Position 774: 0.014817722131321313
Position 202: 0.012695353414068506
Position 6711: 0.012276793407537952
Position 1427: 0.009867214361586326
Position 458: 0.008633785810119273
Position 3637: 0.007984799577843784
Position 274: 0.007883016022164764
Position 2030: 0.00661029937457927
Position 5882: 0.006482352553979112
Position 412: 0.00374153700751439
Position 2470: 0.0037134659750556512
Position 437: 0.00370912364910343
Position 859: 0.0036245705903985093
Position 391: 0.003454058956191019
Position 4704: 0.0025758638127758647
Position 5131: 0.002287138767225442
Position 596: 0.0022749521267888817
Position 441: 0.002159827964077357
Position 2517: 0.0020551347743550273
Position 3701: 0.0020211093677936615
Position 1684: 0.0019306611900872742
Position 1705: 0.0016280821707601591
Position 5: 0.0014969534309600848
Position 2569: 0.0014025453616063569
Position 486: 0.0012558341236376302
Position 24: 0.0011906935804629722
Position 1414: 0.0011391212592368194
Position 470: 0.001017632862700785
Position 1911: 0.0010127717621090514
Position 3795: 0.0009744675807586277
Position 427: 0.0009321530158756236
Position 1695: 0.0008658310705773218
Position 1380: 0.0008051232509499376
Position 4647: 0.0007336747434222896
Position 1666: 0.0007221351026243533
Position 584: 0.0006560070480146609
Position 1847: 0.0006000429031370353
Position 3012: 0.0005649647033608705
Position 1721: 0.0005344734797308519
Position 2381: 0.0005220236336339345
Position 682: 0.0005169931593611352
Position 2390: 0.0005132567543437404
Position 276: 0.0004486681913267757
Position 617: 0.0003976526498312435
Position 1891: 0.0003540076626085929
