Gene = Pcf11
index = 798
Annotated 5SS: [  506  4195  5968  6473  8976  9935 10137 12627 16785 20479 21009 21993
 23007 23505 23945]
Annotated 3SS: [ 4068  5778  6277  7857  9753 10045 11067 16684 20358 20902 21808 22850
 23411 23908 25156]
SMsplice 5SS: [  125  4195  5968  6473  8976  9935 10137 11242 12627 16785 20479 21009
 21993 23007 23505]
SMsplice 3SS: [ 4068  5778  6277  8774  9753 10045 11067 12517 16684 20358 20902 21808
 22850 23411 23908]
top_k =  500
Partition function (log Z): 8.609782107454134

Sorted 5' Splice Sites (High to Low Probability):
Position 12627: 0.9984732964308796
Position 23505: 0.9944054585897502
Position 21009: 0.9638823999011342
Position 16785: 0.9565593860154373
Position 21993: 0.9287439699760788
Position 6473: 0.9156373103752545
Position 4195: 0.8863840886720177
Position 5968: 0.8841495311161688
Position 10137: 0.8535897516363504
Position 23007: 0.8183461016784032
Position 8976: 0.6939185811211206
Position 9935: 0.6796905534631524
Position 125: 0.6558386374353792
Position 11242: 0.5722660702001633
Position 20479: 0.5287651656130479
Position 23945: 0.37477671972336896
Position 17955: 0.3189435247755721
Position 11407: 0.2593900917317132
Position 506: 0.25396617551579137
Position 8147: 0.24438059348924468
Position 867: 0.20812490123885102
Position 23775: 0.1271261078904479
Position 7969: 0.1173674244421218
Position 21482: 0.08390683746651034
Position 8000: 0.06173374885327202
Position 10154: 0.059270729206901185
Position 8891: 0.05236135748429178
Position 2068: 0.04706622931872848
Position 3064: 0.03897651049368624
Position 8204: 0.03606402540466006
Position 11419: 0.03500779250487048
Position 958: 0.0334360787899914
Position 3706: 0.03326230695645312
Position 152: 0.02986769131576384
Position 10185: 0.028873989642173022
Position 10530: 0.027816127163865674
Position 2071: 0.022124797399891975
Position 2078: 0.018216928369763664
Position 1171: 0.016220562424183987
Position 23018: 0.014377554888427926
Position 6199: 0.014042326497347978
Position 6709: 0.013785662002366764
Position 17025: 0.013590846496337733
Position 8870: 0.013569106245739822
Position 5996: 0.01299848854413926
Position 187: 0.012664098746340325
Position 23164: 0.01180100321066332
Position 21013: 0.011631370747721128
Position 8684: 0.010087642000003127
Position 21064: 0.009909034188673374
Position 2801: 0.009369725917514983
Position 21691: 0.009308563373253025
Position 2422: 0.008609760353264396
Position 7547: 0.0073840959679127354
Position 21977: 0.007270787177188262
Position 24831: 0.006481357216595505
Position 3054: 0.005950551194119017
Position 23189: 0.0057388174281874735
Position 20543: 0.004755222605684383
Position 138: 0.004622882182319826
Position 21973: 0.004094692779420298
Position 5920: 0.003967684575625594
Position 574: 0.0038830410908049636
Position 9716: 0.0038028221135344847
Position 19163: 0.003550218846334616
Position 2744: 0.0035391719218309803
Position 8996: 0.003479179399990708
Position 7673: 0.003399488691262223
Position 929: 0.0033565100226174986
Position 8195: 0.003348650942363894
Position 23996: 0.0032875883893441473
Position 2529: 0.0031937713204227
Position 23147: 0.00289237560897353
Position 25069: 0.0028653185167739565
Position 3972: 0.0028038526174564513
Position 19931: 0.002623667035420902
Position 22237: 0.002542036782163565
Position 19850: 0.002523387161501451
Position 10126: 0.0024479445423858186
Position 10265: 0.0024200824920532294
Position 6086: 0.002393428784639254
Position 19467: 0.0023825768780300184
Position 2091: 0.0023232372531891508
Position 23965: 0.0021575393812867287
Position 7746: 0.0020772599732997105
Position 3622: 0.00195981480771634
Position 1956: 0.0019131369093323054
Position 810: 0.0018784633196393971
Position 21192: 0.0018489719173642454
Position 2058: 0.0018244853590861168
Position 5941: 0.0017902465785036023
Position 9765: 0.0017621097561916037
Position 21040: 0.0017375708019990057
Position 21948: 0.0016911212922959226
Position 22721: 0.0016385854238480278
Position 1440: 0.001588663299444982
Position 23001: 0.0015737234931553342
Position 476: 0.001421912638623338
Position 663: 0.0013825649292377759
Position 316: 0.0013394291506510963
Position 833: 0.0013341746374077288
Position 3561: 0.0013041607954998055
Position 21699: 0.0012438240229248564
Position 5475: 0.0012184704635511874
Position 8894: 0.0012148903171223138
Position 198: 0.001202636645874755
Position 4181: 0.0011664339320293557
Position 6682: 0.001094724071153789
Position 22929: 0.0010417751704908018
Position 21018: 0.0010390120506051318
Position 21260: 0.0009828598364462675
Position 17060: 0.0009629454114551184
Position 1253: 0.0009597277921339859
Position 166: 0.0009261307273554687
Position 385: 0.0009029782833669717
Position 21074: 0.0008907423743539035
Position 10380: 0.0008577058650921792
Position 2114: 0.0008496819707807345
Position 1202: 0.0007848101504331684
Position 3033: 0.0007165992368546113
Position 7552: 0.0007108391355367292
Position 1111: 0.0007033156218981325
Position 7536: 0.0005761330656281547
Position 6903: 0.000569859023595232
Position 2046: 0.0005664541638264709
Position 21997: 0.0005501696054373713
Position 10353: 0.0004814489889579414
Position 2253: 0.0004791127476211857
Position 7260: 0.0003682112106868101
Position 7540: 0.00035776618486489366
