Gene = Dbr1
index = 322
Annotated 5SS: [ 327  902 2723 3644 4565 6304 6664]
Annotated 3SS: [ 776 2641 3557 4339 6222 6517 7512]
SMsplice 5SS: [ 327 4565 6304 6664]
SMsplice 3SS: [4445 6222 6517 7512]
top_k =  500
Partition function (log Z): 2.1491986763133326

Sorted 5' Splice Sites (High to Low Probability):
Position 6664: 0.9932088370482894
Position 6304: 0.9146776747364804
Position 327: 0.8841224580182917
Position 4565: 0.8529421304693864
Position 902: 0.5453016568215526
Position 2723: 0.40646791669193805
Position 3644: 0.36880637860103893
Position 7623: 0.1981387664359368
Position 7907: 0.11676687713274882
Position 2194: 0.10518455606777787
Position 256: 0.0965037646251643
Position 1684: 0.09259112997238363
Position 877: 0.0551338216094337
Position 7190: 0.03684578019440576
Position 6845: 0.030843781194268862
Position 7142: 0.019435082234985912
Position 7809: 0.018487350065788288
Position 1900: 0.013812269961614191
Position 516: 0.012429562243565822
Position 4226: 0.01017018829918436
Position 5090: 0.008893542027756992
Position 300: 0.007896610267260622
Position 4948: 0.007786604040000595
Position 86: 0.005168718582781178
Position 8221: 0.003958983201988699
Position 4159: 0.003526253517560636
Position 7153: 0.0027750740619835053
Position 19: 0.0025353843817610584
Position 7755: 0.0020213758836643155
Position 869: 0.0018744015288055698
Position 6651: 0.0013143442501770302
Position 40: 0.0012996325735363027
Position 483: 0.0005699950489374281
Position 7640: 0.0005362527934799456
Position 7550: 0.0005318621929783989
Position 7773: 0.0005274065838545215
Position 365: 0.00032624302577835594
Position 6347: 0.00027675574026842593
Position 470: 0.0002640915102800284
Position 6950: 0.00026189423345215066
Position 6782: 0.00018715293365588684
Position 5216: 0.00014571363195772937
Position 619: 0.0001387497081706994
Position 4659: 0.00013827997120660507
Position 1601: 0.0001256211949637991
Position 7587: 0.00011851169578307623
Position 975: 0.00011701051212188227
Position 6867: 0.00010179655282100033
Position 2279: 0.00010126406181091794
Position 6040: 8.870655940502523e-05
Position 345: 7.849973535515713e-05
Position 3201: 5.5822303828111706e-05
Position 68: 5.4903290756645464e-05
Position 1921: 5.341999710641676e-05
Position 220: 5.3216955155293177e-05
Position 234: 5.023234265447221e-05
Position 6855: 4.840683082501079e-05
Position 6906: 3.2949285138889645e-05
Position 5068: 2.7274996535710126e-05
Position 858: 2.284714591290249e-05
