Gene = Marc1
index = 661
Annotated 5SS: [  352  4183  7270  9296 15766 15964]
Annotated 3SS: [ 4008  7106  9154 15703 15891 23355]
SMsplice 5SS: [  352  4183  7270  9296 15766 15964]
SMsplice 3SS: [ 4008  7106  9154 15703 15891 23355]
top_k =  500
Partition function (log Z): -0.1373221184183655

Sorted 5' Splice Sites (High to Low Probability):
Position 9296: 0.9986439872396076
Position 15766: 0.9908770387554031
Position 7270: 0.9707986095312402
Position 4183: 0.9562170413273956
Position 15964: 0.5800437177664584
Position 352: 0.5067650545857285
Position 296: 0.45645616405663947
Position 7672: 0.2910542141588193
Position 7486: 0.259001680611957
Position 3313: 0.2342140681861609
Position 2665: 0.21556598033605054
Position 6271: 0.19903504112796563
Position 21656: 0.18366061930870983
Position 2604: 0.15823299210976463
Position 2418: 0.14880593487844654
Position 14003: 0.10691707537011008
Position 14831: 0.0934719613917317
Position 12222: 0.09002908792204561
Position 11885: 0.08703965201428908
Position 2055: 0.07568632149920534
Position 13820: 0.06718138115451547
Position 2019: 0.05107282098993384
Position 7780: 0.05053224669171343
Position 986: 0.05012662592639895
Position 16106: 0.04117391767566582
Position 15449: 0.03307455267558116
Position 7742: 0.03239672301095901
Position 3477: 0.03043737608487737
Position 1470: 0.026248282917542318
Position 827: 0.023819171657302084
Position 18527: 0.02292446534343774
Position 5286: 0.020917131486927927
Position 10940: 0.01940431539260267
Position 407: 0.01841554338113566
Position 13875: 0.01771788021809773
Position 5267: 0.01670892141028437
Position 5914: 0.01570950957385107
Position 6701: 0.013605822236818691
Position 13778: 0.01142170513724156
Position 3368: 0.010955319672782026
Position 16032: 0.010405174541661247
Position 2292: 0.007455731339401098
Position 16189: 0.006906066577954358
Position 3809: 0.005713141804304707
Position 7858: 0.005608937758510031
Position 13912: 0.005526283800646776
Position 239: 0.0054364021873974985
Position 17557: 0.00518352517683724
Position 2660: 0.00485911796016218
Position 3444: 0.004212984208784966
Position 16211: 0.0035398771242665457
Position 15790: 0.002971405303596929
Position 15996: 0.0023586334595408673
Position 7925: 0.002193480942244851
Position 2801: 0.0019274378917973557
Position 1027: 0.0018977411166048726
Position 1246: 0.001897053536588646
Position 7940: 0.001860023730378996
Position 15749: 0.001729647995293323
Position 10171: 0.0015879596925928395
Position 10068: 0.0015746937424781682
Position 10091: 0.0014947107324386844
Position 2732: 0.001421794654536433
Position 15983: 0.0013212140524641368
Position 7955: 0.0013166129563255053
Position 277: 0.0013121120825647001
Position 7522: 0.0012179973647091667
Position 473: 0.0011949446617814307
