Gene = Rfc1
index = 899
Annotated 5SS: [  147 16266 22713 24630 32695 33738 38272 39717 42013 44584 47781 50822
 56214 56960 58314 59981 60289 61296 61720 63293 63530 66723 69569 71428]
Annotated 3SS: [16139 22636 24506 32461 33659 38193 39625 41734 44475 47600 50716 55855
 56846 58198 59888 60150 61199 61620 63137 63411 66576 69354 71238 72523]
SMsplice 5SS: [  147 16266 22713 24630 33738 38272 39717 44584 47781 50826 56006 56960
 57571 58314 58803 59722 59981 60289 61296 61720 63293 63530 66723 69569
 71428]
SMsplice 3SS: [16139 22636 24506 33659 38193 39625 44475 47643 50716 55855 56846 57352
 58198 58663 59602 59888 60150 61199 61620 63137 63411 66576 69354 71238
 72523]
top_k =  500
Partition function (log Z): 46.19996831617181

Sorted 5' Splice Sites (High to Low Probability):
Position 22713: 0.9973619086485729
Position 59981: 0.995414959295513
Position 69569: 0.9914755778478063
Position 38272: 0.9899735762715889
Position 66723: 0.9860015928157925
Position 16266: 0.9791184871179445
Position 44584: 0.9752101038693166
Position 39717: 0.9735040154797863
Position 61296: 0.9702431961242503
Position 33738: 0.9630270742210619
Position 60289: 0.958903264239576
Position 147: 0.9560944833846171
Position 57571: 0.9382950869145832
Position 71428: 0.9033580448615739
Position 63530: 0.8971987257532545
Position 47781: 0.8713236017718077
Position 24630: 0.8570641375903708
Position 56960: 0.7358582280263074
Position 59722: 0.695872386748107
Position 61720: 0.6776469800989857
Position 50826: 0.6320443634455019
Position 63293: 0.5878981425242832
Position 58314: 0.5610672538312212
Position 58803: 0.5327673180581167
Position 17660: 0.49549805096131216
Position 48165: 0.47033276009486386
Position 42013: 0.4657429199822537
Position 32695: 0.39304250143953123
Position 38892: 0.38732679579076196
Position 28506: 0.38234754161933737
Position 68322: 0.3689250035974786
Position 50822: 0.36105311534921064
Position 31254: 0.3552481130086005
Position 54628: 0.3293737211720593
Position 47292: 0.3214450556110504
Position 4414: 0.3181540416412881
Position 45900: 0.30773266849977565
Position 18219: 0.3012327131846036
Position 46117: 0.23085090954588647
Position 2654: 0.19363575888836823
Position 3883: 0.18266421263902516
Position 16933: 0.18026244790265974
Position 48709: 0.17807349109809661
Position 62007: 0.16059147813597352
Position 56214: 0.15850056910022164
Position 58400: 0.1545443827334458
Position 34484: 0.14336485839676916
Position 39105: 0.14306140512766044
Position 48720: 0.1423575397849373
Position 48805: 0.1422627883182143
Position 24635: 0.14007721766250325
Position 38510: 0.11793315761300859
Position 47368: 0.09896838551591643
Position 68328: 0.0875639599263028
Position 3069: 0.08755008018618798
Position 50512: 0.08456349148002104
Position 26410: 0.08382832036817021
Position 47718: 0.08039178011278977
Position 53193: 0.07932966828078288
Position 61655: 0.07842151188985737
Position 70009: 0.07719645260327734
Position 18359: 0.0767363629123945
Position 61105: 0.07625242137570848
Position 72227: 0.0692376296764802
Position 63892: 0.0690970101777345
Position 18309: 0.06820132536063658
Position 48462: 0.06561073402800861
Position 31267: 0.06539763835397888
Position 47346: 0.06163073272502298
Position 27312: 0.0604907012613313
Position 53620: 0.05971387145879332
Position 36875: 0.059588166664388764
Position 51148: 0.05884888205666503
Position 6235: 0.0554206003338345
Position 38549: 0.05346692645655414
Position 46211: 0.05290831607126994
Position 19087: 0.052513092866651526
Position 48608: 0.05211315583977523
Position 70662: 0.05104125071207032
Position 52146: 0.04704563721150851
Position 34568: 0.046783450263026854
Position 19413: 0.04007541303002017
Position 72267: 0.0381245722287406
Position 72803: 0.035873279152985264
Position 66272: 0.035518430755574426
Position 50384: 0.03510816921766546
Position 217: 0.034813750283178735
Position 52416: 0.034737537652246804
Position 67341: 0.03345735922524956
Position 57816: 0.029768956341767315
Position 58553: 0.029141375711319462
Position 72422: 0.028939012994352472
Position 71107: 0.028372328619353085
Position 61529: 0.026515039627545787
Position 48743: 0.02572278108259912
Position 57448: 0.025191796315997786
Position 47849: 0.025184696573472314
Position 18512: 0.022894356689190425
Position 44590: 0.022176711493291958
Position 47514: 0.02130059723564848
Position 38957: 0.021276366467194902
Position 16270: 0.02088151288203388
Position 49078: 0.02019439720345536
Position 60907: 0.01916236103524983
Position 39736: 0.018148688300390518
Position 71302: 0.017827618115374727
Position 69043: 0.01758586446878586
Position 71555: 0.016171070797743305
Position 43011: 0.01610553966754089
Position 61478: 0.016020501467211148
Position 72754: 0.016008554473574597
Position 71452: 0.015542683866979226
Position 24151: 0.014783416235548847
Position 37448: 0.014685911920078147
Position 17452: 0.014490279812525916
Position 60548: 0.01399546741254184
Position 67181: 0.013716744997509944
Position 30469: 0.013511758260310331
Position 45632: 0.01307497488590691
Position 43702: 0.012922293306252637
Position 39119: 0.012597167545088692
Position 49312: 0.012417131997081896
Position 71504: 0.0121486901058981
Position 71354: 0.011832030001296307
Position 16862: 0.01174354357298427
Position 57511: 0.011616605106779476
Position 19185: 0.01141414069648242
Position 52131: 0.010964689218877704
Position 39848: 0.01092649703816287
Position 69998: 0.010162289898021032
Position 52973: 0.010155942730161153
Position 61525: 0.010056552138912739
Position 60395: 0.009700621605924888
Position 60597: 0.00968946854306449
Position 45574: 0.009552233905356219
Position 70486: 0.009014119517298821
Position 59751: 0.00891654013556767
Position 41342: 0.00861695097843201
Position 36059: 0.008471714310801496
Position 3920: 0.00781474131071674
Position 29060: 0.00773599552129302
