Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  500
Partition function (log Z): -6.576995541901656

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9598007292132346
Position 573: 0.9567303666393108
Position 3298: 0.9420055037221416
Position 8731: 0.11550944525481895
Position 1462: 0.05909300914340125
Position 11425: 0.05222120025326288
Position 974: 0.047191008295168854
Position 4322: 0.02705708424157063
Position 2584: 0.02426067523740605
Position 6272: 0.022174698326705163
Position 11503: 0.021879661491404988
Position 970: 0.020962776453484423
Position 1639: 0.017285871877076028
Position 6287: 0.015224183216080957
Position 814: 0.012871027758742113
Position 10088: 0.011270664971891001
Position 195: 0.01013498007448417
Position 3641: 0.007758833842488076
Position 5484: 0.006386018862671173
Position 1780: 0.006209878757232931
Position 2564: 0.0053677562638602795
Position 105: 0.004964116788152362
Position 10383: 0.004803944761523174
Position 165: 0.0047670059331151775
Position 377: 0.00470889532525946
Position 6661: 0.004037773473930321
Position 7731: 0.00401716203433346
Position 781: 0.0038934661548987283
Position 1047: 0.003250345455734914
Position 1458: 0.0030265647830059325
Position 11415: 0.0030077987791081416
Position 6939: 0.0029450959828383905
Position 9630: 0.002781592414651006
Position 60: 0.0021104622102358743
Position 1594: 0.002059114999471724
Position 255: 0.0020244983777850966
Position 600: 0.002014195100609335
Position 1435: 0.002000990498675694
Position 1830: 0.0019056003857522079
Position 1338: 0.0018965224290972077
Position 127: 0.0017541454661015895
Position 521: 0.0015209628987377809
Position 1085: 0.0013939164153811293
Position 159: 0.0012513025293122205
Position 1793: 0.00121810075628553
Position 960: 0.0010590365954296428
Position 1747: 0.00105063501157734
Position 558: 0.0009462175599147255
Position 1714: 0.000735122449878856
Position 662: 0.0006627211586983082
Position 2643: 0.0005253846120251425
Position 2660: 0.0003885044511885964
Position 1348: 0.00038555863166540486
Position 1556: 0.00036566066942501425
Position 2855: 0.00036342174581542705
Position 634: 0.0003435398573413376
Position 2754: 0.0003069579055087549
Position 3386: 0.00028169536628650985
Position 930: 0.0002736854881762689
Position 5399: 0.00019589666105197237
Position 2782: 0.0001954776701922389
Position 1209: 0.00018470918561546933
Position 265: 8.123701004378305e-05
Position 3659: 6.854727907253112e-05
Position 423: 6.203844872698864e-05
Position 171: 5.8064667795249476e-05
Position 186: 4.923129141203725e-05
Position 281: 2.754896348646471e-05
Position 289: 2.3310949534794046e-05
Position 24: 1.7330668662911128e-05
Position 31: 1.6437122258978452e-05
Position 4132: 1.6166983391379017e-05
Position 562: 1.583008068813054e-05
Position 380: 1.1566425978345406e-05
Position 681: 1.1534210942314304e-05
Position 390: 9.989094763253002e-06
Position 649: 8.313484070135494e-06
Position 153: 7.725432676480613e-06
Position 184: 6.576270529500857e-06
Position 811: 6.476701435572805e-06
Position 3310: 6.3434634830923885e-06
Position 644: 5.924782974370354e-06
Position 824: 5.20947691962252e-06
Position 953: 4.927650813808311e-06
Position 1038: 4.446101819230227e-06
Position 216: 4.354857748215005e-06
Position 582: 4.1810557866710254e-06
Position 174: 4.152938933130169e-06
Position 3304: 3.6172707369591363e-06
Position 3639: 3.345039951093411e-06
Position 1095: 2.8387126708844075e-06
Position 1330: 2.2971794474311693e-06
Position 980: 1.5392300792067592e-06
Position 701: 1.3774931704953365e-06
Position 787: 1.1853206513276056e-06
Position 426: 1.1596519052996962e-06
Position 4800: 1.126518485020931e-06
Position 707: 6.5398397757755e-07
Position 16: 6.32377425470978e-07
Position 805: 5.30222874679084e-07
Position 646: 2.78561718880071e-07
Position 860: 1.3688278521586329e-07
Position 943: 4.156253263269493e-08
Position 978: 1.5040533007881806e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9368853846885853
Position 3134: 0.9304937872321595
Position 11320: 0.5374891472129384
Position 11281: 0.08691307808626804
Position 11589: 0.0818465201026493
Position 8639: 0.07501221530255159
Position 4077: 0.06926191314762015
Position 8591: 0.06682473923766918
Position 1208: 0.05178664234237963
Position 6203: 0.04386299436797694
Position 881: 0.04371557090111922
Position 2489: 0.03061772613556006
Position 922: 0.025413965295022753
Position 9951: 0.022575809697434623
Position 7591: 0.022350446710386936
Position 5699: 0.021344697014511735
Position 3557: 0.021117742988088026
Position 5281: 0.01916539272776795
Position 9005: 0.018647238544978066
Position 6340: 0.01807611421343582
Position 11649: 0.017984909445190104
Position 9478: 0.014812379238375304
Position 10229: 0.01477648841147493
Position 5743: 0.014334708285044226
Position 429: 0.01351078106893204
Position 747: 0.011821365544866569
Position 1346: 0.011182684131677214
Position 1497: 0.010328594127775922
Position 6414: 0.010307919441201333
Position 1638: 0.010024954469125767
Position 5528: 0.009900311429846206
Position 9082: 0.00983090078341451
Position 7685: 0.008460961444764731
Position 3216: 0.008119922240780649
Position 11966: 0.0078355764873622
Position 4447: 0.007820227815357158
Position 9806: 0.007397624392588017
Position 4214: 0.006803614212806949
Position 1410: 0.006584370198206255
Position 3187: 0.005136468272802727
Position 6810: 0.0038673967644460793
Position 6025: 0.0036709053023795137
Position 681: 0.0035482925953938564
Position 6366: 0.003300789029363206
Position 6481: 0.003028562246660304
Position 11234: 0.0029876763682601445
Position 4505: 0.0029271288456364617
Position 3115: 0.0028423003552673796
Position 558: 0.002507865573464622
Position 9594: 0.0024836818104976475
Position 898: 0.002411450806806187
Position 516: 0.0023829204130640996
Position 1127: 0.0022286752882508917
Position 3527: 0.0021801616578177585
Position 9375: 0.0021239652762367073
Position 1675: 0.001952063085766705
Position 322: 0.0019089748783789574
Position 6395: 0.0018877609523307928
Position 7270: 0.0018859865628297182
Position 6174: 0.001809827909134887
Position 1550: 0.00164890359244624
Position 5384: 0.001618856775772317
Position 4073: 0.0015282569912461632
Position 10646: 0.0014816355925878792
Position 1574: 0.0012507429621337405
Position 7318: 0.0011617590266048401
Position 9979: 0.0010698957538916158
Position 4007: 0.0010547698863535206
Position 6589: 0.0009622691923835146
Position 5164: 0.0008692614998405793
Position 3152: 0.0008527440718268916
Position 4773: 0.0008325026315355505
Position 1370: 0.0007911028374572912
Position 1453: 0.0007897592481377118
Position 9137: 0.000722788760349582
Position 3230: 0.000717936071556179
Position 7897: 0.0007044639415498587
Position 5882: 0.0006835318103089864
Position 7849: 0.0005941197844517523
Position 2433: 0.0005788159750696673
Position 509: 0.0005411719598030337
Position 1612: 0.0005174289657141777
Position 3575: 0.0005172999582988149
Position 7250: 0.000506224449936984
Position 8450: 0.0004885531724690499
Position 8537: 0.00047566949868683414
Position 5886: 0.00045753137021368464
Position 8153: 0.0004556562935920866
Position 4210: 0.0004334119680164248
Position 4550: 0.00042574450978142533
Position 3250: 0.000416898608085789
Position 4468: 0.00041662597784763105
Position 6984: 0.00039451247318926335
Position 7153: 0.00039436129491754983
Position 2515: 0.0003564829847827924
Position 7667: 0.000355622803604852
Position 6215: 0.0003505139033996704
Position 7799: 0.0003406991116331723
Position 1423: 0.00033228280548048286
Position 4916: 0.00032558001320624134
Position 358: 0.00031279217274712823
Position 3553: 0.0002990629274790232
Position 3570: 0.000296374853560923
Position 1219: 0.0002839912992169512
Position 3380: 0.00025372955733876684
Position 7119: 0.00024099470395757928
Position 2779: 0.00023222173650388185
Position 6636: 0.0002284643760504285
Position 6227: 0.000226089239693574
Position 3732: 0.00021923291199616628
Position 5025: 0.00020207846567033138
Position 153: 0.00019683222552005503
Position 222: 0.00019605969065123052
Position 1705: 0.0001924779683120854
Position 5464: 0.00018338316622531762
Position 319: 0.00018308871969329612
Position 3620: 0.00017646828432452903
Position 5348: 0.00017282522632795652
Position 520: 0.00015772822491009176
Position 4026: 0.00015639920903716523
Position 364: 0.00015591843473481093
Position 6178: 0.0001553569494799194
Position 1461: 0.00015305847752364595
Position 4230: 0.00014799661608686396
Position 6534: 0.00014681983155460747
Position 3747: 0.00013795525979501123
Position 4131: 0.00012229270178250654
Position 4079: 0.00011832115321859719
Position 4572: 0.00011831918584694094
Position 2494: 0.0001089764765686135
Position 1270: 0.00010126086946716035
Position 5534: 9.849168617726582e-05
Position 1224: 8.613994649765969e-05
Position 5252: 7.752455571013317e-05
Position 1376: 7.609862659335693e-05
Position 908: 7.584939771749202e-05
Position 1577: 6.084177367361345e-05
Position 4865: 5.95031661837969e-05
Position 2149: 5.468241685219513e-05
Position 3772: 4.988020576234649e-05
Position 3960: 4.353616854135648e-05
Position 143: 4.1496936359046625e-05
Position 1792: 3.7207379592860425e-05
Position 4092: 3.6137017168598537e-05
Position 3484: 3.286355475320839e-05
Position 171: 2.750984413665353e-05
Position 207: 1.4759330322691772e-05
Position 326: 1.1368621140081254e-05
Position 232: 1.0226280127949744e-05
Position 273: 1.0013615106527918e-05
Position 768: 9.996666399376405e-06
Position 751: 9.29537541381304e-06
Position 3028: 8.916985545109087e-06
Position 436: 6.564049566773366e-06
Position 757: 6.415851539901193e-06
Position 765: 4.8412994489818554e-06
Position 371: 3.2707047009386027e-06
Position 329: 1.7988233662423553e-06
Position 824: 1.6884145199201264e-06
Position 225: 1.6658602010710307e-06
Position 277: 1.467142504783831e-06
Position 818: 8.929138341966101e-07
Position 2929: 8.250413764034773e-07
Position 376: 7.645315372229805e-07
Position 620: 6.762672691386289e-07
Position 286: 6.481549982338134e-07
Position 1252: 3.646633769071946e-07
Position 1080: 3.5725130623895945e-07
Position 294: 3.423063041330689e-07
Position 1431: 3.022114467766404e-07
Position 572: 2.365322548481653e-07
Position 250: 1.8909123822798887e-07
Position 333: 1.8397517000679756e-07
Position 261: 1.8214461104787254e-07
Position 1351: 8.180215894043242e-08
Position 254: 3.436805280854003e-08
Position 237: 1.6966844969208208e-08
Position 785: 1.2015933958769863e-08
Position 567: 9.607150427358514e-09
Position 366: 8.76607307423969e-09
Position 91: 4.701046637216594e-10
Position 89: 3.315790009410702e-13
