Gene = Lactb2
index = 615
Annotated 5SS: [  218  9826 13162 22316 30482 33191]
Annotated 3SS: [ 9661 13034 22136 30332 33108 33641]
SMsplice 5SS: [  218  9826 22316 30482]
SMsplice 3SS: [ 9661 22043 30332 33108]
top_k =  500
Partition function (log Z): -18.39882700357106

Sorted 5' Splice Sites (High to Low Probability):
Position 9826: 0.9991504241355511
Position 218: 0.8824795640528509
Position 22316: 0.787160054343669
Position 12889: 0.725758675633558
Position 13162: 0.6622893821027737
Position 8950: 0.5286997201059486
Position 10142: 0.42852297150180285
Position 14477: 0.37022219595567035
Position 15631: 0.3075212497403955
Position 7779: 0.1682257444449518
Position 658: 0.10465718625436098
Position 7537: 0.09924050531550309
Position 3140: 0.07355990076324717
Position 84: 0.06616863125235631
Position 8044: 0.05707158269973743
Position 10446: 0.05676200803497448
Position 480: 0.047845213882632624
Position 9312: 0.038366362920695576
Position 3928: 0.03401950182354365
Position 141: 0.03154147997358576
Position 402: 0.020278631493333244
Position 13219: 0.016103090314088766
Position 556: 0.013662888034299677
Position 3368: 0.013514588488518043
Position 13215: 0.013155838670744094
Position 2653: 0.010476572778132194
Position 5060: 0.00930331622397466
Position 6363: 0.008999920794619086
Position 10333: 0.007987613449484069
Position 6757: 0.0058530777361973305
Position 1544: 0.005427209055500967
Position 3655: 0.0052364686499319826
Position 1993: 0.004728882061732743
Position 16144: 0.0037266858116573936
Position 7308: 0.0036278409691092735
Position 4973: 0.0030486437308659057
Position 3659: 0.0029708887635292677
Position 2047: 0.0028859702701957445
Position 830: 0.0027752526218712647
Position 3018: 0.002571313187224145
Position 654: 0.002451344237132551
Position 470: 0.001889592123137543
Position 521: 0.0018674590268452742
Position 5136: 0.0018328723844671828
Position 201: 0.0016545051597365505
Position 194: 0.001290344735039649
Position 328: 0.0005970810759247416
Position 8946: 0.00033924886196691386
Position 138: 0.00019651444108423946
Position 166: 0.0001233905600525758
Position 391: 0.00012087535530595214
Position 66: 0.00011371186596960685
Position 1189: 6.262110402039098e-05
Position 75: 5.0723117499874084e-05
Position 35: 4.227934840685554e-05
Position 1986: 3.8564074204844626e-05
Position 299: 3.7194103891398146e-05
Position 258: 2.319906939883047e-05
Position 3128: 2.316940983047528e-05
Position 50: 1.7661656406873222e-05
Position 128: 1.734249795705435e-05
Position 1156: 1.4136592819145747e-05
Position 149: 1.1286125978374559e-05
Position 253: 1.0254250221210319e-05
Position 2996: 8.894394351680017e-06
Position 133: 8.381707647836108e-06
Position 695: 8.105460142107683e-06
Position 2105: 6.546778544660799e-06
Position 2010: 5.120196333131691e-06
Position 1317: 4.516878159923863e-06
Position 326: 2.6917696995767427e-06
Position 147: 1.3342115183829615e-06
Position 1528: 7.73530577775438e-07
Position 1186: 7.650345799986146e-07
Position 887: 6.822834530534152e-07
Position 394: 5.75833680051888e-07
Position 526: 5.757501869612194e-07
Position 413: 5.636549593166609e-07
Position 420: 4.943069570715372e-07
Position 1199: 3.253038172691154e-07
Position 1331: 2.9498041787099936e-07
Position 1749: 2.901998277934754e-07
Position 352: 2.633504737617147e-07
Position 798: 2.09728450185336e-07
Position 424: 1.6675134052481756e-07
Position 549: 4.440479889617496e-08
Position 592: 2.178369074111216e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 22043: 0.8809776696360624
Position 9661: 0.8690804857085874
Position 12780: 0.7402607542279007
Position 8778: 0.529416597295033
Position 28097: 0.48698112116756126
Position 13034: 0.43801475192315764
Position 14348: 0.3879480958201839
Position 15517: 0.30930938689850707
Position 390: 0.17607236279093472
Position 9930: 0.17563902990369562
Position 10017: 0.16367404069851546
