Gene = Lipe
index = 637
Annotated 5SS: [ 1113 10593 13274 13531 13931 14338 15258 15560 18185]
Annotated 3SS: [10056 13182 13384 13744 14045 15029 15382 17753 18536]
SMsplice 5SS: [ 1113  3210  4577 10593 13274 13531 13931 15258 15560]
SMsplice 3SS: [ 3085  4416 10436 13182 13384 13744 15029 15470 18536]
top_k =  500
Partition function (log Z): 3.995427111085799

Sorted 5' Splice Sites (High to Low Probability):
Position 13274: 0.9784375225421804
Position 13531: 0.9643283503791733
Position 15560: 0.9426804362020638
Position 3210: 0.9178042057079233
Position 4577: 0.8826337576835371
Position 15258: 0.8284954401634642
Position 13931: 0.8250921313232206
Position 10593: 0.6831792540209459
Position 1113: 0.6004367358226107
Position 179: 0.565415051838997
Position 15942: 0.3415434963876901
Position 8649: 0.23106000605898436
Position 10192: 0.21983631161594216
Position 7997: 0.19013211338903507
Position 12752: 0.1864189201894764
Position 7784: 0.17302038163769912
Position 12910: 0.13595349838232965
Position 14338: 0.10904378681801204
Position 1053: 0.07775289185668709
Position 14055: 0.07700028764256162
Position 1999: 0.0682152104365033
Position 15072: 0.05989527195933403
Position 13778: 0.054429747364494165
Position 7820: 0.03813258079031302
Position 1285: 0.03773875183754547
Position 3218: 0.028818865745157504
Position 743: 0.027509316414289508
Position 5950: 0.025505543597935172
Position 5861: 0.021411873141746803
Position 6464: 0.019885147615859914
Position 13522: 0.019669491292820713
Position 4548: 0.015510856212638235
Position 5675: 0.015269898615610842
Position 6055: 0.01441155763216498
Position 4219: 0.012050840055308494
Position 4320: 0.011020361655962376
Position 2240: 0.010321519716834468
Position 9331: 0.010186667496481457
Position 8359: 0.009523518652443202
Position 15289: 0.009181974095465097
Position 701: 0.009121625939374782
Position 17654: 0.00676838653591821
Position 18185: 0.00659973061206089
Position 6947: 0.006461087457524777
Position 5852: 0.006102722461030024
Position 14139: 0.00560556697797443
Position 14862: 0.005576332432192675
Position 375: 0.0052742846679410035
Position 3994: 0.0045752835368533685
Position 10107: 0.004553061512075623
Position 5148: 0.004500121703008807
Position 17435: 0.00429788724430914
Position 16554: 0.004199058109084096
Position 6931: 0.004082519569070504
Position 14349: 0.003969687976652625
Position 7911: 0.003909437882768142
Position 13679: 0.0037442066438951012
Position 5901: 0.003344507695937961
Position 17999: 0.003276767938256377
Position 9713: 0.0028268652890514404
Position 3595: 0.0027718995877914123
Position 15119: 0.0026781586919186217
Position 2731: 0.0018742008146730245
Position 5632: 0.0018636082445725372
Position 18026: 0.0015251918907912736
Position 1356: 0.0015037712495996646
Position 3862: 0.0014298883730566548
Position 8953: 0.0013657196401787978
