Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  500
Partition function (log Z): -52.305792343347775

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.8974870660735998
Position 1166: 0.30471635297135297
Position 1981: 0.0889145766673836
Position 3959: 0.05385533151338485
Position 2758: 0.0533108402566137
Position 1415: 0.038279425360789765
Position 411: 0.03394851199120598
Position 5222: 0.018537653607802195
Position 2142: 0.010437863458152473
Position 1974: 0.010311766535398253
Position 537: 0.010061488208514609
Position 59: 0.00825312350290199
Position 3165: 0.0059841051586443745
Position 3647: 0.005645019137854191
Position 3483: 0.005624224701173335
Position 5288: 0.004839399299263703
Position 2321: 0.0035245611606389998
Position 3973: 0.0035112313943555006
Position 1989: 0.0025970851752423513
Position 218: 0.002330689000053558
Position 488: 0.0011531395712716804
Position 2097: 0.0011453717215462098
Position 3652: 0.0006970790833882548
Position 2495: 0.0005328575708193478
Position 115: 0.000471938583615695
Position 2177: 0.00042525488152205643
Position 3366: 0.00035221350482530914
Position 356: 0.000251723543161926
Position 2149: 0.00024385319551653307
Position 2093: 0.00020872381422762232
Position 155: 0.00020763823022059422
Position 179: 0.00020562640449463626
Position 2016: 0.0001669045931130323
Position 310: 0.0001536504630515211
Position 1170: 0.00012204130643028194
Position 505: 0.00012179991231787281
Position 80: 6.469087446955542e-05
Position 1356: 5.083997080923785e-05
Position 1088: 3.478448526407526e-05
Position 1805: 1.657240507104519e-05
Position 37: 1.525943250655479e-05
Position 2299: 1.4472775706990296e-05
Position 2384: 1.2474810250104313e-05
Position 1284: 1.0586416548228927e-05
Position 1978: 6.496037750906717e-06
Position 2151: 6.295796336663456e-06
Position 512: 3.91324386763089e-06
Position 632: 2.368785376044332e-06
Position 492: 1.9895717050889945e-06
Position 167: 1.5670262754623177e-06
Position 500: 1.3475951743980543e-06
Position 428: 1.2973740676277398e-06
Position 334: 1.2626905164165351e-06
Position 3: 1.2408923787074395e-06
Position 346: 1.1436598901810363e-06
Position 668: 9.52746634928393e-07
Position 1174: 8.306182990681516e-07
Position 993: 6.592126945824212e-07
Position 418: 5.110632591069651e-07
Position 303: 4.859771734324532e-07
Position 895: 3.966022164073586e-07
Position 117: 1.8679211111373204e-07
Position 494: 5.8324355637323125e-08
Position 157: 3.5208389900362626e-08
Position 130: 3.3947682224816956e-08
Position 390: 2.5481747058433152e-08
Position 421: 1.9390901909153205e-08
Position 1197: 4.966795967041638e-10
Position 591: 1.2875402052670828e-10
Position 776: 7.885977199641987e-11
