Gene = Nppc
index = 762
Annotated 5SS: [223 928]
Annotated 3SS: [ 616 3772]
SMsplice 5SS: [ 223  928 2983]
SMsplice 3SS: [ 616 2910 3772]
top_k =  500
Partition function (log Z): -2.4236095009096355

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9762420097203994
Position 928: 0.946142053537237
Position 2983: 0.624121639408673
Position 479: 0.2466686643207184
Position 1396: 0.24439604303780693
Position 3206: 0.1679887066405804
Position 1662: 0.10302956705825247
Position 3676: 0.09830457992867765
Position 1164: 0.09335402394100636
Position 3885: 0.023637952221802358
Position 1953: 0.020683569183299323
Position 509: 0.014727863856704335
Position 274: 0.007422990599984117
Position 2474: 0.007138034111557646
Position 3581: 0.0048140375383216045
Position 1176: 0.002626794985120802
Position 227: 0.0015956347287899293
Position 903: 0.0015639021706922828
Position 498: 0.0015197407986123396
Position 1582: 0.0013835271961536615
Position 3937: 0.001330283073330116
Position 252: 0.0011938783007651476
Position 684: 0.0007887319034900181
Position 766: 0.0007139478481644451
Position 2641: 0.0006971096334889019
Position 3440: 0.0006293570829816874
Position 3333: 0.0005585738504940045
Position 2943: 0.0003622070626214091
Position 119: 0.00033392826077714705
Position 232: 0.0002573814278510106
Position 894: 0.00017124314585397214
Position 472: 0.00013389185474004924
Position 617: 0.00012502181915130813
Position 349: 0.00011845277475610794
Position 3849: 7.762850651880103e-05
Position 405: 6.584664535817758e-05
Position 271: 5.272982335563118e-05
Position 374: 4.57761334253248e-05
Position 89: 4.05973148656886e-05
Position 580: 3.864636270420618e-05
Position 27: 3.725764948831792e-05
Position 932: 3.281553975500575e-05
Position 1360: 3.0649823964818234e-05
Position 755: 2.640761430064457e-05
Position 1149: 2.2124043010389436e-05
Position 105: 1.2997278188398359e-05
Position 556: 1.1075912224123325e-05
Position 395: 7.278203091141774e-06
Position 1016: 3.4136505652326916e-06
Position 562: 1.9136398401917105e-06
Position 844: 1.827353011099514e-06
Position 36: 6.468060681064886e-07
Position 666: 4.6078554840619363e-07
Position 753: 4.168919156975453e-07
Position 261: 3.768142006381588e-07
Position 1041: 2.2243311515370978e-07
Position 1011: 2.0063105966627407e-07
Position 997: 8.61732743013627e-08
Position 1324: 8.254303974826321e-08
Position 907: 1.2905226456454396e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 616: 0.9335547376406313
Position 3772: 0.9047947652934052
Position 2910: 0.47059954883093613
Position 361: 0.20691169483530283
Position 2838: 0.1377178215676574
Position 1122: 0.1313613884516988
Position 3117: 0.10316376067046683
Position 1064: 0.09631567432131566
Position 3332: 0.08298142274483464
Position 1493: 0.06914753002941927
Position 1211: 0.0537241991680523
Position 1007: 0.04037924582529324
Position 2785: 0.039972702231041095
Position 3497: 0.03364359966317094
Position 412: 0.029547237940095936
Position 3443: 0.026420242861008744
Position 3139: 0.026168921028662775
Position 4235: 0.02214095816934864
Position 1883: 0.020467167907600944
Position 1271: 0.019560592652103036
Position 1534: 0.017563111815544718
Position 334: 0.016335152505961032
Position 2860: 0.015625303987423792
Position 2804: 0.01093793143607777
Position 1395: 0.007848523928285922
Position 2383: 0.00728989544545817
Position 3618: 0.006857471713597331
Position 1577: 0.006656991655595654
Position 3567: 0.0044066545908702705
Position 868: 0.004284756185754637
Position 3122: 0.003471339442677814
Position 1922: 0.0030399947748773934
Position 1294: 0.002879118830389693
Position 851: 0.0025782992327906106
Position 4261: 0.002195377978452161
Position 766: 0.002096924467535138
Position 1597: 0.0019341083113841183
Position 3580: 0.0017350005556386423
Position 458: 0.001718820090653197
Position 3062: 0.0013576448450298615
Position 3085: 0.0013239101625308648
Position 3059: 0.0013217240605142414
Position 1432: 0.0013087880337315256
Position 1275: 0.001261351674875522
Position 3295: 0.0011882217725290385
Position 824: 0.0010207995638429914
Position 2787: 0.0009653462713907731
Position 455: 0.000909113494888196
Position 658: 0.0008974986207393917
Position 2672: 0.0008724111081182715
Position 1347: 0.0007992534880783151
Position 433: 0.0007741575570334385
Position 4015: 0.0007703739210830127
Position 2568: 0.0005733195901863403
Position 4140: 0.0005706789946869513
Position 1435: 0.0005589908620341979
Position 721: 0.0005352152642877681
Position 799: 0.0005333389378907615
Position 2291: 0.0005233647213591601
Position 4046: 0.000516437128693529
Position 2473: 0.0004993930040957985
Position 2498: 0.000383579821757666
Position 662: 0.0003607280343076954
Position 3022: 0.0003511432424980813
Position 2635: 0.0003310548334363522
Position 1566: 0.0003240323374887475
Position 2930: 0.00031934013761699776
Position 1241: 0.0003160998511061838
Position 676: 0.0003135909204469711
Position 2008: 0.00030865660090702307
Position 1459: 0.0003067350695323343
Position 682: 0.00029770193930952007
Position 702: 0.0002953529219353012
Position 288: 0.00028130169760941383
Position 1456: 0.00026105516684417986
Position 4161: 0.00023940163963615864
Position 1724: 0.00023461825235769447
Position 1893: 0.00023369152678235836
Position 3727: 0.0002215304559855562
Position 1163: 0.0002171705926736818
Position 1651: 0.00019069924300822323
Position 698: 0.00018285338213727996
Position 562: 0.00017837747547449118
Position 1225: 0.00017593529195791965
Position 4052: 0.00017291175269303142
Position 635: 0.00016539802242280976
Position 3239: 0.00015341963384385567
Position 3984: 0.00014931203336562672
Position 3362: 0.00012324797379640543
Position 1747: 0.00010262521191284322
Position 838: 6.752528308267025e-05
Position 2482: 5.902977814093786e-05
Position 435: 5.709104646103418e-05
Position 1296: 5.32511962033427e-05
Position 1603: 4.697877681094738e-05
Position 291: 4.62874819239405e-05
Position 1953: 4.34968972821725e-05
Position 452: 4.054806675810999e-05
Position 907: 3.999072563398904e-05
Position 1662: 3.867822849171149e-05
Position 308: 3.79949762193518e-05
Position 2641: 3.692957541441094e-05
Position 1988: 3.543146573932194e-05
Position 725: 3.28478187658605e-05
Position 1599: 3.18115515690601e-05
Position 835: 2.459965423523733e-05
Position 1219: 2.4082271513737448e-05
Position 1298: 2.158994341012748e-05
Position 643: 2.1585380776254705e-05
Position 624: 1.961627282789675e-05
Position 1344: 1.8544410284884975e-05
Position 370: 1.8062970399612107e-05
Position 1321: 1.6680936782489298e-05
Position 891: 1.412452541207258e-05
Position 912: 1.254726277215565e-05
Position 1453: 1.1281296186580685e-05
Position 640: 9.925390270619721e-06
Position 147: 9.637303093434488e-06
Position 304: 9.439140247989714e-06
Position 89: 8.121756488250162e-06
Position 963: 7.795515337975586e-06
Position 1315: 6.247133905150612e-06
Position 1333: 5.951079281947337e-06
Position 199: 5.836762508226669e-06
Position 478: 5.780033658061293e-06
Position 1149: 4.65999451392864e-06
Position 691: 4.019638615588797e-06
