Gene = Aste1
index = 146
Annotated 5SS: [ 274 2467 6295 8200]
Annotated 3SS: [1152 6083 8003 9606]
SMsplice 5SS: [ 274 1314 1564 2467 6295]
SMsplice 3SS: [1152 1405 2232 6203 7325]
top_k =  500
Partition function (log Z): -2.2203176380211227

Sorted 5' Splice Sites (High to Low Probability):
Position 1314: 0.9886043612266399
Position 2467: 0.8923674813158543
Position 6295: 0.821364384741762
Position 274: 0.6414759196726509
Position 1564: 0.4976645845561928
Position 463: 0.3829162273585961
Position 3534: 0.2480030221310455
Position 3658: 0.21735107843920637
Position 1888: 0.1839234266787703
Position 7385: 0.16870344411616883
Position 4193: 0.15623104928789536
Position 5408: 0.14973761210552838
Position 7476: 0.13486611488356953
Position 1496: 0.11345466660428971
Position 8200: 0.08393784010211147
Position 268: 0.03943627382860952
Position 1502: 0.030780144350171713
Position 2074: 0.027760593905387577
Position 490: 0.0274481120366926
Position 5816: 0.02094797060715562
Position 4654: 0.02061780730519458
Position 5522: 0.015834656048574324
Position 5780: 0.013381835664883011
Position 1546: 0.011351363190691782
Position 1047: 0.010730661668157011
Position 216: 0.009669559891441639
Position 2102: 0.00935939961793931
Position 7887: 0.008884238209462067
Position 373: 0.008201138251256165
Position 2994: 0.006355095595835246
Position 2114: 0.006324098056479138
Position 1679: 0.006265947006053667
Position 1510: 0.0052533132913346525
Position 2097: 0.004622182032884217
Position 6398: 0.004380890696376678
Position 2145: 0.0038866399160891177
Position 6528: 0.0030442059248945415
Position 8893: 0.002968717697933598
Position 7636: 0.0028810234204813575
Position 8060: 0.0026983379209307634
Position 6555: 0.0026729973406575736
Position 577: 0.002601516846816626
Position 452: 0.002521409100546186
Position 3012: 0.0016149862382197743
Position 172: 0.0015310608704417002
Position 8232: 0.0009939877435101866
Position 211: 0.0008454056793405124
Position 2475: 0.0008333984178669491
Position 6299: 0.0007577513768213688
Position 5731: 0.0006935248881852803
Position 227: 0.0004419956161810548
Position 2233: 0.0004299130024125544
Position 12: 0.0003430238899048377
Position 711: 0.0002869533683530871
Position 670: 0.00025349717221183414
Position 6408: 0.00025338453814351147
Position 5761: 0.00023510017022802972
Position 1652: 0.00018905431596685532
Position 354: 0.00018123369207220674
Position 289: 0.00017482156634895078
Position 286: 0.00015839972339642004
Position 721: 0.00013897306153099273
Position 140: 0.0001163549907515723
Position 480: 0.00010551148107604315
Position 977: 9.996041781911283e-05
Position 10: 9.273915980502088e-05
Position 153: 8.167915122913162e-05
Position 1175: 7.71564935512388e-05
Position 4258: 5.633277692346158e-05
Position 116: 5.39624237648284e-05
Position 434: 4.3007353972549334e-05
Position 359: 3.966378970173736e-05
Position 541: 3.685047237403756e-05
Position 1211: 2.953970121728051e-05
Position 1063: 2.7726988152238598e-05
Position 809: 2.693350548963234e-05
Position 121: 2.4493604737691863e-05
Position 3530: 2.1482321534264277e-05
Position 43: 1.7343933802573935e-05
Position 124: 1.5173737995784347e-05
Position 1345: 1.4815996488764381e-05
Position 3478: 1.4660980002831647e-05
Position 432: 1.3680367796157696e-05
Position 179: 1.3383503550292982e-05
Position 1831: 1.2786378887197256e-05
Position 1034: 9.222738673957665e-06
Position 980: 8.795032425432344e-06
Position 1348: 7.810915648674234e-06
Position 1392: 7.40039578372959e-06
Position 1057: 5.8314063739500575e-06
Position 1512: 5.778358076228725e-06
Position 1481: 5.703906439386323e-06
Position 1225: 4.7624629674110005e-06
Position 1534: 5.170055372704104e-09
Position 442: 3.147602748145261e-09
Position 738: 7.096091412039747e-10
Position 691: 6.959073144255881e-10
Position 829: 4.1174603534509227e-10
Position 628: 2.702941727634625e-10
Position 732: 2.523716082436853e-10
Position 892: 2.5233875624369197e-10
Position 997: 1.5429669797284078e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9778273559195536
Position 6203: 0.7358045190601626
Position 7325: 0.711829458155414
Position 1405: 0.5563953306242406
Position 2232: 0.5367564550639543
Position 9606: 0.39621463162229875
Position 3371: 0.3809760030211666
Position 2358: 0.2255974142253246
Position 5361: 0.1478010216054229
Position 8003: 0.12189571506322798
Position 1426: 0.1083585266649193
Position 3978: 0.08661666129378529
Position 353: 0.07991569575398552
Position 2377: 0.07257959167092988
Position 3992: 0.06679797243494741
Position 6083: 0.05519375626548823
Position 1700: 0.05176258300267533
Position 1760: 0.0506260511700112
Position 8657: 0.04433273611182419
Position 8892: 0.03734586507797453
Position 4481: 0.03282948682600598
Position 6066: 0.026097398414881696
Position 3339: 0.025029286171583027
Position 1732: 0.024744719322640933
Position 1763: 0.02460694998959618
Position 7684: 0.021764956776300068
Position 373: 0.020924822802747642
Position 2010: 0.02041157054179066
Position 5277: 0.020019301287237647
Position 3587: 0.017260169526520642
Position 5688: 0.015922547878191824
Position 5592: 0.015879358068872095
Position 3453: 0.01521163843578425
Position 2013: 0.014187226514132087
Position 2213: 0.013996408858392019
Position 9538: 0.012818176235769653
Position 6170: 0.012670925059907901
Position 2326: 0.012359525519667208
Position 1578: 0.010973841332073709
Position 3386: 0.010467211189526595
Position 2264: 0.009479237772060244
Position 359: 0.009046363793017525
Position 2192: 0.008965250517287008
Position 1978: 0.008610273285918082
Position 3530: 0.008039637762860284
Position 9060: 0.00742619720929363
Position 1984: 0.006917261546149877
Position 1904: 0.006080615539776798
Position 8472: 0.005927904209784652
Position 1449: 0.005789627685002068
Position 941: 0.0050072896929771885
Position 339: 0.004831307191863104
Position 1411: 0.004565356289086531
Position 907: 0.004543572804675412
Position 3466: 0.004411403549567303
Position 6392: 0.0038566477113735967
Position 9125: 0.003767495000540165
Position 6855: 0.003635781057545046
Position 5685: 0.003579352458087319
Position 384: 0.0035428828136523788
Position 1079: 0.0034493711959246096
Position 6441: 0.003398089098452384
Position 2872: 0.003273722827731935
Position 1679: 0.002963005350052084
Position 1676: 0.00295900778181442
Position 3631: 0.002912948064977876
Position 8863: 0.0028780371856375877
Position 2902: 0.002857465820584443
Position 4069: 0.0027679695346477366
Position 2424: 0.0025414725498675503
Position 3436: 0.002336292926645164
Position 9362: 0.0018859178991183188
Position 2055: 0.0018697104001379953
Position 1211: 0.001868880692381666
Position 1204: 0.0016227885348887323
Position 6239: 0.0015952545475565693
Position 6544: 0.0015731070134022355
Position 2143: 0.0014922101975637693
Position 2697: 0.0014328467712080087
Position 5940: 0.0014157556986832953
Position 6097: 0.0013260363876701643
Position 1057: 0.0013188790564176457
Position 2015: 0.0013175404256347326
Position 1998: 0.001253110014753072
Position 1580: 0.001212780171239348
Position 3878: 0.0011953978813450843
Position 3953: 0.0011599195094570995
Position 6709: 0.00115134196494991
Position 6607: 0.0010943475229961911
Position 1707: 0.0010524346336529215
Position 7025: 0.0009451690877908357
Position 408: 0.0008125812040630005
Position 912: 0.0008005010844110022
Position 790: 0.0007781131908294184
Position 1741: 0.0007717028495551821
