Gene = Mmab
index = 683
Annotated 5SS: [ 185 1300 5540 6243 7011 7351 7582 8783]
Annotated 3SS: [ 1237  5445  6184  6937  7252  7516  8722 10701]
SMsplice 5SS: [ 185 1300 5540 6243 7355 7582]
SMsplice 3SS: [ 1237  5445  6184  7252  7516 10701]
top_k =  500
Partition function (log Z): 2.47262786192666

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.976116076203629
Position 1300: 0.9519416301196272
Position 5540: 0.9246550601015276
Position 6243: 0.8427001770706033
Position 7582: 0.7120311850861409
Position 7355: 0.4910085739057864
Position 10978: 0.4741255926477888
Position 8783: 0.30264458814100426
Position 7351: 0.30065100541992784
Position 7642: 0.22183529543805844
Position 8805: 0.19098883336180983
Position 10817: 0.16914843888554157
Position 5682: 0.13556278116305884
Position 1062: 0.10164699441377777
Position 6114: 0.07134476012526267
Position 5562: 0.06055249597923333
Position 11037: 0.0507322290528709
Position 9669: 0.04148799203989366
Position 5712: 0.04144050691902277
Position 12165: 0.03365264611085826
Position 6046: 0.025914281458767868
Position 6812: 0.024896721596051347
Position 4163: 0.023418507254723973
Position 42: 0.023055919592244494
Position 3161: 0.021563053581125917
Position 4088: 0.02131495709506962
Position 4589: 0.020897139079898694
Position 3143: 0.019242331120941446
Position 7051: 0.01907440376356918
Position 5646: 0.016943616881838205
Position 7011: 0.01688955910275126
Position 5268: 0.01599753365245817
Position 3205: 0.015710531090753172
Position 4685: 0.013938524996288327
Position 6596: 0.01357042940083994
Position 9559: 0.012395395662972413
Position 4770: 0.01111048814714988
Position 11605: 0.010817530208570035
Position 9641: 0.010082796901910326
Position 4577: 0.008272779207410031
Position 5666: 0.00826314051677085
Position 7034: 0.007761203647689441
Position 1365: 0.0077505375745128766
Position 5245: 0.007152657650763069
Position 4106: 0.006419609079254743
Position 4024: 0.00619856799943976
Position 347: 0.005882046494611534
Position 7106: 0.00577461614069771
Position 9957: 0.005634727420517102
Position 5716: 0.005562716356117396
Position 993: 0.004159153203022285
Position 6342: 0.003997643249953359
Position 9530: 0.003835364667451913
Position 5241: 0.0037770516461503147
Position 12064: 0.0036421458997367563
Position 12482: 0.0035903466639521124
Position 9030: 0.0035441573031381396
Position 7308: 0.0035305192631063403
Position 8218: 0.0033704159090049476
Position 3684: 0.003199425926658991
Position 4665: 0.0031808066400645027
Position 7617: 0.003111252987587616
Position 7363: 0.002727314364492861
Position 789: 0.0026128046061772094
Position 7385: 0.0025623052896467033
Position 9053: 0.0024651199624329406
Position 10806: 0.0020881669731829334
Position 7375: 0.0018968662155538795
Position 777: 0.0018624854313108788
Position 9413: 0.001794666117524164
Position 438: 0.0017260103299317573
Position 8355: 0.001659191323923891
Position 8198: 0.0014767828775216082
Position 5679: 0.001442022113529878
Position 5626: 0.0014136112039625929
Position 8369: 0.0012898720288288114
Position 5981: 0.00125215522477908
Position 8322: 0.001239491066382312
Position 1505: 0.0012219692447822924
Position 4705: 0.0012084107696133804
Position 1577: 0.0011979777371721309
Position 8593: 0.001194550223444598
Position 5728: 0.0011888059997545329
Position 1621: 0.0010951256702374508
Position 5952: 0.0010918939600759404
Position 1327: 0.0010484271222958362
Position 7469: 0.001015092980010716
Position 6610: 0.0009943213895547032
Position 1037: 0.0009230567577870941
Position 9839: 0.0009080787241369621
Position 238: 0.0009043942489768611
Position 896: 0.0007998176496580098
Position 2254: 0.0007868574019787376
Position 5686: 0.0007705637943590795
Position 8522: 0.0007281375707365753
Position 6023: 0.0006128970348479243
Position 4147: 0.0005099233849925309
Position 242: 0.0005090724745392206
Position 63: 0.00048806634696431947
Position 8953: 0.00044690924537671564
Position 4053: 0.0004432581424716925
Position 6280: 0.00043668411695698176
Position 7675: 0.00043520021585696366
Position 229: 0.00038836726656895406
Position 1157: 0.00038173088778823116
Position 1312: 0.0003748940647579994
Position 4635: 0.00034703670407262567
Position 5876: 0.000317095664817675
Position 325: 0.00031249702205887525
Position 7655: 0.0002860500010186757
Position 5694: 0.00025562327465353095
Position 6050: 0.00025271122162907563
Position 5701: 0.0002489411813904477
Position 5922: 0.00023200394434950722
Position 7646: 0.00021887038075507422
Position 501: 0.0002153784474871344
Position 299: 0.00020533650568167305
Position 530: 0.00017381985801684138
Position 205: 0.00017004632253726784
Position 134: 0.0001577427289406413
Position 142: 0.00015745986681777862
Position 8589: 0.00014613141090322228
Position 9850: 0.00013547229655892944
Position 30: 0.0001343808211465565
Position 5566: 0.0001331766267860691
Position 9546: 0.00013065762141632498
Position 112: 0.00010781542166249455
Position 291: 9.709081320276863e-05
Position 5777: 9.632012584093336e-05
Position 750: 7.825694364035955e-05
Position 5656: 7.039151919406626e-05
Position 189: 6.86549919837288e-05
Position 6739: 6.758505334793033e-05
Position 986: 6.132786470380666e-05
Position 506: 5.302039884485324e-05
Position 1056: 4.459520456525095e-05
Position 553: 3.818056375749709e-05
Position 232: 3.4876489632630294e-05
Position 5493: 3.463361936738689e-05
Position 936: 3.376510184867983e-05
Position 269: 2.9983050328735534e-05
Position 373: 2.6784226342268804e-05
Position 1010: 2.4770475775687702e-05
Position 136: 2.4395505849252513e-05
Position 965: 2.3792558126343223e-05
Position 704: 2.1212347483138725e-05
Position 260: 1.870395521968941e-05
Position 351: 1.629410539683333e-05
Position 46: 6.0629431801887015e-06
Position 77: 2.5211069187624434e-06
Position 75: 2.2248898783731337e-06
Position 57: 1.518452975777515e-06
Position 9: 1.5165196819831373e-06
Position 91: 2.897132694287618e-07
Position 154: 4.674913171224897e-08
