Gene = Ate1
index = 147
Annotated 5SS: [   225   3476   5819   8770  10574  12099  14887  37898  52325  55450
 101133]
Annotated 3SS: [  3411   5755   8665  10321  11880  14757  37864  52142  55349 101011
 124843]
SMsplice 5SS: [   225   3476   5819   8770  10574  12099  14887  43990  52325  55450
  70208  73282  79302  80940  87922 101133 114296 123786]
SMsplice 3SS: [  3300   5755   8665  10321  11880  14757  43891  52142  55349  70083
  73175  79202  80845  87821 101011 114207 123510 124843]
top_k =  500
Partition function (log Z): -66.33121600187691

Sorted 5' Splice Sites (High to Low Probability):
Position 8770: 0.98015696798772
Position 3476: 0.8835590174870718
Position 225: 0.8286809713216882
Position 10574: 0.6940542579575987
Position 5819: 0.6503414665255003
Position 14887: 0.5273811222267483
Position 12099: 0.5198660381347354
Position 11995: 0.4476088951764868
Position 9756: 0.4439832974475588
Position 8970: 0.3177999593785676
Position 4966: 0.2135538884475562
Position 15859: 0.1848141518705765
Position 937: 0.16187617588829636
Position 8966: 0.13745794334476544
Position 450: 0.1312114623657431
Position 11654: 0.12110676798242226
Position 10361: 0.10524593829268028
Position 5128: 0.087959821469183
Position 13664: 0.08041266008055532
Position 7470: 0.06573981853809312
Position 8955: 0.06553841881018163
Position 2085: 0.06380777977574026
Position 15160: 0.062003747096701464
Position 8002: 0.049861588451453304
Position 9105: 0.039894976401346954
Position 3067: 0.03536261962617214
Position 14878: 0.032391428911323905
Position 5168: 0.03207299331038059
Position 1798: 0.027962415862990607
Position 1510: 0.025996682119795646
Position 10529: 0.02558979306417991
Position 20359: 0.025490145972058773
Position 14368: 0.023075478682350284
Position 1934: 0.02169181375099941
Position 2569: 0.02125956465721111
Position 14339: 0.021184066257214952
Position 790: 0.019206628764134204
Position 9684: 0.017503848458479358
Position 264: 0.015559360388888513
Position 6978: 0.015212202452864398
Position 3933: 0.014383903785060208
Position 6670: 0.014140633284768923
Position 10679: 0.012722558735483933
Position 9789: 0.010923619632107187
Position 2955: 0.009995517390276466
Position 5667: 0.009875294062589466
Position 9026: 0.008762590674364905
Position 841: 0.007873409021038016
Position 5278: 0.007637482651342581
Position 2888: 0.007190549732228592
Position 11191: 0.007054142081987898
Position 2433: 0.005898703583748084
Position 2062: 0.00588489485320307
Position 2499: 0.005437574347727074
Position 10579: 0.004983635271925728
Position 8764: 0.004180527476586596
Position 10415: 0.004109318461261291
Position 67: 0.004032649980771597
Position 6103: 0.0035717586709474967
Position 500: 0.0029223509035299403
Position 5598: 0.002903017674053137
Position 9305: 0.0023190112126545894
Position 10463: 0.001880989055026512
Position 9793: 0.001547382956342344
Position 12092: 0.0014934508700002293
Position 10395: 0.0013036725588169847
Position 9281: 0.0006847883197615311
Position 13042: 0.0006237518199639824
Position 2599: 0.0005009015559038938
Position 607: 0.0004907317651311295
Position 9713: 0.0004073807404122812
Position 9963: 0.00038742459739076005
Position 8817: 0.0002982938795665528
Position 81: 0.0002964721212680283
Position 819: 0.00024986498678083893
Position 205: 0.00024587748872629135
Position 958: 0.00021178262437058023
Position 250: 0.0001951415820537884
Position 926: 0.00018301557563945564
Position 1786: 0.00016156263462021252
