Gene = 4930563M21Rik
index = 57
Annotated 5SS: [   79  1306  3266  6575  7591  7935  8110 10711 15900 16751 19299 20449
 21099 22621 22981 27234 28064 29753 31849 32635 35467 36568 36700 36861]
Annotated 3SS: [ 1237  3240  6469  7476  7895  8025 10623 15834 16725 19190 20401 21073
 22512 22911 27174 28038 29650 31783 32612 35352 36528 36657 36779 47667]
SMsplice 5SS: [   79  1306  1630  6575  7993 10711 15441 15900 19299 22621 22981 27234
 35467 36568 36700 36861 42580]
SMsplice 3SS: [ 1237  1519  6469  7895 10623 15321 15834 19190 22512 22911 27058 35352
 36482 36657 36779 42458 47667]
top_k =  500
Partition function (log Z): -3.880268529643931

Sorted 5' Splice Sites (High to Low Probability):
Position 22981: 0.9692660917854224
Position 79: 0.9433737636085756
Position 10711: 0.9314569079252932
Position 1306: 0.915171604167318
Position 15900: 0.9029536644010192
Position 22621: 0.8205045820612236
Position 15441: 0.7872959077490929
Position 1630: 0.660770882445312
Position 19299: 0.5893918357445087
Position 27234: 0.5853700419658153
Position 26948: 0.5490182211462294
Position 6575: 0.5318024383641689
Position 7591: 0.5004054012719669
Position 9253: 0.4785147257877574
Position 6597: 0.4090570998522731
Position 16490: 0.40464701336565256
Position 8110: 0.40333523442069485
Position 12746: 0.3950671697305972
Position 29798: 0.3757151060055422
Position 12517: 0.3641421726039799
Position 2426: 0.3622244939057179
Position 27213: 0.35136203381096476
Position 7858: 0.2946401257404046
Position 7993: 0.29151712979288086
Position 9037: 0.25967108719247634
Position 2099: 0.21677160551077335
Position 10089: 0.2022307783277619
Position 29013: 0.20163287563414284
Position 8114: 0.16965477526121223
Position 29753: 0.16802663997707354
Position 28849: 0.1626687929567551
Position 4852: 0.14934491435758443
Position 971: 0.12881130435346827
Position 7935: 0.11694033530373654
Position 3448: 0.10076520835007766
Position 10083: 0.08794422620067467
Position 1332: 0.08053574704219678
Position 2775: 0.07013468073097323
Position 13504: 0.06677857044466082
Position 9616: 0.06299796634782856
Position 2422: 0.060695436939730195
Position 20449: 0.05684154914528267
Position 2335: 0.05570108435959851
Position 30011: 0.05393751605687275
Position 9841: 0.044509306281419504
Position 4320: 0.04235579050029961
Position 2278: 0.04196890784426628
Position 31849: 0.028615429023641822
Position 17403: 0.027560495431628546
Position 29791: 0.024846219970130298
Position 31284: 0.02420588185108417
Position 40: 0.02377147114039255
Position 3266: 0.022541748376678557
Position 22700: 0.020776501643525607
Position 26903: 0.018893485715062622
Position 11559: 0.01765356243254802
Position 7554: 0.01765218454233582
Position 640: 0.017252040208650548
Position 12546: 0.016920009330243645
Position 8403: 0.016550194785117427
Position 4864: 0.01616515126049396
Position 5445: 0.016056280961076547
Position 28462: 0.015651322733429705
Position 2240: 0.014319957776416209
Position 22628: 0.011737952025316474
Position 23455: 0.010081469310500576
Position 7819: 0.010023901803867762
Position 25655: 0.00906924759415597
Position 120: 0.008476407008906775
Position 7118: 0.008462405114169921
Position 3341: 0.00827401430608644
Position 3426: 0.007470048870775205
Position 24328: 0.0070785494254344845
Position 28039: 0.007010526833834162
Position 28657: 0.0064611239813697294
Position 12512: 0.006328071282967357
Position 1588: 0.005354008772381673
Position 8101: 0.005343225488831742
Position 7620: 0.0042593675409035485
Position 204: 0.0037895602257376603
Position 8459: 0.0037723965840708975
Position 28230: 0.002234199069517375
Position 2551: 0.0021309916767867846
Position 6755: 0.002060743138657297
Position 726: 0.0019242734080932695
Position 720: 0.0017272190571651898
Position 73: 0.0016564850350536129
Position 7599: 0.0015114972112249246
Position 7522: 0.0014994067342755765
Position 16362: 0.0014686200806661178
Position 1644: 0.0012222031318485551
Position 161: 0.0011765833279493776
Position 2391: 0.0010804679152910373
Position 27731: 0.0009827076030056788
Position 7558: 0.0009660772635087669
Position 684: 0.0009622488260700929
Position 309: 0.0009474485024358708
Position 923: 0.0009365956661679023
Position 975: 0.0008473710084114463
Position 951: 0.0008208982896372027
Position 30321: 0.0005881593649182488
Position 716: 0.0005833991066734983
Position 2950: 0.0005771727475131849
Position 513: 0.0005229204644853576
Position 1828: 0.0005172214633247554
Position 67: 0.0005109269808322885
Position 16383: 0.0005061969964293741
Position 1520: 0.0004854549557873675
Position 2120: 0.00044536302993117695
Position 644: 0.0004445373489221528
Position 660: 0.00039297055230768345
Position 7394: 0.00037053745250733964
Position 28064: 0.00029116203397621716
Position 856: 0.00026991044949835227
Position 30093: 0.0002673496858944933
Position 766: 0.00024919661001861877
Position 1603: 0.0002333911063026811
Position 472: 0.000219802216707272
Position 196: 0.00021793726473134722
Position 1647: 0.00021250417936702777
Position 138: 0.0001746307610867899
Position 1916: 0.00017126536752988945
Position 344: 0.00016645003610849752
Position 1888: 0.00016453086177086682
Position 467: 0.00014060962876567563
Position 1118: 0.000140434556779519
Position 1071: 0.0001272044484544851
Position 100: 0.0001242006297627727
Position 34: 0.00011096253031175168
Position 11092: 9.264424528064557e-05
Position 524: 8.132865288325164e-05
Position 324: 7.713680824148451e-05
Position 983: 7.364364042976908e-05
Position 1128: 7.071414238398487e-05
Position 865: 6.984211603784856e-05
Position 193: 6.713387757742362e-05
Position 2763: 5.930767384511574e-05
Position 579: 5.845718998702577e-05
Position 371: 4.9849204459937516e-05
Position 1022: 4.835862243469763e-05
Position 1368: 4.772690739703307e-05
Position 642: 4.404819405742499e-05
Position 739: 4.1393640733069664e-05
Position 404: 4.135532620972419e-05
Position 156: 4.061940582332542e-05
