Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 19945 22234 23904 28531 29507 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 19888 22126 23797 28426 29320 30730 32162
 32864 35269 36101]
top_k =  500
Partition function (log Z): 8.618801691410823

Sorted 5' Splice Sites (High to Low Probability):
Position 10141: 0.999999999999999
Position 19945: 0.999999990985593
Position 22234: 0.999999990985593
Position 23904: 0.999999990985593
Position 30854: 0.9999999909855926
Position 13489: 0.9925748606451831
Position 13161: 0.9833329491153431
Position 32977: 0.9833189206775782
Position 32347: 0.9781463440500406
Position 630: 0.9609882256297405
Position 11342: 0.9235478422986656
Position 15415: 0.7113206043449781
Position 29507: 0.7062999976004636
Position 35378: 0.700115116448833
Position 28531: 0.6210817263501368
Position 9291: 0.5806707722244816
Position 270: 0.48843027799113187
Position 17261: 0.4431389338455127
Position 5394: 0.39272343570279583
Position 11114: 0.3904496314751191
Position 6714: 0.3853862739840332
Position 17069: 0.2872419304488239
Position 6446: 0.26783642345528075
Position 37465: 0.24091568055884247
Position 15983: 0.2061301239070343
Position 6808: 0.19354400489344906
Position 14040: 0.17233431509158184
Position 33730: 0.15575242192999095
Position 14759: 0.14443583581063338
Position 13832: 0.1396434613016871
Position 91: 0.1374578421778563
Position 35734: 0.12859379016706776
Position 141: 0.10561372854472856
Position 35940: 0.10367094142677391
Position 36206: 0.101158067909321
Position 12259: 0.095863019904303
Position 35944: 0.0915759903388075
Position 5899: 0.08994679590955611
Position 12493: 0.08371508317191408
Position 36192: 0.07288300039581458
Position 36200: 0.07190039130023412
Position 13766: 0.07045413571888483
Position 7367: 0.07033617320343871
Position 162: 0.05857692675211807
Position 432: 0.057759181876257226
Position 115: 0.053992485437365526
Position 34471: 0.051417666777288436
Position 8774: 0.04520270102017518
Position 15015: 0.03891726242947896
Position 6105: 0.029396890247038777
Position 8926: 0.026459315532433532
Position 13989: 0.024700565007073322
Position 6436: 0.02222988542606684
Position 13337: 0.019418421571417314
Position 307: 0.01709527930326926
Position 35572: 0.016015175100109955
Position 3446: 0.015890661545507893
Position 9217: 0.014909924943646277
Position 12271: 0.014776816588956961
Position 222: 0.014618684142404904
Position 3743: 0.014432893977372085
Position 36202: 0.012765665216281284
Position 36539: 0.012333912582670258
Position 11382: 0.01214799611496777
Position 5297: 0.011742971269640072
Position 9083: 0.011527992646997314
Position 6419: 0.010417239807654067
Position 1566: 0.008473225977847706
Position 35367: 0.008056100636368219
Position 4327: 0.008041080040264034
Position 442: 0.00780577730031692
Position 8802: 0.007804807313032576
Position 6383: 0.00725987256133732
Position 15678: 0.0070008231105287986
Position 948: 0.006129425560186687
Position 36252: 0.006072127283535819
Position 33: 0.0057481843436869295
Position 6867: 0.005223445873316152
Position 2332: 0.0050578905782116355
Position 197: 0.004952948109549653
Position 11622: 0.004861853191092736
Position 32981: 0.0048376595347324365
Position 7490: 0.00470801616607963
Position 7002: 0.004676523738594853
Position 10693: 0.004233450458770052
Position 6835: 0.004139552167483456
Position 215: 0.00390869630290908
Position 12382: 0.00379208520642359
Position 98: 0.0037295653449706443
Position 3644: 0.003693008204713997
Position 4922: 0.0034410572555542904
Position 36014: 0.0031844497498244844
Position 11313: 0.002953358758992351
Position 451: 0.002769790586180978
Position 13996: 0.0027651463755340084
Position 14011: 0.0025556131982587345
Position 5581: 0.0023906131723448296
Position 13443: 0.0023830443957924214
Position 6126: 0.0021722836796715015
Position 171: 0.0020164029686040486
Position 2322: 0.0020043846803799326
Position 789: 0.0020009190650166963
