Gene = Asdurf
index = 144
Annotated 5SS: [  90 1740 2633]
Annotated 3SS: [1685 2556 4060]
SMsplice 5SS: [ 197 1740 2633]
SMsplice 3SS: [1685 2556 4060]
top_k =  500
Partition function (log Z): -6.2596678066211355

Sorted 5' Splice Sites (High to Low Probability):
Position 2633: 0.8892773273331076
Position 1740: 0.8319026858803238
Position 1037: 0.4650979351803445
Position 197: 0.3663809168227913
Position 90: 0.36335052674650853
Position 2240: 0.06848973271803944
Position 116: 0.028598804902036673
Position 3083: 0.02466737837997664
Position 3486: 0.01657649506719037
Position 705: 0.012477291773587045
Position 908: 0.012025662036052409
Position 2698: 0.010243456517290766
Position 3445: 0.00862721344847974
Position 1841: 0.00642440778066212
Position 1434: 0.0060872301775459214
Position 2293: 0.006029136188263743
Position 2303: 0.005944547982966386
Position 232: 0.00562192877082608
Position 3618: 0.005309701870315191
Position 699: 0.0047644486289973925
Position 2170: 0.004258927376246621
Position 2166: 0.003862789352968706
Position 344: 0.003778419691395281
Position 2379: 0.0034534596211572054
Position 352: 0.0031581548176643722
Position 2450: 0.002475334895981776
Position 1130: 0.0021770170191654534
Position 912: 0.002118835168092528
Position 215: 0.002091558930571593
Position 2329: 0.0019957050443599363
Position 1473: 0.0016971541683377235
Position 1463: 0.0015473835704695378
Position 686: 0.0014729260073292364
Position 701: 0.0014118962429788186
Position 1765: 0.001193631603476907
Position 217: 0.0010786973298784121
Position 296: 0.0009630264172870407
Position 3951: 0.0008536254253352997
Position 841: 0.0007417642675638202
Position 113: 0.0007241145058024462
Position 245: 0.0007012014160569838
Position 3864: 0.0005953923393822349
Position 142: 0.0005915232284173725
Position 1422: 0.0005498666701760572
Position 441: 0.0005143182828119995
Position 74: 0.0004980179275074849
Position 3506: 0.00044990744449548094
Position 356: 0.000379814376400405
Position 2311: 0.0003395911734578721
Position 2755: 0.0002965030166317545
Position 2640: 0.00029481200020084963
Position 2282: 0.0002727709673508621
Position 317: 0.00025669546377515856
Position 891: 0.00023228008775578722
Position 247: 0.00023153503258748043
Position 3786: 0.0002252992581805976
Position 2033: 0.0002212939948321941
Position 2643: 0.00021837571675077793
Position 3980: 0.0001943271852641786
Position 2372: 0.0001934273615899687
Position 1838: 0.00017194154006732604
Position 2814: 0.0001641426152247496
Position 2733: 0.00015164212381098014
Position 919: 0.0001479652753463581
Position 1849: 0.00014323987035719455
Position 3309: 0.00013669737246628448
Position 331: 0.000125317260132257
Position 2192: 0.0001195125424958047
Position 3390: 8.91544985736179e-05
Position 1744: 8.054132285458391e-05
Position 2967: 7.503222382505969e-05
Position 2725: 7.233964091649261e-05
Position 95: 6.942488064453992e-05
Position 2637: 6.725379387788836e-05
Position 135: 5.692492232463453e-05
Position 2652: 5.592241734466152e-05
Position 3511: 5.471353902446488e-05
Position 2159: 4.965024130815656e-05
Position 2186: 4.861786943119049e-05
Position 2135: 4.700378495963621e-05
Position 684: 1.5520170278184995e-05
Position 15: 1.8698037421190222e-06
Position 278: 1.560807483128153e-06
Position 284: 1.5365795263841007e-06
Position 270: 1.1627104556660949e-06
Position 154: 1.0787444855769184e-06
Position 464: 1.0098509325821915e-06
Position 710: 5.439087909914074e-07
Position 362: 5.370635111738637e-07
Position 412: 1.650958911712753e-07
Position 10: 6.890736126715912e-08
Position 255: 3.066088896051914e-08
Position 691: 6.914518474389229e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2556: 0.9537905959491627
Position 4060: 0.8263293368224081
Position 1685: 0.7139459754378573
Position 801: 0.11519589477825161
Position 1663: 0.10553277223719176
Position 911: 0.08241047956602682
Position 2084: 0.05381519141394086
Position 823: 0.03978068019307654
Position 2207: 0.021365511880981156
Position 772: 0.01981635147184032
Position 3393: 0.019165756777918153
Position 3369: 0.01703770474898303
Position 3573: 0.014963935141787284
Position 3009: 0.014891730269828762
Position 1512: 0.010692928606569648
Position 2015: 0.010430211007966162
Position 3838: 0.010091036417533766
Position 3269: 0.009870145762989885
Position 2954: 0.008980646619383286
Position 2932: 0.008104927457575718
Position 2790: 0.006913492055309687
Position 3193: 0.00668483136112317
Position 2209: 0.0064310290876983785
Position 3125: 0.006400945069927829
Position 196: 0.006028405633070232
Position 3815: 0.00586624464542799
Position 954: 0.005164353961558127
Position 1532: 0.00473856271927493
Position 1604: 0.0045504702016469405
Position 1282: 0.004140351844855841
Position 611: 0.0040463622286977035
Position 1896: 0.003958628930887082
Position 997: 0.0037658927084344494
Position 2477: 0.003720307343576822
Position 2983: 0.0035200600621955926
Position 3052: 0.0032450588032186174
Position 3563: 0.002975257150237481
Position 165: 0.002684572600807689
Position 2966: 0.0026068704827877697
Position 3483: 0.002353008819072373
Position 1278: 0.002057886513012998
Position 1178: 0.002010555450584207
Position 2770: 0.0019332590978078667
Position 3596: 0.001906166627397364
Position 3252: 0.001725672733635573
Position 531: 0.0016366907322130674
Position 3921: 0.0014280669582674064
Position 3205: 0.0013658546267578948
Position 3086: 0.0011851793170598128
Position 870: 0.0011399119648684995
Position 2602: 0.0011095267240774213
Position 2985: 0.0009903838529378066
Position 848: 0.0009677281947587838
Position 4004: 0.0009012132884254516
Position 2498: 0.0008723301790485186
Position 3390: 0.000863713063712465
Position 3530: 0.0007836642020539614
Position 2510: 0.0007306328887554083
Position 2665: 0.0007038132191513798
Position 3396: 0.0006731273294525615
Position 1297: 0.0006688368643210375
Position 4069: 0.0006358409898535525
Position 1567: 0.0006343719616331449
Position 2177: 0.0006300318213346714
Position 3622: 0.0006161542570386074
Position 1460: 0.0006070676054371907
Position 884: 0.0005692536611625945
Position 941: 0.0005632989974866541
Position 968: 0.0005383320958173936
Position 2116: 0.0005333957370142455
Position 2794: 0.0005236348599950183
Position 1556: 0.0004873161155806091
Position 3498: 0.0004851560405177709
Position 889: 0.0004371458657210692
Position 371: 0.00039639970293098666
Position 3688: 0.0003907544664949669
Position 3903: 0.00037455729589666554
Position 2240: 0.00035819043764129076
Position 3951: 0.0003413165758405532
Position 3179: 0.00032093996267171124
Position 1956: 0.0003137229986212249
Position 1007: 0.0003057199714221004
Position 3875: 0.00029831172649055543
Position 1939: 0.0002920947308191445
Position 3063: 0.0002862845068042985
Position 2733: 0.0002686607793467701
Position 2356: 0.00024575345152486126
Position 4007: 0.00023161569282689672
Position 1374: 0.00020796773247679887
Position 4093: 0.00020347137399247858
Position 1946: 0.00020230792367427057
Position 2775: 0.00020153665902454142
Position 296: 0.00019996359918517898
Position 615: 0.00019042129085128815
Position 2560: 0.0001826560228022654
Position 623: 0.00017797232866515272
Position 3775: 0.00017016128193559978
Position 719: 0.00016757279404904716
Position 3663: 0.00016608081007730814
Position 1437: 0.00016385176943880432
Position 2424: 0.00015414821529891143
Position 924: 0.00014893063208201262
Position 1730: 0.0001462304664234145
Position 3702: 0.00013884243188179578
Position 3647: 0.00013320879663435064
Position 3129: 0.00012657894522185992
Position 580: 9.990191420960051e-05
Position 2516: 9.5660206706366e-05
Position 2220: 9.353529002736896e-05
Position 3532: 9.163556277541074e-05
Position 3600: 9.148529864957669e-05
Position 3767: 9.047622198014159e-05
Position 2558: 8.98893279767377e-05
Position 3846: 8.647057815240336e-05
Position 1733: 8.144892760410197e-05
Position 1312: 7.561092914393116e-05
Position 171: 7.540735407505474e-05
Position 2022: 7.345466488081812e-05
Position 1031: 7.170018572603203e-05
Position 2159: 6.832788355983894e-05
Position 648: 6.728543344257265e-05
Position 1100: 6.61351699825117e-05
Position 2917: 6.450642617046794e-05
Position 1692: 6.288116546775148e-05
Position 661: 5.2175187077943964e-05
Position 978: 5.0364203505958295e-05
Position 689: 4.8078576410732414e-05
Position 1036: 4.1242445049608754e-05
Position 441: 3.588801750505464e-05
Position 555: 1.484321889892856e-05
Position 405: 7.919140300855013e-06
Position 145: 6.934997435069806e-06
Position 174: 6.000253637823162e-06
Position 3023: 5.140126410682235e-06
Position 1491: 4.3426987959814155e-06
Position 536: 2.963674040212606e-06
Position 487: 2.696692069354704e-06
Position 265: 2.3991743934789213e-06
Position 3299: 1.6155012718600551e-06
Position 2372: 1.552594155223963e-06
Position 667: 8.237080441686804e-07
Position 300: 4.955358014258341e-07
Position 242: 4.783941498818454e-07
Position 2329: 2.768270132675963e-07
Position 255: 2.0115201975228838e-07
Position 2627: 1.2941830656405777e-07
