Gene = Haus3
index = 532
Annotated 5SS: [ 138 2123 3612 6005]
Annotated 3SS: [ 1083  3171  5775 15420]
SMsplice 5SS: [ 138 2123 6005]
SMsplice 3SS: [ 1937  5775 15420]
top_k =  500
Partition function (log Z): -5.47615044543128

Sorted 5' Splice Sites (High to Low Probability):
Position 6005: 0.9957089039232178
Position 2123: 0.6935560269652411
Position 138: 0.6645682991516059
Position 277: 0.19584658143963152
Position 757: 0.17556870023682833
Position 3612: 0.15554297176462892
Position 14310: 0.06532109916995117
Position 149: 0.04740782767688423
Position 3280: 0.039248671909053796
Position 13082: 0.02739178884377998
Position 3375: 0.02551271079212221
Position 9995: 0.020251261953957597
Position 14218: 0.019350537224798313
Position 10989: 0.01447270585233892
Position 4567: 0.012351820279439627
Position 265: 0.01114877365516191
Position 4514: 0.009147044982238424
Position 11477: 0.009139552163805492
Position 75: 0.008904988997704212
Position 2058: 0.00799987901274104
Position 2758: 0.007508981922859671
Position 14720: 0.00547832013208005
Position 11494: 0.005149719350010696
Position 5179: 0.004125397315056185
Position 5152: 0.004048915413815935
Position 5341: 0.003687279481645808
Position 3616: 0.0034217628766469157
Position 3218: 0.0032027985401833895
Position 10980: 0.003132417462454494
Position 11482: 0.0026720405079874885
Position 233: 0.002541345648569271
Position 302: 0.0022375512572663484
Position 212: 0.002198997713956348
Position 9181: 0.0020150936558466464
Position 7057: 0.001781149545468979
Position 97: 0.0017273742320900193
Position 6673: 0.0015764350144678828
Position 1133: 0.0015465234991570798
Position 6226: 0.001481968806350174
Position 3316: 0.0013912693805639747
Position 629: 0.0011621543780541456
Position 421: 0.00103165960528715
Position 4597: 0.000962873682854351
Position 5968: 0.000940988026221211
Position 5897: 0.000900496784073579
Position 2574: 0.0008986925986371062
Position 55: 0.0008825570327053086
Position 3908: 0.0008564940022958948
Position 1352: 0.0007647103031326035
Position 5355: 0.0006928524133362518
Position 5159: 0.0006740857827662256
Position 306: 0.00061231557852575
Position 1701: 0.0005981459325556789
Position 3313: 0.0005413491360201035
Position 3985: 0.0005216270723640298
Position 2592: 0.00035989825741216655
Position 3265: 0.0003539736567171279
Position 969: 0.00029847018809528046
Position 993: 0.00029140544102999665
Position 574: 0.00027643445110378236
Position 2079: 0.00025958013972390517
Position 2074: 0.0002589871261489969
Position 2019: 0.0002381461735128132
Position 726: 0.00021999982198603123
Position 2479: 0.0002182640173979827
Position 2155: 0.00019107363361317667
Position 529: 6.620395677439321e-05
Position 235: 2.8536991649473507e-05
Position 990: 2.801364742251831e-05
Position 580: 2.7742828036744992e-05
Position 8061: 2.291147498618277e-05
Position 8066: 2.1099638091869103e-05
Position 61: 2.0531426391946945e-05
Position 118: 1.834940189901073e-05
Position 589: 1.6811834786231876e-05
Position 2692: 1.4423474536421844e-05
Position 2603: 1.4373889837942298e-05
Position 563: 1.3985414782767287e-05
Position 366: 1.3801097199241659e-05
Position 568: 1.3734677815034546e-05
Position 288: 1.3380967173051675e-05
Position 44: 1.1501353288784804e-05
Position 160: 8.214233861507817e-06
Position 5876: 7.123506183531609e-06
Position 41: 5.561142604640663e-06
Position 577: 4.3313721311963325e-06
Position 153: 4.075556454719772e-06
Position 4545: 4.003152979392409e-06
Position 281: 3.7669475939702793e-06
Position 4698: 3.7402298364720824e-06
Position 144: 2.4449602072875385e-06
Position 6208: 1.0854392048684128e-06
Position 816: 2.687934869190484e-07
Position 830: 1.2671964709803006e-07
Position 677: 4.440579153651958e-08
Position 392: 1.079991580234238e-08
Position 651: 3.664478589510243e-09
Position 737: 3.110313641188436e-09
Position 256: 1.7656876568590838e-11
Position 429: 7.245617618293972e-12
Position 437: 6.978049178889614e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5775: 0.9977871146086286
Position 15420: 0.8305351215002594
Position 1937: 0.5767718912071416
Position 3171: 0.1617031403767093
Position 672: 0.09968732882634013
Position 14099: 0.05010334537905402
Position 14209: 0.04003761640511815
Position 15368: 0.03549171865769408
Position 2032: 0.03185970384878644
Position 1804: 0.03172199800797831
Position 3339: 0.028055656337375293
Position 10861: 0.02738227356013511
Position 13013: 0.0223223580879559
Position 4455: 0.02178077605153335
Position 1885: 0.018408796329771916
Position 1980: 0.01731055131256114
Position 3525: 0.017078690388455994
Position 9795: 0.014661225954126667
Position 5057: 0.013391750404083686
Position 11362: 0.013266330333299624
Position 1970: 0.01241535276401352
Position 12861: 0.01039424028201011
Position 3500: 0.010235136198566998
Position 3478: 0.009384354027118316
Position 8241: 0.008672141386694253
Position 14854: 0.008667864006689665
Position 11350: 0.008502879693539644
Position 9870: 0.008053337520869062
Position 2038: 0.006516953453955668
Position 2453: 0.005796167979330027
Position 10360: 0.005750101453039551
Position 14573: 0.00547832013208005
Position 11777: 0.004979721560235195
Position 11858: 0.004884310503887589
Position 689: 0.004738134807367871
Position 13943: 0.004397261803558823
Position 6139: 0.004345632915691258
Position 1755: 0.004270308711036212
Position 12442: 0.004037213605381491
Position 6528: 0.0035376202361346093
Position 10322: 0.0026483270078710304
Position 2662: 0.002578320899612031
Position 9814: 0.0024428890606489582
Position 498: 0.0023925522806253923
Position 13184: 0.002314597992444245
Position 446: 0.0022687303498134456
Position 9569: 0.0021960861719344162
Position 9341: 0.002178428219614676
Position 10792: 0.002174640655244096
Position 10497: 0.002106002150961724
Position 10686: 0.0020973857466347625
Position 10988: 0.0020609909634404723
Position 6998: 0.002046262694380754
Position 1770: 0.002006137421799518
Position 13599: 0.001989193624012403
Position 13480: 0.0019593645310482704
Position 539: 0.0019449493939994187
Position 12194: 0.0018407774597247563
Position 5792: 0.0017613963666556457
Position 476: 0.0017367625936412015
Position 9147: 0.0017002306039656794
Position 563: 0.0016453010055559145
Position 12344: 0.0015471157579911672
Position 959: 0.0015234280407997417
Position 3783: 0.0013781210746599258
Position 8425: 0.0013326655654127442
Position 8166: 0.001209368827135666
Position 8060: 0.001209273275287646
Position 13110: 0.0011644596064216413
Position 9380: 0.0010289262689172217
Position 3426: 0.001019802266848029
